candidate	edition	source_group_id	raw	left_separator	gloss	lexical_role	proposed_slot	binding_status
R_C	ZL3b	ZL3b|f111v.18|G001	tai[s:r]	LINE_START	⟦tai[s:r]⟧	UNREAD	TIME	UNBOUND_VARIANT
R_C	ZL3b	ZL3b|f111v.18|G002	shedy	DEFINITE_SPACE	Flüssigkeit	MATERIAL	SUBJECT	LOCAL_HYPOTHESIS
R_C	ZL3b	ZL3b|f111v.18|G003	qoeedaiin	DEFINITE_SPACE	⟦qoeedaiin⟧	UNREAD	MOTION	UNBOUND_VARIANT
R_C	ZL3b	ZL3b|f111v.18|G004	okain	DEFINITE_SPACE	weiterhin	PERSISTENCE	PERSISTENCE	LOCAL_HYPOTHESIS
R_C	ZL3b	ZL3b|f111v.18|G005	{c'hh}ey	DEFINITE_SPACE	⟦{c'hh}ey⟧	UNREAD	SUBJECT_PREDICATE	UNBOUND_VARIANT
R_C	ZL3b	ZL3b|f111v.18|G006	kaiin	UNCERTAIN_SMALL_SPACE	durch	PATH	PATH	LOCAL_HYPOTHESIS
R_C	ZL3b	ZL3b|f111v.18|G007	shey	DEFINITE_SPACE	dieses	DEMONSTRATIVE	APERTURE_DEMONSTRATIVE	LOCAL_HYPOTHESIS
R_C	ZL3b	ZL3b|f111v.18|G008	otain	DEFINITE_SPACE	Öffnung	APERTURE	APERTURE	LOCAL_HYPOTHESIS
R_C	ZL3b	ZL3b|f111v.18|G009	alkain	DEFINITE_SPACE	füllt	FILL	FILL	LOCAL_HYPOTHESIS
R_C	ZL3b	ZL3b|f111v.18|G010	o	DEFINITE_SPACE	das	DEFINITE_DETERMINER	OBJECT_DETERMINER	LOCAL_HYPOTHESIS
R_C	ZL3b	ZL3b|f111v.18|G011	l	DEFINITE_SPACE	andere	OTHER	OBJECT_OTHER	LOCAL_HYPOTHESIS
R_C	ZL3b	ZL3b|f111v.18|G012	r	DEFINITE_SPACE	Gefäß	VESSEL	OBJECT_VESSEL	LOCAL_HYPOTHESIS
R_C	ZL3b	ZL3b|f111v.18|G013	ol	DEFINITE_SPACE	nur	LIMITER	AMOUNT_LIMITER	LOCAL_HYPOTHESIS
R_C	ZL3b	ZL3b|f111v.18|G014	dain	DEFINITE_SPACE	wenig	LOW_AMOUNT	LOW_FILL_AMOUNT	LOCAL_HYPOTHESIS
R_W	ZL3b	ZL3b|f111v.18|G001	tai[s:r]	LINE_START	⟦tai[s:r]⟧	UNREAD	TIME	UNBOUND_VARIANT
R_W	ZL3b	ZL3b|f111v.18|G002	shedy	DEFINITE_SPACE	Flüssigkeit	MATERIAL	SUBJECT	LOCAL_HYPOTHESIS
R_W	ZL3b	ZL3b|f111v.18|G003	qoeedaiin	DEFINITE_SPACE	⟦qoeedaiin⟧	UNREAD	MOTION	UNBOUND_VARIANT
R_W	ZL3b	ZL3b|f111v.18|G004	okain	DEFINITE_SPACE	weiterhin	PERSISTENCE	PERSISTENCE	LOCAL_HYPOTHESIS
R_W	ZL3b	ZL3b|f111v.18|G005	{c'hh}ey	DEFINITE_SPACE	⟦{c'hh}ey⟧	UNREAD	SUBJECT_PREDICATE	UNBOUND_VARIANT
R_W	ZL3b	ZL3b|f111v.18|G006	kaiin	UNCERTAIN_SMALL_SPACE	durch	PATH	PATH	LOCAL_HYPOTHESIS
R_W	ZL3b	ZL3b|f111v.18|G007	shey	DEFINITE_SPACE	dieses	DEMONSTRATIVE	APERTURE_DEMONSTRATIVE	LOCAL_HYPOTHESIS
R_W	ZL3b	ZL3b|f111v.18|G008	otain	DEFINITE_SPACE	Öffnung	APERTURE	APERTURE	LOCAL_HYPOTHESIS
R_W	ZL3b	ZL3b|f111v.18|G009	alkain	DEFINITE_SPACE	füllt	FILL	FILL	LOCAL_HYPOTHESIS
R_W	ZL3b	ZL3b|f111v.18|G010	o	DEFINITE_SPACE	das	DEFINITE_DETERMINER	OBJECT_DETERMINER	LOCAL_HYPOTHESIS
R_W	ZL3b	ZL3b|f111v.18|G011	l	DEFINITE_SPACE	andere	OTHER	OBJECT_OTHER	LOCAL_HYPOTHESIS
R_W	ZL3b	ZL3b|f111v.18|G012	r	DEFINITE_SPACE	Gefäß	VESSEL	OBJECT_VESSEL	LOCAL_HYPOTHESIS
R_W	ZL3b	ZL3b|f111v.18|G013	ol	DEFINITE_SPACE	nur	LIMITER	AMOUNT_LIMITER	LOCAL_HYPOTHESIS
R_W	ZL3b	ZL3b|f111v.18|G014	dain	DEFINITE_SPACE	wenig	LOW_AMOUNT	LOW_FILL_AMOUNT	LOCAL_HYPOTHESIS
T_C	ZL3b	ZL3b|f111v.18|G001	tai[s:r]	LINE_START	⟦tai[s:r]⟧	UNREAD	TIME	UNBOUND_VARIANT
