edition	page	physical_leaf	locus	source_group_id	raw	gloss	role	left_raw	right_raw	left_separator	right_separator	source_path	applies_to	meaning_status
ZL3b	f103r	103	f103r.1	ZL3b|f103r.1|G010	dain	wenig	LOW_AMOUNT	yshdal	okal	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.10	ZL3b|f103r.10|G002	ol	nur	LIMITER	daiin	oain	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.11	ZL3b|f103r.11|G005	okain	weiterhin	PERSISTENCE	lolshedy	chey	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.14	ZL3b|f103r.14|G001	okain	weiterhin	PERSISTENCE		shekain	LINE_START	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.18	ZL3b|f103r.18|G003	okain	weiterhin	PERSISTENCE	qokeol	checthy	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.18	ZL3b|f103r.18|G006	okain	weiterhin	PERSISTENCE	oteeylshedy	qokain	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.2	ZL3b|f103r.2|G001	dain	wenig	LOW_AMOUNT		shek	LINE_START	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.22	ZL3b|f103r.22|G002	okain	weiterhin	PERSISTENCE	dalshy	shckhody	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.24	ZL3b|f103r.24|G010	dain	wenig	LOW_AMOUNT	otey	oteey	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.25	ZL3b|f103r.25|G010	okain	weiterhin	PERSISTENCE	qoodain	[o:?]teey	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.25	ZL3b|f103r.25|G012	ol	nur	LIMITER	[o:?]teey		DEFINITE_SPACE	LINE_END	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.28	ZL3b|f103r.28|G009	ol	nur	LIMITER	ain	cheey	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.31	ZL3b|f103r.31|G003	kaiin	durch	PATH	chol	chal	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.4	ZL3b|f103r.4|G007	ol	nur	LIMITER	chdar	loty	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.43	ZL3b|f103r.43|G003	ol	nur	LIMITER	cheal	sheey	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.46	ZL3b|f103r.46|G009	ol	nur	LIMITER	qokeey	loiin	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.47	ZL3b|f103r.47|G003	l	andere	OTHER	okeeo	lchey	UNCERTAIN_SMALL_SPACE	UNCERTAIN_SMALL_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.49	ZL3b|f103r.49|G004	l	andere	OTHER	ain	ol	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.49	ZL3b|f103r.49|G005	ol	nur	LIMITER	l	sheed	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.50	ZL3b|f103r.50|G002	l	andere	OTHER	ssheey	shey	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.6	ZL3b|f103r.6|G002	dain	wenig	LOW_AMOUNT	ocheey	shek	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.7	ZL3b|f103r.7|G008	ol	nur	LIMITER	qoedy	shedy	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103r	103	f103r.9	ZL3b|f103r.9|G012	l	andere	OTHER	otey	?dy	DEFINITE_SPACE	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	103	f103v.12	ZL3b|f103v.12|G006	l	andere	OTHER	qokeey	ol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	103	f103v.12	ZL3b|f103v.12|G007	ol	nur	LIMITER	l	shedy	UNCERTAIN_SMALL_SPACE	UNCERTAIN_SMALL_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
ZL3b	f103v	103	f103v.13	ZL3b|f103v.13|G001	dain	wenig	LOW_AMOUNT		{ch'}eey	LINE_START	DEFINITE_SPACE	experiments/yolo/gdt915_terminal_lr_phrase_transfer/artifacts/SOURCE_DISCOVERY_ZL3b.json	R_C,R_W,T_C,T_W	HYPOTHESIS_ONLY
