edition	grammar	paragraph	world	candidate	conflicts	different_not_opposed	unbound_assertions	row_status
ZL3b	B	f6v|f6v.6-f6v.21	E|ZL3b|B|f6v|f6v.6-f6v.21	D	0	0	1	recorded
ZL3b	B	f6v|f6v.6-f6v.21	E|ZL3b|B|f6v|f6v.6-f6v.21	H	0	0	1	recorded
ZL3b	J	f6v|f6v.6-f6v.21	E|ZL3b|J|f6v|f6v.6-f6v.21	D	0	0	1	recorded
ZL3b	J	f6v|f6v.6-f6v.21	E|ZL3b|J|f6v|f6v.6-f6v.21	H	0	0	1	recorded
ZL3b	M	f6v|f6v.6-f6v.21	E|ZL3b|M|f6v|f6v.6-f6v.21	D	0	0	1	recorded
ZL3b	M	f6v|f6v.6-f6v.21	E|ZL3b|M|f6v|f6v.6-f6v.21	H	0	0	1	recorded
ZL3b	B	f9v|f9v.5-f9v.12	E|ZL3b|B|f9v|f9v.5-f9v.12	D	1	0	1	recorded
ZL3b	B	f9v|f9v.5-f9v.12	E|ZL3b|B|f9v|f9v.5-f9v.12	H	0	0	1	recorded
ZL3b	J	f9v|f9v.5-f9v.12	E|ZL3b|J|f9v|f9v.5-f9v.12	D	1	0	1	recorded
ZL3b	J	f9v|f9v.5-f9v.12	E|ZL3b|J|f9v|f9v.5-f9v.12	H	0	0	1	recorded
ZL3b	M	f9v|f9v.5-f9v.12	E|ZL3b|M|f9v|f9v.5-f9v.12	D	1	0	1	recorded
ZL3b	M	f9v|f9v.5-f9v.12	E|ZL3b|M|f9v|f9v.5-f9v.12	H	0	0	1	recorded
ZL3b	B	f17v|f17v.1-f17v.23	E|ZL3b|B|f17v|f17v.1-f17v.23	D	0	0	0	recorded
ZL3b	B	f17v|f17v.1-f17v.23	E|ZL3b|B|f17v|f17v.1-f17v.23	H	0	0	0	recorded
ZL3b	B	f17v|f17v.1-f17v.23	R0001	D	0	0	0	recorded
ZL3b	B	f17v|f17v.1-f17v.23	R0001	H	0	0	0	recorded
ZL3b	J	f17v|f17v.1-f17v.23	E|ZL3b|J|f17v|f17v.1-f17v.23	D	0	0	0	recorded
ZL3b	J	f17v|f17v.1-f17v.23	E|ZL3b|J|f17v|f17v.1-f17v.23	H	0	0	0	recorded
ZL3b	J	f17v|f17v.1-f17v.23	R0002	D	0	0	0	recorded
ZL3b	J	f17v|f17v.1-f17v.23	R0002	H	0	0	0	recorded
ZL3b	M	f17v|f17v.1-f17v.23	E|ZL3b|M|f17v|f17v.1-f17v.23	D	0	0	0	recorded
ZL3b	M	f17v|f17v.1-f17v.23	E|ZL3b|M|f17v|f17v.1-f17v.23	H	0	0	0	recorded
ZL3b	M	f17v|f17v.1-f17v.23	R0003	D	0	0	0	recorded
ZL3b	M	f17v|f17v.1-f17v.23	R0003	H	0	0	0	recorded
ZL3b	B	f19v|f19v.8-f19v.14	E|ZL3b|B|f19v|f19v.8-f19v.14	D	0	0	0	recorded
ZL3b	B	f19v|f19v.8-f19v.14	E|ZL3b|B|f19v|f19v.8-f19v.14	H	0	1	0	recorded
ZL3b	J	f19v|f19v.8-f19v.14	E|ZL3b|J|f19v|f19v.8-f19v.14	D	0	0	0	recorded
ZL3b	J	f19v|f19v.8-f19v.14	E|ZL3b|J|f19v|f19v.8-f19v.14	H	0	1	0	recorded
ZL3b	M	f19v|f19v.8-f19v.14	E|ZL3b|M|f19v|f19v.8-f19v.14	D	0	0	0	recorded
ZL3b	M	f19v|f19v.8-f19v.14	E|ZL3b|M|f19v|f19v.8-f19v.14	H	0	1	0	recorded
ZL3b	B	f22v|f22v.6-f22v.16	E|ZL3b|B|f22v|f22v.6-f22v.16	D	0	0	2	recorded
ZL3b	B	f22v|f22v.6-f22v.16	E|ZL3b|B|f22v|f22v.6-f22v.16	H	0	0	2	recorded
ZL3b	B	f22v|f22v.6-f22v.16	R0004	D	0	0	2	recorded
ZL3b	B	f22v|f22v.6-f22v.16	R0004	H	1	0	2	recorded
ZL3b	J	f22v|f22v.6-f22v.16	E|ZL3b|J|f22v|f22v.6-f22v.16	D	0	0	2	recorded
ZL3b	J	f22v|f22v.6-f22v.16	E|ZL3b|J|f22v|f22v.6-f22v.16	H	0	0	2	recorded
ZL3b	J	f22v|f22v.6-f22v.16	R0005	D	0	0	2	recorded
ZL3b	J	f22v|f22v.6-f22v.16	R0005	H	1	0	2	recorded
ZL3b	M	f22v|f22v.6-f22v.16	E|ZL3b|M|f22v|f22v.6-f22v.16	D	0	0	2	recorded
ZL3b	M	f22v|f22v.6-f22v.16	E|ZL3b|M|f22v|f22v.6-f22v.16	H	0	0	2	recorded
ZL3b	M	f22v|f22v.6-f22v.16	R0006	D	0	0	2	recorded
ZL3b	M	f22v|f22v.6-f22v.16	R0006	H	1	0	2	recorded
ZL3b	B	f23r|f23r.4-f23r.5	E|ZL3b|B|f23r|f23r.4-f23r.5	D	0	0	0	recorded
ZL3b	B	f23r|f23r.4-f23r.5	E|ZL3b|B|f23r|f23r.4-f23r.5	H	0	0	0	recorded
ZL3b	J	f23r|f23r.4-f23r.5	E|ZL3b|J|f23r|f23r.4-f23r.5	D	0	0	0	recorded
ZL3b	J	f23r|f23r.4-f23r.5	E|ZL3b|J|f23r|f23r.4-f23r.5	H	0	0	0	recorded
ZL3b	M	f23r|f23r.4-f23r.5	E|ZL3b|M|f23r|f23r.4-f23r.5	D	0	0	0	recorded
ZL3b	M	f23r|f23r.4-f23r.5	E|ZL3b|M|f23r|f23r.4-f23r.5	H	0	0	0	recorded
ZL3b	B	f24r|f24r.1-f24r.20	E|ZL3b|B|f24r|f24r.1-f24r.20	D	0	0	0	recorded
ZL3b	B	f24r|f24r.1-f24r.20	E|ZL3b|B|f24r|f24r.1-f24r.20	H	0	0	0	recorded
ZL3b	B	f24r|f24r.1-f24r.20	R0007	D	0	0	0	recorded
ZL3b	B	f24r|f24r.1-f24r.20	R0007	H	0	0	0	recorded
ZL3b	J	f24r|f24r.1-f24r.20	E|ZL3b|J|f24r|f24r.1-f24r.20	D	0	0	0	recorded
ZL3b	J	f24r|f24r.1-f24r.20	E|ZL3b|J|f24r|f24r.1-f24r.20	H	0	0	0	recorded
ZL3b	J	f24r|f24r.1-f24r.20	R0008	D	0	0	0	recorded
ZL3b	J	f24r|f24r.1-f24r.20	R0008	H	0	0	0	recorded
ZL3b	M	f24r|f24r.1-f24r.20	E|ZL3b|M|f24r|f24r.1-f24r.20	D	0	0	0	recorded
ZL3b	M	f24r|f24r.1-f24r.20	E|ZL3b|M|f24r|f24r.1-f24r.20	H	0	0	0	recorded
ZL3b	M	f24r|f24r.1-f24r.20	R0009	D	0	0	0	recorded
ZL3b	M	f24r|f24r.1-f24r.20	R0009	H	0	0	0	recorded
ZL3b	B	f45v|f45v.5-f45v.11	E|ZL3b|B|f45v|f45v.5-f45v.11	D	0	0	1	recorded
ZL3b	B	f45v|f45v.5-f45v.11	E|ZL3b|B|f45v|f45v.5-f45v.11	H	0	0	1	recorded
ZL3b	J	f45v|f45v.5-f45v.11	E|ZL3b|J|f45v|f45v.5-f45v.11	D	0	0	1	recorded
ZL3b	J	f45v|f45v.5-f45v.11	E|ZL3b|J|f45v|f45v.5-f45v.11	H	0	0	1	recorded
ZL3b	M	f45v|f45v.5-f45v.11	E|ZL3b|M|f45v|f45v.5-f45v.11	D	0	0	1	recorded
ZL3b	M	f45v|f45v.5-f45v.11	E|ZL3b|M|f45v|f45v.5-f45v.11	H	0	0	1	recorded
ZL3b	B	f86v5|f86v5.18-f86v5.25	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	D	0	0	0	recorded
ZL3b	B	f86v5|f86v5.18-f86v5.25	E|ZL3b|B|f86v5|f86v5.18-f86v5.25	H	0	0	0	recorded
ZL3b	B	f86v5|f86v5.18-f86v5.25	R0010	D	0	0	0	recorded
ZL3b	B	f86v5|f86v5.18-f86v5.25	R0010	H	0	0	0	recorded
ZL3b	J	f86v5|f86v5.18-f86v5.25	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	D	0	0	0	recorded
ZL3b	J	f86v5|f86v5.18-f86v5.25	E|ZL3b|J|f86v5|f86v5.18-f86v5.25	H	0	0	0	recorded
ZL3b	J	f86v5|f86v5.18-f86v5.25	R0011	D	0	0	0	recorded
ZL3b	J	f86v5|f86v5.18-f86v5.25	R0011	H	0	0	0	recorded
ZL3b	M	f86v5|f86v5.18-f86v5.25	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	D	0	0	0	recorded
ZL3b	M	f86v5|f86v5.18-f86v5.25	E|ZL3b|M|f86v5|f86v5.18-f86v5.25	H	0	0	0	recorded
ZL3b	M	f86v5|f86v5.18-f86v5.25	R0012	D	0	0	0	recorded
ZL3b	M	f86v5|f86v5.18-f86v5.25	R0012	H	0	0	0	recorded
ZL3b	B	f93r|f93r.1-f93r.32	E|ZL3b|B|f93r|f93r.1-f93r.32	D	0	0	1	recorded
ZL3b	B	f93r|f93r.1-f93r.32	E|ZL3b|B|f93r|f93r.1-f93r.32	H	0	0	1	recorded
ZL3b	B	f93r|f93r.1-f93r.32	R0013	D	0	0	1	recorded
ZL3b	B	f93r|f93r.1-f93r.32	R0013	H	0	0	1	recorded
ZL3b	J	f93r|f93r.1-f93r.32	E|ZL3b|J|f93r|f93r.1-f93r.32	D	0	0	1	recorded
ZL3b	J	f93r|f93r.1-f93r.32	E|ZL3b|J|f93r|f93r.1-f93r.32	H	0	0	1	recorded
ZL3b	J	f93r|f93r.1-f93r.32	R0014	D	0	0	1	recorded
ZL3b	J	f93r|f93r.1-f93r.32	R0014	H	0	0	1	recorded
ZL3b	M	f93r|f93r.1-f93r.32	E|ZL3b|M|f93r|f93r.1-f93r.32	D	0	0	1	recorded
ZL3b	M	f93r|f93r.1-f93r.32	E|ZL3b|M|f93r|f93r.1-f93r.32	H	0	0	1	recorded
ZL3b	M	f93r|f93r.1-f93r.32	R0015	D	0	0	1	recorded
ZL3b	M	f93r|f93r.1-f93r.32	R0015	H	0	0	1	recorded
ZL3b	B	f99r|f99r.47-f99r.52	E|ZL3b|B|f99r|f99r.47-f99r.52	D	0	0	0	recorded
ZL3b	B	f99r|f99r.47-f99r.52	E|ZL3b|B|f99r|f99r.47-f99r.52	H	0	0	0	recorded
ZL3b	J	f99r|f99r.47-f99r.52	E|ZL3b|J|f99r|f99r.47-f99r.52	D	0	0	0	recorded
ZL3b	J	f99r|f99r.47-f99r.52	E|ZL3b|J|f99r|f99r.47-f99r.52	H	0	0	0	recorded
ZL3b	M	f99r|f99r.47-f99r.52	E|ZL3b|M|f99r|f99r.47-f99r.52	D	0	0	0	recorded
ZL3b	M	f99r|f99r.47-f99r.52	E|ZL3b|M|f99r|f99r.47-f99r.52	H	0	0	0	recorded
ZL3b	B	f102v2|f102v2.30-f102v2.39	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	D	0	0	1	recorded
ZL3b	B	f102v2|f102v2.30-f102v2.39	E|ZL3b|B|f102v2|f102v2.30-f102v2.39	H	0	0	1	recorded
ZL3b	J	f102v2|f102v2.30-f102v2.39	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	D	1	0	1	recorded
ZL3b	J	f102v2|f102v2.30-f102v2.39	E|ZL3b|J|f102v2|f102v2.30-f102v2.39	H	1	0	1	recorded
