candidate	edition	grammar	paragraph	first	first_form	second	second_form	patient	effect	debts	row_status
H	ZL3b	J	f6v|f6v.6-f6v.21	f6v.14:1	qokor	f6v.14:2	chol	f6v.14:3	"{""axis"":""thermal"",""value"":""hot""}"		recorded
H	ZL3b	M	f6v|f6v.6-f6v.21	f6v.14:1	qokor	f6v.14:2	chol	f6v.14:3	"{""axis"":""thermal"",""value"":""hot""}"		recorded
D	ZL3b	J	f17v|f17v.1-f17v.23	f17v.13:2	chol	f17v.13:3	chol	f17v.13:4	"{""axis"":""moisture"",""value"":""dry""}"		recorded
D	ZL3b	J	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.20:2	okeey	f17v.20:3	"{""axis"":""thermal"",""value"":""warm""}"		recorded
H	ZL3b	J	f17v|f17v.1-f17v.23	f17v.13:2	chol	f17v.13:3	chol	f17v.13:4	"{""axis"":""thermal"",""value"":""hot""}"		recorded
H	ZL3b	J	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.20:2	okeey	f17v.20:3	"{""axis"":""thermal"",""value"":""warm""}"		recorded
D	ZL3b	M	f17v|f17v.1-f17v.23	f17v.13:2	chol	f17v.13:3	chol	f17v.13:4	"{""axis"":""moisture"",""value"":""dry""}"		recorded
D	ZL3b	M	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.20:2	okeey	f17v.20:3	"{""axis"":""thermal"",""value"":""warm""}"		recorded
H	ZL3b	M	f17v|f17v.1-f17v.23	f17v.13:2	chol	f17v.13:3	chol	f17v.13:4	"{""axis"":""thermal"",""value"":""hot""}"		recorded
H	ZL3b	M	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.20:2	okeey	f17v.20:3	"{""axis"":""thermal"",""value"":""warm""}"		recorded
D	ZL3b	B	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
H	ZL3b	B	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
D	ZL3b	J	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
H	ZL3b	J	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
D	ZL3b	M	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
H	ZL3b	M	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:5	recorded
D	ZL3b	B	f24r|f24r.1-f24r.20	f24r.18:2	chol	f24r.18:4	chol	f24r.17:3	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	ZL3b	B	f24r|f24r.1-f24r.20	f24r.18:4	chol	f24r.19:3	chol	f24r.17:3	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	ZL3b	B	f24r|f24r.1-f24r.20	f24r.18:2	chol	f24r.18:4	chol	f24r.17:3	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	ZL3b	B	f24r|f24r.1-f24r.20	f24r.18:4	chol	f24r.19:3	chol	f24r.17:3	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	ZL3b	J	f24r|f24r.1-f24r.20	f24r.18:2	chol	f24r.18:4	chol	f24r.17:3	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	ZL3b	J	f24r|f24r.1-f24r.20	f24r.18:4	chol	f24r.19:3	chol	f24r.17:3	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	ZL3b	J	f24r|f24r.1-f24r.20	f24r.18:2	chol	f24r.18:4	chol	f24r.17:3	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	ZL3b	J	f24r|f24r.1-f24r.20	f24r.18:4	chol	f24r.19:3	chol	f24r.17:3	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	ZL3b	M	f24r|f24r.1-f24r.20	f24r.18:2	chol	f24r.18:4	chol	f24r.17:3	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	ZL3b	M	f24r|f24r.1-f24r.20	f24r.18:4	chol	f24r.19:3	chol	f24r.17:3	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	ZL3b	M	f24r|f24r.1-f24r.20	f24r.18:2	chol	f24r.18:4	chol	f24r.17:3	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	ZL3b	M	f24r|f24r.1-f24r.20	f24r.18:4	chol	f24r.19:3	chol	f24r.17:3	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f24r.17:4;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.17:4;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	ZL3b	B	f99r|f99r.47-f99r.52	f99r.49:4	okeey	f99r.50:2	okeey	f99r.49:6	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	ZL3b	B	f99r|f99r.47-f99r.52	f99r.49:4	okeey	f99r.50:2	okeey	f99r.49:6	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	ZL3b	J	f99r|f99r.47-f99r.52	f99r.49:4	okeey	f99r.50:2	okeey	f99r.49:6	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	ZL3b	J	f99r|f99r.47-f99r.52	f99r.49:4	okeey	f99r.50:2	okeey	f99r.49:6	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	ZL3b	M	f99r|f99r.47-f99r.52	f99r.49:4	okeey	f99r.50:2	okeey	f99r.49:6	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	ZL3b	M	f99r|f99r.47-f99r.52	f99r.49:4	okeey	f99r.50:2	okeey	f99r.49:6	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	ZL3b	B	f102v2|f102v2.30-f102v2.39	f102v2.36:3	okeey	f102v2.36:8	okeey	f102v2.35:9	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	ZL3b	B	f102v2|f102v2.30-f102v2.39	f102v2.36:3	okeey	f102v2.36:8	okeey	f102v2.35:9	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	ZL3b	J	f102v2|f102v2.30-f102v2.39	f102v2.36:3	okeey	f102v2.36:8	okeey	f102v2.35:9	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	ZL3b	J	f102v2|f102v2.30-f102v2.39	f102v2.36:3	okeey	f102v2.36:8	okeey	f102v2.35:9	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	ZL3b	M	f102v2|f102v2.30-f102v2.39	f102v2.36:3	okeey	f102v2.36:8	okeey	f102v2.35:9	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	ZL3b	M	f102v2|f102v2.30-f102v2.39	f102v2.36:3	okeey	f102v2.36:8	okeey	f102v2.35:9	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	IT2a	J	f6v|f6v.6-f6v.21	f6v.14:1	qokor	f6v.14:2	chol	f6v.14:3	"{""axis"":""thermal"",""value"":""hot""}"		recorded
H	IT2a	M	f6v|f6v.6-f6v.21	f6v.14:1	qokor	f6v.14:2	chol	f6v.14:3	"{""axis"":""thermal"",""value"":""hot""}"		recorded
D	IT2a	J	f17v|f17v.1-f17v.23	f17v.13:2	chol	f17v.13:3	chol	f17v.13:4	"{""axis"":""moisture"",""value"":""dry""}"		recorded
D	IT2a	J	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.20:2	okeey	f17v.20:3	"{""axis"":""thermal"",""value"":""warm""}"		recorded
H	IT2a	J	f17v|f17v.1-f17v.23	f17v.13:2	chol	f17v.13:3	chol	f17v.13:4	"{""axis"":""thermal"",""value"":""hot""}"		recorded
H	IT2a	J	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.20:2	okeey	f17v.20:3	"{""axis"":""thermal"",""value"":""warm""}"		recorded
D	IT2a	M	f17v|f17v.1-f17v.23	f17v.13:2	chol	f17v.13:3	chol	f17v.13:4	"{""axis"":""moisture"",""value"":""dry""}"		recorded
D	IT2a	M	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.20:2	okeey	f17v.20:3	"{""axis"":""thermal"",""value"":""warm""}"		recorded
H	IT2a	M	f17v|f17v.1-f17v.23	f17v.13:2	chol	f17v.13:3	chol	f17v.13:4	"{""axis"":""thermal"",""value"":""hot""}"		recorded
H	IT2a	M	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.20:2	okeey	f17v.20:3	"{""axis"":""thermal"",""value"":""warm""}"		recorded
D	IT2a	B	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3	recorded
H	IT2a	B	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3	recorded
D	IT2a	J	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3	recorded
H	IT2a	J	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3	recorded
D	IT2a	M	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3	recorded
H	IT2a	M	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3	recorded
D	IT2a	B	f24r|f24r.1-f24r.20	f24r.18:3	chol	f24r.18:5	chol	f24r.18:2	"{""axis"":""moisture"",""value"":""dry""}"		recorded
H	IT2a	B	f24r|f24r.1-f24r.20	f24r.18:3	chol	f24r.18:5	chol	f24r.18:2	"{""axis"":""thermal"",""value"":""hot""}"		recorded
D	IT2a	J	f24r|f24r.1-f24r.20	f24r.18:3	chol	f24r.18:5	chol	f24r.18:2	"{""axis"":""moisture"",""value"":""dry""}"		recorded
H	IT2a	J	f24r|f24r.1-f24r.20	f24r.18:3	chol	f24r.18:5	chol	f24r.18:2	"{""axis"":""thermal"",""value"":""hot""}"		recorded
D	IT2a	M	f24r|f24r.1-f24r.20	f24r.18:3	chol	f24r.18:5	chol	f24r.18:2	"{""axis"":""moisture"",""value"":""dry""}"		recorded
H	IT2a	M	f24r|f24r.1-f24r.20	f24r.18:3	chol	f24r.18:5	chol	f24r.18:2	"{""axis"":""thermal"",""value"":""hot""}"		recorded
D	IT2a	B	f99r|f99r.47-f99r.52	f99r.49:4	okeey	f99r.50:2	okeey	f99r.49:3	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	IT2a	B	f99r|f99r.47-f99r.52	f99r.49:4	okeey	f99r.50:2	okeey	f99r.49:3	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	IT2a	J	f99r|f99r.47-f99r.52	f99r.49:4	okeey	f99r.50:2	okeey	f99r.49:3	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	IT2a	J	f99r|f99r.47-f99r.52	f99r.49:4	okeey	f99r.50:2	okeey	f99r.49:3	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	IT2a	M	f99r|f99r.47-f99r.52	f99r.49:4	okeey	f99r.50:2	okeey	f99r.49:3	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	IT2a	M	f99r|f99r.47-f99r.52	f99r.49:4	okeey	f99r.50:2	okeey	f99r.49:3	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:8;UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	RF1b	J	f6v|f6v.6-f6v.21	f6v.14:1	qokor	f6v.14:2	chol	f6v.14:3	"{""axis"":""thermal"",""value"":""hot""}"		recorded
H	RF1b	M	f6v|f6v.6-f6v.21	f6v.14:1	qokor	f6v.14:2	chol	f6v.14:3	"{""axis"":""thermal"",""value"":""hot""}"		recorded
D	RF1b	J	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.20:2	okeey	f17v.20:3	"{""axis"":""thermal"",""value"":""warm""}"		recorded
H	RF1b	J	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.20:2	okeey	f17v.20:3	"{""axis"":""thermal"",""value"":""warm""}"		recorded
D	RF1b	M	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.20:2	okeey	f17v.20:3	"{""axis"":""thermal"",""value"":""warm""}"		recorded
H	RF1b	M	f17v|f17v.1-f17v.23	f17v.20:1	ykeey	f17v.20:2	okeey	f17v.20:3	"{""axis"":""thermal"",""value"":""warm""}"		recorded
D	RF1b	B	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3	recorded
H	RF1b	B	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3	recorded
D	RF1b	J	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3	recorded
