edge_id	model_scope	source_node	target_node	relation	edge_status	guard_or_reset	semantic_status
E001	SHARED_PRODUCTION	LAYOUT_PLAN	LARGE_IMAGE_OR_DIAGRAM	DRAW_BEFORE_TEXT	INFERRED_FROM_TEXT_REFLOW	DOES_NOT_PROVE_TEXT_SEMANTICS	FORMAL_OR_PURPOSE_LEVEL_ONLY__NO_CARD_GLOSS
E002	SHARED_PRODUCTION	LARGE_IMAGE_OR_DIAGRAM	LOCAL_OWNER_OR_NAMESPACE	ASSIGN_SMALLEST_VISIBLE_OWNER	FROZEN_V70_V71	RESET_AT_TRUE_IMAGE_BREAK	FORMAL_OR_PURPOSE_LEVEL_ONLY__NO_CARD_GLOSS
E003	SHARED_PRODUCTION	MASTER_EXEMPLAR	OPAQUE_ENTRY_SEQUENCE	SELECT_AND_COPY_LOCAL_SOURCE_ENTRY	REQUIRED_INFERENCE	CONCRETE_VALUE_UNRECOVERED	FORMAL_OR_PURPOSE_LEVEL_ONLY__NO_CARD_GLOSS
E004	SHARED_PRODUCTION	LOCAL_OWNER_OR_NAMESPACE	OPAQUE_ENTRY_SEQUENCE	SET_SILENT_ARGUMENT_OR_ADDRESS	EXECUTABLE_FORMAL_RULE	OWNER_IS_NOT_PROVEN_REFERENT	FORMAL_OR_PURPOSE_LEVEL_ONLY__NO_CARD_GLOSS
E005	SHARED_PRODUCTION	OPAQUE_ENTRY_SEQUENCE	RESIDUAL_PAGE_SPACE	FIT_TEXT_AROUND_PRIOR_IMAGE	VISIBLE_LAYOUT_COMPATIBLE	PHYSICAL_LINE_NOT_STATEMENT_BOUNDARY	FORMAL_OR_PURPOSE_LEVEL_ONLY__NO_CARD_GLOSS
E006	SHARED_PRODUCTION	SHARED_FORMAL_CODEBOOK	SECTION_LOCAL_HAND_RENDERER	TEACH_COPYING_DISCIPLINE	WORKSHOP_HYPOTHESIS	MULTIPLE_HANDS_DO_NOT_PROVE PURPOSE	FORMAL_OR_PURPOSE_LEVEL_ONLY__NO_CARD_GLOSS
E007	SHARED_PRODUCTION	TRUE_OWNER_BREAK	ACTIVE_PREVIOUS_TARGET_REGISTERS	RESET	FROZEN_V74	NO_STUFF_OR_DIRECTION_INHERITANCE	FORMAL_OR_PURPOSE_LEVEL_ONLY__NO_CARD_GLOSS
E008	SHARED_PRODUCTION	ASTRO_NAMESPACE_BREAK	ASTRO_LOCAL_STATE	RESET	FROZEN_V75	NO_CROSSWHEEL_OR_CROSSPAGE_KEY	FORMAL_OR_PURPOSE_LEVEL_ONLY__NO_CARD_GLOSS
E009	SHARED_OWNERSHIP	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	H1	OWNS_ALL_LISTED_GROUPS_IN_UNIT	FROZEN_CENTRAL_SELECTION	WHOLE_PLANT_PAGE_OWNER_ONLY__NO_PART_LEADER_LINES	FORMAL_OR_PURPOSE_LEVEL_ONLY__NO_CARD_GLOSS
E010	SHARED_OWNERSHIP	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	H2	OWNS_ALL_LISTED_GROUPS_IN_UNIT	FROZEN_CENTRAL_SELECTION	WHOLE_PLANT_PAGE_OWNER_ONLY__NO_PART_LEADER_LINES	FORMAL_OR_PURPOSE_LEVEL_ONLY__NO_CARD_GLOSS
