category	rank	value
literal	1	a
literal	2	b
literal	3	c
literal	4	d
literal	5	e
literal	6	f
literal	7	g
literal	8	h
literal	9	i
literal	10	l
literal	11	m
literal	12	n
literal	13	o
literal	14	p
literal	15	q
literal	16	r
literal	17	s
literal	18	t
literal	19	u
literal	20	v
literal	21	x
literal	22	y
literal	23	z
syllabic	1	ee
syllabic	2	een
syllabic	3	er
syllabic	4	ene
syllabic	5	en
syllabic	6	eer
syllabic	7	re
syllabic	8	ueu
syllabic	9	ne
syllabic	10	ere
syllabic	11	uu
syllabic	12	nee
syllabic	13	eu
syllabic	14	ree
syllabic	15	ue
syllabic	16	ien
syllabic	17	ei
syllabic	18	euu
syllabic	19	ie
syllabic	20	uue
syllabic	21	te
syllabic	22	nei
syllabic	23	nu
syllabic	24	auu
syllabic	25	un
syllabic	26	eni
syllabic	27	et
syllabic	28	ine
syllabic	29	ed
syllabic	30	nie
syllabic	31	de
syllabic	32	ein
syllabic	33	in
syllabic	34	azd
syllabic	35	ni
syllabic	36	erd
syllabic	37	se
syllabic	38	zda
syllabic	39	na
syllabic	40	nud
syllabic	41	es
syllabic	42	eet
syllabic	43	an
syllabic	44	uau
syllabic	45	ae
syllabic	46	uua
syllabic	47	ge
syllabic	48	adz
syllabic	49	eg
syllabic	50	dza
syllabic	51	he
syllabic	52	daz
syllabic	53	ea
syllabic	54	edr
syllabic	55	is
syllabic	56	rde
syllabic	57	eh
syllabic	58	neu
syllabic	59	si
syllabic	60	dre
syllabic	61	ri
syllabic	62	nue
syllabic	63	el
syllabic	64	red
syllabic	65	ir
syllabic	66	zad
syllabic	67	ru
syllabic	68	eun
syllabic	69	ur
syllabic	70	hci
syllabic	71	ui
syllabic	72	hic
syllabic	73	au
syllabic	74	ndu
syllabic	75	ch
syllabic	76	tee
syllabic	77	iu
syllabic	78	und
syllabic	79	da
syllabic	80	uen
syllabic	81	le
syllabic	82	der
syllabic	83	ad
syllabic	84	dun
syllabic	85	hc
syllabic	86	cih
syllabic	87	ua
syllabic	88	dnu
syllabic	89	nd
syllabic	90	chi
syllabic	91	ze
syllabic	92	enn
syllabic	93	dn
