category	rank	value
literal	1	a
literal	2	b
literal	3	c
literal	4	d
literal	5	e
literal	6	f
literal	7	g
literal	8	h
literal	9	i
literal	10	l
literal	11	m
literal	12	n
literal	13	o
literal	14	p
literal	15	q
literal	16	r
literal	17	s
literal	18	t
literal	19	u
literal	20	v
literal	21	x
literal	22	y
literal	23	z
syllabic	1	no
syllabic	2	ech
syllabic	3	on
syllabic	4	ceh
syllabic	5	la
syllabic	6	hce
syllabic	7	al
syllabic	8	ehc
syllabic	9	ra
syllabic	10	hec
syllabic	11	er
syllabic	12	che
syllabic	13	oi
syllabic	14	onn
syllabic	15	re
syllabic	16	non
syllabic	17	ar
syllabic	18	nno
syllabic	19	io
syllabic	20	rep
syllabic	21	ia
syllabic	22	erp
syllabic	23	ai
syllabic	24	epr
syllabic	25	is
syllabic	26	pre
syllabic	27	si
syllabic	28	per
syllabic	29	ec
syllabic	30	rpe
syllabic	31	ce
syllabic	32	aer
syllabic	33	ro
syllabic	34	rae
syllabic	35	or
syllabic	36	tar
syllabic	37	es
syllabic	38	era
syllabic	39	ta
syllabic	40	are
syllabic	41	at
syllabic	42	tra
syllabic	43	en
syllabic	44	rea
syllabic	45	ot
syllabic	46	ear
syllabic	47	se
syllabic	48	ott
syllabic	49	ne
syllabic	50	art
syllabic	51	co
syllabic	52	ora
syllabic	53	to
syllabic	54	con
syllabic	55	na
syllabic	56	tot
syllabic	57	aa
syllabic	58	ira
syllabic	59	an
syllabic	60	tto
syllabic	61	ae
syllabic	62	atr
syllabic	63	oe
syllabic	64	rat
syllabic	65	ni
syllabic	66	cno
syllabic	67	oc
syllabic	68	aro
syllabic	69	so
syllabic	70	eor
syllabic	71	ch
syllabic	72	aar
syllabic	73	hc
syllabic	74	etr
syllabic	75	et
syllabic	76	ara
syllabic	77	di
syllabic	78	ere
syllabic	79	ea
syllabic	80	ico
syllabic	81	in
syllabic	82	noc
syllabic	83	os
syllabic	84	roa
syllabic	85	te
syllabic	86	coi
syllabic	87	le
syllabic	88	ero
syllabic	89	oa
syllabic	90	rai
syllabic	91	ao
syllabic	92	aot
syllabic	93	el
syllabic	94	ate
