category	rank	value
literal	1	a
literal	2	b
literal	3	c
literal	4	d
literal	5	e
literal	6	f
literal	7	g
literal	8	h
literal	9	i
literal	10	l
literal	11	m
literal	12	n
literal	13	o
literal	14	p
literal	15	q
literal	16	r
literal	17	s
literal	18	t
literal	19	u
literal	20	v
literal	21	x
literal	22	y
literal	23	z
syllabic	1	te
syllabic	2	isi
syllabic	3	et
syllabic	4	sii
syllabic	5	re
syllabic	6	ere
syllabic	7	si
syllabic	8	iis
syllabic	9	er
syllabic	10	ees
syllabic	11	is
syllabic	12	ree
syllabic	13	se
syllabic	14	ret
syllabic	15	es
syllabic	16	ter
syllabic	17	ii
syllabic	18	ses
syllabic	19	ee
syllabic	20	ert
syllabic	21	ei
syllabic	22	sse
syllabic	23	ie
syllabic	24	ese
syllabic	25	ti
syllabic	26	see
syllabic	27	in
syllabic	28	eer
syllabic	29	it
syllabic	30	eit
syllabic	31	ni
syllabic	32	ess
syllabic	33	ea
syllabic	34	ets
syllabic	35	ae
syllabic	36	tre
syllabic	37	iu
syllabic	38	ire
syllabic	39	ui
syllabic	40	rte
syllabic	41	at
syllabic	42	ear
syllabic	43	en
syllabic	44	tee
syllabic	45	ta
syllabic	46	etr
syllabic	47	ue
syllabic	48	tea
syllabic	49	ne
syllabic	50	ite
syllabic	51	eu
syllabic	52	tei
syllabic	53	ut
syllabic	54	ete
syllabic	55	ia
syllabic	56	tse
syllabic	57	us
syllabic	58	ier
syllabic	59	tu
syllabic	60	are
syllabic	61	ir
syllabic	62	rea
syllabic	63	um
syllabic	64	rie
syllabic	65	ri
syllabic	66	eti
syllabic	67	ar
syllabic	68	siu
syllabic	69	ts
syllabic	70	aet
syllabic	71	mu
syllabic	72	eat
syllabic	73	rt
syllabic	74	eet
syllabic	75	tr
syllabic	76	eri
syllabic	77	ai
syllabic	78	tie
syllabic	79	su
syllabic	80	tii
syllabic	81	ss
syllabic	82	tis
syllabic	83	st
syllabic	84	tsi
syllabic	85	sa
syllabic	86	esi
syllabic	87	au
syllabic	88	sie
syllabic	89	mi
syllabic	90	eir
syllabic	91	ra
syllabic	92	usi
syllabic	93	im
