census_id	edge_id	component_id	locus	target_action_ordinal	target_surface	target_clause_id	target_clause_start	target_clause_end	target_clause_surfaces	target_clause_de	right_clause_id	right_clause_type	right_start_ordinal	right_end_ordinal	right_first_semantic_ordinal	right_first_surface	right_first_gloss_de	right_context_class	result_dispatch	result_confidence	material_head_status	intervening_semantic_items	decision	reason_de	anti_skip_ordinals	forbidden_inference	page	target_is_gdt701_edge_target	full_action_then_first_semantic_exact	candidate_gate_match	word_delta	status
V75R001	C001	M002	f105v.1	4	ykaiin	2	4	4	ykaiin	Erhitze hiervon auf Stufe III.	3	NOMINAL_BLOCK	5	7	5	olpchedy	fertiges Holzextraktpulver	EXACT_HIGH_FINISHED_MATERIAL_RESULT	NOMINAL_FINISHED_RESULT_STATE	HIGH	PRESENT_CONCORDANT_WOOD_POWDER_RESULT	0	CANDIDATE_C012	Nur olpchedy#5 ist erster semantischer Eintrag nach der vollständigen Zielaktion, trägt einen Materialkopf, stimmt mit dem geschriebenen Holzpulverpatienten überein und ist in GDT687 exakt als HIGH-Fertigresultat typisiert.	6|7	Kein Extrahieren als neue Operation, keine Identität mit opchedaiin#6 oder dairody#7 und kein Carry zu ypcheddy#8 ergänzen.	f105v	1	1	1	0	PASS_V75_11_TARGET_RIGHT_CONTEXTS__7_NOMINAL_3_ACTION_1_EOS__1_EXACT_WRITTEN_RESULT__2X2_DEFAULTS_REJECTED__C012_OCCURRENCE_BOUND__ZERO_WORD_DELTA
V75R002	C002	M003	f113v.17	7	yteeeor	2	7	7	yteeeor	Hiervon eine Portion bis zur letzten Stufe abkühlen.	NONE	END_OF_LINE	NONE	NONE	NONE	NONE	NONE	END_OF_LINE	NOT_APPLICABLE	NOT_APPLICABLE	ABSENT	NONE	EXCLUDE_END_OF_LINE	Die vollständige Zielaktion endet mit der Zeile; rechts steht kein geschriebener semantischer Eintrag.	NONE	Kein ungeschriebenes Kühlresultat und kein folioübergreifendes Ergebnisetikett ergänzen.	f113v	1	1	0	0	PASS_V75_11_TARGET_RIGHT_CONTEXTS__7_NOMINAL_3_ACTION_1_EOS__1_EXACT_WRITTEN_RESULT__2X2_DEFAULTS_REJECTED__C012_OCCURRENCE_BOUND__ZERO_WORD_DELTA
V75R003	C003	M004	f75r.3	4	qey	2	4	4	qey	Die vorstehende Mittelstufenportion anschließend nehmen.	3	NOMINAL_BLOCK	5	5	5	kain	heiß, Grad II	WORKING_STATE_LIKE_NO_MATERIAL_HEAD	NOT_IN_GDT687_TARGET_DISPATCH	WORKING_GDT700	ABSENT_STATE_ONLY	0	EXCLUDE_STATE_ONLY_NO_MATERIAL_HEAD	kain#5 ist der unmittelbare rechte Eintrag, bleibt aber nur eine zustandsartige Eintragung ohne geschriebenen Materialträger oder exakte Resultattypisierung.	7	Den Heißzustand nicht an die genommene Portion binden und nicht über sheeky#6 zum Materialregister ab ltain#7 springen.	f75r	1	1	0	0	PASS_V75_11_TARGET_RIGHT_CONTEXTS__7_NOMINAL_3_ACTION_1_EOS__1_EXACT_WRITTEN_RESULT__2X2_DEFAULTS_REJECTED__C012_OCCURRENCE_BOUND__ZERO_WORD_DELTA
V75R004	C004	M006	f80v.35	5	qol	2	4	5	y|qol	Hierzu: Drogenstoff zugeben.	3	ACTION_CLAUSE	6	6	6	qol	Drogenstoff zugeben	NEXT_ACTION	NOT_APPLICABLE_ACTION	NOT_APPLICABLE	NOT_APPLICABLE_NEXT_ACTION	0	EXCLUDE_NEXT_ACTION_ALREADY_C008	qol#6 ist der erste semantische Eintrag rechts, eine eigene und bereits durch C008 erfasste Zugabeaktion, kein nominales Ergebnisetikett.	7	Die erste Zugabe nicht zum Ausgangsmaterial der zweiten machen und keinen späteren Nominalblock als ihr unmittelbares Resultat lesen.	f80v	1	1	0	0	PASS_V75_11_TARGET_RIGHT_CONTEXTS__7_NOMINAL_3_ACTION_1_EOS__1_EXACT_WRITTEN_RESULT__2X2_DEFAULTS_REJECTED__C012_OCCURRENCE_BOUND__ZERO_WORD_DELTA
V75R005	C005	M005	f77r.38	6	qol	4	6	6	qol	Drogenstoff zugeben.	5	NOMINAL_BLOCK	7	8	7	ltaiin	Holz, kalt auf Stufe III	MATERIAL_BEARING_NONRESULT_MISMATCH	NOT_RESULT_STATE	NOT_APPLICABLE	PRESENT_DISCORDANT_ARZNEIKOMPOSITUM_TO_HOLZ	0	HOLD_MATERIAL_HEAD_MISMATCH	ltaiin#7 ist materialhaltig, aber sein Holz-Kopf widerspricht dem durch C005 gebundenen Arzneikompositum und trägt keinen geschriebenen Fertigresultatstatus.	8	Holz nicht zum Produkt der Zugabe erklären und das spätere state-only shedy#8 nicht rückwirkend an das Arzneikompositum binden.	f77r	1	1	0	0	PASS_V75_11_TARGET_RIGHT_CONTEXTS__7_NOMINAL_3_ACTION_1_EOS__1_EXACT_WRITTEN_RESULT__2X2_DEFAULTS_REJECTED__C012_OCCURRENCE_BOUND__ZERO_WORD_DELTA
V75R006	C006	M007	f86v6.25	5	ykaiin	4	5	5	ykaiin	Erhitze hiervon auf Stufe III.	5	NOMINAL_BLOCK	6	10	6	or	Drogenportion	MATERIAL_BEARING_NONRESULT_COMPATIBLE	NOT_RESULT_STATE	NOT_APPLICABLE	PRESENT_PARTIAL_DRUG_SHARE_TO_DRUG_PORTION	0	HOLD_MATERIAL_LABEL_NO_EXACT_RESULT_STATE	or#6 ist ein materialkompatibler unmittelbarer Nachbar, aber weder fertigkeitsmarkiert noch in GDT687 als exakter Ergebniszustand typisiert.	7|8	Drogenportion nicht allein durch Nähe zum Heizresultat erklären und nicht über or#6 zu okeeeey#7 oder ofchedy#8 springen.	f86v6	1	1	0	0	PASS_V75_11_TARGET_RIGHT_CONTEXTS__7_NOMINAL_3_ACTION_1_EOS__1_EXACT_WRITTEN_RESULT__2X2_DEFAULTS_REJECTED__C012_OCCURRENCE_BOUND__ZERO_WORD_DELTA
V75R007	C007	M007	f86v6.25	4	qodar	3	4	4	qodar	Drogenanteil I abmessen.	4	ACTION_CLAUSE	5	5	5	ykaiin	erhitze hiervon auf Stufe III	NEXT_ACTION	NOT_APPLICABLE_ACTION	NOT_APPLICABLE	NOT_APPLICABLE_NEXT_ACTION	0	EXCLUDE_NEXT_ACTION_ALREADY_C006	ykaiin#5 ist der erste semantische Eintrag rechts und bereits der durch C006 gebundene Verbraucher des abgemessenen Aktionsausgangs.	6	or#6 nicht als unmittelbares Abmessergebnis behandeln und die bestehende C006-Aktionskette nicht duplizieren.	f86v6	1	1	0	0	PASS_V75_11_TARGET_RIGHT_CONTEXTS__7_NOMINAL_3_ACTION_1_EOS__1_EXACT_WRITTEN_RESULT__2X2_DEFAULTS_REJECTED__C012_OCCURRENCE_BOUND__ZERO_WORD_DELTA
V75R008	C008	M006	f80v.35	6	qol	3	6	6	qol	Drogenstoff zugeben.	4	NOMINAL_BLOCK	7	12	7	kain	heiß, Grad II	WORKING_STATE_LIKE_NO_MATERIAL_HEAD	NOT_IN_GDT687_TARGET_DISPATCH	WORKING_GDT700	ABSENT_STATE_ONLY	0	EXCLUDE_STATE_ONLY_NO_MATERIAL_HEAD	kain#7 ist der unmittelbare rechte Eintrag, trägt aber keinen geschriebenen Materialkopf und ist nur working-state-like.	8|12	Nicht über kain#7 zur erhitzten Zubereitung okiin#8 oder zum fertig aufbereiteten Holz ldy#12 springen.	f80v	1	1	0	0	PASS_V75_11_TARGET_RIGHT_CONTEXTS__7_NOMINAL_3_ACTION_1_EOS__1_EXACT_WRITTEN_RESULT__2X2_DEFAULTS_REJECTED__C012_OCCURRENCE_BOUND__ZERO_WORD_DELTA
V75R009	C009	M001	f104v.2	6	qokamdy	4	6	6	qokamdy	Ein Maß nehmen und erhitzen.	5	NOMINAL_BLOCK	7	10	7	otarar	Unteranteil I des Anteils I des kalten Ansatzes	MATERIAL_BEARING_NONRESULT_SOURCE_LINEAGE	NOT_RESULT_STATE	NOT_APPLICABLE	PRESENT_SOURCE_LINEAGE_COLD_AFTER_HEAT	0	HOLD_SOURCE_LINEAGE_NOT_RESULT	otarar#7 bewahrt eine Herkunft zum kalten Ansatz, ist aber kein fertig markierter Heizoutput.	8	Den kalten Herkunftsanteil nicht zum Ergebnis des Erhitzens umdeuten und alched#8 nicht als späteren Ersatzkandidaten vorziehen.	f104v	1	1	0	0	PASS_V75_11_TARGET_RIGHT_CONTEXTS__7_NOMINAL_3_ACTION_1_EOS__1_EXACT_WRITTEN_RESULT__2X2_DEFAULTS_REJECTED__C012_OCCURRENCE_BOUND__ZERO_WORD_DELTA
V75R010	C010	M008	f86v5.24	3	ykain	2	3	3	ykain	Erhitze hiervon auf Stufe II.	3	NOMINAL_BLOCK	4	9	4	okal	Rohstoffklasse I im heißen Ansatz, Gradanfang	MATERIAL_BEARING_NONRESULT_REGISTER	NOT_RESULT_STATE	NOT_APPLICABLE	PRESENT_PARTIAL_ANSATZ_REGISTER	0	HOLD_MATERIAL_REGISTER_NOT_RESULT	okal#4 ist ein Rohstoff-/Ansatzregister ohne geschriebenen Fertigresultatstatus; es bleibt der erste rechte Eintrag.	5	Nicht zu kchody#5 springen, aiin#2 nicht nachträglich binden und keinen YKAIN-Ausgabedefault erzeugen.	f86v5	1	1	0	0	PASS_V75_11_TARGET_RIGHT_CONTEXTS__7_NOMINAL_3_ACTION_1_EOS__1_EXACT_WRITTEN_RESULT__2X2_DEFAULTS_REJECTED__C012_OCCURRENCE_BOUND__ZERO_WORD_DELTA
