event_id	page	record	statement_id	exact_card_id	surface	component_recipe	operation_tokens	operation_readings_de	operation_count	working_reading_de	all_operation_meanings_present
E032	f10r	H2	H2-S003	PROC023	oykchor	O+Y+K+OR	K	ZUGEBEN	1	ARBEITSGANG · DIES · ZUGEBEN · ANSATZ	YES
E036	f10r	H2	H2-S003	PROC024	kaiiin	K+IIN	K	ZUGEBEN	1	ZUGEBEN · ARBEITSSTUFE	YES
E049	f11r	H3	H3-S003	PROC035	kchy	K+Y	K	ZUGEBEN	1	ZUGEBEN · DIES	YES
E058	f55v	H4	H4-S001	PROC039	ykain	Y+K+AIN	K	ZUGEBEN	1	DIES · ZUGEBEN · PORTION	YES
E059	f55v	H4	H4-S001	PROC040	ykan	Y+K+AN	K	ZUGEBEN	1	DIES · ZUGEBEN · NACHGABE	YES
E062	f55v	H4	H4-S002	PROC042	chedy	CHD+Y	CHD	UMSETZEN	1	UMSETZEN · DIES	YES
E064	f55v	H4	H4-S003	PROC044	ykaiin	Y+K+AIIN	K	ZUGEBEN	1	DIES · ZUGEBEN · SOLLMASS	YES
E079	f56r	H5	H5-S001	PROC054	kchol	K+OL	K	ZUGEBEN	1	ZUGEBEN · WEITER	YES
E089	f56r	H5	H5-S003	PROC059	kchey	K+E+Y	K	ZUGEBEN	1	ZUGEBEN · KURZ · DIES	YES
E093	f56r	H5	H5-S004	PROC062	kchal	K+AL	K	ZUGEBEN	1	ZUGEBEN · ZIELSTELLE	YES
E096	f56r	H5	H5-S005	PROC063	kchoar	K+HO+AR	K	ZUGEBEN	1	ZUGEBEN · ZUTAT · QUELLE	YES
E099	f56r	H5	H5-S006	PROC066	keol	K+E+OL	K	ZUGEBEN	1	ZUGEBEN · KURZ · WEITER	YES
E103	f81v	B1	B1-S002	PROC068	kair	K+AIR	K	ZUGEBEN	1	ZUGEBEN · WASSER	YES
E107	f81v	B1	B1-S002	PROC069	kain	K+AIN	K	ZUGEBEN	1	ZUGEBEN · PORTION	YES
E108	f81v	B1	B1-S002	PROC070	olkain	OL+K+AIN	K	ZUGEBEN	1	WEITER · ZUGEBEN · PORTION	YES
E112	f81v	B1	B1-S002	PROC072	dl	L	L	LEITEN	1	LEITEN	YES
E120	f81v	B1	B1-S002	PROC076	schedy	CHD+DY	CHD	UMSETZEN	1	UMSETZEN · SCHLUSS	YES
E122	f81v	B1	B1-S003	PROC077	sshkchdy	SH+K+CHD+DY	K+CHD	ZUGEBEN+UMSETZEN	2	HALTEN · ZUGEBEN · UMSETZEN · SCHLUSS	YES
E123	f81v	B1	B1-S004	PROC042	chedy	CHD+Y	CHD	UMSETZEN	1	UMSETZEN · DIES	YES
E126	f81v	B1	B1-S005	PROC079	qolchedy	OL+CHD+DY	CHD	UMSETZEN	1	WEITER · UMSETZEN · SCHLUSS	YES
E129	f81v	B1	B1-S006	PROC072	dl	L	L	LEITEN	1	LEITEN	YES
E131	f81v	B1	B1-S007	PROC082	qokchdy	OK+CHD+DY	CHD	UMSETZEN	1	ANSETZEN · UMSETZEN · SCHLUSS	YES
E145	f81v	B1	B1-S014	PROC042	chedy	CHD+Y	CHD	UMSETZEN	1	UMSETZEN · DIES	YES
E147	f81v	B1	B1-S014	PROC088	lchedal	L+CHD+AL	L+CHD	LEITEN+UMSETZEN	2	LEITEN · UMSETZEN · ZIELSTELLE	YES
E151	f81v	B1	B1-S015	PROC091	okchedy	OK+CHD+DY	CHD	UMSETZEN	1	ANSETZEN · UMSETZEN · SCHLUSS	YES
E158	f81v	B1	B1-S017	PROC094	dchdy	CHD+DY	CHD	UMSETZEN	1	UMSETZEN · SCHLUSS	YES
E159	f81v	B1	B1-S018	PROC095	ly	L+Y	L	LEITEN	1	LEITEN · DIES	YES
E167	f82r	B2	B2-S001	PROC076	dchedy	CHD+DY	CHD	UMSETZEN	1	UMSETZEN · SCHLUSS	YES
E168	f82r	B2	B2-S002	PROC079	qolchedy	OL+CHD+DY	CHD	UMSETZEN	1	WEITER · UMSETZEN · SCHLUSS	YES
E173	f82r	B2	B2-S004	PROC101	lcheckhy	L+CKH+Y	L	LEITEN	1	LEITEN · DURCHLASS · DIES	YES
E174	f82r	B2	B2-S004	PROC102	lched	L+CHD	L+CHD	LEITEN+UMSETZEN	2	LEITEN · UMSETZEN	YES
E176	f82r	B2	B2-S004	PROC103	lcheckhedy	L+CKH+E+DY	L	LEITEN	1	LEITEN · DURCHLASS · KURZ · SCHLUSS	YES
E184	f82r	B2	B2-S005	PROC108	ldy	L+DY	L	LEITEN	1	LEITEN · SCHLUSS	YES
E202	f82r	B2	B2-S012	PROC116	lchy	L+CH+Y	L	LEITEN	1	LEITEN · ENTNEHMEN · DIES	YES
E206	f82r	B2	B2-S012	PROC118	lcheey	L+EE+Y	L	LEITEN	1	LEITEN · LANG · DIES	YES
E210	f82r	B2	B2-S013	PROC120	lchedy	L+CHD+DY	L+CHD	LEITEN+UMSETZEN	2	LEITEN · UMSETZEN · SCHLUSS	YES
E211	f82r	B2	B2-S014	PROC121	lar	L+AR	L	LEITEN	1	LEITEN · QUELLE	YES
E215	f82r	B2	B2-S016	PROC123	lchedar	L+CHD+AR	L+CHD	LEITEN+UMSETZEN	2	LEITEN · UMSETZEN · QUELLE	YES
E221	f82r	B2	B2-S016	PROC125	pchedy	P+CHD+DY	CHD	UMSETZEN	1	FUELLEN · UMSETZEN · SCHLUSS	YES
E228	f82r	B2	B2-S022	PROC130	lochedy	L+O+CHD+DY	L+CHD	LEITEN+UMSETZEN	2	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	YES
E235	f83r	B3	B3-S003	PROC120	lchedy	L+CHD+DY	L+CHD	LEITEN+UMSETZEN	2	LEITEN · UMSETZEN · SCHLUSS	YES
E239	f83r	B3	B3-S005	PROC076	schedy	CHD+DY	CHD	UMSETZEN	1	UMSETZEN · SCHLUSS	YES
E240	f83r	B3	B3-S006	PROC133	chedchy	CHD+Y	CHD	UMSETZEN	1	UMSETZEN · DIES	YES
E242	f83r	B3	B3-S006	PROC079	olchedy	OL+CHD+DY	CHD	UMSETZEN	1	WEITER · UMSETZEN · SCHLUSS	YES
E244	f83r	B3	B3-S007	PROC042	chedy	CHD+Y	CHD	UMSETZEN	1	UMSETZEN · DIES	YES
E246	f83r	B3	B3-S008	PROC120	lchedy	L+CHD+DY	L+CHD	LEITEN+UMSETZEN	2	LEITEN · UMSETZEN · SCHLUSS	YES
E248	f83r	B3	B3-S010	PROC134	pchedal	P+CHD+AL	CHD	UMSETZEN	1	FUELLEN · UMSETZEN · ZIELSTELLE	YES
E250	f83r	B3	B3-S011	PROC136	shecthedchy	SH+E+CTH+CHD+Y	CHD	UMSETZEN	1	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	YES
E252	f83r	B3	B3-S011	PROC042	chedy	CHD+Y	CHD	UMSETZEN	1	UMSETZEN · DIES	YES
E257	f83r	B3	B3-S013	PROC069	chkain	K+AIN	K	ZUGEBEN	1	ZUGEBEN · PORTION	YES
E262	f83r	B3	B3-S015	PROC120	lchedy	L+CHD+DY	L+CHD	LEITEN+UMSETZEN	2	LEITEN · UMSETZEN · SCHLUSS	YES
E263	f83r	B3	B3-S016	PROC140	lo	L+O	L	LEITEN	1	LEITEN · ARBEITSGANG	YES
E264	f83r	B3	B3-S016	PROC091	qokchedy	OK+CHD+DY	CHD	UMSETZEN	1	ANSETZEN · UMSETZEN · SCHLUSS	YES
E269	f83r	B3	B3-S020	PROC120	lchedy	L+CHD+DY	L+CHD	LEITEN+UMSETZEN	2	LEITEN · UMSETZEN · SCHLUSS	YES
E280	f83r	B3	B3-S021	PROC144	dalchdy	AL+CHD+DY	CHD	UMSETZEN	1	ZIELSTELLE · UMSETZEN · SCHLUSS	YES
E281	f83r	B3	B3-S022	PROC145	qotchedy	OT+CHD+DY	CHD	UMSETZEN	1	DANACH · UMSETZEN · SCHLUSS	YES
E282	f83r	B3	B3-S023	PROC120	lchedy	L+CHD+DY	L+CHD	LEITEN+UMSETZEN	2	LEITEN · UMSETZEN · SCHLUSS	YES
E283	f83r	B3	B3-S024	PROC076	tchedy	CHD+DY	CHD	UMSETZEN	1	UMSETZEN · SCHLUSS	YES
E284	f83r	B3	B3-S025	PROC082	qokchdy	OK+CHD+DY	CHD	UMSETZEN	1	ANSETZEN · UMSETZEN · SCHLUSS	YES
E286	f83r	B3	B3-S026	PROC147	chldaiin	L+AIIN	L	LEITEN	1	LEITEN · SOLLMASS	YES
E287	f83r	B3	B3-S026	PROC042	chedy	CHD+Y	CHD	UMSETZEN	1	UMSETZEN · DIES	YES
E300	f83r	B3	B3-S030	PROC150	schedair	CHD+AIR	CHD	UMSETZEN	1	UMSETZEN · WASSER	YES
E301	f83r	B3	B3-S030	PROC145	otchedy	OT+CHD+DY	CHD	UMSETZEN	1	DANACH · UMSETZEN · SCHLUSS	YES
E303	f83r	B3	B3-S032	PROC151	chedain	CHD+AIN	CHD	UMSETZEN	1	UMSETZEN · PORTION	YES
E304	f83r	B3	B3-S032	PROC042	chedy	CHD+Y	CHD	UMSETZEN	1	UMSETZEN · DIES	YES
E308	f83r	B3	B3-S033	PROC108	ldy	L+DY	L	LEITEN	1	LEITEN · SCHLUSS	YES
E319	f83r	B4	B4-S003	PROC042	chedy	CHD+Y	CHD	UMSETZEN	1	UMSETZEN · DIES	YES
E328	f83r	B4	B4-S005	PROC042	chedy	CHD+Y	CHD	UMSETZEN	1	UMSETZEN · DIES	YES
E342	f83r	B4	B4-S011	PROC042	chdy	CHD+Y	CHD	UMSETZEN	1	UMSETZEN · DIES	YES
E344	f83r	B4	B4-S011	PROC159	lkedy	L+K+E+DY	L+K	LEITEN+ZUGEBEN	2	LEITEN · ZUGEBEN · KURZ · SCHLUSS	YES
E345	f83r	B4	B4-S012	PROC120	lchedy	L+CHD+DY	L+CHD	LEITEN+UMSETZEN	2	LEITEN · UMSETZEN · SCHLUSS	YES
E354	f83r	B4	B4-S015	PROC069	kain	K+AIN	K	ZUGEBEN	1	ZUGEBEN · PORTION	YES
E357	f83r	B4	B4-S015	PROC120	lchedy	L+CHD+DY	L+CHD	LEITEN+UMSETZEN	2	LEITEN · UMSETZEN · SCHLUSS	YES
E358	f83r	B4	B4-S016	PROC070	qolkain	OL+K+AIN	K	ZUGEBEN	1	WEITER · ZUGEBEN · PORTION	YES
E360	f83r	B4	B4-S016	PROC165	skar	K+AR	K	ZUGEBEN	1	ZUGEBEN · QUELLE	YES
E362	f83r	B5	B5-S001	PROC166	otchdy	OT+CHD+DY	CHD	UMSETZEN	1	DANACH · UMSETZEN · SCHLUSS	YES
E363	f83r	B5	B5-S002	PROC082	qokchdy	OK+CHD+DY	CHD	UMSETZEN	1	ANSETZEN · UMSETZEN · SCHLUSS	YES
E367	f83r	B5	B5-S003	PROC167	lol	L+OL	L	LEITEN	1	LEITEN · WEITER	YES
E368	f83r	B5	B5-S003	PROC168	chdal	CHD+AL	CHD	UMSETZEN	1	UMSETZEN · ZIELSTELLE	YES
E372	f83r	B5	B5-S003	PROC042	chedy	CHD+Y	CHD	UMSETZEN	1	UMSETZEN · DIES	YES
E374	f83r	B6	B6-S001	PROC171	qekey	E+K+E+Y	K	ZUGEBEN	1	KURZ · ZUGEBEN · KURZ · DIES	YES
E381	f83r	B6	B6-S001	PROC173	ldalor	L+AL+OR	L	LEITEN	1	LEITEN · ZIELSTELLE · ANSATZ	YES
