probe_id	probe_family	expected_gate_status	expected_blocked_rules	component_recipe	visible_atom_count	visible_atoms	all_atoms_known	exact_catalog_key	catalog_intake_tier	incoming_action	incoming_argument	scope_context_mode	scope_incoming_action	next_visible_recipe	explicit_action_roots	explicit_argument_roots	visible_separated_chains	factor_gate_status	scope_selector_rules	portable_factor_rules	amber_factor_rules	blocked_factor_rules	blocked_rule_explanations	mechanism_flags	primary_intake_route	certificate_decision	route_explanation_de	ordered_literal_reading_de	outgoing_action	outgoing_argument	state_preserved_on_stop	direct_pair_promoted	invisible_separator_invented	meaning_revision	surface_prediction	occurrence_prediction	probe_matches_source
G445-STOP-G442-F01	FIXED_STOP_DECK	STOP__UNLICENSED_FACTOR	PAIR:CH>CHD	CH+CHD	2	CH|CHD	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CH|CHD	NONE	NONE	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:CH>CHD	PAIR:CH>CHD:ADJACENT_ACTION_PAIR:STOP	NAMED_STOP_RULE	STOP_UNLICENSED_DIRECT_PAIR	STOP	Ein sichtbar direktes Handlungspaar fehlt im Paar-Deck; Zustand nicht aendern.	NEHMEN · BEARBEITEN	NONE	NONE	YES	NO	NO	NO	NO	NO	YES
G445-STOP-G442-F02	FIXED_STOP_DECK	STOP__UNLICENSED_FACTOR	PAIR:CH>SH	CH+SH	2	CH|SH	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CH|SH	NONE	NONE	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:CH>SH	PAIR:CH>SH:ADJACENT_ACTION_PAIR:STOP	NAMED_STOP_RULE	STOP_UNLICENSED_DIRECT_PAIR	STOP	Ein sichtbar direktes Handlungspaar fehlt im Paar-Deck; Zustand nicht aendern.	NEHMEN · HALTEN	NONE	NONE	YES	NO	NO	NO	NO	NO	YES
G445-STOP-G442-F03	FIXED_STOP_DECK	STOP__UNLICENSED_FACTOR	PAIR:CHD>CH	CHD+CH	2	CHD|CH	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CHD|CH	NONE	NONE	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:CHD>CH	PAIR:CHD>CH:ADJACENT_ACTION_PAIR:STOP	NAMED_STOP_RULE	STOP_UNLICENSED_DIRECT_PAIR	STOP	Ein sichtbar direktes Handlungspaar fehlt im Paar-Deck; Zustand nicht aendern.	BEARBEITEN · NEHMEN	NONE	NONE	YES	NO	NO	NO	NO	NO	YES
G445-STOP-G442-F04	FIXED_STOP_DECK	STOP__UNLICENSED_FACTOR	PAIR:CHD>CHD	CHD+CHD	2	CHD|CHD	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CHD|CHD	NONE	NONE	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:CHD>CHD	PAIR:CHD>CHD:ADJACENT_ACTION_PAIR:STOP	NAMED_STOP_RULE	STOP_UNLICENSED_DIRECT_PAIR	STOP	Ein sichtbar direktes Handlungspaar fehlt im Paar-Deck; Zustand nicht aendern.	BEARBEITEN · BEARBEITEN	NONE	NONE	YES	NO	NO	NO	NO	NO	YES
G445-STOP-G442-F05	FIXED_STOP_DECK	STOP__UNLICENSED_FACTOR	PAIR:CHD>K	CHD+K	2	CHD|K	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CHD|K	NONE	NONE	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:CHD>K	PAIR:CHD>K:ADJACENT_ACTION_PAIR:STOP	NAMED_STOP_RULE	STOP_UNLICENSED_DIRECT_PAIR	STOP	Ein sichtbar direktes Handlungspaar fehlt im Paar-Deck; Zustand nicht aendern.	BEARBEITEN · GEBEN	NONE	NONE	YES	NO	NO	NO	NO	NO	YES
G445-STOP-G442-F06	FIXED_STOP_DECK	STOP__UNLICENSED_FACTOR	PAIR:CHD>OK	CHD+OK	2	CHD|OK	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CHD|OK	NONE	NONE	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:CHD>OK	PAIR:CHD>OK:ADJACENT_ACTION_PAIR:STOP	NAMED_STOP_RULE	STOP_UNLICENSED_DIRECT_PAIR	STOP	Ein sichtbar direktes Handlungspaar fehlt im Paar-Deck; Zustand nicht aendern.	BEARBEITEN · SETZEN	NONE	NONE	YES	NO	NO	NO	NO	NO	YES
G445-STOP-G442-F07	FIXED_STOP_DECK	STOP__UNLICENSED_FACTOR	PAIR:CHD>P	CHD+P	2	CHD|P	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CHD|P	NONE	NONE	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:CHD>P	PAIR:CHD>P:ADJACENT_ACTION_PAIR:STOP	NAMED_STOP_RULE	STOP_UNLICENSED_DIRECT_PAIR	STOP	Ein sichtbar direktes Handlungspaar fehlt im Paar-Deck; Zustand nicht aendern.	BEARBEITEN · EINSETZEN	NONE	NONE	YES	NO	NO	NO	NO	NO	YES
G445-STOP-G442-F08	FIXED_STOP_DECK	STOP__UNLICENSED_FACTOR	PAIR:CHD>R	CHD+R	2	CHD|R	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CHD|R	NONE	NONE	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:CHD>R	PAIR:CHD>R:ADJACENT_ACTION_PAIR:STOP	NAMED_STOP_RULE	STOP_UNLICENSED_DIRECT_PAIR	STOP	Ein sichtbar direktes Handlungspaar fehlt im Paar-Deck; Zustand nicht aendern.	BEARBEITEN · MARKIEREN	NONE	NONE	YES	NO	NO	NO	NO	NO	YES
G445-STOP-G442-F09	FIXED_STOP_DECK	STOP__UNLICENSED_FACTOR	PAIR:CHD>SH	CHD+SH	2	CHD|SH	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CHD|SH	NONE	NONE	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:CHD>SH	PAIR:CHD>SH:ADJACENT_ACTION_PAIR:STOP	NAMED_STOP_RULE	STOP_UNLICENSED_DIRECT_PAIR	STOP	Ein sichtbar direktes Handlungspaar fehlt im Paar-Deck; Zustand nicht aendern.	BEARBEITEN · HALTEN	NONE	NONE	YES	NO	NO	NO	NO	NO	YES
G445-STOP-G442-F10	FIXED_STOP_DECK	STOP__UNLICENSED_FACTOR	PAIR:CHD>T	CHD+T	2	CHD|T	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CHD|T	NONE	NONE	STOP__UNLICENSED_FACTOR	NONE	NONE	NONE	PAIR:CHD>T	PAIR:CHD>T:ADJACENT_ACTION_PAIR:STOP	NAMED_STOP_RULE	STOP_UNLICENSED_DIRECT_PAIR	STOP	Ein sichtbar direktes Handlungspaar fehlt im Paar-Deck; Zustand nicht aendern.	BEARBEITEN · EINSTELLEN	NONE	NONE	YES	NO	NO	NO	NO	NO	YES
