pairing	mode	parse	binding	satisfied
direct	SHARED_FRAME	1	SAME_CLOTH	True
direct	SHARED_FRAME	1	SAME_WORKER	True
direct	SHARED_FRAME	1	SAME_AUDIENCE	True
direct	SHARED_FRAME	1	SAME_ORDERED_ACTIVITY_TYPES	True
direct	SHARED_FRAME	1	NOMINAL_UNRAVEL_REFERENT	True
direct	SHARED_FRAME	1	WEAVE_ACTION	True
direct	SHARED_FRAME	1	WEAVE_CLOTH	True
direct	SHARED_FRAME	1	WEAVE_WORKER	True
direct	SHARED_FRAME	1	SAME_EARLIER_PERIOD	True
direct	SHARED_FRAME	1	SHARED_V_SOLE_PHASE	True
direct	SHARED_FRAME	1	COMPLETION_ACTION	True
direct	SHARED_FRAME	1	COMPLETION_CLOTH	True
direct	SHARED_FRAME	1	COMPLETION_WORKER	True
direct	SHARED_FRAME	1	COMPLETION_COMPULSION	True
direct	SHARED_FRAME	1	SAME_FINISHED_ENDPOINT	True
direct	SHARED_FRAME	1	REQUIRED_NOT_ACHIEVED	True
direct	SHARED_FRAME	1	FIRST_RETURNS_ACTIVITY	True
direct	SHARED_FRAME	1	NO_ADDED_NOMINAL_EVENT	True
direct	SHARED_FRAME	1	NO_ACTUAL_MARRIAGE	True
direct	SHARED_FRAME	1	PHASE_SCOPED_STATE_CONSISTENCY	True
direct	SHARED_FRAME	1	EARLIER_NOT_FINISHED_LATER_FINISHED	True
direct	SHARED_FRAME	1	EARLIER_IGNORANCE_LATER_DISCOVERY	True
direct	SHARED_FRAME	1	PROGRESS_SAME_WEAVE_CONTEXT	True
direct	SHARED_FRAME	1	RECURRENCE_REFERENT	True
direct	SHARED_FRAME	1	JOINT_TEMPORAL_ORDER	True
direct	SEPARATE_V_DIAGNOSTIC	1	SAME_CLOTH	True
direct	SEPARATE_V_DIAGNOSTIC	1	SAME_WORKER	True
direct	SEPARATE_V_DIAGNOSTIC	1	SAME_AUDIENCE	True
direct	SEPARATE_V_DIAGNOSTIC	1	SAME_ORDERED_ACTIVITY_TYPES	True
direct	SEPARATE_V_DIAGNOSTIC	1	NOMINAL_UNRAVEL_REFERENT	True
direct	SEPARATE_V_DIAGNOSTIC	1	WEAVE_ACTION	True
direct	SEPARATE_V_DIAGNOSTIC	1	WEAVE_CLOTH	True
direct	SEPARATE_V_DIAGNOSTIC	1	WEAVE_WORKER	True
