order_id	order_mark_id	page	unit	identity	observed_surface	house_model_surface	surface_relation	meaning_unchanged	concrete_default_de
WH01	WH01-M003	f10r	H1-S001	PROC003	char	char	HOUSE_MODEL	YES	QUELLE
WH01	WH01-M004	f10r	H1-S001	PROC004	chty	chety	LICENSED_LOCAL_ALTERNATE	YES	BEARBEITEN · POSTEN
WH01	WH01-M008	f10r	H1-S001	PROC008	oky	qoky	LICENSED_LOCAL_ALTERNATE	YES	ANSETZEN · POSTEN
WH01	WH01-M009	f10r	H1-S001	PROC009	daiin	daiin	HOUSE_MODEL	YES	EIN KLEINER SCHOEPFBECHER
WH01	WH01-M013	f10r	H1-S002	PROC013	chol	ol	LICENSED_LOCAL_ALTERNATE	YES	WEITER
WH01	WH01-M014	f10r	H1-S002	PROC014	cthy	checthy	LICENSED_LOCAL_ALTERNATE	YES	BEREITEN · POSTEN
WH01	WH01-M015	f81v	B1-S001	PROC067	qokedy	qokedy	HOUSE_MODEL	YES	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS
WH01	WH01-M016	f81v	B1-S002	PROC038	okaiin	qokaiin	LICENSED_LOCAL_ALTERNATE	YES	ANSETZEN · EIN KLEINER SCHOEPFBECHER
WH01	WH01-M018	f81v	B1-S002	PROC048	okal	qokal	LICENSED_LOCAL_ALTERNATE	YES	ANSETZEN · ZIELSTELLE
WH01	WH01-M019	f81v	B1-S002	PROC003	sar	char	LICENSED_LOCAL_ALTERNATE	YES	QUELLE
WH01	WH01-M020	f81v	B1-S002	PROC013	ol	ol	HOUSE_MODEL	YES	WEITER
WH01	WH01-M021	f81v	B1-S002	PROC069	kain	kain	HOUSE_MODEL	YES	ZUGEBEN · EIN ABGEGRENZTER TEIL
WH01	WH01-M022	f81v	B1-S002	PROC070	olkain	olkain	HOUSE_MODEL	YES	WEITER · ZUGEBEN · EIN ABGEGRENZTER TEIL
WH01	WH01-M023	f81v	B1-S002	PROC055	al	dal	LICENSED_LOCAL_ALTERNATE	YES	ZIELSTELLE
WH01	WH01-M024	f81v	B1-S002	PROC013	ol	ol	HOUSE_MODEL	YES	WEITER
WH01	WH01-M028	f81v	B1-S002	PROC013	ol	ol	HOUSE_MODEL	YES	WEITER
WH01	WH01-M030	f81v	B1-S002	PROC009	daiin	daiin	HOUSE_MODEL	YES	EIN KLEINER SCHOEPFBECHER
WH01	WH01-M032	f81v	B1-S002	PROC009	daiin	daiin	HOUSE_MODEL	YES	EIN KLEINER SCHOEPFBECHER
WH01	WH01-M033	f81v	B1-S002	PROC075	chckhy	chckhy	HOUSE_MODEL	YES	DURCHLASS · POSTEN
WH01	WH01-M034	f81v	B1-S002	PROC076	schedy	schedy	HOUSE_MODEL	YES	UMSETZEN · SCHLUSS
