event_id	page	record	statement_id	locus	visible_owner_id	visible_owner_de	surface	card_no	component_parse	invariant_card_reading_de	minimum_source_clause_de	primitive	terminal	global_network_edge
E101	f81v	B1	B1-S001	f81v.2	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	ansetzen kurz; schließen	HOLD_STATE>CLOSE	YES	NONE
E102	f81v	B1	B1-S002	f81v.2	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	okaiin	PROC038	OK+AIIN	ansetzen · Maß	ansetzen Maß	METER_CHECK	NO	NONE
E103	f81v	B1	B1-S002	f81v.2	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	kair	PROC068	K+AIR	zuführen · Lauf	zuführen Lauf	MOVE_PASS	NO	NONE
E104	f81v	B1	B1-S002	f81v.2	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	okal	PROC048	OK+AL	ansetzen · Zielstelle	ansetzen Zielstelle	TARGET_HANDOFF	NO	NONE
E105	f81v	B1	B1-S002	f81v.2	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	sar	PROC003	AR	von dort	von dort	SOURCE_DRAW	NO	NONE
E106	f81v	B1	B1-S002	f81v.2	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	fortsetzen	CONTINUE_USE	NO	NONE
E107	f81v	B1	B1-S002	f81v.2	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	kain	PROC069	K+AIN	zuführen · Portion	zuführen Portion	ACTIVATE_CHARGE	NO	NONE
E108	f81v	B1	B1-S002	f81v.2	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	olkain	PROC070	OL+K+AIN	fortsetzen · zuführen · Portion	fortsetzen zuführen Portion	ACTIVATE_CHARGE	NO	NONE
E109	f81v	B1	B1-S002	f81v.2	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	al	PROC055	AL	Zielstelle	Zielstelle	TARGET_HANDOFF	NO	NONE
E110	f81v	B1	B1-S002	f81v.2	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	fortsetzen	CONTINUE_USE	NO	NONE
E111	f81v	B1	B1-S002	f81v.2	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	rol	PROC071	R+OL	abkühlen · fortsetzen	abkühlen fortsetzen	HOLD_STATE	NO	NONE
E112	f81v	B1	B1-S002	f81v.2	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	dl	PROC072	L	führen	führen	MOVE_PASS	NO	NONE
E113	f81v	B1	B1-S002	f81v.7	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	olor	PROC022	OL+OR	fortsetzen · Ansatz	fortsetzen Ansatz	ACTIVATE_CHARGE	NO	NONE
E114	f81v	B1	B1-S002	f81v.7	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	fortsetzen	CONTINUE_USE	NO	NONE
E115	f81v	B1	B1-S002	f81v.7	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	sheckhal	PROC073	SH+E+CKH+AL	halten · kurz · Durchlass · Zielstelle	halten kurz Durchlass Zielstelle	HOLD_STATE	NO	NONE
E116	f81v	B1	B1-S002	f81v.7	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	daiin	PROC009	AIIN	Maß	Maß	METER_CHECK	NO	NONE
E117	f81v	B1	B1-S002	f81v.7	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	qokeedal	PROC074	OK+EE+AL	ansetzen · länger · Zielstelle	ansetzen länger Zielstelle	HOLD_STATE	NO	NONE
E118	f81v	B1	B1-S002	f81v.7	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	daiin	PROC009	AIIN	Maß	Maß	METER_CHECK	NO	NONE
E119	f81v	B1	B1-S002	f81v.7	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	chckhy	PROC075	CKH+Y	Durchlass · dies	Durchlass dies	MOVE_PASS	NO	NONE
E120	f81v	B1	B1-S002	f81v.7	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	schedy	PROC076	CHD+DY	umsetzen · Schluss	umsetzen; schließen	MOVE_PASS>CLOSE	YES	NONE
E121	f81v	B1	B1-S003	f81v.7	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	qol	PROC013	OL	fortsetzen	fortsetzen	CONTINUE_USE	NO	NONE
E122	f81v	B1	B1-S003	f81v.17	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	sshkchdy	PROC077	SH+K+CHD+DY	halten · zuführen · umsetzen · Schluss	halten zuführen umsetzen; schließen	HOLD_STATE>CLOSE	YES	NONE
E123	f81v	B1	B1-S004	f81v.17	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	MOVE_PASS	NO	NONE
E124	f81v	B1	B1-S004	f81v.17	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	ol	PROC013	OL	fortsetzen	fortsetzen	CONTINUE_USE	NO	NONE
E125	f81v	B1	B1-S004	f81v.17	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	HOLD_STATE>CLOSE	YES	NONE
E126	f81v	B1	B1-S005	f81v.17	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	qolchedy	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss	fortsetzen umsetzen; schließen	MOVE_PASS>CLOSE	YES	NONE
E127	f81v	B1	B1-S006	f81v.17	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	qokain	PROC080	OK+AIN	ansetzen · Portion	ansetzen Portion	ACTIVATE_CHARGE	NO	NONE
E128	f81v	B1	B1-S006	f81v.17	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	shckhy	PROC075	CKH+Y	Durchlass · dies	Durchlass dies	MOVE_PASS	NO	NONE
E129	f81v	B1	B1-S006	f81v.17	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	dl	PROC072	L	führen	führen	MOVE_PASS	NO	NONE
E130	f81v	B1	B1-S006	f81v.17	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	ral	PROC081	R+AL	abkühlen · Zielstelle	abkühlen Zielstelle	HOLD_STATE	NO	NONE
E131	f81v	B1	B1-S007	f81v.18	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	qokchdy	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	ansetzen umsetzen; schließen	ACTIVATE_CHARGE>CLOSE	YES	NONE
