joint_tuple_id	surfaces	events	drawer	small_values_de
259b2b3b0bf859882e2c	dchedy	1	B1_TRANSFER	überführen; Schluss
28ffbc88b97772a75f1e	qolchedy	1	B1_TRANSFER	weiterführen; Schluss
1645e612504fcef59ced	okain|qokain	3	B1_TRANSFER	eine Portion zugeben
b921a237be883a820352	chey|dy	2	B1_TRANSFER	dies
7d25241b0e56c836372a	qokeedy	5	B2_PRODUCTIVE_COMPOSITION	länger ansetzen; Schluss
308e8ea2d5d190c498e8	qokal	2	B1_TRANSFER	an die Stelle setzen
f329f2051370174e9a38	lcheckhy	1	B2_PRODUCTIVE_COMPOSITION	dies zum Durchlass führen
ba8142680851f24c9ff2	lched	1	B2_PRODUCTIVE_COMPOSITION	hinausführen
0275fbf14e07935b0a45	qokeey	3	B1_TRANSFER	länger ansetzen
c1db6b0a28d5cbb5d3d2	lcheckhedy	1	B2_PRODUCTIVE_COMPOSITION	hinaus seihen; Schluss
4a7a6326ac95a8809302	qokaly	1	B2_PRODUCTIVE_COMPOSITION	dies an die Stelle setzen
2d2e37ccb2dacc53ee5a	solkaiin	1	B2_LOCAL_WHOLE_CARD	Seihtuch
2cc8bb3c2af19607888f	chckhy	1	B1_TRANSFER	durchführen
b5fcea1eaed06b2f2291	qokaiin	3	B1_TRANSFER	bemessen
a8f891de626fc00028e9	octheol	1	B2_LOCAL_WHOLE_CARD	gleiche Einstellung
f0db6d30cd34f4cb2a4d	chkeey	1	B2_PRODUCTIVE_COMPOSITION	dies länger wärmen
04a3877f0fc81b7597c9	ldy	1	B2_LOCAL_WHOLE_CARD	abziehen; Ende
5d5e0b288cf36864ed9d	oteey	2	B2_PRODUCTIVE_COMPOSITION	nächsten Posten länger halten
c1913ec4ff84148da6d3	sheckhy	1	B2_PRODUCTIVE_COMPOSITION	dies kurz durchführen
276a7c2d74d1143446f4	qoky	2	B1_TRANSFER	verwende dies
cbb42a4fe68068325d6b	dshedy	1	B2_LOCAL_WHOLE_CARD	Frischwasser; Schluss
54d0e228ca346110af05	sotaiin	1	B2_LOCAL_WHOLE_CARD	Folgemaß
3ae9a121ba0045b913e8	qokar	1	B2_LOCAL_WHOLE_CARD	daraus in den Arbeitsgang nehmen
bc4f1f5c006c74a4d26d	shedy	1	B1_TRANSFER	kurz absetzen; Schluss
daa1347f456415fe8737	solshedy	1	B2_LOCAL_WHOLE_CARD	mit Vorigem absetzen; Schluss
5eff216ba51fbfb21f22	ls	1	B2_LOCAL_WHOLE_CARD	erste Öffnung
b5df9126607030b95175	cheey	2	PORTABLE_RECURRENT_WHOLE_CARD	Klarauszug
4d4559019a961b834aa1	char	1	B1_TRANSFER	dasselbe
0ab57b7166de99db3a55	lchy	1	B2_PRODUCTIVE_COMPOSITION	dies abziehen
6b89d6dd70635bc60fe0	qcthey	1	B2_PRODUCTIVE_COMPOSITION	dies kurz bereithalten
5fca8fc3dee57e1d8c1f	lcheey	1	B2_PRODUCTIVE_COMPOSITION	dies länger abziehen
2f1c5e56e8f0ff459065	aiin|daiin	2	B1_TRANSFER	Mass
d25110e0d8488927278f	qokeeedy	1	B2_PRODUCTIVE_COMPOSITION	vollständig ansetzen; Schluss
de7321bface5628e35d6	lchedy	1	B2_LOCAL_WHOLE_CARD	hinausführen; Schluss
29e0eb222ef2fb99523a	lar	1	B2_PRODUCTIVE_COMPOSITION	von dort abführen
d4a31dbcf1ed6d9e5aa9	tshey	1	B2_LOCAL_WHOLE_CARD	Spülwasser
dd0ecaf5e27d81befffc	cheal	1	B1_TRANSFER	Stelle
0f15effeca7ab10bb026	lchedar	1	B2_PRODUCTIVE_COMPOSITION	von dort hinausführen
db729b598e89e11452e0	ches	1	B2_LOCAL_WHOLE_CARD	gleiche Anteile
08bd5ca0c2ad137a056d	okey	1	B1_TRANSFER	kurz ansetzen
65df3cd9e59060042d47	pchedy	1	B2_PRODUCTIVE_COMPOSITION	hineinführen; Schluss
98bdc4244c84cbef3321	rsheal	1	B2_PRODUCTIVE_COMPOSITION	Waschflüssigkeit an die Stelle
78b3b3140714da19090d	daldy	1	B2_LOCAL_WHOLE_CARD	zweite Öffnung; Ende
7f68f60279efe6b28cd7	rshedy	1	B2_LOCAL_WHOLE_CARD	Waschung; Schluss
ff178343c18e287ce3b7	qoteedy	1	B2_PRODUCTIVE_COMPOSITION	nächsten Schritt länger halten; Schluss
f2af6326898fb5b490a4	lochedy	1	B2_PRODUCTIVE_COMPOSITION	hinausführen; Schluss
