matrix_id	sign_index	sign	facies_index	degree_start	degree_end	planet	coarse_status	source_id
PICATRIX_INDIAN	1	ARIES	1	1	10	MARS	MALEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	1	ARIES	2	11	20	SOL	OTHER	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	1	ARIES	3	21	30	JUPITER	BENEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	2	TAURUS	1	1	10	VENUS	BENEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	2	TAURUS	2	11	20	MERCURY	OTHER	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	2	TAURUS	3	21	30	SATURN	MALEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	3	GEMINI	1	1	10	MERCURY	OTHER	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	3	GEMINI	2	11	20	VENUS	BENEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	3	GEMINI	3	21	30	SATURN	MALEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	4	CANCER	1	1	10	MOON	OTHER	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	4	CANCER	2	11	20	MARS	MALEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	4	CANCER	3	21	30	JUPITER	BENEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	5	LEO	1	1	10	SOL	OTHER	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	5	LEO	2	11	20	JUPITER	BENEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	5	LEO	3	21	30	MARS	MALEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	6	VIRGO	1	1	10	MERCURY	OTHER	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	6	VIRGO	2	11	20	SATURN	MALEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	6	VIRGO	3	21	30	VENUS	BENEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	7	LIBRA	1	1	10	VENUS	BENEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	7	LIBRA	2	11	20	SATURN	MALEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	7	LIBRA	3	21	30	MERCURY	OTHER	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	8	SCORPIO	1	1	10	MARS	MALEFIC	PICATRIX_LATINUS_PINGREE
