event_id	page	record	statement_id	exact_card_id	surface	component_recipe	literal_reading_de	portable_workshop_paraphrase_de	owner_independent
E003	f10r	H1	H1-S001	PROC003	char	AR	QUELLE	aus der Quelle	YES
E014	f10r	H1	H1-S002	PROC014	cthy	CTH+Y	BEREITEN · POSTEN	den Posten bereiten	YES
E016	f10r	H2	H2-S001	PROC014	cthy	CTH+Y	BEREITEN · POSTEN	den Posten bereiten	YES
E017	f10r	H2	H2-S001	PROC016	chor	OR	ANSATZ	der aktuelle Ansatz	YES
E025	f10r	H2	H2-S002	PROC016	chor	OR	ANSATZ	der aktuelle Ansatz	YES
E031	f10r	H2	H2-S002	PROC003	dar	AR	QUELLE	aus der Quelle	YES
E033	f10r	H2	H2-S003	PROC016	shor	OR	ANSATZ	der aktuelle Ansatz	YES
E034	f10r	H2	H2-S003	PROC016	chor	OR	ANSATZ	der aktuelle Ansatz	YES
E044	f11r	H3	H3-S001	PROC031	shey	SH+EE+Y	HALTEN · LANG · POSTEN	den Posten laenger halten	YES
E054	f11r	H3	H3-S004	PROC014	cthy	CTH+Y	BEREITEN · POSTEN	den Posten bereiten	YES
E069	f55v	H4	H4-S004	PROC048	okal	OK+AL	ANSETZEN · ZIELSTELLE	an der Zielstelle ansetzen	YES
E071	f55v	H4	H4-S004	PROC016	or	OR	ANSATZ	der aktuelle Ansatz	YES
E075	f56r	H5	H5-S001	PROC052	cho	HO	ZUTAT	die Zutat	YES
E078	f56r	H5	H5-S001	PROC052	sho	HO	ZUTAT	die Zutat	YES
E088	f56r	H5	H5-S003	PROC052	cho	HO	ZUTAT	die Zutat	YES
E094	f56r	H5	H5-S005	PROC052	sho	HO	ZUTAT	die Zutat	YES
E101	f81v	B1	B1-S001	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	kurz ansetzen und schliessen	YES
E104	f81v	B1	B1-S002	PROC048	okal	OK+AL	ANSETZEN · ZIELSTELLE	an der Zielstelle ansetzen	YES
E105	f81v	B1	B1-S002	PROC003	sar	AR	QUELLE	aus der Quelle	YES
E119	f81v	B1	B1-S002	PROC075	chckhy	CKH+Y	DURCHLASS · POSTEN	Durchlass fuer den Posten	YES
E127	f81v	B1	B1-S006	PROC080	qokain	OK+AIN	ANSETZEN · PORTION	eine Portion ansetzen	YES
E128	f81v	B1	B1-S006	PROC075	shckhy	CKH+Y	DURCHLASS · POSTEN	Durchlass fuer den Posten	YES
E137	f81v	B1	B1-S009	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	kurz ansetzen und schliessen	YES
E138	f81v	B1	B1-S010	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	kurz ansetzen und schliessen	YES
E139	f81v	B1	B1-S011	PROC075	chckhy	CKH+Y	DURCHLASS · POSTEN	Durchlass fuer den Posten	YES
E152	f81v	B1	B1-S016	PROC048	qokal	OK+AL	ANSETZEN · ZIELSTELLE	an der Zielstelle ansetzen	YES
E153	f81v	B1	B1-S016	PROC092	okeey	OK+EE+Y	ANSETZEN · LANG · POSTEN	den Posten laenger ansetzen	YES
E169	f82r	B2	B2-S003	PROC080	qokain	OK+AIN	ANSETZEN · PORTION	eine Portion ansetzen	YES
