round	surface	mode	dictionary_entries	dictionary_sha256	physical_lines	known_token_positions	unknown_token_positions	complete_multi_token_lines	strict_complete_lines	one_unknown_lines	strict_one_unknown_lines	working_glossary_surfaces
0	BASE_V31	BASE	510	c8a66e2678823020a0f485af5c9fbf37127a56d96c06ac512519e6fc8253a00d	4128	15846	16493	123	75	197	44	437
1	al	NEW_EXACT_WHOLE	511	01d7ea63d09265480f1de6bd58009618c2228d0e72a3bdc3b27a7e75b93eac1e	4128	16050	16289	123	75	207	48	438
2	dal	NEW_EXACT_WHOLE	512	60d58a7e9772ad7029c77bd2195ca49b84f37c60471a5a072cc00d8aa3e45b54	4128	16241	16098	127	75	216	53	439
3	chdal	NEW_EXACT_WHOLE	513	8b17d8253843e71e1535b87e181590ca5d508dc02cbd23e9b4dd91f280f30210	4128	16260	16079	128	76	216	53	440
4	shedal	NEW_EXACT_WHOLE	514	e0234485632f5e60241a092a0a9a0881e82695e16dbb12e5121bd45a50fa5347	4128	16271	16068	129	77	216	52	441
5	ail	NEW_EXACT_WHOLE	515	e1c13d1f35dd14940e581df7b6cfa7a0958440f00142f4b77ef1b4f4952c81f3	4128	16276	16063	129	77	217	52	442
6	aiil	NEW_EXACT_WHOLE	516	22493a4b431133b53c978eb54d41223f9ace0dc1b6f0bf359f161ad7d60edaaa	4128	16277	16062	129	77	217	52	443
7	dail	NEW_EXACT_WHOLE	517	b8fa7303bdf61a94919155c1af1887e8b6f184630e9f9915a6c36efb488fad74	4128	16279	16060	129	77	219	53	444
8	daiil	READER_UNSTABLE_COMPOSITIONAL_WHOLE	518	8d3cfb8c6247277f95ba135dea4a1f7ab820b67bf99e04ca2b315672b4b33854	4128	16280	16059	129	77	220	53	445
9	aly	NEW_EXACT_WHOLE	519	741537735c9f07a83ecd3b8ea3f2fd6d9fcc4b1405ee41bb7770c4cf1e544c9b	4128	16298	16041	129	77	221	53	446
10	aldy	NEW_EXACT_WHOLE	520	635cfa449037c87d584733fb77e4674ab415832285e05be335de06a095e27d25	4128	16308	16031	130	77	220	53	447
11	daly	NEW_EXACT_WHOLE	521	3d576f63c105a8ad6dc04d27e42602dffd9546673833a47ec574ed015315f609	4128	16332	16007	130	77	223	54	448
12	daldy	NEW_EXACT_WHOLE	522	59e091f19f3d4bbde578512abec92c3cf855e7119b730a8acc0dd44de0294afe	4128	16351	15988	130	77	224	54	449
13	chedal	NEW_EXACT_WHOLE	523	daf9063407011cf12afe19dedde1e045403256123f2c5002f89a7eaaf492c9c2	4128	16373	15966	130	77	224	54	450
14	shdal	NEW_EXACT_WHOLE	524	7a8e6b0a8d8e7c501e4cc2df962e0cec08c525cdad56f7b2bb89345f469ff5b9	4128	16377	15962	130	77	224	54	451
15	odal	NEW_EXACT_WHOLE	525	401e321625db395d7dd8d8dd89990fafc0749208b58497619a17f50206ccc16e	4128	16391	15948	130	77	225	54	452
16	qodal	NEW_EXACT_WHOLE	526	24b6b2d81f56dee6ae76d53753b45255be4207607fd81bd402aed2dd6d6a8823	4128	16398	15941	130	77	225	54	453
17	oral	REVISE_AL_OR_COMPOSITION	527	b40307f56a2cb2a7a0ac7359fdcfca7b623104eeb09916bedaa19bc99510eb21	4128	16398	15941	130	77	225	54	453
18	chdaly	REVISE_DAL_MODEL	528	33c7d135d39d0d702744fff6c3c6d41ee4abf2d9294e7ac7e605b3acd74b43b8	4128	16398	15941	130	77	225	54	453
19	sodal	REVISE_DAL_MODEL	529	0dfd24b5e901b9599cb1116a0ed5cd5bb676cbac741dd7decdec6ce91439afb2	4128	16398	15941	130	77	225	54	453
