record_order	segment_id	locus	page	section	currier	hand	code	kind	grammar_scope	segment_index	segment_count	physical_line_segment_position	starts_after_drawing	ends_before_drawing	group_count	symbol_count	family_expression	zl_sta_expression	it_sta_expression	rf_sta_expression	zl_basic_eva_lossy_expression	it_basic_eva_lossy_expression	rf_basic_eva_lossy_expression	member_exact_agreement_groups	member_exact_agreement_rate	lossy_eva_exact_agreement_groups	lossy_eva_exact_agreement_rate	internal_boundaries	unanimous_internal_boundaries	boundary_consensus_rate	favored_transitions	disfavored_transitions	unresolved_transitions	transition_opportunities	resolved_transition_rate	resolved_tendency_slots	tendency_opportunities	tendency_resolution_rate	opening_feature_groups	closing_feature_groups	favored_path_groups	formal_resolved_units	formal_opportunities	formal_resolution_rate	transcription_consensus_status	formal_expression	packet_eligible	packet_cell	packet_rank	packet_selected
3	f1r.8|S01	f1r.8	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	9	35	ALJA LABA AQKAA AQKAB KAUA ACKA BAF KAC QAC	A2 L1 J1 A2 | L1 A1 B1 A2 | A1 Q1 K1 A1 A2 | A1 Q2 K1 A1 B2 | K1 A1 U2 A2 | A1 C2 K1 A2 | B1 A3 F1 | K1 A1 C1 | Q1 A1 C2	A2 L1 J1 A2 | L1 A1 B1 A2 | A1 Q1 K1 A1 A2 | A1 Q2 K1 A1 B2 | K1 A1 U2 A2 | A1 C2 K1 A2 | B1 A3 F1 | K1 A1 C1 | Q1 A1 C2	A2 L1 J1 A2 | L1 A1 B1 A2 | A1 Q1 K1 A1 A2 | A1 Q2 K1 A1 B2 | K1 A1 U2 A2 | A1 C2 K1 A2 | B1 A3 F1 | K1 A1 C1 | Q1 A1 C2	yshey shody okchoy otchol chocthy oschy dain chor kos	yshey shody okchoy otchol chocthy oschy dain chor kos	yshey shody okchoy otchol chocthy oschy dain chor kos	9	1.000000	9	1.000000	8	8	1.000000	5	2	19	26	0.269231	2	18	0.111111	6	5	3	9	44	0.204545	ALL_MEMBER_AND_BOUNDARY_STABLE	F:ALJA{adj=DFU;fl=I;ec=I;o=2;c=0;p=LJ} | C:LABA{adj=UUU;fl=I;ec=U;o=1;c=0;p=-} | C:AQKAA{adj=FFUD;fl=I;ec=I;o=0;c=0;p=AQK} | C:AQKAB{adj=FFUU;fl=I;ec=U;o=0;c=2;p=AQK} | C:KAUA{adj=UUU;fl=I;ec=U;o=0;c=3;p=-} | C:ACKA{adj=UUU;fl=I;ec=I;o=1;c=1;p=-} | C:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | L:QAC{adj=UU;fl=F;ec=U;o=4;c=0;p=-}	1	T|A	1	1
7	f1r.20|S01	f1r.20	f1r	T	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	5	15	LAQ KAC KJA BAF UJA	L1 A1 Q1 | K1 A1 C1 | K1 J1 A2 | B1 A3 F1 | U1 J1 A2	L1 A1 Q1 | K1 A1 C1 | K1 J1 A2 | B1 A3 F1 | U1 J1 A2	L1 A1 Q1 | K1 A1 C1 | K1 J1 A2 | B1 A3 F1 | U1 J1 A2	shok chor chey dain ckhey	shok chor chey dain ckhey	shok chor chey dain ckhey	5	1.000000	5	1.000000	4	4	1.000000	2	0	8	10	0.200000	2	10	0.200000	5	4	2	4	20	0.200000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:LAQ{adj=UF;fl=I;ec=I;o=1;c=0;p=AQ} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | L:UJA{adj=UU;fl=I;ec=U;o=1;c=1;p=-}	1	T|A	2	1
427	f18v.9|S01	f18v.9	f18v	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	6	25	AQKAC DAQKA DAQKA AQAB BAQA BA	A1 Q1 K1 A1 C1 | D1 A1 Q2 K1 A2 | D1 A1 Q1 K1 A2 | A2 Q2 A1 B2 | B1 A1 Q1 A2 | B1 A2	A1 Q1 K1 A1 C1 | D1 A1 Q2 K1 A2 | D1 A1 Q1 K1 A2 | A2 Q2 A1 B2 | B1 A1 Q1 A2 | B1 A2	A1 Q1 K1 A1 C1 | D1 A1 Q2 K1 A2 | D1 A1 Q1 K1 A2 | A2 Q2 A1 B2 | B1 A1 Q1 A2 | B1 A2	okchor qotchy qokchy ytol doky dy	okchor qotchy qokchy ytol doky dy	okchor qotchy qokchy ytol doky dy	6	1.000000	6	1.000000	5	5	1.000000	10	0	9	19	0.526316	4	12	0.333333	3	3	5	14	31	0.451613	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQKAC{adj=FFUU;fl=I;ec=U;o=2;c=0;p=AQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:BAQA{adj=UFU;fl=I;ec=I;o=0;c=2;p=AQ} | L:BA{adj=U;fl=L;ec=U;o=0;c=2;p=-}	1	H|A	2	1
502	f22v.3|S01	f22v.3	f22v	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	5	21	DAQA QKACB AQKA UA AQKAQA	D1 A1 Q1 A2 | Q1 K1 A1 C1 B2 | A1 Q2 K1 A2 | U2 A2 | A1 Q2 K1 A2 Q1 A2	D1 A1 Q1 A2 | Q1 K1 A1 C1 B2 | A1 Q2 K1 A2 | U2 A2 | A1 Q2 K1 A2 Q1 A2	D1 A1 Q1 A2 | Q1 K1 A1 C1 B2 | A1 Q2 K1 A2 | U2 A2 | A1 Q2 K1 A2 Q1 A2	qoky kchorl otchy cthy otchyky	qoky kchorl otchy cthy otchyky	qoky kchorl otchy cthy otchyky	5	1.000000	5	1.000000	4	4	1.000000	8	1	7	16	0.562500	3	10	0.300000	2	4	4	12	26	0.461538	ALL_MEMBER_AND_BOUNDARY_STABLE	F:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:QKACB{adj=FUUD;fl=I;ec=I;o=2;c=1;p=QK} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | L:AQKAQA{adj=FFUFU;fl=I;ec=I;o=0;c=1;p=AQK}	1	H|A	1	1
582	f26r.10|S01	f26r.10	f26r	H	B	2	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	5	19	LJCJ AG LJAC KJABA AQAB	L1 J1 C2 J1 | A3 G1 | L1 J1 A1 C2 | K1 J1 A1 B1 A2 | A1 Q2 A3 B2	L1 J1 C2 J1 | A3 G1 | L1 J1 A1 C2 | K1 J1 A1 B1 A2 | A1 Q2 A3 B2	L1 J1 C2 J1 | A3 G1 | L1 J1 A1 C2 | K1 J1 A1 B1 A2 | A1 Q2 A3 B2	shese aiin sheos cheody otal	shese aiin sheos cheody otal	shese aiin sheos cheody otal	5	1.000000	5	1.000000	4	4	1.000000	4	2	8	14	0.428571	4	10	0.400000	1	5	4	10	24	0.416667	ALL_MEMBER_AND_BOUNDARY_STABLE	F:LJCJ{adj=FDD;fl=I;ec=I;o=0;c=1;p=LJ} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:LJAC{adj=FUU;fl=I;ec=C;o=2;c=1;p=LJ} | C:KJABA{adj=FUUU;fl=I;ec=U;o=0;c=2;p=KJ} | L:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ}	1	H|B	1	1
1005	f44r.9|S01	f44r.9	f44r	H	A	1	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	7	30	AQKAB AB BKUA DAQA DAQKA DAQKA DAQAB	A1 Q2 K1 A1 B2 | A1 B2 | B1 K1 U1 A2 | D1 A1 Q1 A2 | D1 A1 Q2 K1 A2 | D1 A1 Q1 K1 A2 | D1 A1 Q1 A2 B1	A1 Q2 K1 A1 B2 | A1 B2 | B1 K1 U1 A2 | D1 A1 Q1 A2 | D1 A1 Q2 K1 A2 | D1 A1 Q1 K1 A2 | D1 A1 Q1 A2 B1	A1 Q2 K1 A1 B2 | A1 B2 | B1 K1 U1 A2 | D1 A1 Q1 A2 | D1 A1 Q2 K1 A2 | D1 A1 Q1 K1 A2 | D1 A1 Q1 A2 B1	otchol ol dchckhy qoky qotchy qokchy qokyd	otchol ol dchckhy qoky qotchy qokchy qokyd	otchol ol dchckhy qoky qotchy qokchy qokyd	7	1.000000	7	1.000000	6	6	1.000000	12	0	11	23	0.521739	4	14	0.285714	3	5	5	16	37	0.432432	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQKAB{adj=FFUU;fl=I;ec=U;o=0;c=2;p=AQK} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:BKUA{adj=UUU;fl=I;ec=I;o=1;c=1;p=-} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | L:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ}	1	H|A	3	1
1246	f55v.9|S01	f55v.9	f55v	H	B	2	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	5	19	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	ykaky qokchy okal chey or	ykaky qokchy okal chey or	5	1.000000	5	1.000000	4	4	1.000000	7	0	7	14	0.500000	3	10	0.300000	3	4	4	10	24	0.416667	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	1	H|B	2	1
1248	f55v.10|S01	f55v.10	f55v	H	B	2	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	6	15	AAG AB C AG AQAG AQA	A1 A3 G1 | A1 B2 | C2 | A3 G1 | A1 Q1 A3 G1 | A1 Q1 A2	A1 A3 G1 | A1 B2 | C2 | A3 G1 | A1 Q1 A3 G1 | A1 Q1 A2	A1 A3 G1 | A1 B2 | C2 | A3 G1 | A1 Q1 A3 G1 | A1 Q1 A2	oaiin ol s aiin okaiin oky	oaiin ol s aiin okaiin oky	oaiin ol s aiin okaiin oky	6	1.000000	6	1.000000	5	5	1.000000	2	1	6	9	0.333333	5	12	0.416667	2	4	2	8	21	0.380952	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AAG{adj=DU;fl=I;ec=E;o=1;c=0;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:C{adj=-;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | L:AQA{adj=FU;fl=L;ec=U;o=0;c=1;p=AQ}	1	H|B	3	1
1292	f58r.3|S01	f58r.3	f58r	S	A	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	8	36	AQJKAB BABABBAB AQAB KAQA AQKA AQABA LAQA C	A2 Q1 J1 K1 A1 B1 | B1 A3 B2 A3 B2 B1 A3 B3 | A2 Q2 A3 B3 | K1 A1 Q2 A2 | A1 Q2 K1 A2 | A1 Q2 A3 B2 A2 | L1 A1 Q2 A2 | C2	A2 Q1 J1 K1 A1 B1 | B1 A3 B2 A3 B2 B1 A3 B3 | A2 Q2 A3 B3 | K1 A1 Q2 A2 | A1 Q2 K1 A2 | A1 Q2 A3 B2 A2 | L1 A1 Q2 A2 | C2	A2 Q1 J1 K1 A1 B1 | B1 A3 B2 A3 B2 B1 A3 B3 | A2 Q2 A3 B3 | K1 A1 Q2 A2 | A1 Q2 K1 A2 | A1 Q2 A3 B2 A2 | L1 A1 Q2 A2 | C2	ykechod dalaldam ytam choty otchy otaly shoty s	ykechod dalaldam ytam choty otchy otaly shoty s	ykechod dalaldam ytam choty otchy otaly shoty s	8	1.000000	8	1.000000	7	7	1.000000	7	2	19	28	0.321429	2	16	0.125000	3	6	6	11	44	0.250000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQJKAB{adj=FUDUU;fl=I;ec=I;o=0;c=2;p=AQ} | C:BABABBAB{adj=UUUUDUU;fl=I;ec=I;o=0;c=3;p=-} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KAQA{adj=UFU;fl=I;ec=U;o=0;c=3;p=AQ} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:LAQA{adj=UFU;fl=I;ec=I;o=1;c=1;p=AQ} | L:C{adj=-;fl=U;ec=U;o=2;c=2;p=-}	1	S|A	2	1
1326	f58v.18|S01	f58v.18	f58v	S	A	3	+P0	P	CONFIRMED_PROSE	1	1	SINGLE	0	0	10	36	QAG KAB LJAB DAUA BAC AG AUJA DAQKA DAAG ACAB	Q2 A3 G1 | K1 A3 B2 | L1 J1 A3 B2 | D1 A1 U1 A2 | B1 A3 C1 | A3 G1 | A1 U1 J1 A2 | D1 A1 Q1 K2 A2 | D1 A1 A3 G1 | A3 C1 A3 B2	Q2 A3 G1 | K1 A3 B2 | L1 J1 A3 B2 | D1 A1 U1 A2 | B1 A3 C1 | A3 G1 | A1 U1 J1 A2 | D1 A1 Q1 K2 A2 | D1 A1 A3 G1 | A3 C1 A3 B2	Q2 A3 G1 | K1 A3 B2 | L1 J1 A3 B2 | D1 A1 U1 A2 | B1 A3 C1 | A3 G1 | A1 U1 J1 A2 | D1 A1 Q1 K2 A2 | D1 A1 A3 G1 | A3 C1 A3 B2	taiin chal sheal qockhy dar aiin ockhey qokeey qoaiin aral	taiin chal sheal qockhy dar aiin ockhey qokeey qoaiin aral	taiin chal sheal qockhy dar aiin ockhey qokeey qoaiin aral	10	1.000000	10	1.000000	9	9	1.000000	6	1	19	26	0.269231	7	20	0.350000	4	6	4	14	46	0.304348	ALL_MEMBER_AND_BOUNDARY_STABLE	F:QAG{adj=UU;fl=I;ec=U;o=2;c=0;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | C:DAUA{adj=FUU;fl=I;ec=I;o=0;c=1;p=DA} | C:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AUJA{adj=UUU;fl=I;ec=I;o=1;c=0;p=-} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAAG{adj=FDU;fl=I;ec=I;o=0;c=0;p=DA} | L:ACAB{adj=UUU;fl=L;ec=E;o=0;c=3;p=-}	1	S|A	1	1
