source_record_id	page	physical_folio	source_unit	ring	grove_number	tail_state	grade_source	grade_confidence	catalogue_star_tail_conflict	source_note_url	source_note_sha256	native_image_id	native_image_sha256	visual_basis
STOLFI_BEST_0621	f72r3	f72	x	INNER	1	NO_TAIL	NATIVE_CLEAR_NO_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S3	266c96a38063766cc6053915b72200432823c16c2670859c61580194b5385299	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	complete held-star contour visible with no independent continuation beyond the holding arm
STOLFI_BEST_0622	f72r3	f72	x	INNER	2	NO_TAIL	NATIVE_CLEAR_NO_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S3	266c96a38063766cc6053915b72200432823c16c2670859c61580194b5385299	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	complete held-star contour visible with no independent continuation beyond the holding arm
STOLFI_BEST_0623	f72r3	f72	x	INNER	3	NO_TAIL	NATIVE_CLEAR_NO_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S3	266c96a38063766cc6053915b72200432823c16c2670859c61580194b5385299	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	complete held-star contour visible with no independent continuation beyond the holding arm
STOLFI_BEST_0624	f72r3	f72	x	INNER	4	NO_TAIL	NATIVE_CLEAR_NO_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S3	266c96a38063766cc6053915b72200432823c16c2670859c61580194b5385299	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	complete held-star contour visible with no independent continuation beyond the holding arm
STOLFI_BEST_0625	f72r3	f72	x	INNER	5	TAIL	HUMAN_EXPLICIT_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S3	266c96a38063766cc6053915b72200432823c16c2670859c61580194b5385299	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	public unit note explicitly says star with tail
STOLFI_BEST_0626	f72r3	f72	x	INNER	6	TAIL	HUMAN_EXPLICIT_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S3	266c96a38063766cc6053915b72200432823c16c2670859c61580194b5385299	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	public unit note explicitly says star with tail
STOLFI_BEST_0627	f72r3	f72	x	INNER	7	TAIL	HUMAN_EXPLICIT_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S3	266c96a38063766cc6053915b72200432823c16c2670859c61580194b5385299	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	public unit note explicitly says star with tail
STOLFI_BEST_0628	f72r3	f72	y	MIDDLE	1	TAIL	HUMAN_EXPLICIT_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S2	a1dd0e98c81791950ecd951c62d60d1a97d14e1c50a52a6d249603e3a32910e7	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	public unit note explicitly says star with tail
STOLFI_BEST_0629	f72r3	f72	y	MIDDLE	2	TAIL	HUMAN_EXPLICIT_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S2	a1dd0e98c81791950ecd951c62d60d1a97d14e1c50a52a6d249603e3a32910e7	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	public unit note explicitly says star with tail
STOLFI_BEST_0630	f72r3	f72	y	MIDDLE	3	NO_TAIL	NATIVE_CLEAR_NO_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S2	a1dd0e98c81791950ecd951c62d60d1a97d14e1c50a52a6d249603e3a32910e7	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	complete held-star contour visible with no independent continuation beyond the holding arm
STOLFI_BEST_0631	f72r3	f72	y	MIDDLE	4	NO_TAIL	NATIVE_CLEAR_NO_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S2	a1dd0e98c81791950ecd951c62d60d1a97d14e1c50a52a6d249603e3a32910e7	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	complete held-star contour visible with no independent continuation beyond the holding arm
STOLFI_BEST_0632	f72r3	f72	y	MIDDLE	5	TAIL	HUMAN_EXPLICIT_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S2	a1dd0e98c81791950ecd951c62d60d1a97d14e1c50a52a6d249603e3a32910e7	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	public unit note explicitly says star with tail
STOLFI_BEST_0633	f72r3	f72	y	MIDDLE	6	NO_TAIL	NATIVE_CLEAR_NO_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S2	a1dd0e98c81791950ecd951c62d60d1a97d14e1c50a52a6d249603e3a32910e7	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	complete held-star contour visible with no independent continuation beyond the holding arm
STOLFI_BEST_0634	f72r3	f72	y	MIDDLE	7	NO_TAIL	NATIVE_CLEAR_NO_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S2	a1dd0e98c81791950ecd951c62d60d1a97d14e1c50a52a6d249603e3a32910e7	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	complete held-star contour visible with no independent continuation beyond the holding arm
STOLFI_BEST_0635	f72r3	f72	y	MIDDLE	8	TAIL	HUMAN_EXPLICIT_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S2	a1dd0e98c81791950ecd951c62d60d1a97d14e1c50a52a6d249603e3a32910e7	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	public unit note explicitly says star with tail
STOLFI_BEST_0636	f72r3	f72	y	MIDDLE	9	TAIL	HUMAN_EXPLICIT_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S2	a1dd0e98c81791950ecd951c62d60d1a97d14e1c50a52a6d249603e3a32910e7	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	public unit note explicitly says star with tail
STOLFI_BEST_0637	f72r3	f72	y	MIDDLE	10	TAIL	HUMAN_EXPLICIT_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S2	a1dd0e98c81791950ecd951c62d60d1a97d14e1c50a52a6d249603e3a32910e7	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	public unit note explicitly says star with tail
STOLFI_BEST_0638	f72r3	f72	y	MIDDLE	11	NO_TAIL	NATIVE_CLEAR_NO_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S2	a1dd0e98c81791950ecd951c62d60d1a97d14e1c50a52a6d249603e3a32910e7	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	complete held-star contour visible with no independent continuation beyond the holding arm
STOLFI_BEST_0639	f72r3	f72	z	OUTER	1	TAIL	HUMAN_EXPLICIT_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S1	b98ceb38cb8351bae8c743948b3f7d0004c8e7bb4daea2a95a04fe5938eed6ca	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	public unit note explicitly says star with tail
STOLFI_BEST_0640	f72r3	f72	z	OUTER	2	TAIL	HUMAN_EXPLICIT_TAIL	HIGH	0	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f72r3.S1	b98ceb38cb8351bae8c743948b3f7d0004c8e7bb4daea2a95a04fe5938eed6ca	YALE_1006203	45f7caf4b58744fdcd4928887661b56a135538a5a40a24fea6ca6c5239898269	public unit note explicitly says star with tail
