opaque_id	page	physical_folio	locus	unit	canvas_id	outcome	ray_count	visible_basis
SR1652825B3C	f72r1	f72	f72r1.15	S2	1006203	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SR1ABF2287E6	f72r2	f72	f72r2.4	S0	1006203	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SR262749A14D	f72r1	f72	f72r1.16	S2	1006203	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SR3254AD6A6D	f72r1	f72	f72r1.13	S2	1006203	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SR3E344AEEF8	f73v	f73	f73v.4	S0	1006207	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SR4A87707330	f69r	f69	f69r.44	K1	1006198	NON_STAR_OBJECT		The inscription occupies one central disk sector between two painted star arms; the visible owner is the sector, not one star.
SR51AC87712B	f72r1	f72	f72r1.17	S2	1006203	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SR54CDC3131F	f72r2	f72	f72r2.1	S0	1006203	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SR72135140D5	f73v	f73	f73v.2	S0	1006207	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SR75024F74AF	f69r	f69	f69r.49	K1	1006198	NON_STAR_OBJECT		The inscription occupies one central disk sector between two painted star arms; the visible owner is the sector, not one star.
SR889249B783	f72r2	f72	f72r2.3	S0	1006203	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SR90D0549104	f72r2	f72	f72r2.5	S0	1006203	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SR9762D088E1	f73r	f73	f73r.3	S0	1006206	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SR9F37AF324F	f73v	f73	f73v.3	S0	1006207	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SRA886BB884A	f69r	f69	f69r.46	K1	1006198	NON_STAR_OBJECT		The inscription occupies one central disk sector between two painted star arms; the visible owner is the sector, not one star.
SRAE16946DF9	f73r	f73	f73r.4	S0	1006206	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SRBDE1640D09	f73r	f73	f73r.2	S0	1006206	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SRC191E9081F	f69r	f69	f69r.45	K1	1006198	NON_STAR_OBJECT		The inscription occupies one central disk sector between two painted star arms; the visible owner is the sector, not one star.
SRC79C6AB361	f73r	f73	f73r.1	S0	1006206	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SRD6B8D65C8F	f69r	f69	f69r.47	K1	1006198	NON_STAR_OBJECT		The inscription occupies one central disk sector between two painted star arms; the visible owner is the sector, not one star.
SRD989B7B6BA	f72r1	f72	f72r1.14	S2	1006203	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SRDCA4F7F9EB	f72r2	f72	f72r2.2	S0	1006203	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
SRE065D29EEC	f69r	f69	f69r.48	K1	1006198	NON_STAR_OBJECT		The inscription occupies one central disk sector between two painted star arms; the visible owner is the sector, not one star.
SRED26C39CBD	f73v	f73	f73v.1	S0	1006207	SLOT_OR_GROUP_ONLY		The inscription occupies a repeated combined human-figure-plus-star slot with no leader, enclosure, or separation assigning it uniquely to the star rather than the figure/pair.
