opaque_id	page	physical_folio	folio_number	currier	section	hand	quire	folio_rank_quartile	folio_page_sha256	selection_sha256	canvas_id	canvas_label	review_image_url
LX04270557	f23v	f23	23	A	H	1	q03	2	0653e4f19c97a059c6322ee3367a4673d70d5f1cf41e4b63caad8556f9653fb7	2dda4d39fcc8b6f29d6c449504360d71c61eb61cdfe4673b7dab51e930355209	1006119	23v	https://collections.library.yale.edu/iiif/2/1006119/full/1600,/0/default.jpg
LX13E439B5	f52r	f52	52	A	H	1	q07	4	571d1b6a5645a5008d40cee50ac374cdc01ee1919371f21871bd151880e8dd81	54a92e873fc7d8517dec6590bccf312c53581fcc1e3f88541b27e75c201755a2	1006176	52r	https://collections.library.yale.edu/iiif/2/1006176/full/1600,/0/default.jpg
LX16DE17EC	f13r	f13	13	A	H	1	q02	1	12687afff599c769ec5a5379deed296c1348650404c15cf301f2ea63021f292c	90a1d3d426a4da950fa5eb6a84128da3ede64ceb79e4f96b805f3c62bfd2b8fa	1006098	13r	https://collections.library.yale.edu/iiif/2/1006098/full/1600,/0/default.jpg
LX1DEE719D	f1v	f1	1	A	H	1	q01	1	93e33e2699532b4dc198a2ce9b81a06b3c49a5b85a68d521e87fa6d33af9cbe0	0b30149587992b45a67ae0412fc0afed69939b7a00148347a17937deb5a5acb5	1006077	1v	https://collections.library.yale.edu/iiif/2/1006077/full/1600,/0/default.jpg
LX2459DE79	f28r	f28	28	A	H	1	q04	3	2dc1a6cf690f77cf72dbc603aec67bd3433761055f96f112e83b6c217fa7a3a7	291df4622439c0d7480de94dcbf94951af4b0bbcf70364d8e967ea0b9a005cd9	1006128	28r	https://collections.library.yale.edu/iiif/2/1006128/full/1600,/0/default.jpg
LX25B2BBA8	f19v	f19	19	A	H	1	q03	2	3eba618c148f240b3be5191b9fdce21770443d782eab0e7f84889a8793920476	4434fc91bdf091b3936d5e06c9a9b9bf55209fb6da1ea4b898fd733955439d3d	1006111	19v	https://collections.library.yale.edu/iiif/2/1006111/full/1600,/0/default.jpg
LX2E609C0A	f5v	f5	5	A	H	1	q01	1	1e115c2cd0accff7f6ff9e5e63034bc52f7f8d918a9face065f4698d14d3acb5	81ad8dce86087afe8747f2b878af0bfbd4ff5fa52e749f90e6d851f554707df5	1006085	5v	https://collections.library.yale.edu/iiif/2/1006085/full/1600,/0/default.jpg
LX392B8776	f9r	f9	9	A	H	1	q02	1	20eab86f4b6a41f763250c2dc659a07769ee256875b8f2de2d14a8f3d30d744a	98b605a9b9e2e6d90469702ad9c816bd6b5b802569bdcd10448f20cb7eb5ef7f	1006092	9r	https://collections.library.yale.edu/iiif/2/1006092/full/1600,/0/default.jpg
LX449DB51B	f54r	f54	54	A	H	1	q07	4	24fb72236bba0190612c4ae6cef4c7f64c2798eb0453e2f7af6acafeb1ff8f1d	059954174d801480c91abbbe57429c32484489ed2f9ad9e65ce4d2e51a9e6d36	1006180	54r	https://collections.library.yale.edu/iiif/2/1006180/full/1600,/0/default.jpg
LX47C213BA	f14v	f14	14	A	H	1	q02	2	53b2c1f611dfb0af84352ed4719c4e41cbede0b4a9bd608e508bd19b3db86c91	1fef3bdc7fbf44479a2669590318eebf424f930b7d3ea63734ebce31714eae78	1006101	14v	https://collections.library.yale.edu/iiif/2/1006101/full/1600,/0/default.jpg
LX605028AC	f32r	f32	32	A	H	1	q04	3	6e85d130351bca767743870bede4334e7a9fcdc4ef51e35814a99bd7116028a9	7abea2e0cdcf676968087cd145348b7e38f1cd72323f45db0bdbe207f8cddf3c	1006136	32r	https://collections.library.yale.edu/iiif/2/1006136/full/1600,/0/default.jpg
LX69592034	f87r	f87	87	A	H	1	q15	4	f23ff84038c16c198d6effe6ba5c8f426690f0f359d4601450b4f1a9a662583c	d90f63dc17d997ded4fccf703a1f7100ddef48b2e26b3406e01a59f77a85c92f	1006232	87r	https://collections.library.yale.edu/iiif/2/1006232/full/1600,/0/default.jpg
LX71B507A7	f21r	f21	21	A	H	1	q03	2	75e9f1e28c94f2c8211801b0b287da74d5ad249d01bd5827756826d6057cd0c2	14690bc729c150504c9d2f299daf935e3eb3b0181eeb412d1a9cbd27c13fa109	1006114	21r	https://collections.library.yale.edu/iiif/2/1006114/full/1600,/0/default.jpg
LX8C602775	f96r	f96	96	A	H	1	q17	4	2f2d9b042b9256871b046c7b3dd608348f35791ca9ce4f87bcac89f28fa08abe	df0d48fb4c461ebe86667aa6a80e6d38767fd8901ee3140f38adf852bf714197	1006244	96r	https://collections.library.yale.edu/iiif/2/1006244/full/1600,/0/default.jpg
