pair_id	family_shell	left_member	right_member	left_official_example	right_official_example	observed_physical_count	structural_label	forward_observed	forward_expected	forward_opportunities	forward_log_observed_expected	forward_eligible_folios	forward_positive_folios	forward_negative_folios	forward_zero_folios	forward_positive_fraction	forward_negative_fraction	forward_currier_A_observed	forward_currier_A_expected	forward_currier_A_opportunities	forward_currier_A_log_observed_expected	forward_currier_B_observed	forward_currier_B_expected	forward_currier_B_opportunities	forward_currier_B_log_observed_expected	reversed_observed	reversed_expected	reversed_opportunities	reversed_log_observed_expected	reversed_eligible_folios	reversed_positive_folios	reversed_negative_folios	reversed_zero_folios	reversed_positive_fraction	reversed_negative_fraction	reversed_currier_A_observed	reversed_currier_A_expected	reversed_currier_A_opportunities	reversed_currier_A_log_observed_expected	reversed_currier_B_observed	reversed_currier_B_expected	reversed_currier_B_opportunities	reversed_currier_B_log_observed_expected
A1>Q1	AQ	A1	Q1	o	k	3563	UNRESOLVED	3563	3472.5059013538807	5664	0.025722734990000364	93	51	42	0	0.5483870967741935	0.45161290322580644	798	742.6405599418064	1397	0.07184976190366933	2765	2729.865341412052	4267	0.012786025516393356	3563	3454.4291193816393	3935	0.030941266324942984	92	59	33	0	0.6413043478260869	0.358695652173913	798	736.1708454043121	943	0.0805937893329256	2765	2718.258273977316	2992	0.017046191300368062
A1>Q2	AQ	A1	Q2	o	t	2101	UNRESOLVED	2101	2047.857506285618	5664	0.025613119904203757	93	48	45	0	0.5161290322580645	0.4838709677419355	599	586.3012018659082	1397	0.021409880031262145	1502	1461.5563044197074	4267	0.027286514926219085	2101	2028.7055379560602	2426	0.035007019623667854	88	58	30	0	0.6590909090909091	0.3409090909090909	599	575.3260731128331	752	0.040290315771022656	1502	1453.3794648432256	1674	0.03289491075962086
A1>Qa	AQ	A1	Qa	o	@176;	0	UNRESOLVED	0	15.959621373384962	5664	-3.494057372712281	93	0	93	0	0.0	1.0	0	7.56202646580902	1397	-2.7803121280340783	0	8.39759490757584	4267	-2.8789281856741162	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	0.0
A1>Qe	AQ	A1	Qe	o	@146;	0	UNRESOLVED	0	15.959621373384962	5664	-3.494057372712281	93	0	93	0	0.0	1.0	0	7.56202646580902	1397	-2.7803121280340783	0	8.39759490757584	4267	-2.8789281856741162	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	0.0
A1>Qf	AQ	A1	Qf	o	@137;	0	UNRESOLVED	0	15.959621373384962	5664	-3.494057372712281	93	0	93	0	0.0	1.0	0	7.56202646580902	1397	-2.7803121280340783	0	8.39759490757584	4267	-2.8789281856741162	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	0.0
A1>Qg	AQ	A1	Qg	o	@151;	0	UNRESOLVED	0	15.959621373384962	5664	-3.494057372712281	93	0	93	0	0.0	1.0	0	7.56202646580902	1397	-2.7803121280340783	0	8.39759490757584	4267	-2.8789281856741162	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	0.0
A1>Qh	AQ	A1	Qh	o	@156;	0	UNRESOLVED	0	15.959621373384962	5664	-3.494057372712281	93	0	93	0	0.0	1.0	0	7.56202646580902	1397	-2.7803121280340783	0	8.39759490757584	4267	-2.8789281856741162	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	0.0
A1>Qi	AQ	A1	Qi	o	@159;	0	UNRESOLVED	0	15.959621373384962	5664	-3.494057372712281	93	0	93	0	0.0	1.0	0	7.56202646580902	1397	-2.7803121280340783	0	8.39759490757584	4267	-2.8789281856741162	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	0.0
A1>Qj	AQ	A1	Qj	o	@161;	0	UNRESOLVED	0	15.959621373384962	5664	-3.494057372712281	93	0	93	0	0.0	1.0	0	7.56202646580902	1397	-2.7803121280340783	0	8.39759490757584	4267	-2.8789281856741162	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	0.0
A1>Qk	AQ	A1	Qk	o	@186;	0	UNRESOLVED	0	15.959621373384962	5664	-3.494057372712281	93	0	93	0	0.0	1.0	0	7.56202646580902	1397	-2.7803121280340783	0	8.39759490757584	4267	-2.8789281856741162	0	0.0	0	0.0	0	0	0	0	0.0	0.0	0	0.0	0	0.0	0	0.0	0	0.0
