opaque_id	phase	currier	folio_rank_quartile	page	physical_folio	folio_number	section	hand	quire	page_selection_sha256	canvas_id	canvas_label	image_width	image_height	review_image_url
LM01FB9FDF	CALIBRATION	B	2	f43r	f43	43	H	2	q06	66f0c5d7389d84fa61119c297041f0dc918a05759c978ed8a659e62f0769c1fd	1006158	43r	2837	3751	https://collections.library.yale.edu/iiif/2/1006158/full/1600,/0/default.jpg
LM0D77BF50	HELD	A	4	f51r	f51	51	H	1	q07	2ede59581061aaf050c8f20c23e15abf6f756fbe0b1136aed9e82cc16c0535ea	1006174	51r	2835	3764	https://collections.library.yale.edu/iiif/2/1006174/full/1600,/0/default.jpg
LM10799F77	CALIBRATION	A	3	f29v	f29	29	H	1	q04	46d34564d5d242bf8b66e568b612b5db4c9f7217b39c7b6bdd76f83c2ae6bc0a	1006131	29v	2876	3777	https://collections.library.yale.edu/iiif/2/1006131/full/1600,/0/default.jpg
LM1236AD38	CALIBRATION	B	1	f31v	f31	31	H	2	q04	3dc9aac5f1b3e7aa7ba4b987d6bd499497ef28578b19cf7c7674fad0dc96f364	1006135	31v	2849	3769	https://collections.library.yale.edu/iiif/2/1006135/full/1600,/0/default.jpg
LM12C2E77A	CALIBRATION	A	1	f4r	f4	4	H	1	q01	3cb09130f29b550accc83e40c05c0d2e823f72d5d174036e520488936b1bf8e5	1006082	4r	2682	3740	https://collections.library.yale.edu/iiif/2/1006082/full/1600,/0/default.jpg
LM16839C2C	HELD	B	4	f94v	f94	94	H	3	q17	be32dfacac5c91192f07176563f37a522450176621d7179771a0c5ade8bcf497	1006241	94v and 95r	7642	3801	https://collections.library.yale.edu/iiif/2/1006241/full/1600,/0/default.jpg
LM1A73FE1E	HELD	B	4	f95v2	f95	95	H	3	q17	2d2cd5d0fa21adba751ccc245923a5c4c66196810115b619d394a6c4764bf1a9	1006243	95v	2838	3697	https://collections.library.yale.edu/iiif/2/1006243/full/1600,/0/default.jpg
LM211EBC9D	CALIBRATION	B	3	f46r	f46	46	H	2	q06	27671e7fe53af396e0f4d65f2d4ab384cbb87dd6508a10438d45e7d4983f80b0	1006164	46r	2865	3719	https://collections.library.yale.edu/iiif/2/1006164/full/1600,/0/default.jpg
LM213247BB	HELD	A	3	f38r	f38	38	H	1	q05	5178f784a50147fa7d20420beb3a503630e7e9ac87ee0ffdeb0a38767ee01ae2	1006148	38r	2793	3743	https://collections.library.yale.edu/iiif/2/1006148/full/1600,/0/default.jpg
LM2B184143	HELD	B	1	f33r	f33	33	H	2	q05	93dfcf28f12ad518fb09b8735b4d633ba4b78f50d2d68fae9302514d8a3bbd2b	1006138	33r	2766	3743	https://collections.library.yale.edu/iiif/2/1006138/full/1600,/0/default.jpg
LM2C2CD756	CALIBRATION	B	3	f50r	f50	50	H	2	q07	1a329438fece22152d845370587e11cf8b0c8d4d1ef0f630e15521af414ab8b1	1006172	50r	2840	3751	https://collections.library.yale.edu/iiif/2/1006172/full/1600,/0/default.jpg
LM3800E5EB	HELD	B	2	f41v	f41	41	H	5	q06	c65ef599b65ab858a8034c1513657a854c47b1de130d84efbb97819984655b6c	1006155	41v	2882	3769	https://collections.library.yale.edu/iiif/2/1006155/full/1600,/0/default.jpg
LM4A01EBCD	HELD	A	2	f16v	f16	16	H	1	q02	3c43ebf6c93fc6cd9115d3a35a6a1876461202530d1a85ae19f2e819b531a01e	1006105	16v	2840	3793	https://collections.library.yale.edu/iiif/2/1006105/full/1600,/0/default.jpg
LM4BDB2124	HELD	A	1	f6r	f6	6	H	1	q01	3232aca940f8c138790d86501be157ec9d1014bc50c7c463b2573db6b62068c8	1006086	6r	2662	3727	https://collections.library.yale.edu/iiif/2/1006086/full/1600,/0/default.jpg
LM4F6E4E4B	CALIBRATION	A	4	f56r	f56	56	H	1	q07	28f788ac1a1d0f857eef9d0c10c6f35e5149eccc366491fb5520a968ceaed4c3	1006184	56r	2793	3707	https://collections.library.yale.edu/iiif/2/1006184/full/1600,/0/default.jpg
LM56823A90	HELD	B	3	f55v	f55	55	H	2	q07	68dffc8eafe02f0813b34be1a71a2ffc86e52d40975b0ff9e7859f4f694a58f9	1006183	55v	2979	3769	https://collections.library.yale.edu/iiif/2/1006183/full/1600,/0/default.jpg
LM63265EAB	CALIBRATION	A	3	f44r	f44	44	H	1	q06	0a462f0fd35bacc2d43381698546a7212024141c6b20f60b42768195c0f7ec96	1006160	44r	2799	3728	https://collections.library.yale.edu/iiif/2/1006160/full/1600,/0/default.jpg
LM7201FAD9	HELD	A	1	f3r	f3	3	H	1	q01	1d3540924ce034580691e443c20ad2b00e0aa3963ca51d93dfe0473d93e8af06	1006080	3r	2691	3770	https://collections.library.yale.edu/iiif/2/1006080/full/1600,/0/default.jpg
LM7387C412	CALIBRATION	A	4	f90v1	f90	90	H	1	q15	03702312f74e1f8f5f93899192007b12811bd8148696513b397638157b3b106d	1006237	90v (part)	2838	3697	https://collections.library.yale.edu/iiif/2/1006237/full/1600,/0/default.jpg
LM79C8637B	CALIBRATION	B	1	f26r	f26	26	H	2	q04	4762d0d8b9f09685c3c09776d04c9c2149a1ac52e96138a0bb7802c00b339fa5	1006124	26r	2727	3743	https://collections.library.yale.edu/iiif/2/1006124/full/1600,/0/default.jpg
LM7D3410B1	HELD	A	2	f20v	f20	20	H	1	q03	54aebd7b434924d86b6b7bc21b36d02da91bd485eefe0c39725ab0ceb0812efa	1006113	20v	2849	3769	https://collections.library.yale.edu/iiif/2/1006113/full/1600,/0/default.jpg
LM86F03782	CALIBRATION	A	2	f25r	f25	25	H	1	q04	23ceca1a0328926a07946fa3920ddba542808375365e137bb9f91b84a253f86b	1006122	25r	2709	3743	https://collections.library.yale.edu/iiif/2/1006122/full/1600,/0/default.jpg
LM8DD0010A	HELD	A	3	f42r	f42	42	H	1	q06	0cbcfa9748ce277de3d4ef670ce881d573fc5e809db73b8c7351ca5e7c62cc1e	1006156	42r	2843	3743	https://collections.library.yale.edu/iiif/2/1006156/full/1600,/0/default.jpg
LMAE19D35F	HELD	B	2	f40v	f40	40	H	2	q05	66aedb314e7f1094c5677bb4d1ee3c7db0391b06a617a920672b57aecf97150f	1006153	40v	2882	3769	https://collections.library.yale.edu/iiif/2/1006153/full/1600,/0/default.jpg
LMC910E45A	CALIBRATION	B	2	f39v	f39	39	H	2	q05	37d1b2369722a95381aa6c660970c40f6c5f1e37464fc26beb523c9803f46876	1006151	39v	2882	3769	https://collections.library.yale.edu/iiif/2/1006151/full/1600,/0/default.jpg
LMDC2CC2D9	CALIBRATION	A	1	f11r	f11	11	H	1	q02	2ec49e180b04144b49a8078a3a08e9f15882528ba7a2db1a3d9d355df155670e	1006096	11r	2672	3744	https://collections.library.yale.edu/iiif/2/1006096/full/1600,/0/default.jpg
LME24EBA42	HELD	B	3	f48v	f48	48	H	5	q06	a2a6a394db418d856a2fdb206b3270d90d017e1ad4f959bbc3c450f2c580cc9e	1006169	48v	2950	3769	https://collections.library.yale.edu/iiif/2/1006169/full/1600,/0/default.jpg
LME32F24F5	HELD	A	4	f47v	f47	47	H	1	q06	18db4a770a098ae50ea1989d45f0809a37a044292fb44527979c9407f44a9855	1006167	47v	2932	3769	https://collections.library.yale.edu/iiif/2/1006167/full/1600,/0/default.jpg
LMEFA2C7F7	CALIBRATION	B	4	f57r	f57	57	H	5	q08	c02f4819896285b7cedecfad1c56e41c856c75c38b3b8cd88e26f0dce43d319a	1006186	57r	2823	3733	https://collections.library.yale.edu/iiif/2/1006186/full/1600,/0/default.jpg
LMF4CCA3F9	CALIBRATION	B	4	f66v	f66	66	H	5	q08	65b30b027f0d600aa47cef7b9777c3e23dfcc80f34108d4c2251f4047d3e2939	1006193	66v	2997	3769	https://collections.library.yale.edu/iiif/2/1006193/full/1600,/0/default.jpg
LMF69ECC90	CALIBRATION	A	2	f15v	f15	15	H	1	q02	5d2a0ead4f641fcb9784a263b88a647965e0ba44442ecf128e8ebbf83a5f625e	1006103	15v	2835	3776	https://collections.library.yale.edu/iiif/2/1006103/full/1600,/0/default.jpg
