source_record_id	source_section	source_page	current_page_key	legacy_alias_applied	source_unit	source_item	source_location	source_physical_location_id	source_transcriber_code	source_text	source_alternate_text	source_normalized	source_object_class	source_object_guess	source_comments	source_attribute_tags	source_certainty	physical_location_record_count	same_physical_location_record_ids	physical_location_transcriber_codes	physical_location_normalized_source_texts	matching_method	manual_position_description_used_for_mapping	descriptions_used_for_matching	position_candidate_locus	sequence_candidate_locus	position_key	current_page	current_locus	current_code	current_kind	current_subtype	ZL3b_text	IT2a_text	RF1b_text	all_three_present	string_ratio	row_second_ratio	column_second_ratio	minimum_margin	source_text_physical_location_multiplicity_on_current_page	cluster_exact_target_count_on_current_page	target_exact_cluster_count_on_current_page	target_old_unit	source_group_size	sequence_reversed	sequence_rotation	sequence_mean_ratio	sequence_exact_count	sequence_runner_mean_ratio	sequence_group_margin	match_status	primary_eligible
STOLFI_BEST_0002	herbal	f1r	f1r	0	t1	6	f1r.t1.6	f1r.t1.6	F	ydaraishy	-	ydaraishy	T	title?	-		HEDGED	1	STOLFI_BEST_0002	F	ydaraishy	PAGE_LOCAL_PHYSICAL_CLUSTER_STRING	0	0				f1r	f1r.6	=Pt	P	t	ydaraishy	ydaraishy	ydaraishy	1	1.000000	0.500000	0.526316	0.473684	1	1	1									EXACT_UNIQUE	1
STOLFI_BEST_0004	herbal	f1r	f1r	0	t2	10	f1r.t2.10	f1r.t2.10	F	dain.*s.teody	-	dainsteody	T	title?	-		HEDGED	1	STOLFI_BEST_0004	F	dainsteody	PAGE_LOCAL_PHYSICAL_CLUSTER_STRING	0	0				f1r	f1r.10	=Pt	P	t	dain os teody	dain os teody	dain or teod	1	0.952381	0.551724	0.500000	0.400657	1	0	0									HIGH_RATIO_UNIQUE	1
STOLFI_BEST_0006	herbal	f1r	f1r	0	t3	21	f1r.t3.21	f1r.t3.21	F	otol.daiiin	-	otoldaiiin	T	title?	-		HEDGED	1	STOLFI_BEST_0006	F	otoldaiiin	PAGE_LOCAL_PHYSICAL_CLUSTER_STRING	0	0				f1r	f1r.21	=Pt	P	t	otol daiiin	otol daiiin	otol daiiin	1	1.000000	0.588235	0.588235	0.411765	1	1	1									EXACT_UNIQUE	1
STOLFI_BEST_0008	herbal	f1r	f1r	0	t4	28	f1r.t4.28	f1r.t4.28	F	dchaiin	-	dchaiin	T	title?	-		HEDGED	1	STOLFI_BEST_0008	F	dchaiin	PAGE_LOCAL_PHYSICAL_CLUSTER_STRING	0	0				f1r	f1r.28	=Pt	P	t	dchaiin	dchaiin	dchaiin	1	1.000000	0.588235	0.588235	0.411765	1	1	1									EXACT_UNIQUE	1
STOLFI_BEST_0010	herbal	f8r	f8r	0	t1	8	f8r.t1.8	f8r.t1.8	F	dcho.daiin	-	dchodaiin	T	title?	-		HEDGED	1	STOLFI_BEST_0010	F	dchodaiin	PAGE_LOCAL_PHYSICAL_CLUSTER_STRING	0	0				f8r	f8r.8	=Pt	P	t	dcho dain	ocho daiin	dcho dain	1	0.941176	0.555556	0.588235	0.352941	1	0	0									HIGH_RATIO_UNIQUE	1
STOLFI_BEST_0012	herbal	f8r	f8r	0	t2	13	f8r.t2.13	f8r.t2.13	F	okokchod	-	okokchod	T	title?	-		HEDGED	1	STOLFI_BEST_0012	F	okokchod	PAGE_LOCAL_PHYSICAL_CLUSTER_STRING	0	0				f8r	f8r.13	=Pt	P	t	okokchodg	okokchodm	okokchodg	1	0.941176	0.588235	0.444444	0.352941	1	0	0									HIGH_RATIO_UNIQUE	1
STOLFI_BEST_0014	herbal	f8r	f8r	0	t3	21	f8r.t3.21	f8r.t3.21	F	schol.saik	-	scholsaik	T	title?	-		HEDGED	1	STOLFI_BEST_0014	F	scholsaik	PAGE_LOCAL_PHYSICAL_CLUSTER_STRING	0	0				f8r	f8r.21	=Pt	P	t	schol saim	schol sair	schol saim	1	0.888889	0.588235	0.555556	0.300654	1	0	0									MARGINED_RATIO	1
STOLFI_BEST_0016	herbal	f9r	f9r	0	t	10	f9r.t.10	f9r.t.10	F	ytchar.oraiin.chkar	-	ytcharoraiinchkar	T	title?	-		HEDGED	1	STOLFI_BEST_0016	F	ytcharoraiinchkar	PAGE_LOCAL_PHYSICAL_CLUSTER_STRING	0	0				f9r	f9r.10	+Pc	P	c	ytchas oraiin chkor	ytchas oraiin chkar	ytchas oraiin chk r	1	0.941176	0.436364	0.000000	0.504813	1	0	0									HIGH_RATIO_UNIQUE	1
STOLFI_BEST_0018	herbal	f16r	f16r	0	t1	4	f16r.t1.4	f16r.t1.4	F	dainod.ychealod	-	dainodychealod	T	title?	-		HEDGED	1	STOLFI_BEST_0018	F	dainodychealod	PAGE_LOCAL_PHYSICAL_CLUSTER_STRING	0	0				f16r	f16r.4	+Pc	P	c	dainod ychealod	dainod ychealod	dainod ychealod	1	1.000000	0.478261	0.000000	0.521739	1	1	1									EXACT_UNIQUE	1
STOLFI_BEST_0020	herbal	f18r	f18r	0	t	14	f18r.t.14	f18r.t.14	F	ychekchy.kchaiin	-	ychekchykchaiin	T	title?	-		HEDGED	1	STOLFI_BEST_0020	F	ychekchykchaiin	PAGE_LOCAL_PHYSICAL_CLUSTER_STRING	0	0				f18r	f18r.14	+Pc	P	c	ychekch y kchaiin	ychekchy kchaiin	ychekchy kchaiin	1	1.000000	0.550000	0.000000	0.450000	1	1	1									EXACT_UNIQUE	1
