unit_id	cell_id	physical_folio	section
LRG005-U28b2ca36dc849a366563	LRG005-C001	f100	P
LRG005-U2b0340832fc22113ff8a	LRG005-C001	f100	P
LRG005-U49a9f6800e0af884cf46	LRG005-C001	f100	P
LRG005-U93702cf60bc5ed6fe3cd	LRG005-C001	f100	P
LRG005-Udb985265fb6a9de6c166	LRG005-C001	f100	P
LRG005-Udd02d9ac0778e317d0d5	LRG005-C001	f100	P
LRG005-Uf6f83cd41878617a6584	LRG005-C001	f100	P
LRG005-Uff8bf5cc63cc2588f3ab	LRG005-C001	f100	P
LRG005-U56f9044c5988a3250d82	LRG005-C002	f100	P
LRG005-U8ac966e948868c0f4e53	LRG005-C002	f100	P
LRG005-U1dd536bc7c5c1bec3a6f	LRG005-C003	f100	P
LRG005-U299af0b39d502cf22706	LRG005-C003	f100	P
LRG005-U4a187181a66a1e16d539	LRG005-C003	f100	P
LRG005-U6b054018b3e2355029f6	LRG005-C003	f100	P
LRG005-U25faeb69a58bc2904ed0	LRG005-C004	f100	P
LRG005-Ubd35e6e99df838d8af0c	LRG005-C004	f100	P
LRG005-U118555ce23d42b1dc016	LRG005-C005	f102	P
LRG005-U18755dcb4552de110c7c	LRG005-C005	f102	P
LRG005-U3687c29512883a207fb4	LRG005-C005	f102	P
LRG005-U6252fab1f69faade36f1	LRG005-C005	f102	P
LRG005-U034c06ad726f662176f1	LRG005-C006	f102	P
LRG005-U464027231faf5692532a	LRG005-C006	f102	P
LRG005-U48a8ef4b3748e7de8eaa	LRG005-C006	f102	P
LRG005-U490b6ac44298654a98e4	LRG005-C006	f102	P
LRG005-U9d871c3438d99765dad2	LRG005-C006	f102	P
LRG005-Ua57edfd1bdaeee12cb3e	LRG005-C006	f102	P
LRG005-Ub0c037fa63579ebf1da4	LRG005-C006	f102	P
LRG005-Ue99c2c567863749a1bd8	LRG005-C006	f102	P
LRG005-Uec09d5846cbbb2a49171	LRG005-C006	f102	P
LRG005-U167465cde3b617a709cd	LRG005-C007	f102	P
LRG005-U2c7e06ac93d45efc0824	LRG005-C007	f102	P
LRG005-U5a65f7b514a606ec549e	LRG005-C007	f102	P
LRG005-U6e06eccc9e7684d0a904	LRG005-C007	f102	P
LRG005-U9b47737ec7ea1457ad0c	LRG005-C007	f102	P
LRG005-Ua34b980b9a66c0ee8922	LRG005-C007	f102	P
LRG005-Ub5e8aa6c70b85d348901	LRG005-C007	f102	P
LRG005-Uc70fc0cc75ebf456bd59	LRG005-C007	f102	P
LRG005-Ufba18baf5a34e4730b00	LRG005-C007	f102	P
LRG005-U061d9e179a6a0c48e221	LRG005-C008	f75	B
LRG005-U444ec18c9dbd62f4bff3	LRG005-C008	f75	B
LRG005-U8103819045841cb8fb1c	LRG005-C008	f75	B
LRG005-Ub32048179178c7a0d508	LRG005-C008	f75	B
LRG005-Uc61c6b8ffea142f38183	LRG005-C008	f75	B
LRG005-U0c40418878887e73a27e	LRG005-C009	f75	B
LRG005-U26829717486a8092522d	LRG005-C009	f75	B
LRG005-U48d7df409e323d1afc22	LRG005-C009	f75	B
LRG005-U5881b62366ec35155929	LRG005-C009	f75	B
LRG005-U5bcfae63a7b69ad79681	LRG005-C009	f75	B
LRG005-U5c3e2234aaf3a7ed5dd3	LRG005-C009	f75	B
LRG005-U5e2f80aac2b6aa12a5a5	LRG005-C009	f75	B
LRG005-U6635b9defdcc942c6397	LRG005-C009	f75	B
LRG005-U66e54e146834159beaed	LRG005-C009	f75	B
LRG005-U78f485126485152e1242	LRG005-C009	f75	B
LRG005-U7d25393e44c87293fc11	LRG005-C009	f75	B
LRG005-U7e4e92f6cc246f61562f	LRG005-C009	f75	B
LRG005-U7eb46f8c4e6bbb3656d3	LRG005-C009	f75	B
LRG005-U80fcfb4506501a6bb75b	LRG005-C009	f75	B
LRG005-U893f3b9131af70b54c5d	LRG005-C009	f75	B
LRG005-U895a3a3bdac10d824f2c	LRG005-C009	f75	B
LRG005-Uac1fd1c1f8ed9a565507	LRG005-C009	f75	B
LRG005-Uae8334ae73cbcd17ec7a	LRG005-C009	f75	B
LRG005-Ub40494445f6e97a99ff9	LRG005-C009	f75	B
LRG005-Ubb9bb6c6c87a0cd63db8	LRG005-C009	f75	B
LRG005-Uc2eeec8da2b6887c43d4	LRG005-C009	f75	B
LRG005-Ud126c5f756f832ed5410	LRG005-C009	f75	B
LRG005-Udc65be8c9dea5a0f429b	LRG005-C009	f75	B
LRG005-Ue7d7fdb697175c0eec05	LRG005-C009	f75	B
LRG005-Ueddafd025a015d699e18	LRG005-C009	f75	B
LRG005-U0b450ca795ac97eb0e38	LRG005-C010	f75	B
LRG005-U13db3ee784a5c466eaad	LRG005-C010	f75	B
LRG005-U14420967337ca9666789	LRG005-C010	f75	B
LRG005-U17799d2f837af3ad071e	LRG005-C010	f75	B
LRG005-U1fe50d7249a662417518	LRG005-C010	f75	B
LRG005-U498bbbf859a0674f7e95	LRG005-C010	f75	B
LRG005-U6547b85dd252fc2861d2	LRG005-C010	f75	B
LRG005-U675f744310344c6b1787	LRG005-C010	f75	B
LRG005-U677f523e4753529c60cc	LRG005-C010	f75	B
LRG005-U697e2e15e8754d632f20	LRG005-C010	f75	B
LRG005-U707ef2647ab5444da019	LRG005-C010	f75	B
LRG005-U7be5980d2fe7dc9ef5f5	LRG005-C010	f75	B
LRG005-U7c652e8435aed50f5362	LRG005-C010	f75	B
LRG005-U8528d3153be2403c9680	LRG005-C010	f75	B
LRG005-U8f7667a46fdbdef833fd	LRG005-C010	f75	B
LRG005-U8f7d800c0e3d7eaa2586	LRG005-C010	f75	B
LRG005-Uafe1212385e29e11f045	LRG005-C010	f75	B
LRG005-Ub83f0dac51b39e5f0945	LRG005-C010	f75	B
LRG005-Ubf74b99c4beb784f98fb	LRG005-C010	f75	B
LRG005-Uccc10bbd43282ee73dac	LRG005-C010	f75	B
LRG005-Uda3096beab37851e1a58	LRG005-C010	f75	B
LRG005-Uda951e8fc26a889f2a74	LRG005-C010	f75	B
LRG005-Udc3b5a7eaf9c6d49ce27	LRG005-C010	f75	B
LRG005-Udf89713419660f5123ab	LRG005-C010	f75	B
LRG005-U0d4e66e6c9907eadd32f	LRG005-C011	f75	B
LRG005-U4f552d5a329f894f3246	LRG005-C011	f75	B
LRG005-U5a860019fba39edcc946	LRG005-C011	f75	B
LRG005-U752275ed6d6e86067696	LRG005-C011	f75	B
LRG005-U7e06b4ff977b41705b6e	LRG005-C011	f75	B
LRG005-U04fa87974ba7ff282c24	LRG005-C012	f77	B
LRG005-U339b965f7b4fe418215f	LRG005-C012	f77	B
LRG005-U4c81f5efda62307d8df0	LRG005-C012	f77	B
LRG005-U66d47ebbf129570edca5	LRG005-C012	f77	B
LRG005-U6e0f7511aedfecf7e92c	LRG005-C012	f77	B
LRG005-Ude256e57100ecea2aaab	LRG005-C012	f77	B
LRG005-U1a466c0d0457e084808f	LRG005-C013	f77	B
LRG005-U267b114c0ea3326f4d80	LRG005-C013	f77	B
LRG005-U2720d388fbb1d254d247	LRG005-C013	f77	B
LRG005-U3ec5d0144c931e8d0b92	LRG005-C013	f77	B
LRG005-U63efc0ee480ed6ff8f4e	LRG005-C013	f77	B
LRG005-U99dee6dde0f2757ced99	LRG005-C013	f77	B
LRG005-Ud778c471b88c66df90a7	LRG005-C013	f77	B
LRG005-Ud9c9cfc74ed67581454f	LRG005-C013	f77	B
LRG005-Ue9cf281c75e97482920a	LRG005-C013	f77	B
LRG005-Ufa39ec61bf0f8422d363	LRG005-C013	f77	B
LRG005-U0d7f315cb5300898757c	LRG005-C014	f77	B
LRG005-U187b41464419029ff212	LRG005-C014	f77	B
LRG005-U1fb238aa6e5a325a81f8	LRG005-C014	f77	B
LRG005-U283dd6640c9c8b4d126e	LRG005-C014	f77	B
LRG005-U44fbe5a07c95bc9a64cb	LRG005-C014	f77	B
LRG005-U4e855a5445d4921f2cc0	LRG005-C014	f77	B
LRG005-U708e38e1ddc48ade99ba	LRG005-C014	f77	B
LRG005-U86f6b6f94b7ace51f0af	LRG005-C014	f77	B
LRG005-Ua452b2db6c77bfe9b4c3	LRG005-C014	f77	B
LRG005-Udf44fab2c0096cf220ee	LRG005-C014	f77	B
LRG005-U20e6acc532539bae6a7e	LRG005-C015	f77	B
LRG005-Ud99ea6af8e82889c1ed0	LRG005-C015	f77	B
LRG005-Ufe3ae2b28a759c411dac	LRG005-C015	f77	B
LRG005-U32770157c2b4d0c6503b	LRG005-C016	f77	B
LRG005-U8408097813b7296ce496	LRG005-C016	f77	B
LRG005-U84575925f318730aabff	LRG005-C016	f77	B
LRG005-U8de18e694d06a4f0070f	LRG005-C016	f77	B
LRG005-U9264842799c2b9d92aa9	LRG005-C016	f77	B
LRG005-Ub9e4a12e7d9d3fa289f8	LRG005-C016	f77	B
