boundary_id	locus	page	section	currier	hand	code	kind	grammar_scope	strict_zero_alternative	position_after_symbol	left_family	right_family	zl_separator	it_separator	rf_separator	support_count	supporting_readings	supporting_type_count	type_consensus	synchronized_boundary
f100r.22|B005	f100r.22	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	1	5	A	B	NONE	NONE	UNCERTAIN_SMALL_SPACE	1	RF1b	1	UNCERTAIN_SMALL_SPACE	0
f100r.22|B007	f100r.22	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	1	7	A	K	DEFINITE_SPACE	DEFINITE_SPACE	DEFINITE_SPACE	3	ZL3b,IT2a,RF1b	1	DEFINITE_SPACE	1
f100r.22|B010	f100r.22	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	1	10	B	B	NONE	DEFINITE_SPACE	NONE	1	IT2a	1	DEFINITE_SPACE	0
f100r.22|B013	f100r.22	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	1	13	G	P	DEFINITE_SPACE	DEFINITE_SPACE	DEFINITE_SPACE	3	ZL3b,IT2a,RF1b	1	DEFINITE_SPACE	1
f100r.22|B017	f100r.22	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	1	17	B	A	UNCERTAIN_SMALL_SPACE	NONE	NONE	1	ZL3b	1	UNCERTAIN_SMALL_SPACE	0
f100r.22|B022	f100r.22	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	1	22	B	T	DEFINITE_SPACE	DEFINITE_SPACE	DEFINITE_SPACE	3	ZL3b,IT2a,RF1b	1	DEFINITE_SPACE	1
f100r.22|B025	f100r.22	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	1	25	B	D	DEFINITE_SPACE	DEFINITE_SPACE	DEFINITE_SPACE	3	ZL3b,IT2a,RF1b	1	DEFINITE_SPACE	1
f100r.22|B030	f100r.22	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	1	30	C	L	DEFINITE_SPACE	DEFINITE_SPACE	DEFINITE_SPACE	3	ZL3b,IT2a,RF1b	1	DEFINITE_SPACE	1
f100r.22|B033	f100r.22	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	1	33	A	A	DEFINITE_SPACE	DEFINITE_SPACE	DEFINITE_SPACE	3	ZL3b,IT2a,RF1b	1	DEFINITE_SPACE	1
f100r.22|B038	f100r.22	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	1	38	A	A	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	DEFINITE_SPACE	3	ZL3b,IT2a,RF1b	2	MIXED_SOURCE_SEPARATOR	1
