panel_id	physical_folio	page	source_node	target_node	relation_type	relation_instance	source_locus	target_locus	ownership_or_topology_basis	allowed_panel_symmetries	previous_exposure
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:0030:R1	f67r2:Q1:0030:R3	ROW_SKIP_ONE	f67r2:Q1:0030:R1_TO_R3	f67r2.23	f67r2.25	Derived two-step edge inside the same numbered author-drawn sector, retained only for composition testing.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;DERIVED_BEFORE_TEXT_ACCESS
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:0530:R1	f67r2:Q1:0530:R3	ROW_SKIP_ONE	f67r2:Q1:0530:R1_TO_R3	f67r2.38	f67r2.40	Derived two-step edge inside the same numbered author-drawn sector, retained only for composition testing.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;DERIVED_BEFORE_TEXT_ACCESS
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:0630:R1	f67r2:Q1:0630:R3	ROW_SKIP_ONE	f67r2:Q1:0630:R1_TO_R3	f67r2.41	f67r2.43	Derived two-step edge inside the same numbered author-drawn sector, retained only for composition testing.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;DERIVED_BEFORE_TEXT_ACCESS
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:0730:R1	f67r2:Q1:0730:R3	ROW_SKIP_ONE	f67r2:Q1:0730:R1_TO_R3	f67r2.44	f67r2.46	Derived two-step edge inside the same numbered author-drawn sector, retained only for composition testing.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;DERIVED_BEFORE_TEXT_ACCESS
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:0830:R1	f67r2:Q1:0830:R3	ROW_SKIP_ONE	f67r2:Q1:0830:R1_TO_R3	f67r2.48	f67r2.50	Derived two-step edge inside the same numbered author-drawn sector, retained only for composition testing.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;DERIVED_BEFORE_TEXT_ACCESS
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:0830:R2	f67r2:Q1:0830:R4	ROW_SKIP_ONE	f67r2:Q1:0830:R2_TO_R4	f67r2.49	f67r2.51	Derived two-step edge inside the same numbered author-drawn sector, retained only for composition testing.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;DERIVED_BEFORE_TEXT_ACCESS
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:1030:R1	f67r2:Q1:1030:R3	ROW_SKIP_ONE	f67r2:Q1:1030:R1_TO_R3	f67r2.16	f67r2.18	Derived two-step edge inside the same numbered author-drawn sector, retained only for composition testing.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;DERIVED_BEFORE_TEXT_ACCESS
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:1130:R1	f67r2:Q1:1130:R3	ROW_SKIP_ONE	f67r2:Q1:1130:R1_TO_R3	f67r2.19	f67r2.21	Derived two-step edge inside the same numbered author-drawn sector, retained only for composition testing.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;DERIVED_BEFORE_TEXT_ACCESS
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:0030:R1	f67r2:Q1:0030:R2	ROW_SUCCESSOR	f67r2:Q1:0030:R1_TO_R2	f67r2.23	f67r2.24	Existing human annotation assigns numbered text lines to the same author-drawn moon sector.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;NO_STRING_SELECTION
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:0030:R2	f67r2:Q1:0030:R3	ROW_SUCCESSOR	f67r2:Q1:0030:R2_TO_R3	f67r2.24	f67r2.25	Existing human annotation assigns numbered text lines to the same author-drawn moon sector.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;NO_STRING_SELECTION
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:0130:R1	f67r2:Q1:0130:R2	ROW_SUCCESSOR	f67r2:Q1:0130:R1_TO_R2	f67r2.26	f67r2.27	Existing human annotation assigns numbered text lines to the same author-drawn moon sector.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;NO_STRING_SELECTION
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:0230:R1	f67r2:Q1:0230:R2	ROW_SUCCESSOR	f67r2:Q1:0230:R1_TO_R2	f67r2.29	f67r2.30	Existing human annotation assigns numbered text lines to the same author-drawn moon sector.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;NO_STRING_SELECTION
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:0330:R1	f67r2:Q1:0330:R2	ROW_SUCCESSOR	f67r2:Q1:0330:R1_TO_R2	f67r2.32	f67r2.33	Existing human annotation assigns numbered text lines to the same author-drawn moon sector.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;NO_STRING_SELECTION
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:0430:R1	f67r2:Q1:0430:R2	ROW_SUCCESSOR	f67r2:Q1:0430:R1_TO_R2	f67r2.35	f67r2.36	Existing human annotation assigns numbered text lines to the same author-drawn moon sector.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;NO_STRING_SELECTION
RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	f67r2:Q1:0530:R1	f67r2:Q1:0530:R2	ROW_SUCCESSOR	f67r2:Q1:0530:R1_TO_R2	f67r2.38	f67r2.39	Existing human annotation assigns numbered text lines to the same author-drawn moon sector.	SECTOR_ORDER_D12;ROW_DIRECTION_FIXED	EXISTING_HUMAN_SECTOR_LINE_ANNOTATION;NO_STRING_SELECTION
