edition	locus	page	grammar_scope	kind	surface_token_count	parsed_node_count	omitted_token_count	omitted_positions_1based	omitted_tokens	position_token_pairs
IT2a	f100v.16	f100v	CONFIRMED_PROSE	P	10	9	1	10	dy	10:dy
IT2a	f101r.7	f101r	CONFIRMED_PROSE	P	20	19	1	20	dy	20:dy
IT2a	f101v.19	f101v	CONFIRMED_PROSE	P	19	18	1	16	sy	16:sy
IT2a	f101v.22	f101v	CONFIRMED_PROSE	P	22	21	1	22	dy	22:dy
IT2a	f102r1.16	f102r1	CONFIRMED_PROSE	P	9	8	1	5	dy	5:dy
IT2a	f102r1.9	f102r1	CONFIRMED_PROSE	P	8	7	1	8	sy	8:sy
IT2a	f102v1.10	f102v1	CONFIRMED_PROSE	P	10	9	1	10	dy	10:dy
IT2a	f102v1.11	f102v1	CONFIRMED_PROSE	P	10	9	1	10	dy	10:dy
IT2a	f102v2.2	f102v2	DIAGNOSTIC_NONPROSE	L	2	1	1	2	dy	2:dy
IT2a	f102v2.32	f102v2	CONFIRMED_PROSE	P	12	11	1	12	sy	12:sy
IT2a	f103r.1	f103r	CONFIRMED_PROSE	P	13	12	1	13	dy	13:dy
IT2a	f103v.1	f103v	CONFIRMED_PROSE	P	12	11	1	5	dy	5:dy
IT2a	f103v.24	f103v	CONFIRMED_PROSE	P	12	11	1	11	y	11:y
IT2a	f103v.28	f103v	CONFIRMED_PROSE	P	12	11	1	12	y	12:y
IT2a	f103v.4	f103v	CONFIRMED_PROSE	P	8	7	1	1	y	1:y
IT2a	f104r.42	f104r	CONFIRMED_PROSE	P	3	2	1	1	y	1:y
IT2a	f104v.39	f104v	CONFIRMED_PROSE	P	15	14	1	13	y	13:y
IT2a	f105v.10	f105v	CONFIRMED_PROSE	P	14	13	1	2	ky	2:ky
IT2a	f105v.30	f105v	CONFIRMED_PROSE	P	12	11	1	12	sy	12:sy
IT2a	f105v.6	f105v	CONFIRMED_PROSE	P	13	12	1	13	g	13:g
IT2a	f105v.9	f105v	CONFIRMED_PROSE	P	13	12	1	3	y	3:y
IT2a	f106r.19	f106r	CONFIRMED_PROSE	P	10	9	1	10	y	10:y
IT2a	f106v.15	f106v	CONFIRMED_PROSE	P	11	10	1	11	dy	11:dy
IT2a	f106v.28	f106v	CONFIRMED_PROSE	P	11	10	1	11	dy	11:dy
IT2a	f106v.34	f106v	CONFIRMED_PROSE	P	12	11	1	4	ky	4:ky
IT2a	f107r.19	f107r	CONFIRMED_PROSE	P	12	11	1	8	dy	8:dy
IT2a	f107r.30	f107r	CONFIRMED_PROSE	P	10	9	1	10	ky	10:ky
IT2a	f107r.45	f107r	CONFIRMED_PROSE	P	11	10	1	6	y	6:y
IT2a	f107v.25	f107v	CONFIRMED_PROSE	P	12	11	1	10	ky	10:ky
IT2a	f107v.39	f107v	CONFIRMED_PROSE	P	10	9	1	10	y	10:y
IT2a	f107v.47	f107v	CONFIRMED_PROSE	P	10	9	1	8	y	8:y
IT2a	f107v.49	f107v	CONFIRMED_PROSE	P	8	7	1	7	dy	7:dy
IT2a	f108r.39	f108r	CONFIRMED_PROSE	P	11	10	1	7	yty	7:yty
IT2a	f108r.6	f108r	CONFIRMED_PROSE	P	13	12	1	13	y	13:y
IT2a	f10r.3	f10r	CONFIRMED_PROSE	P	10	7	3	8;9;10	yty dy dy	8:yty;9:dy;10:dy
IT2a	f10r.6	f10r	CONFIRMED_PROSE	P	9	8	1	6	dy	6:dy
IT2a	f10r.7	f10r	CONFIRMED_PROSE	P	9	8	1	4	yty	4:yty
IT2a	f10r.9	f10r	CONFIRMED_PROSE	P	7	6	1	6	dy	6:dy
IT2a	f10v.3	f10v	CONFIRMED_PROSE	P	6	5	1	6	dy	6:dy
IT2a	f111r.46	f111r	CONFIRMED_PROSE	P	13	12	1	1	y	1:y
IT2a	f111v.14	f111v	CONFIRMED_PROSE	P	12	11	1	12	gm	12:gm
IT2a	f111v.35	f111v	CONFIRMED_PROSE	P	12	11	1	12	y	12:y
IT2a	f111v.37	f111v	CONFIRMED_PROSE	P	11	10	1	6	dy	6:dy
IT2a	f111v.6	f111v	CONFIRMED_PROSE	P	14	13	1	14	m	14:m
IT2a	f112r.13	f112r	CONFIRMED_PROSE	P	10	9	1	10	dy	10:dy
IT2a	f112r.21	f112r	CONFIRMED_PROSE	P	9	8	1	9	sy	9:sy
IT2a	f112r.42	f112r	CONFIRMED_PROSE	P	9	8	1	4	y	4:y
IT2a	f112r.45	f112r	CONFIRMED_PROSE	P	11	10	1	11	yky	11:yky
IT2a	f112v.1	f112v	CONFIRMED_PROSE	P	10	9	1	5	y	5:y
IT2a	f112v.40	f112v	CONFIRMED_PROSE	P	11	10	1	1	y	1:y
IT2a	f113r.47	f113r	CONFIRMED_PROSE	P	11	10	1	1	y	1:y
IT2a	f113v.42	f113v	CONFIRMED_PROSE	P	12	11	1	3	dy	3:dy
