anonymous_event_id	trigger_family_surface	trigger_state	physical_folio	section	currier	hand	code	kind	trigger_group_index	locus_group_count	remaining_groups_after_trigger
EO001-0037df199fc15c6db161	BLJBA	FIRST	f75	B	B	2	+P0	P	1	9	8
EO001-003d055c669273924213	LA	CORE	f108	S	B	3	+P0	P	9	12	3
EO001-00435752bc742354ad8c	DAQKBA	CORE	f82	B	B	2	+P0	P	3	8	5
EO001-00462d1c1b9cdf33bc46	DAQKBA	CORE	f84	B	B	2	+P0	P	2	11	9
EO001-00563c7eba247521dc40	AQKA	CORE	f99	P	A	1	+P0	P	2	7	5
EO001-0070e69c183361f03cb0	QAC	CORE	f90	H	A	1	+P0	P	2	6	4
EO001-0074d20e380f6f3f9fdc	DAQKA	CORE	f108	S	B	3	+P0	P	9	12	3
EO001-007ee51272e4cfea7796	DAQKA	CORE	f78	B	B	2	+P0	P	3	5	2
EO001-00bcd6f058da34dd4a91	CAG	CORE	f115	S	B	3	+P0	P	4	10	6
EO001-00ee98d9f23221d8515f	DAQKA	CORE	f76	T	B	2	+P0	P	4	13	9
EO001-00f3b0589d99a0b016ba	DAQKBA	CORE	f80	B	B	2	+P0	P	8	12	4
EO001-0107369b50e0e9feb039	CAG	CORE	f102	P	A	1	+P0	P	5	8	3
EO001-0130b51c7960ecc05dc7	DAQKBA	CORE	f108	S	B	3	+P0	P	3	7	4
EO001-01347774c80bb52dfb80	DAQKBA	CORE	f94	H	B	3	+P0	P	5	7	2
EO001-013d386fe36b3a07338e	CAF	FIRST	f80	B	B	2	+P0	P	1	10	9
EO001-01bf6bdd32b536e230b4	AQKA	CORE	f3	H	A	1	+P0	P	3	6	3
EO001-01c0e3050dd12920001a	DAQKBA	CORE	f112	S	B	3	+P0	P	6	9	3
EO001-02498404c12c8ba7e4ff	LA	FIRST	f5	H	A	1	+P0	P	1	9	8
EO001-02c5d7a8c9a0ac38d1cc	AQKA	CORE	f2	H	A	1	+P0	P	2	5	3
EO001-02efcf4460387430e93c	CAG	FIRST	f107	S	B	3	+P0	P	1	11	10
EO001-03098c39e294d6628668	DAQKA	CORE	f108	S	B	3	+P0	P	5	13	8
EO001-03678c2ea203ce5350bf	AQKA	CORE	f89	P	A	1	+P0	P	2	11	9
EO001-037705774d832c9e3a57	QAC	FIRST	f54	H	A	1	+P0	P	1	12	11
EO001-037f0b7973c1858aa94a	DAQKA	CORE	f80	B	B	2	+P0	P	5	12	7
EO001-0382e5fb4bbbcb6fa06d	DAQKA	CORE	f114	S	B	3	+P0	P	2	4	2
EO001-038318457f33f7ae88df	DAQKBA	CORE	f108	S	B	3	+P0	P	6	11	5
EO001-03e5da4f0e31bb587e68	DAQKA	FIRST	f99	P	A	1	+P0	P	1	9	8
EO001-0428cc9a35ab056e6bc5	DAQKA	CORE	f107	S	B	3	+P0	P	8	10	2
EO001-042a6a5417f48e6e356a	AQKA	CORE	f116	S	B	3	+P0	P	6	8	2
EO001-0435345a540b80ac2134	DAQKA	CORE	f58	S	A	3	+P0	P	5	10	5
EO001-0438d1b1c4892ec0af3d	DAQKBA	CORE	f108	S	B	3	+P0	P	4	11	7
EO001-04f5de1b092c8b6e863b	AQKA	CORE	f36	H	A	1	+P0	P	5	7	2
EO001-053b0a99da2f9a912f1d	CAF	FIRST	f107	S	B	3	+P0	P	1	4	3
EO001-0618a78565d15382882b	LA	FIRST	f21	H	A	1	+P0	P	1	6	5
EO001-06b6bbb1d9435780f08a	AQKA	CORE	f104	S	B	3	+P0	P	3	15	12
EO001-06de1f16b57e54bb06eb	DAQKBA	CORE	f80	B	B	2	+P0	P	8	11	3
EO001-073997cd947d966d794b	QAC	FIRST	f107	S	B	3	+P0	P	1	11	10
EO001-074f13077d174444bd59	AQKA	CORE	f90	H	A	1	+P0	P	2	4	2
EO001-075afc4536aa2195be48	LA	CORE	f22	H	A	1	+P0	P	2	4	2
EO001-077082bbf745847e1053	AQKA	CORE	f107	S	B	3	+P0	P	4	12	8
EO001-0782c8056037b20fc114	AQKA	FIRST	f15	H	A	1	+P0	P	1	8	7
EO001-083df270748762b47f53	LA	FIRST	f7	H	A	1	+P0	P	1	9	8
EO001-0882645306dea071b4e8	BLJBA	CORE	f76	B	B	2	+P0	P	4	10	6
EO001-08e791061c89fd726b9d	AQKA	CORE	f107	S	B	3	@P0	P	8	10	2
EO001-08fcb0d5f1de87cb4609	CAG	FIRST	f102	P	A	1	+P0	P	1	9	8
EO001-0904bf2de2e0c8d22b4f	QAC	CORE	f9	H	A	1	+P0	P	3	6	3
EO001-091dc6422ac7f3db0a64	AQKA	FIRST	f16	H	A	1	+P0	P	1	6	5
EO001-0954ce6017fd237d760d	AQKA	CORE	f113	S	B	3	+P0	P	5	8	3
EO001-09b41aec4edb12e95bbc	CAG	CORE	f108	S	B	3	+P0	P	8	11	3
EO001-09ec2d123b59c83d816e	AQKA	CORE	f115	S	B	@	+P0	P	3	5	2
EO001-0a168f1c167a2fd6671c	AQKA	CORE	f79	B	B	2	+P0	P	8	10	2
EO001-0a693e5219fb91ff7483	DAQKBA	CORE	f80	B	B	2	+P0	P	8	10	2
EO001-0aaa429ab86f37019d5d	DAQKA	CORE	f3	H	A	1	+P0	P	3	6	3
EO001-0aac8612066c227bae24	DAQKBA	CORE	f75	B	B	2	+P0	P	3	9	6
EO001-0afac2f12d5e5f2e8734	DAQKBA	CORE	f86	T	B	2	+P0	P	6	13	7
EO001-0b045ae80ac0e37da628	DAQKA	CORE	f103	S	B	3	+P0	P	5	10	5
EO001-0b6b73d020d57f64129a	DAQKBA	FIRST	f75	B	B	2	+P0	P	1	9	8
EO001-0b8043f35ff015e562f7	CAF	FIRST	f112	S	B	3	+P0	P	1	11	10
EO001-0c6d219b016c13796ffd	CAF	CORE	f84	B	B	2	+P0	P	10	12	2
EO001-0cddc9ba12e4b6850fc2	DAQKA	CORE	f83	B	B	2	+P0	P	4	10	6
EO001-0d857a88690f876341f9	DAQKA	CORE	f103	S	B	3	+P0	P	3	11	8
EO001-0dcbd360ee3993ae89fe	DAQKBA	CORE	f108	S	B	3	+P0	P	4	10	6
EO001-0e355f56b8dc35266ed1	QAC	CORE	f29	H	A	1	+P0	P	4	6	2
EO001-0e438d3f4950e88c416a	CAG	CORE	f111	S	B	3	+P0	P	8	12	4
EO001-0eb4adf6b6cab2d69de5	DAQKA	CORE	f103	S	B	3	+P0	P	4	9	5
EO001-0f52ee45da807efdd3a5	DAQKA	CORE	f113	S	B	3	+P0	P	8	10	2
EO001-0f77aa311f93a921bae6	DAQKA	CORE	f113	S	B	3	+P0	P	4	13	9
EO001-0f8dd49217b3d8ec7f5f	DAQKBA	CORE	f82	B	B	2	+P0	P	3	10	7
EO001-101ce862e24d1aed5c7c	DAQKA	CORE	f104	S	B	3	+P0	P	3	7	4
EO001-10422f51b7964015acef	LA	FIRST	f56	H	A	1	+P0	P	1	5	4
EO001-105522c9a96de2feb065	DAQKBA	CORE	f115	S	B	@	+P0	P	5	11	6
EO001-106529d5da19329966aa	LA	FIRST	f21	H	A	1	+P0	P	1	8	7
EO001-10b3b784c5e0d50207b2	QKJBA	FIRST	f115	S	B	@	+P0	P	1	10	9
EO001-10c218d5d82efa392c6a	CAG	CORE	f86	C	B	2	@Pb	P	5	7	2
EO001-10e222aa31e555a6af39	DAQKA	CORE	f108	S	B	3	+P0	P	5	9	4
EO001-10f1c3e88a33ffd354f1	BLJBA	CORE	f106	S	B	3	+P0	P	2	7	5
EO001-113b01521d6b687165ef	LA	CORE	f8	H	A	1	*P0	P	2	8	6
EO001-1168fc6c8bdb72e74f38	DAQKBA	FIRST	f77	B	B	2	+P0	P	1	9	8
EO001-1198d5eba27fd3f0df10	DAQKA	CORE	f108	S	B	3	+P0	P	5	10	5
EO001-121caf3625bf673b8427	DAQKA	CORE	f21	H	A	1	+P0	P	5	8	3
EO001-123537db263ffd17e7ba	AQKA	CORE	f81	B	B	2	+P0	P	4	10	6
EO001-126add03483be290a3f2	QAC	CORE	f50	H	B	2	+P0	P	2	4	2
EO001-131cb3da61b516157deb	DAQKBA	CORE	f108	S	B	3	+P0	P	8	11	3
EO001-133a5d171344aebc7525	AQKA	CORE	f84	B	B	2	+P0	P	2	11	9
EO001-137bbc5475840b1524b1	DAQKBA	CORE	f111	S	B	3	+P0	P	2	11	9
EO001-138fa2c73c7db01a57fb	AQKA	CORE	f36	H	A	1	+P1	P	2	5	3
EO001-13b2193779e70476bb26	CAF	CORE	f75	B	B	2	+P0	P	4	7	3
EO001-1402668675bb50b6c380	QKJBA	CORE	f78	B	B	2	+P0	P	4	7	3
EO001-142c74046051e920911d	LA	CORE	f46	H	B	2	+P0	P	4	11	7
EO001-143b8dda7c7361c6a087	DAQKBA	CORE	f108	S	B	3	+P0	P	3	10	7
EO001-14c5fcbf36edfbcc1085	CAG	FIRST	f86	T	B	2	+P0	P	1	11	10
EO001-14e41c37ede6f3418216	DAQKBA	CORE	f108	S	B	3	+P0	P	3	10	7
EO001-15157e4345e26f0c4e26	DAQKBA	CORE	f108	S	B	3	+P0	P	5	10	5
EO001-1548748c379049acb506	DAQKA	CORE	f95	H	B	3	+P0	P	9	11	2
EO001-155ab0b6cd777ea20af8	DAQKA	CORE	f75	B	B	2	+P0	P	3	8	5
EO001-157b207c7067e90e8267	CAF	FIRST	f111	S	B	3	+P0	P	1	7	6
EO001-164f959ab9f1be757af9	DAQKBA	CORE	f107	S	B	3	+P0	P	3	10	7
EO001-166776e34545c937a539	LA	CORE	f102	P	A	1	+P0	P	2	8	6
EO001-1667ca4a4026d229acb9	DAQKBA	CORE	f83	B	B	2	+P0	P	2	10	8
EO001-16773dc225d261bc3679	DAQKBA	CORE	f108	S	B	3	+P0	P	4	11	7
EO001-16978aa18f97cf07dfb7	QKJBA	CORE	f76	B	B	2	+P0	P	6	10	4
EO001-16e2439be7dd6fb90ef8	DAQKA	CORE	f103	S	B	3	+P0	P	3	8	5
EO001-16fa51545440f17ee962	DAQKBA	CORE	f83	B	B	2	+P0	P	2	9	7
EO001-1724f4099e9ac3ec38eb	DAQKBA	CORE	f26	H	B	2	+P0	P	3	10	7
EO001-17458698d9eb7ebd2b9b	QKJBA	CORE	f77	B	B	2	+P0	P	2	9	7
EO001-17829390446d098f72e9	BLJBA	CORE	f77	B	B	2	+P0	P	7	11	4
EO001-17b1777547859e602477	QKJBA	FIRST	f114	S	B	3	+P0	P	1	10	9
EO001-17d2db56115d21453095	DAQKA	CORE	f77	B	B	2	+P0	P	7	9	2
EO001-17dd2d8f50f748ea7c67	DAQKA	FIRST	f86	T	B	2	+P0	P	1	12	11
EO001-17e30b2642fbfad829d3	AQKA	CORE	f89	P	A	1	+P0	P	8	10	2
EO001-186eba68a61134db6b75	AQKA	CORE	f112	S	B	3	+P0	P	9	11	2
EO001-18dea0aab919bbf15cd1	DAQKBA	CORE	f106	S	B	3	+P0	P	5	10	5
EO001-18def1081e56f8341d17	DAQKA	CORE	f58	S	A	3	+P0	P	3	10	7
EO001-192e8649565dce8ac1a2	AQKA	CORE	f107	S	B	3	+P0	P	7	10	3
EO001-194572fb7a08af692197	AQKA	CORE	f106	S	B	3	+P0	P	2	11	9
EO001-198885275205d6a9722b	DAQKA	CORE	f76	T	B	2	=P0	P	3	11	8
EO001-19b411cc16368eba561d	QAC	CORE	f46	H	B	2	+P0	P	9	12	3
EO001-1a50fd085ca05fd4efb5	DAQKBA	CORE	f77	B	B	2	+P0	P	7	9	2
EO001-1ae18184138d85260e60	DAQKA	CORE	f7	H	A	1	+P0	P	2	4	2
EO001-1b0d45000b7d94fa66ce	DAQKA	CORE	f115	S	B	@	+P0	P	3	11	8
EO001-1b314a8556967e0dbe58	AQKA	CORE	f107	S	B	3	+P0	P	7	9	2
EO001-1b48801de858235704b6	AQKA	CORE	f108	S	B	3	+P0	P	4	10	6
EO001-1b5c5ef9a857551d699c	DAQKA	CORE	f108	S	B	3	+P0	P	2	10	8
EO001-1bb7eedd3daec708b93f	CAG	CORE	f2	H	A	1	+P0	P	8	11	3
EO001-1bcf10da494fef2f3614	CAG	FIRST	f31	H	B	2	+P0	P	1	8	7
EO001-1bcfeacc28f5c938390c	QKJBA	CORE	f115	S	B	3	+P0	P	2	11	9
EO001-1beb76ad8a003b652e7f	AQKA	CORE	f22	H	A	1	+P0	P	3	7	4
EO001-1c2953012d347d587fef	LA	CORE	f42	H	A	1	+P0	P	2	8	6
EO001-1c61775df7cc1ff1972c	QAC	CORE	f106	S	B	3	@P0	P	7	11	4
EO001-1c9c8d9a70cbf3a3e271	CAG	FIRST	f76	B	B	2	+P0	P	1	11	10
