opaque_id	currier	folio_rank_quartile	quire	canvas_id	review_image_sha256	leaf_margin_state	visual_basis
LM01FB9FDF	B	2	q06	1006158	00d6c86615d2efa7df86eb62e8f894f128db1c4318609e1cf66d53b5e7ff6b49	UNCERTAIN	OVERLAPPING_CANOPY_INDIVIDUAL_MARGINS_NOT_SEPARABLE
LM10799F77	A	3	q04	1006131	f3334bb7a3d4ee5c94c843d386faf5e762e88554839d0b813492a1dbce26b1f1	TOOTHED	TWO_LARGE_BASAL_LEAVES_WITH_REPEATED_SHARP_MARGIN_PROJECTIONS
LM1236AD38	B	1	q04	1006135	e3ec3fb25fc9134d0489567f103a90be666e366fbc0a95fe38596eb20f5230f3	SMOOTH	MULTIPLE_RESOLVED_LOBED_LEAVES_WITH_CONTINUOUS_EDGES
LM12C2E77A	A	1	q01	1006082	375d015f821e1c0c5ff8edf082d20adc6e3e0345ed75235502b091c029b71196	SMOOTH	MANY_RESOLVED_SMALL_LEAVES_WITH_CONTINUOUS_MARGINS
LM211EBC9D	B	3	q06	1006164	44d74fe20a33413cb6bac149a481048f418f380aa8508a4f8f1b9641ca5ec068	SMOOTH	MANY_BROAD_SEPARATED_LEAVES_WITH_CONTINUOUS_MARGINS
LM2C2CD756	B	3	q07	1006172	e190f7f4362fd04a1be0f5332baac5a8423cb5a890f238518f05154d0dc94f8c	TOOTHED	LARGE_LEAVES_WITH_DENSE_REPEATED_LOOPLIKE_MARGIN_PROJECTIONS
LM4F6E4E4B	A	4	q07	1006184	d1bda13a2d5d9fe935baa1dff136149d3cccf025ca25bc05b93e61d0a4ce352c	UNCERTAIN	NARROW_PROJECTIONS_NOT_SECURELY_DISTINGUISHED_FROM_COMPOSITE_STRUCTURES
LM63265EAB	A	3	q06	1006160	3aad621cae44f1f20637cffd879b989ce9536f10243fef177d3911ad41b74fa4	SMOOTH	LARGE_FAN_OF_SEPARATE_LEAVES_WITH_CONTINUOUS_ROUNDED_MARGINS
LM7387C412	A	4	q15	1006237	2f7392fa622570b0c7c8460c9b5bbdbfb04562684a636c490d447a7f1c8dba84	TOOTHED	MANY_TRIANGULAR_LEAVES_WITH_FINE_SAWLIKE_PROJECTIONS
LM79C8637B	B	1	q04	1006124	594e632d6edfab0b37b0ca363175e0b059366b421bef186b157996059f1dffd9	TOOTHED	NUMEROUS_OVAL_LEAVES_WITH_REGULAR_SCALLOPED_MARGINS
LM86F03782	A	2	q04	1006122	67d03f302d7f792b59d1c80d13bbfe6ef8ecdfa365d00ac78ffa0f20a5a1c78d	TOOTHED	SEVERAL_RESOLVED_LEAVES_WITH_REPEATED_SMALL_MARGIN_PROJECTIONS
LMC910E45A	B	2	q05	1006151	708709fd850910314db2af89a193dc86ba120660f392cd8598e5611a71a65352	SMOOTH	DEEPLY_LOBED_LEAVES_WITH_CONTINUOUS_LOBE_MARGINS
LMDC2CC2D9	A	1	q02	1006096	dea9c2e170656f415c8fe5055cffdeb8220ccf46082c84968e1368e63c0aca51	UNCERTAIN	TIGHTLY_OVERLAPPING_SCALLOPED_TIERS_NOT_SEPARABLE_AS_LEAVES
LMEFA2C7F7	B	4	q08	1006186	28ec5aeb9b1a8d760888165e68fbb9fbf5c051bee160ab21058d84c44fcd12dd	TOOTHED	SEVERAL_LEAVES_WITH_REPEATED_FINE_PROJECTIONS_ON_LARGER_LOBES
LMF4CCA3F9	B	4	q08	1006193	293d1fde4729522a594488430fcdfc057b346547ed7e668187518b212cf9231c	UNCERTAIN	BANDED_COMPOSITE_GREEN_STRUCTURES_WITH_UNCERTAIN_LEAF_UNITS
LMF69ECC90	A	2	q02	1006103	8097ff32b27beedfc3c2e6f0cb0ce0fe5b40a6c228f69bd90944c27da2ee08f9	SMOOTH	FOUR_LARGE_RESOLVED_LEAVES_WITH_CONTINUOUS_MARGINS
