unit_id	consensus_group_id	locus	page	physical_folio	section	currier	hand	kind	locus_position	symbol_count	length_bin	opening_family	core_first_family	core_last_family	baseline_cell	full_cell	masked_family_surface	outside_folio_baseline_support	outside_folio_full_support	target_eligible
f100r.22|C001	f100r.22|C001	f100r.22	f100r	f100	P	A	1	P	FIRST	7	7	P	A	B	A|B|7|FIRST|A	A|B|7|FIRST|A|P	PABLAB#	3	1	0
f100r.22|C002	f100r.22|C002	f100r.22	f100r	f100	P	A	1	P	MIDDLE	6	6	K	A	A	A|A|6|MIDDLE|A	A|A|6|MIDDLE|A|K	KABBA#	99	17	1
f100r.22|C003	f100r.22|C003	f100r.22	f100r	f100	P	A	1	P	MIDDLE	9	8	P	K	A	K|A|8|MIDDLE|A	K|A|8|MIDDLE|A|P	PKABAKJA#	0	0	0
f100r.22|C004	f100r.22|C004	f100r.22	f100r	f100	P	A	1	P	MIDDLE	3	3	T	A	A	A|A|3|MIDDLE|A	A|A|3|MIDDLE|A|T	TA#	1205	19	1
f100r.22|C005	f100r.22|C005	f100r.22	f100r	f100	P	A	1	P	MIDDLE	5	5	D	A	K	A|K|5|MIDDLE|A	A|K|5|MIDDLE|A|D	DAQK#	114	81	1
f100r.22|C006	f100r.22|C006	f100r.22	f100r	f100	P	A	1	P	MIDDLE	3	3	L	J	J	J|J|3|MIDDLE|A	J|J|3|MIDDLE|A|L	LJ#	157	45	1
f100r.22|C007	f100r.22|C007	f100r.22	f100r	f100	P	A	1	P	MIDDLE	5	5	A	C	C	C|C|5|MIDDLE|A	C|C|5|MIDDLE|A|A	ACJC#	1	0	0
f100r.22|C008	f100r.22|C008	f100r.22	f100r	f100	P	A	1	P	LAST	4	4	A	B	T	B|T|4|LAST|A	B|T|4|LAST|A|A	ABT#	0	0	0
f100r.24|C001	f100r.24|C001	f100r.24	f100r	f100	P	A	1	P	FIRST	6	6	C	A	A	A|A|6|FIRST|A	A|A|6|FIRST|A|C	CAFKA#	45	4	0
f100r.24|C002	f100r.24|C002	f100r.24	f100r	f100	P	A	1	P	MIDDLE	4	4	L	J	A	J|A|4|MIDDLE|A	J|A|4|MIDDLE|A|L	LJA#	150	38	1
f100r.24|C003	f100r.24|C003	f100r.24	f100r	f100	P	A	1	P	MIDDLE	6	6	D	A	B	A|B|6|MIDDLE|A	A|B|6|MIDDLE|A|D	DAUAB#	34	13	1
f100r.24|C004	f100r.24|C004	f100r.24	f100r	f100	P	A	1	P	MIDDLE	5	5	A	B	A	B|A|5|MIDDLE|A	B|A|5|MIDDLE|A|A	ABJA#	11	11	0
f100r.24|C005	f100r.24|C005	f100r.24	f100r	f100	P	A	1	P	MIDDLE	5	5	A	Q	K	Q|K|5|MIDDLE|A	Q|K|5|MIDDLE|A|A	AQLK#	3	2	0
f100r.24|C006	f100r.24|C006	f100r.24	f100r	f100	P	A	1	P	MIDDLE	8	8	K	A	B	A|B|8|MIDDLE|A	A|B|8|MIDDLE|A|K	KABLJAB#	7	0	0
f100r.24|C007	f100r.24|C007	f100r.24	f100r	f100	P	A	1	P	MIDDLE	3	3	C	A	A	A|A|3|MIDDLE|A	A|A|3|MIDDLE|A|C	CA#	1205	40	1
f100r.24|C008	f100r.24|C008	f100r.24	f100r	f100	P	A	1	P	MIDDLE	4	4	K	J	A	J|A|4|MIDDLE|A	J|A|4|MIDDLE|A|K	KJA#	150	78	1
f100r.24|C009	f100r.24|C009	f100r.24	f100r	f100	P	A	1	P	LAST	3	3	C	A	A	A|A|3|LAST|A	A|A|3|LAST|A|C	CA#	243	23	1
f100r.25|C001	f100r.25|C001	f100r.25	f100r	f100	P	A	1	P	FIRST	4	4	L	J	A	J|A|4|FIRST|A	J|A|4|FIRST|A|L	LJA#	5	1	0
f100r.25|C002	f100r.25|C002	f100r.25	f100r	f100	P	A	1	P	MIDDLE	6	6	D	Q	B	Q|B|6|MIDDLE|A	Q|B|6|MIDDLE|A|D	DQKAB#	34	0	0
f100r.25|C003	f100r.25|C003	f100r.25	f100r	f100	P	A	1	P	MIDDLE	3	3	K	A	A	A|A|3|MIDDLE|A	A|A|3|MIDDLE|A|K	KA#	1205	379	1
f100r.25|C004	f100r.25|C004	f100r.25	f100r	f100	P	A	1	P	MIDDLE	3	3	B	A	A	A|A|3|MIDDLE|A	A|A|3|MIDDLE|A|B	BA#	1205	422	1
f100r.25|C005	f100r.25|C005	f100r.25	f100r	f100	P	A	1	P	MIDDLE	4	4	U	J	A	J|A|4|MIDDLE|A	J|A|4|MIDDLE|A|U	UJA#	150	13	1
f100r.25|C006	f100r.25|C006	f100r.25	f100r	f100	P	A	1	P	MIDDLE	6	6	A	B	A	B|A|6|MIDDLE|A	B|A|6|MIDDLE|A|A	ABKJA#	7	7	0
f100r.25|C007	f100r.25|C007	f100r.25	f100r	f100	P	A	1	P	MIDDLE	4	4	K	J	Q	J|Q|4|MIDDLE|A	J|Q|4|MIDDLE|A|K	KJQ#	11	8	0
f100r.25|C008	f100r.25|C008	f100r.25	f100r	f100	P	A	1	P	MIDDLE	4	4	K	J	A	J|A|4|MIDDLE|A	J|A|4|MIDDLE|A|K	KJA#	150	78	1
f100r.25|C009	f100r.25|C009	f100r.25	f100r	f100	P	A	1	P	MIDDLE	5	5	K	J	U	J|U|5|MIDDLE|A	J|U|5|MIDDLE|A|K	KJAU#	4	2	0
f100r.25|C010	f100r.25|C010	f100r.25	f100r	f100	P	A	1	P	LAST	5	5	A	Q	A	Q|A|5|LAST|A	Q|A|5|LAST|A|A	AQJA#	10	8	0
f100r.26|C001	f100r.26|C001	f100r.26	f100r	f100	P	A	1	P	FIRST	3	3	A	A	A	A|A|3|FIRST|A	A|A|3|FIRST|A|A	AA#	189	13	1
f100r.26|C002	f100r.26|C002	f100r.26	f100r	f100	P	A	1	P	MIDDLE	5	5	K	J	K	J|K|5|MIDDLE|A	J|K|5|MIDDLE|A|K	KJQK#	4	3	0
f100r.26|C003	f100r.26|C003	f100r.26	f100r	f100	P	A	1	P	MIDDLE	3	3	K	A	A	A|A|3|MIDDLE|A	A|A|3|MIDDLE|A|K	KA#	1205	379	1
f100r.26|C004	f100r.26|C004	f100r.26	f100r	f100	P	A	1	P	MIDDLE	6	6	K	A	B	A|B|6|MIDDLE|A	A|B|6|MIDDLE|A|K	KABAB#	34	10	1
f100r.26|C005	f100r.26|C005	f100r.26	f100r	f100	P	A	1	P	MIDDLE	3	3	K	A	A	A|A|3|MIDDLE|A	A|A|3|MIDDLE|A|K	KA#	1205	379	1
f100r.26|C006	f100r.26|C006	f100r.26	f100r	f100	P	A	1	P	MIDDLE	5	5	A	B	A	B|A|5|MIDDLE|A	B|A|5|MIDDLE|A|A	ABKA#	11	11	0
f100r.26|C007	f100r.26|C007	f100r.26	f100r	f100	P	A	1	P	MIDDLE	6	6	D	A	A	A|A|6|MIDDLE|A	A|A|6|MIDDLE|A|D	DAQJA#	99	65	1
f100r.26|C008	f100r.26|C008	f100r.26	f100r	f100	P	A	1	P	MIDDLE	5	5	A	Q	A	Q|A|5|MIDDLE|A	Q|A|5|MIDDLE|A|A	AQKA#	137	128	1
f100r.26|C009	f100r.26|C009	f100r.26	f100r	f100	P	A	1	P	MIDDLE	5	5	K	J	B	J|B|5|MIDDLE|A	J|B|5|MIDDLE|A|K	KJAB#	31	15	1
f100r.27|C001	f100r.27|C001	f100r.27	f100r	f100	P	A	1	P	FIRST	3	3	K	A	A	A|A|3|FIRST|A	A|A|3|FIRST|A|K	KA#	189	13	1
f100r.27|C002	f100r.27|C002	f100r.27	f100r	f100	P	A	1	P	MIDDLE	4	4	K	J	A	J|A|4|MIDDLE|A	J|A|4|MIDDLE|A|K	KJA#	150	78	1
f100r.27|C004	f100r.27|C004	f100r.27	f100r	f100	P	A	1	P	MIDDLE	6	6	K	U	B	U|B|6|MIDDLE|A	U|B|6|MIDDLE|A|K	KUJAB#	0	0	0
f100r.27|C005	f100r.27|C005	f100r.27	f100r	f100	P	A	1	P	LAST	7	7	A	Q	J	Q|J|7|LAST|A	Q|J|7|LAST|A|A	AQABKJ#	0	0	0
f100v.15|C001	f100v.15|C001	f100v.15	f100v	f100	P	A	1	P	FIRST	3	3	C	A	A	A|A|3|FIRST|A	A|A|3|FIRST|A|C	CA#	189	29	1
f100v.15|C002	f100v.15|C002	f100v.15	f100v	f100	P	A	1	P	MIDDLE	3	3	K	K	K	K|K|3|MIDDLE|A	K|K|3|MIDDLE|A|K	KK#	126	27	1
f100v.15|C003	f100v.15|C003	f100v.15	f100v	f100	P	A	1	P	MIDDLE	3	3	B	A	A	A|A|3|MIDDLE|A	A|A|3|MIDDLE|A|B	BA#	1205	422	1
f100v.15|C005	f100v.15|C005	f100v.15	f100v	f100	P	A	1	P	MIDDLE	4	4	K	J	A	J|A|4|MIDDLE|A	J|A|4|MIDDLE|A|K	KJA#	150	78	1
f100v.15|C006	f100v.15|C006	f100v.15	f100v	f100	P	A	1	P	MIDDLE	7	7	D	A	K	A|K|7|MIDDLE|A	A|K|7|MIDDLE|A|D	DAABQK#	0	0	0
