edge_id	panel_id	physical_folio	page	relation_type	relation_instance	source_node	target_node	source_locus	target_locus	edition	representation	status	source_length	target_length	source_sequence_json	target_sequence_json	minimum_edit_cost	optimal_alignment_count	canonical_primitive_program_json	canonical_dsl_program_json	canonical_dsl_text	abstract_atom_counts_json	description_length_bits
RTAE001342544ACEBBB1	SCARR045|f73v|S2	f73	f73v	CYCLIC_SUCCESSOR	SCARR045|f73v|S2:E004	SCARR045|f73v|S2:S004	SCARR045|f73v|S2:S005	f73v.27	f73v.28	ZL3b	member	EXACT_PROGRAM	4	4	"[""A1"",""Q1"",""A3"",""B2""]"	"[""A2"",""Q1"",""J1"",""A2""]"	9	1	"[{""op"":""SUBSTITUTE"",""source"":""A1"",""source_index"":1,""target"":""A2"",""target_index"":1},{""op"":""KEEP"",""source"":""Q1"",""source_index"":2,""target"":""Q1"",""target_index"":2},{""op"":""SUBSTITUTE"",""source"":""A3"",""source_index"":3,""target"":""J1"",""target_index"":3},{""op"":""SUBSTITUTE"",""source"":""B2"",""source_index"":4,""target"":""A2"",""target_index"":4}]"	"[{""op"":""REPLACE_PREFIX"",""source"":[""A1""],""target"":[""A2""]},{""op"":""KEEP_CORE"",""source"":[""Q1""],""target"":[""Q1""]},{""op"":""REPLACE_SUFFIX"",""source"":[""A3"",""B2""],""target"":[""J1"",""A2""]}]"	REPLACE_PREFIX(src=A1;dst=A2) -> KEEP_CORE(src=Q1;dst=Q1) -> REPLACE_SUFFIX(src=A3,B2;dst=J1,A2)	"{""KEEP_CORE|CORE|ANY_LITERAL"":1,""REPLACE_PREFIX|PREFIX|ANY_LITERAL"":1,""REPLACE_SUFFIX|SUFFIX|ANY_LITERAL"":1}"	51
RTAE001342544ACEBBB1	SCARR045|f73v|S2	f73	f73v	CYCLIC_SUCCESSOR	SCARR045|f73v|S2:E004	SCARR045|f73v|S2:S004	SCARR045|f73v|S2:S005	f73v.27	f73v.28	IT2a	member	EXACT_PROGRAM	4	4	"[""A1"",""Q1"",""A3"",""B2""]"	"[""A2"",""Q1"",""J1"",""A2""]"	9	1	"[{""op"":""SUBSTITUTE"",""source"":""A1"",""source_index"":1,""target"":""A2"",""target_index"":1},{""op"":""KEEP"",""source"":""Q1"",""source_index"":2,""target"":""Q1"",""target_index"":2},{""op"":""SUBSTITUTE"",""source"":""A3"",""source_index"":3,""target"":""J1"",""target_index"":3},{""op"":""SUBSTITUTE"",""source"":""B2"",""source_index"":4,""target"":""A2"",""target_index"":4}]"	"[{""op"":""REPLACE_PREFIX"",""source"":[""A1""],""target"":[""A2""]},{""op"":""KEEP_CORE"",""source"":[""Q1""],""target"":[""Q1""]},{""op"":""REPLACE_SUFFIX"",""source"":[""A3"",""B2""],""target"":[""J1"",""A2""]}]"	REPLACE_PREFIX(src=A1;dst=A2) -> KEEP_CORE(src=Q1;dst=Q1) -> REPLACE_SUFFIX(src=A3,B2;dst=J1,A2)	"{""KEEP_CORE|CORE|ANY_LITERAL"":1,""REPLACE_PREFIX|PREFIX|ANY_LITERAL"":1,""REPLACE_SUFFIX|SUFFIX|ANY_LITERAL"":1}"	51
RTAE001342544ACEBBB1	SCARR045|f73v|S2	f73	f73v	CYCLIC_SUCCESSOR	SCARR045|f73v|S2:E004	SCARR045|f73v|S2:S004	SCARR045|f73v|S2:S005	f73v.27	f73v.28	RF1b	member	EXACT_PROGRAM	4	4	"[""A1"",""Q1"",""A3"",""B2""]"	"[""A2"",""Q1"",""J1"",""A2""]"	9	1	"[{""op"":""SUBSTITUTE"",""source"":""A1"",""source_index"":1,""target"":""A2"",""target_index"":1},{""op"":""KEEP"",""source"":""Q1"",""source_index"":2,""target"":""Q1"",""target_index"":2},{""op"":""SUBSTITUTE"",""source"":""A3"",""source_index"":3,""target"":""J1"",""target_index"":3},{""op"":""SUBSTITUTE"",""source"":""B2"",""source_index"":4,""target"":""A2"",""target_index"":4}]"	"[{""op"":""REPLACE_PREFIX"",""source"":[""A1""],""target"":[""A2""]},{""op"":""KEEP_CORE"",""source"":[""Q1""],""target"":[""Q1""]},{""op"":""REPLACE_SUFFIX"",""source"":[""A3"",""B2""],""target"":[""J1"",""A2""]}]"	REPLACE_PREFIX(src=A1;dst=A2) -> KEEP_CORE(src=Q1;dst=Q1) -> REPLACE_SUFFIX(src=A3,B2;dst=J1,A2)	"{""KEEP_CORE|CORE|ANY_LITERAL"":1,""REPLACE_PREFIX|PREFIX|ANY_LITERAL"":1,""REPLACE_SUFFIX|SUFFIX|ANY_LITERAL"":1}"	51
RTAE004D58CAF8B733E5	RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	ROW_SUCCESSOR	f67r2:Q1:0630:R1_TO_R2	f67r2:Q1:0630:R1	f67r2:Q1:0630:R2	f67r2.41	f67r2.42	ZL3b	member	EXACT_PROGRAM	16	12	"[""A2"",""Q2"",""A1"",""J1"",""A1"",""P1"",""K1"",""J1"",""A2"",""WB"",""K1"",""J1"",""Q1"",""A1"",""B1"",""A2""]"	"[""C2"",""A1"",""L1"",""A1"",""WB"",""K1"",""A1"",""C2"",""WB"",""A1"",""U1"",""A2""]"	26	2	"[{""op"":""DELETE"",""source"":""A2"",""source_index"":1,""target_index"":null},{""op"":""SUBSTITUTE"",""source"":""Q2"",""source_index"":2,""target"":""C2"",""target_index"":1},{""op"":""KEEP"",""source"":""A1"",""source_index"":3,""target"":""A1"",""target_index"":2},{""op"":""SUBSTITUTE"",""source"":""J1"",""source_index"":4,""target"":""L1"",""target_index"":3},{""op"":""KEEP"",""source"":""A1"",""source_index"":5,""target"":""A1"",""target_index"":4},{""op"":""SUBSTITUTE"",""source"":""P1"",""source_index"":6,""target"":""WB"",""target_index"":5},{""op"":""KEEP"",""source"":""K1"",""source_index"":7,""target"":""K1"",""target_index"":6},{""op"":""SUBSTITUTE"",""source"":""J1"",""source_index"":8,""target"":""A1"",""target_index"":7},{""op"":""SUBSTITUTE"",""source"":""A2"",""source_index"":9,""target"":""C2"",""target_index"":8},{""op"":""KEEP"",""source"":""WB"",""source_index"":10,""target"":""WB"",""target_index"":9},{""op"":""DELETE"",""source"":""K1"",""source_index"":11,""target_index"":null},{""op"":""DELETE"",""source"":""J1"",""source_index"":12,""target_index"":null},{""op"":""DELETE"",""source"":""Q1"",""source_index"":13,""target_index"":null},{""op"":""KEEP"",""source"":""A1"",""source_index"":14,""target"":""A1"",""target_index"":10},{""op"":""SUBSTITUTE"",""source"":""B1"",""source_index"":15,""target"":""U1"",""target_index"":11},{""op"":""KEEP"",""source"":""A2"",""source_index"":16,""target"":""A2"",""target_index"":12}]"	"[{""op"":""REPLACE_PREFIX"",""source"":[""A2"",""Q2""],""target"":[""C2""]},{""op"":""KEEP_CORE"",""source"":[""A1""],""target"":[""A1""]},{""op"":""SUBSTITUTE"",""source"":[""J1""],""target"":[""L1""]},{""op"":""KEEP_CORE"",""source"":[""A1""],""target"":[""A1""]},{""op"":""SUBSTITUTE"",""source"":[""P1""],""target"":[""WB""]},{""op"":""KEEP_CORE"",""source"":[""K1""],""target"":[""K1""]},{""op"":""SUBSTITUTE"",""source"":[""J1""],""target"":[""A1""]},{""op"":""SUBSTITUTE"",""source"":[""A2""],""target"":[""C2""]},{""op"":""KEEP_CORE"",""source"":[""WB""],""target"":[""WB""]},{""op"":""DELETE"",""source"":[""K1""],""target"":[]},{""op"":""DELETE"",""source"":[""J1""],""target"":[]},{""op"":""DELETE"",""source"":[""Q1""],""target"":[]},{""op"":""KEEP_CORE"",""source"":[""A1""],""target"":[""A1""]},{""op"":""SUBSTITUTE"",""source"":[""B1""],""target"":[""U1""]},{""op"":""KEEP_CORE"",""source"":[""A2""],""target"":[""A2""]}]"	REPLACE_PREFIX(src=A2,Q2;dst=C2) -> KEEP_CORE(src=A1;dst=A1) -> SUBSTITUTE(src=J1;dst=L1) -> KEEP_CORE(src=A1;dst=A1) -> SUBSTITUTE(src=P1;dst=WB) -> KEEP_CORE(src=K1;dst=K1) -> SUBSTITUTE(src=J1;dst=A1) -> SUBSTITUTE(src=A2;dst=C2) -> KEEP_CORE(src=WB;dst=WB) -> DELETE(src=K1) -> DELETE(src=J1) -> DELETE(src=Q1) -> KEEP_CORE(src=A1;dst=A1) -> SUBSTITUTE(src=B1;dst=U1) -> KEEP_CORE(src=A2;dst=A2)	"{""DELETE|CORE|NONE"":3,""KEEP_CORE|CORE|ANY_LITERAL"":5,""KEEP_CORE|SUFFIX|ANY_LITERAL"":1,""REPLACE_PREFIX|PREFIX|ANY_LITERAL"":1,""SUBSTITUTE|CORE|ANY_LITERAL"":5}"	156
RTAE004D58CAF8B733E5	RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	ROW_SUCCESSOR	f67r2:Q1:0630:R1_TO_R2	f67r2:Q1:0630:R1	f67r2:Q1:0630:R2	f67r2.41	f67r2.42	IT2a	member	EXACT_PROGRAM	16	12	"[""A2"",""Q2"",""A1"",""J1"",""A1"",""P1"",""K1"",""J1"",""A2"",""WB"",""K1"",""J1"",""Q1"",""A1"",""B1"",""A2""]"	"[""C2"",""A1"",""L1"",""J1"",""WB"",""K1"",""A1"",""C2"",""WB"",""A1"",""U1"",""A2""]"	27	52	"[{""op"":""DELETE"",""source"":""A2"",""source_index"":1,""target_index"":null},{""op"":""DELETE"",""source"":""Q2"",""source_index"":2,""target_index"":null},{""op"":""DELETE"",""source"":""A1"",""source_index"":3,""target_index"":null},{""op"":""SUBSTITUTE"",""source"":""J1"",""source_index"":4,""target"":""C2"",""target_index"":1},{""op"":""KEEP"",""source"":""A1"",""source_index"":5,""target"":""A1"",""target_index"":2},{""op"":""DELETE"",""source"":""P1"",""source_index"":6,""target_index"":null},{""op"":""SUBSTITUTE"",""source"":""K1"",""source_index"":7,""target"":""L1"",""target_index"":3},{""op"":""KEEP"",""source"":""J1"",""source_index"":8,""target"":""J1"",""target_index"":4},{""op"":""DELETE"",""source"":""A2"",""source_index"":9,""target_index"":null},{""op"":""KEEP"",""source"":""WB"",""source_index"":10,""target"":""WB"",""target_index"":5},{""op"":""KEEP"",""source"":""K1"",""source_index"":11,""target"":""K1"",""target_index"":6},{""op"":""INSERT"",""source_index"":null,""target"":""A1"",""target_index"":7},{""op"":""SUBSTITUTE"",""source"":""J1"",""source_index"":12,""target"":""C2"",""target_index"":8},{""op"":""SUBSTITUTE"",""source"":""Q1"",""source_index"":13,""target"":""WB"",""target_index"":9},{""op"":""KEEP"",""source"":""A1"",""source_index"":14,""target"":""A1"",""target_index"":10},{""op"":""SUBSTITUTE"",""source"":""B1"",""source_index"":15,""target"":""U1"",""target_index"":11},{""op"":""KEEP"",""source"":""A2"",""source_index"":16,""target"":""A2"",""target_index"":12}]"	"[{""op"":""REPLACE_PREFIX"",""source"":[""A2"",""Q2"",""A1"",""J1""],""target"":[""C2""]},{""op"":""KEEP_CORE"",""source"":[""A1""],""target"":[""A1""]},{""op"":""DELETE"",""source"":[""P1""],""target"":[]},{""op"":""SUBSTITUTE"",""source"":[""K1""],""target"":[""L1""]},{""op"":""KEEP_CORE"",""source"":[""J1""],""target"":[""J1""]},{""op"":""DELETE"",""source"":[""A2""],""target"":[]},{""op"":""KEEP_CORE"",""source"":[""WB"",""K1""],""target"":[""WB"",""K1""]},{""op"":""INSERT"",""source"":[],""target"":[""A1""]},{""op"":""SUBSTITUTE"",""source"":[""J1""],""target"":[""C2""]},{""op"":""SUBSTITUTE"",""source"":[""Q1""],""target"":[""WB""]},{""op"":""KEEP_CORE"",""source"":[""A1""],""target"":[""A1""]},{""op"":""SUBSTITUTE"",""source"":[""B1""],""target"":[""U1""]},{""op"":""KEEP_CORE"",""source"":[""A2""],""target"":[""A2""]}]"	REPLACE_PREFIX(src=A2,Q2,A1,J1;dst=C2) -> KEEP_CORE(src=A1;dst=A1) -> DELETE(src=P1) -> SUBSTITUTE(src=K1;dst=L1) -> KEEP_CORE(src=J1;dst=J1) -> DELETE(src=A2) -> KEEP_CORE(src=WB,K1;dst=WB,K1) -> INSERT(dst=A1) -> SUBSTITUTE(src=J1;dst=C2) -> SUBSTITUTE(src=Q1;dst=WB) -> KEEP_CORE(src=A1;dst=A1) -> SUBSTITUTE(src=B1;dst=U1) -> KEEP_CORE(src=A2;dst=A2)	"{""DELETE|CORE|NONE"":2,""INSERT|CORE|ANY_LITERAL"":1,""KEEP_CORE|CORE|ANY_LITERAL"":4,""KEEP_CORE|SUFFIX|ANY_LITERAL"":1,""REPLACE_PREFIX|PREFIX|ANY_LITERAL"":1,""SUBSTITUTE|CORE|ANY_LITERAL"":4}"	144
RTAE004D58CAF8B733E5	RTA001|f67r2|Q1_SECTOR_ROWS	f67	f67r2	ROW_SUCCESSOR	f67r2:Q1:0630:R1_TO_R2	f67r2:Q1:0630:R1	f67r2:Q1:0630:R2	f67r2.41	f67r2.42	RF1b	member	EXACT_PROGRAM	16	12	"[""A2"",""Q2"",""A1"",""J1"",""A1"",""P1"",""K1"",""J1"",""A2"",""WB"",""K1"",""J1"",""Q1"",""A1"",""B1"",""A2""]"	"[""C2"",""A1"",""L1"",""A1"",""WB"",""K1"",""A1"",""C2"",""WB"",""A1"",""U1"",""A2""]"	26	2	"[{""op"":""DELETE"",""source"":""A2"",""source_index"":1,""target_index"":null},{""op"":""SUBSTITUTE"",""source"":""Q2"",""source_index"":2,""target"":""C2"",""target_index"":1},{""op"":""KEEP"",""source"":""A1"",""source_index"":3,""target"":""A1"",""target_index"":2},{""op"":""SUBSTITUTE"",""source"":""J1"",""source_index"":4,""target"":""L1"",""target_index"":3},{""op"":""KEEP"",""source"":""A1"",""source_index"":5,""target"":""A1"",""target_index"":4},{""op"":""SUBSTITUTE"",""source"":""P1"",""source_index"":6,""target"":""WB"",""target_index"":5},{""op"":""KEEP"",""source"":""K1"",""source_index"":7,""target"":""K1"",""target_index"":6},{""op"":""SUBSTITUTE"",""source"":""J1"",""source_index"":8,""target"":""A1"",""target_index"":7},{""op"":""SUBSTITUTE"",""source"":""A2"",""source_index"":9,""target"":""C2"",""target_index"":8},{""op"":""KEEP"",""source"":""WB"",""source_index"":10,""target"":""WB"",""target_index"":9},{""op"":""DELETE"",""source"":""K1"",""source_index"":11,""target_index"":null},{""op"":""DELETE"",""source"":""J1"",""source_index"":12,""target_index"":null},{""op"":""DELETE"",""source"":""Q1"",""source_index"":13,""target_index"":null},{""op"":""KEEP"",""source"":""A1"",""source_index"":14,""target"":""A1"",""target_index"":10},{""op"":""SUBSTITUTE"",""source"":""B1"",""source_index"":15,""target"":""U1"",""target_index"":11},{""op"":""KEEP"",""source"":""A2"",""source_index"":16,""target"":""A2"",""target_index"":12}]"	"[{""op"":""REPLACE_PREFIX"",""source"":[""A2"",""Q2""],""target"":[""C2""]},{""op"":""KEEP_CORE"",""source"":[""A1""],""target"":[""A1""]},{""op"":""SUBSTITUTE"",""source"":[""J1""],""target"":[""L1""]},{""op"":""KEEP_CORE"",""source"":[""A1""],""target"":[""A1""]},{""op"":""SUBSTITUTE"",""source"":[""P1""],""target"":[""WB""]},{""op"":""KEEP_CORE"",""source"":[""K1""],""target"":[""K1""]},{""op"":""SUBSTITUTE"",""source"":[""J1""],""target"":[""A1""]},{""op"":""SUBSTITUTE"",""source"":[""A2""],""target"":[""C2""]},{""op"":""KEEP_CORE"",""source"":[""WB""],""target"":[""WB""]},{""op"":""DELETE"",""source"":[""K1""],""target"":[]},{""op"":""DELETE"",""source"":[""J1""],""target"":[]},{""op"":""DELETE"",""source"":[""Q1""],""target"":[]},{""op"":""KEEP_CORE"",""source"":[""A1""],""target"":[""A1""]},{""op"":""SUBSTITUTE"",""source"":[""B1""],""target"":[""U1""]},{""op"":""KEEP_CORE"",""source"":[""A2""],""target"":[""A2""]}]"	REPLACE_PREFIX(src=A2,Q2;dst=C2) -> KEEP_CORE(src=A1;dst=A1) -> SUBSTITUTE(src=J1;dst=L1) -> KEEP_CORE(src=A1;dst=A1) -> SUBSTITUTE(src=P1;dst=WB) -> KEEP_CORE(src=K1;dst=K1) -> SUBSTITUTE(src=J1;dst=A1) -> SUBSTITUTE(src=A2;dst=C2) -> KEEP_CORE(src=WB;dst=WB) -> DELETE(src=K1) -> DELETE(src=J1) -> DELETE(src=Q1) -> KEEP_CORE(src=A1;dst=A1) -> SUBSTITUTE(src=B1;dst=U1) -> KEEP_CORE(src=A2;dst=A2)	"{""DELETE|CORE|NONE"":3,""KEEP_CORE|CORE|ANY_LITERAL"":5,""KEEP_CORE|SUFFIX|ANY_LITERAL"":1,""REPLACE_PREFIX|PREFIX|ANY_LITERAL"":1,""SUBSTITUTE|CORE|ANY_LITERAL"":5}"	156
RTAE00917ACE2C6845C0	SCARR036|f72v2|S1	f72	f72v2	CYCLIC_SUCCESSOR	SCARR036|f72v2|S1:E009	SCARR036|f72v2|S1:S009	SCARR036|f72v2|S1:S010	f72v2.10	f72v2.11	ZL3b	member	EXACT_PROGRAM	6	7	"[""L1"",""J1"",""A1"",""J1"",""Q1"",""A2""]"	"[""A1"",""Q2"",""J1"",""A1"",""B1"",""A3"",""C1""]"	14	2	"[{""op"":""INSERT"",""source_index"":null,""target"":""A1"",""target_index"":1},{""op"":""SUBSTITUTE"",""source"":""L1"",""source_index"":1,""target"":""Q2"",""target_index"":2},{""op"":""KEEP"",""source"":""J1"",""source_index"":2,""target"":""J1"",""target_index"":3},{""op"":""KEEP"",""source"":""A1"",""source_index"":3,""target"":""A1"",""target_index"":4},{""op"":""SUBSTITUTE"",""source"":""J1"",""source_index"":4,""target"":""B1"",""target_index"":5},{""op"":""SUBSTITUTE"",""source"":""Q1"",""source_index"":5,""target"":""A3"",""target_index"":6},{""op"":""SUBSTITUTE"",""source"":""A2"",""source_index"":6,""target"":""C1"",""target_index"":7}]"	"[{""op"":""REPLACE_PREFIX"",""source"":[""L1""],""target"":[""A1"",""Q2""]},{""op"":""KEEP_CORE"",""source"":[""J1"",""A1""],""target"":[""J1"",""A1""]},{""op"":""REPLACE_SUFFIX"",""source"":[""J1"",""Q1"",""A2""],""target"":[""B1"",""A3"",""C1""]}]"	REPLACE_PREFIX(src=L1;dst=A1,Q2) -> KEEP_CORE(src=J1,A1;dst=J1,A1) -> REPLACE_SUFFIX(src=J1,Q1,A2;dst=B1,A3,C1)	"{""KEEP_CORE|CORE|ANY_LITERAL"":1,""REPLACE_PREFIX|PREFIX|ANY_LITERAL"":1,""REPLACE_SUFFIX|SUFFIX|ANY_LITERAL"":1}"	71
RTAE00917ACE2C6845C0	SCARR036|f72v2|S1	f72	f72v2	CYCLIC_SUCCESSOR	SCARR036|f72v2|S1:E009	SCARR036|f72v2|S1:S009	SCARR036|f72v2|S1:S010	f72v2.10	f72v2.11	IT2a	member	EXACT_PROGRAM	6	7	"[""L1"",""J1"",""A1"",""J1"",""Q1"",""A2""]"	"[""A1"",""Q2"",""J1"",""A1"",""B1"",""A3"",""C1""]"	14	2	"[{""op"":""INSERT"",""source_index"":null,""target"":""A1"",""target_index"":1},{""op"":""SUBSTITUTE"",""source"":""L1"",""source_index"":1,""target"":""Q2"",""target_index"":2},{""op"":""KEEP"",""source"":""J1"",""source_index"":2,""target"":""J1"",""target_index"":3},{""op"":""KEEP"",""source"":""A1"",""source_index"":3,""target"":""A1"",""target_index"":4},{""op"":""SUBSTITUTE"",""source"":""J1"",""source_index"":4,""target"":""B1"",""target_index"":5},{""op"":""SUBSTITUTE"",""source"":""Q1"",""source_index"":5,""target"":""A3"",""target_index"":6},{""op"":""SUBSTITUTE"",""source"":""A2"",""source_index"":6,""target"":""C1"",""target_index"":7}]"	"[{""op"":""REPLACE_PREFIX"",""source"":[""L1""],""target"":[""A1"",""Q2""]},{""op"":""KEEP_CORE"",""source"":[""J1"",""A1""],""target"":[""J1"",""A1""]},{""op"":""REPLACE_SUFFIX"",""source"":[""J1"",""Q1"",""A2""],""target"":[""B1"",""A3"",""C1""]}]"	REPLACE_PREFIX(src=L1;dst=A1,Q2) -> KEEP_CORE(src=J1,A1;dst=J1,A1) -> REPLACE_SUFFIX(src=J1,Q1,A2;dst=B1,A3,C1)	"{""KEEP_CORE|CORE|ANY_LITERAL"":1,""REPLACE_PREFIX|PREFIX|ANY_LITERAL"":1,""REPLACE_SUFFIX|SUFFIX|ANY_LITERAL"":1}"	71
RTAE00917ACE2C6845C0	SCARR036|f72v2|S1	f72	f72v2	CYCLIC_SUCCESSOR	SCARR036|f72v2|S1:E009	SCARR036|f72v2|S1:S009	SCARR036|f72v2|S1:S010	f72v2.10	f72v2.11	RF1b	member	EXACT_PROGRAM	6	7	"[""Lb"",""J1"",""A1"",""J1"",""Q1"",""A2""]"	"[""A1"",""Q2"",""J1"",""A1"",""B1"",""A3"",""C1""]"	14	2	"[{""op"":""INSERT"",""source_index"":null,""target"":""A1"",""target_index"":1},{""op"":""SUBSTITUTE"",""source"":""Lb"",""source_index"":1,""target"":""Q2"",""target_index"":2},{""op"":""KEEP"",""source"":""J1"",""source_index"":2,""target"":""J1"",""target_index"":3},{""op"":""KEEP"",""source"":""A1"",""source_index"":3,""target"":""A1"",""target_index"":4},{""op"":""SUBSTITUTE"",""source"":""J1"",""source_index"":4,""target"":""B1"",""target_index"":5},{""op"":""SUBSTITUTE"",""source"":""Q1"",""source_index"":5,""target"":""A3"",""target_index"":6},{""op"":""SUBSTITUTE"",""source"":""A2"",""source_index"":6,""target"":""C1"",""target_index"":7}]"	"[{""op"":""REPLACE_PREFIX"",""source"":[""Lb""],""target"":[""A1"",""Q2""]},{""op"":""KEEP_CORE"",""source"":[""J1"",""A1""],""target"":[""J1"",""A1""]},{""op"":""REPLACE_SUFFIX"",""source"":[""J1"",""Q1"",""A2""],""target"":[""B1"",""A3"",""C1""]}]"	REPLACE_PREFIX(src=Lb;dst=A1,Q2) -> KEEP_CORE(src=J1,A1;dst=J1,A1) -> REPLACE_SUFFIX(src=J1,Q1,A2;dst=B1,A3,C1)	"{""KEEP_CORE|CORE|ANY_LITERAL"":1,""REPLACE_PREFIX|PREFIX|ANY_LITERAL"":1,""REPLACE_SUFFIX|SUFFIX|ANY_LITERAL"":1}"	71
RTAE012C8C933719F94C	SCARR045|f73v|S2	f73	f73v	CYCLIC_SUCCESSOR	SCARR045|f73v|S2:E003	SCARR045|f73v|S2:S003	SCARR045|f73v|S2:S004	f73v.26	f73v.27	ZL3b	member	EXACT_PROGRAM	4	4	"[""A1"",""E1"",""A3"",""Z1""]"	"[""A1"",""Q1"",""A3"",""B2""]"	6	1	"[{""op"":""KEEP"",""source"":""A1"",""source_index"":1,""target"":""A1"",""target_index"":1},{""op"":""SUBSTITUTE"",""source"":""E1"",""source_index"":2,""target"":""Q1"",""target_index"":2},{""op"":""KEEP"",""source"":""A3"",""source_index"":3,""target"":""A3"",""target_index"":3},{""op"":""SUBSTITUTE"",""source"":""Z1"",""source_index"":4,""target"":""B2"",""target_index"":4}]"	"[{""op"":""KEEP_CORE"",""source"":[""A1""],""target"":[""A1""]},{""op"":""SUBSTITUTE"",""source"":[""E1""],""target"":[""Q1""]},{""op"":""KEEP_CORE"",""source"":[""A3""],""target"":[""A3""]},{""op"":""REPLACE_SUFFIX"",""source"":[""Z1""],""target"":[""B2""]}]"	KEEP_CORE(src=A1;dst=A1) -> SUBSTITUTE(src=E1;dst=Q1) -> KEEP_CORE(src=A3;dst=A3) -> REPLACE_SUFFIX(src=Z1;dst=B2)	"{""KEEP_CORE|CORE|ANY_LITERAL"":1,""KEEP_CORE|PREFIX|ANY_LITERAL"":1,""REPLACE_SUFFIX|SUFFIX|ANY_LITERAL"":1,""SUBSTITUTE|CORE|ANY_LITERAL"":1}"	47
