parser	edition	folio	cho_groups	che_groups	classifiable_groups	cho_rate	threshold_state	em_state	em_responsibility_high	assignment_disagrees
PUBLISHED_MERGE	IT2a	f100r	28	20	48	0.5833333333333334	1	1	0.99999999972892	0
PUBLISHED_MERGE	IT2a	f100v	22	17	39	0.5641025641025641	1	1	0.9999999005755448	0
PUBLISHED_MERGE	IT2a	f101r	24	47	71	0.3380281690140845	0	0	8.95757296818401e-05	0
PUBLISHED_MERGE	IT2a	f101v	22	35	57	0.38596491228070173	0	0	0.29095363563890064	0
PUBLISHED_MERGE	IT2a	f102r	21	35	56	0.375	0	0	0.08726399468461782	0
PUBLISHED_MERGE	IT2a	f102v	27	65	92	0.29347826086956524	0	0	2.889677761097793e-10	0
PUBLISHED_MERGE	IT2a	f103r	16	146	162	0.09876543209876543	0	0	1.7761865489739321e-50	0
PUBLISHED_MERGE	IT2a	f103v	13	119	132	0.09848484848484848	0	0	2.7261340752285906e-41	0
PUBLISHED_MERGE	IT2a	f104r	30	105	135	0.2222222222222222	0	0	8.670268099657926e-25	0
PUBLISHED_MERGE	IT2a	f104v	34	158	192	0.17708333333333334	0	0	5.141817169658647e-44	0
PUBLISHED_MERGE	IT2a	f105r	8	72	80	0.1	0	0	3.6870978795517313e-25	0
PUBLISHED_MERGE	IT2a	f105v	9	73	82	0.10975609756097561	0	0	6.149276874239962e-25	0
PUBLISHED_MERGE	IT2a	f106r	43	125	168	0.25595238095238093	0	0	8.957883713247861e-25	0
PUBLISHED_MERGE	IT2a	f106v	41	99	140	0.29285714285714287	0	0	2.2929967322928642e-15	0
PUBLISHED_MERGE	IT2a	f107r	21	97	118	0.17796610169491525	0	0	3.374879194303848e-27	0
PUBLISHED_MERGE	IT2a	f107v	20	72	92	0.21739130434782608	0	0	1.4407732220045743e-17	0
PUBLISHED_MERGE	IT2a	f108r	21	91	112	0.1875	0	0	9.803415865943584e-25	0
PUBLISHED_MERGE	IT2a	f108v	13	157	170	0.07647058823529412	0	0	6.851604933849624e-57	0
PUBLISHED_MERGE	IT2a	f10r	23	2	25	0.92	1	1	0.9999999999999838	0
PUBLISHED_MERGE	IT2a	f10v	12	4	16	0.75	1	1	0.9999990287588948	0
PUBLISHED_MERGE	IT2a	f111r	10	172	182	0.054945054945054944	0	0	6.025826001941453e-65	0
PUBLISHED_MERGE	IT2a	f111v	10	164	174	0.05747126436781609	0	0	1.1592457515613364e-61	0
PUBLISHED_MERGE	IT2a	f112r	14	59	73	0.1917808219178082	0	0	5.004934543469045e-16	0
PUBLISHED_MERGE	IT2a	f112v	17	93	110	0.15454545454545454	0	0	4.362151124635847e-28	0
PUBLISHED_MERGE	IT2a	f113r	62	155	217	0.2857142857142857	0	0	4.540828893906457e-25	0
PUBLISHED_MERGE	IT2a	f113v	19	99	118	0.16101694915254236	0	0	2.7663046489364706e-29	0
PUBLISHED_MERGE	IT2a	f114r	24	107	131	0.183206106870229	0	0	2.0942923900831635e-29	0
PUBLISHED_MERGE	IT2a	f114v	22	114	136	0.16176470588235295	0	0	1.5208268136758657e-33	0
PUBLISHED_MERGE	IT2a	f115r	40	158	198	0.20202020202020202	0	0	3.2141941834483794e-40	0
PUBLISHED_MERGE	IT2a	f115v	33	122	155	0.2129032258064516	0	0	7.197348793651261e-30	0
PUBLISHED_MERGE	IT2a	f116r	6	125	131	0.04580152671755725	0	0	3.4979475195735633e-48	0
PUBLISHED_MERGE	IT2a	f11r	16	1	17	0.9411764705882353	1	1	0.999999999832069	0
PUBLISHED_MERGE	IT2a	f11v	11	2	13	0.8461538461538461	1	1	0.9999993705710437	0
PUBLISHED_MERGE	IT2a	f13r	19	2	21	0.9047619047619048	1	1	0.9999999999945339	0
PUBLISHED_MERGE	IT2a	f13v	11	2	13	0.8461538461538461	1	1	0.9999993705710437	0
PUBLISHED_MERGE	IT2a	f14r	21	4	25	0.84	1	1	0.9999999999980349	0
PUBLISHED_MERGE	IT2a	f14v	12	0	12	1.0	1	1	0.9999999778564115	0
PUBLISHED_MERGE	IT2a	f15r	18	5	23	0.782608695652174	1	1	0.9999999996001547	0
PUBLISHED_MERGE	IT2a	f15v	24	2	26	0.9230769230769231	1	1	0.9999999999999962	0
PUBLISHED_MERGE	IT2a	f16r	15	5	20	0.75	1	1	0.9999999683867179	0
PUBLISHED_MERGE	IT2a	f16v	21	2	23	0.9130434782608695	1	1	0.9999999999997033	0
PUBLISHED_MERGE	IT2a	f17r	20	7	27	0.7407407407407407	1	1	0.9999999998562483	0
PUBLISHED_MERGE	IT2a	f17v	27	19	46	0.5869565217391305	1	1	0.9999999995478976	0
PUBLISHED_MERGE	IT2a	f18r	21	3	24	0.875	1	1	0.9999999999992364	0
PUBLISHED_MERGE	IT2a	f18v	7	0	7	1.0	1	1	0.9999677499612304	0
PUBLISHED_MERGE	IT2a	f19r	19	1	20	0.95	1	1	0.9999999999978759	0
PUBLISHED_MERGE	IT2a	f19v	16	3	19	0.8421052631578947	1	1	0.9999999988878314	0
PUBLISHED_MERGE	IT2a	f1r	46	18	64	0.71875	1	1	1.0	0
PUBLISHED_MERGE	IT2a	f1v	26	6	32	0.8125	1	1	0.9999999999999911	0
PUBLISHED_MERGE	IT2a	f20r	35	17	52	0.6730769230769231	1	1	0.9999999999999993	0
PUBLISHED_MERGE	IT2a	f20v	28	7	35	0.8	1	1	0.9999999999999987	0
PUBLISHED_MERGE	IT2a	f21r	23	16	39	0.5897435897435898	1	1	0.9999999909985154	0
PUBLISHED_MERGE	IT2a	f21v	23	3	26	0.8846153846153846	1	1	0.9999999999999585	0
PUBLISHED_MERGE	IT2a	f22r	21	2	23	0.9130434782608695	1	1	0.9999999999997033	0
PUBLISHED_MERGE	IT2a	f22v	17	1	18	0.9444444444444444	1	1	0.9999999999608735	0
PUBLISHED_MERGE	IT2a	f23r	16	2	18	0.8888888888888888	1	1	0.9999999995678339	0
PUBLISHED_MERGE	IT2a	f23v	16	5	21	0.7619047619047619	1	1	0.9999999926343623	0
PUBLISHED_MERGE	IT2a	f24r	10	11	21	0.47619047619047616	0	1	0.9868017922683268	1
PUBLISHED_MERGE	IT2a	f24v	24	6	30	0.8	1	1	0.9999999999998355	0
PUBLISHED_MERGE	IT2a	f25r	8	4	12	0.6666666666666666	1	1	0.9996705258463382	0
PUBLISHED_MERGE	IT2a	f25v	13	4	17	0.7647058823529411	1	1	0.9999997737085572	0
PUBLISHED_MERGE	IT2a	f26r	2	21	23	0.08695652173913043	0	0	5.096151334683767e-08	0
PUBLISHED_MERGE	IT2a	f26v	0	24	24	0.0	0	0	1.6231708979599053e-10	0
PUBLISHED_MERGE	IT2a	f27r	19	16	35	0.5428571428571428	1	1	0.9999969454319063	0
PUBLISHED_MERGE	IT2a	f27v	21	5	26	0.8076923076923077	1	1	0.9999999999949427	0
PUBLISHED_MERGE	IT2a	f28r	27	1	28	0.9642857142857143	1	1	1.0	0
PUBLISHED_MERGE	IT2a	f28v	21	7	28	0.75	1	1	0.999999999966507	0
PUBLISHED_MERGE	IT2a	f29r	20	13	33	0.6060606060606061	1	1	0.999999958242713	0
PUBLISHED_MERGE	IT2a	f29v	27	7	34	0.7941176470588235	1	1	0.9999999999999947	0
PUBLISHED_MERGE	IT2a	f2r	17	6	23	0.7391304347826086	1	1	0.9999999955835739	0
PUBLISHED_MERGE	IT2a	f2v	22	5	27	0.8148148148148148	1	1	0.9999999999988216	0
PUBLISHED_MERGE	IT2a	f30r	20	28	48	0.4166666666666667	0	1	0.9433496038686089	1
PUBLISHED_MERGE	IT2a	f30v	21	11	32	0.65625	1	1	0.9999999985309611	0
PUBLISHED_MERGE	IT2a	f31r	1	30	31	0.03225806451612903	0	0	2.398304376864162e-12	0
PUBLISHED_MERGE	IT2a	f31v	4	27	31	0.12903225806451613	0	0	3.2317788629725017e-09	0
PUBLISHED_MERGE	IT2a	f32r	23	7	30	0.7666666666666667	1	1	0.9999999999981819	0
PUBLISHED_MERGE	IT2a	f32v	21	4	25	0.84	1	1	0.9999999999980349	0
PUBLISHED_MERGE	IT2a	f33r	2	14	16	0.125	0	0	3.809472597131237e-05	0
PUBLISHED_MERGE	IT2a	f33v	4	8	12	0.3333333333333333	0	0	0.16933443848007887	0
PUBLISHED_MERGE	IT2a	f34r	5	25	30	0.16666666666666666	0	0	9.18629897878347e-08	0
PUBLISHED_MERGE	IT2a	f34v	3	22	25	0.12	0	0	8.499271108948688e-08	0
PUBLISHED_MERGE	IT2a	f35r	15	10	25	0.6	1	1	0.9999964316505319	0
PUBLISHED_MERGE	IT2a	f35v	27	8	35	0.7714285714285715	1	1	0.9999999999999862	0
PUBLISHED_MERGE	IT2a	f36r	6	0	6	1.0	1	1	0.9998615976760427	0
PUBLISHED_MERGE	IT2a	f36v	11	3	14	0.7857142857142857	1	1	0.9999983801822491	0
PUBLISHED_MERGE	IT2a	f37r	17	3	20	0.85	1	1	0.9999999997408737	0
PUBLISHED_MERGE	IT2a	f37v	24	5	29	0.8275862068965517	1	1	0.999999999999936	0
PUBLISHED_MERGE	IT2a	f38r	11	2	13	0.8461538461538461	1	1	0.9999993705710437	0
PUBLISHED_MERGE	IT2a	f38v	13	2	15	0.8666666666666667	1	1	0.9999999658312978	0
PUBLISHED_MERGE	IT2a	f39r	6	32	38	0.15789473684210525	0	0	5.274251101564254e-10	0
PUBLISHED_MERGE	IT2a	f39v	11	14	25	0.44	0	1	0.9495674200313218	1
PUBLISHED_MERGE	IT2a	f3r	32	17	49	0.6530612244897959	1	1	0.9999999999999531	0
PUBLISHED_MERGE	IT2a	f3v	21	7	28	0.75	1	1	0.999999999966507	0
PUBLISHED_MERGE	IT2a	f40r	1	14	15	0.06666666666666667	0	0	8.876020506558194e-06	0
PUBLISHED_MERGE	IT2a	f40v	4	17	21	0.19047619047619047	0	0	4.117393863492369e-05	0
PUBLISHED_MERGE	IT2a	f41r	1	28	29	0.034482758620689655	0	0	1.5883420421871804e-11	0
PUBLISHED_MERGE	IT2a	f41v	2	12	14	0.14285714285714285	0	0	0.00025223861339287843	0
PUBLISHED_MERGE	IT2a	f42r	54	14	68	0.7941176470588235	1	1	1.0	0
PUBLISHED_MERGE	IT2a	f42v	22	20	42	0.5238095238095238	1	1	0.999998305458832	0
PUBLISHED_MERGE	IT2a	f43r	12	25	37	0.32432432432432434	0	0	0.002458590935443781	0
PUBLISHED_MERGE	IT2a	f43v	5	37	42	0.11904761904761904	0	0	1.0886849694817905e-12	0
PUBLISHED_MERGE	IT2a	f44r	19	8	27	0.7037037037037037	1	1	0.9999999984122132	0
PUBLISHED_MERGE	IT2a	f44v	22	6	28	0.7857142857142857	1	1	0.9999999999969678	0
PUBLISHED_MERGE	IT2a	f45r	11	3	14	0.7857142857142857	1	1	0.9999983801822491	0
PUBLISHED_MERGE	IT2a	f45v	20	4	24	0.8333333333333334	1	1	0.9999999999915656	0
PUBLISHED_MERGE	IT2a	f46r	10	41	51	0.19607843137254902	0	0	3.615089036096326e-11	0
PUBLISHED_MERGE	IT2a	f46v	5	23	28	0.17857142857142858	0	0	6.083872207571838e-07	0
PUBLISHED_MERGE	IT2a	f47r	29	6	35	0.8285714285714286	1	1	0.9999999999999998	0
PUBLISHED_MERGE	IT2a	f47v	22	13	35	0.6285714285714286	1	1	0.9999999977331968	0
PUBLISHED_MERGE	IT2a	f48r	3	15	18	0.16666666666666666	0	0	6.353209652673615e-05	0
PUBLISHED_MERGE	IT2a	f48v	4	25	29	0.13793103448275862	0	0	2.1403330600657035e-08	0
PUBLISHED_MERGE	IT2a	f49r	46	22	68	0.6764705882352942	1	1	1.0	0
PUBLISHED_MERGE	IT2a	f49v	59	16	75	0.7866666666666666	1	1	1.0	0
PUBLISHED_MERGE	IT2a	f4r	16	4	20	0.8	1	1	0.9999999971378626	0
PUBLISHED_MERGE	IT2a	f4v	26	10	36	0.7222222222222222	1	1	0.9999999999996081	0
PUBLISHED_MERGE	IT2a	f50r	3	14	17	0.17647058823529413	0	0	0.00016348188635640804	0
PUBLISHED_MERGE	IT2a	f50v	6	13	19	0.3157894736842105	0	0	0.032197703711383203	0
PUBLISHED_MERGE	IT2a	f51r	14	11	25	0.56	1	1	0.99996058777749	0
PUBLISHED_MERGE	IT2a	f51v	13	10	23	0.5652173913043478	1	1	0.9999342707196839	0
PUBLISHED_MERGE	IT2a	f52r	12	4	16	0.75	1	1	0.9999990287588948	0
PUBLISHED_MERGE	IT2a	f52v	13	8	21	0.6190476190476191	1	1	0.9999900747059555	0
PUBLISHED_MERGE	IT2a	f53r	11	2	13	0.8461538461538461	1	1	0.9999993705710437	0
