unit_id	locus	page	physical_folio	section	currier	hand	kind	symbol_count	split
f100r.22|C001	f100r.22	f100r	f100	P	A	1	P	7	TEST
f100r.22|C002	f100r.22	f100r	f100	P	A	1	P	6	TEST
f100r.22|C003	f100r.22	f100r	f100	P	A	1	P	9	TEST
f100r.22|C004	f100r.22	f100r	f100	P	A	1	P	3	TEST
f100r.22|C005	f100r.22	f100r	f100	P	A	1	P	5	TEST
f100r.22|C006	f100r.22	f100r	f100	P	A	1	P	3	TEST
f100r.22|C007	f100r.22	f100r	f100	P	A	1	P	5	TEST
f100r.22|C008	f100r.22	f100r	f100	P	A	1	P	4	TEST
f100r.24|C001	f100r.24	f100r	f100	P	A	1	P	6	TEST
f100r.24|C002	f100r.24	f100r	f100	P	A	1	P	4	TEST
f100r.24|C003	f100r.24	f100r	f100	P	A	1	P	6	TEST
f100r.24|C004	f100r.24	f100r	f100	P	A	1	P	5	TEST
f100r.24|C005	f100r.24	f100r	f100	P	A	1	P	5	TEST
f100r.24|C006	f100r.24	f100r	f100	P	A	1	P	8	TEST
f100r.24|C007	f100r.24	f100r	f100	P	A	1	P	3	TEST
f100r.24|C008	f100r.24	f100r	f100	P	A	1	P	4	TEST
f100r.24|C009	f100r.24	f100r	f100	P	A	1	P	3	TEST
f100r.25|C001	f100r.25	f100r	f100	P	A	1	P	4	TEST
f100r.25|C002	f100r.25	f100r	f100	P	A	1	P	6	TEST
f100r.25|C003	f100r.25	f100r	f100	P	A	1	P	3	TEST
f100r.25|C004	f100r.25	f100r	f100	P	A	1	P	3	TEST
f100r.25|C005	f100r.25	f100r	f100	P	A	1	P	4	TEST
f100r.25|C006	f100r.25	f100r	f100	P	A	1	P	6	TEST
f100r.25|C007	f100r.25	f100r	f100	P	A	1	P	4	TEST
f100r.25|C008	f100r.25	f100r	f100	P	A	1	P	4	TEST
f100r.25|C009	f100r.25	f100r	f100	P	A	1	P	5	TEST
f100r.25|C010	f100r.25	f100r	f100	P	A	1	P	5	TEST
f100r.26|C001	f100r.26	f100r	f100	P	A	1	P	3	TEST
f100r.26|C002	f100r.26	f100r	f100	P	A	1	P	5	TEST
f100r.26|C003	f100r.26	f100r	f100	P	A	1	P	3	TEST
f100r.26|C004	f100r.26	f100r	f100	P	A	1	P	6	TEST
f100r.26|C005	f100r.26	f100r	f100	P	A	1	P	3	TEST
f100r.26|C006	f100r.26	f100r	f100	P	A	1	P	5	TEST
f100r.26|C007	f100r.26	f100r	f100	P	A	1	P	6	TEST
f100r.26|C008	f100r.26	f100r	f100	P	A	1	P	5	TEST
f100r.26|C009	f100r.26	f100r	f100	P	A	1	P	5	TEST
f100r.26|C010	f100r.26	f100r	f100	P	A	1	P	2	TEST
f100r.27|C001	f100r.27	f100r	f100	P	A	1	P	3	TEST
f100r.27|C002	f100r.27	f100r	f100	P	A	1	P	4	TEST
f100r.27|C003	f100r.27	f100r	f100	P	A	1	P	2	TEST
f100r.27|C004	f100r.27	f100r	f100	P	A	1	P	6	TEST
f100r.27|C005	f100r.27	f100r	f100	P	A	1	P	7	TEST
f100v.15|C001	f100v.15	f100v	f100	P	A	1	P	3	TEST
f100v.15|C002	f100v.15	f100v	f100	P	A	1	P	3	TEST
f100v.15|C003	f100v.15	f100v	f100	P	A	1	P	3	TEST
f100v.15|C004	f100v.15	f100v	f100	P	A	1	P	2	TEST
f100v.15|C005	f100v.15	f100v	f100	P	A	1	P	4	TEST
f100v.15|C006	f100v.15	f100v	f100	P	A	1	P	7	TEST
f100v.15|C007	f100v.15	f100v	f100	P	A	1	P	3	TEST
f100v.15|C008	f100v.15	f100v	f100	P	A	1	P	3	TEST
f100v.15|C009	f100v.15	f100v	f100	P	A	1	P	6	TEST
f100v.15|C010	f100v.15	f100v	f100	P	A	1	P	6	TEST
f100v.16|C001	f100v.16	f100v	f100	P	A	1	P	5	TEST
f100v.16|C002	f100v.16	f100v	f100	P	A	1	P	3	TEST
f100v.16|C003	f100v.16	f100v	f100	P	A	1	P	3	TEST
f100v.16|C004	f100v.16	f100v	f100	P	A	1	P	6	TEST
f100v.16|C005	f100v.16	f100v	f100	P	A	1	P	3	TEST
f100v.16|C006	f100v.16	f100v	f100	P	A	1	P	5	TEST
f100v.16|C007	f100v.16	f100v	f100	P	A	1	P	3	TEST
f100v.16|C008	f100v.16	f100v	f100	P	A	1	P	5	TEST
f100v.16|C009	f100v.16	f100v	f100	P	A	1	P	5	TEST
f100v.16|C010	f100v.16	f100v	f100	P	A	1	P	2	TEST
f100v.20|C001	f100v.20	f100v	f100	P	A	1	P	6	TEST
f100v.20|C002	f100v.20	f100v	f100	P	A	1	P	6	TEST
f100v.20|C003	f100v.20	f100v	f100	P	A	1	P	5	TEST
f100v.20|C004	f100v.20	f100v	f100	P	A	1	P	6	TEST
f100v.20|C005	f100v.20	f100v	f100	P	A	1	P	9	TEST
f100v.20|C006	f100v.20	f100v	f100	P	A	1	P	4	TEST
f100v.20|C007	f100v.20	f100v	f100	P	A	1	P	2	TEST
f100v.20|C008	f100v.20	f100v	f100	P	A	1	P	5	TEST
f100v.21|C001	f100v.21	f100v	f100	P	A	1	P	5	TEST
f100v.21|C002	f100v.21	f100v	f100	P	A	1	P	4	TEST
f100v.21|C003	f100v.21	f100v	f100	P	A	1	P	2	TEST
f100v.21|C004	f100v.21	f100v	f100	P	A	1	P	3	TEST
f100v.21|C005	f100v.21	f100v	f100	P	A	1	P	2	TEST
f100v.21|C006	f100v.21	f100v	f100	P	A	1	P	6	TEST
f100v.21|C007	f100v.21	f100v	f100	P	A	1	P	4	TEST
f100v.21|C008	f100v.21	f100v	f100	P	A	1	P	4	TEST
f100v.21|C009	f100v.21	f100v	f100	P	A	1	P	7	TEST
f100v.21|C010	f100v.21	f100v	f100	P	A	1	P	4	TEST
f100v.22|C001	f100v.22	f100v	f100	P	A	1	P	3	TEST
f100v.22|C002	f100v.22	f100v	f100	P	A	1	P	4	TEST
f100v.22|C003	f100v.22	f100v	f100	P	A	1	P	4	TEST
f101r.8|C001	f101r.8	f101r	f101	P	A	1	P	4	TRAIN
f101r.8|C002	f101r.8	f101r	f101	P	A	1	P	5	TRAIN
f101r.8|C003	f101r.8	f101r	f101	P	A	1	P	3	TRAIN
f101r.8|C004	f101r.8	f101r	f101	P	A	1	P	4	TRAIN
f101r.8|C005	f101r.8	f101r	f101	P	A	1	P	6	TRAIN
f101r.8|C006	f101r.8	f101r	f101	P	A	1	P	3	TRAIN
f101r.8|C007	f101r.8	f101r	f101	P	A	1	P	3	TRAIN
f101r.8|C008	f101r.8	f101r	f101	P	A	1	P	3	TRAIN
f101r.8|C009	f101r.8	f101r	f101	P	A	1	P	3	TRAIN
f101r.8|C010	f101r.8	f101r	f101	P	A	1	P	3	TRAIN
f101r.8|C011	f101r.8	f101r	f101	P	A	1	P	4	TRAIN
f101r.8|C012	f101r.8	f101r	f101	P	A	1	P	3	TRAIN
f101r.8|C013	f101r.8	f101r	f101	P	A	1	P	2	TRAIN
f101r.8|C014	f101r.8	f101r	f101	P	A	1	P	1	TRAIN
f101r.8|C015	f101r.8	f101r	f101	P	A	1	P	2	TRAIN
f101r.8|C016	f101r.8	f101r	f101	P	A	1	P	4	TRAIN
f101r.8|C017	f101r.8	f101r	f101	P	A	1	P	3	TRAIN
f101r.8|C018	f101r.8	f101r	f101	P	A	1	P	2	TRAIN
f101r.8|C019	f101r.8	f101r	f101	P	A	1	P	3	TRAIN
f101r.8|C020	f101r.8	f101r	f101	P	A	1	P	4	TRAIN
f101r.8|C021	f101r.8	f101r	f101	P	A	1	P	3	TRAIN
f101r.8|C022	f101r.8	f101r	f101	P	A	1	P	3	TRAIN
f101r.8|C023	f101r.8	f101r	f101	P	A	1	P	3	TRAIN
f101r.8|C024	f101r.8	f101r	f101	P	A	1	P	4	TRAIN
f101r.8|C025	f101r.8	f101r	f101	P	A	1	P	4	TRAIN
f102r1.10|C001	f102r1.10	f102r1	f102	P	A	1	P	5	TEST
f102r1.10|C002	f102r1.10	f102r1	f102	P	A	1	P	5	TEST
f102r1.10|C003	f102r1.10	f102r1	f102	P	A	1	P	3	TEST
f102r1.10|C004	f102r1.10	f102r1	f102	P	A	1	P	3	TEST
f102r1.10|C005	f102r1.10	f102r1	f102	P	A	1	P	5	TEST
f102r1.10|C006	f102r1.10	f102r1	f102	P	A	1	P	3	TEST
f102r1.10|C007	f102r1.10	f102r1	f102	P	A	1	P	8	TEST
f102r1.10|C008	f102r1.10	f102r1	f102	P	A	1	P	3	TEST
f102r1.10|C009	f102r1.10	f102r1	f102	P	A	1	P	4	TEST
f102r1.11|C001	f102r1.11	f102r1	f102	P	A	1	P	4	TEST
f102r1.11|C002	f102r1.11	f102r1	f102	P	A	1	P	4	TEST
f102r1.11|C003	f102r1.11	f102r1	f102	P	A	1	P	3	TEST
f102r1.11|C004	f102r1.11	f102r1	f102	P	A	1	P	3	TEST
f102r1.11|C005	f102r1.11	f102r1	f102	P	A	1	P	6	TEST
f102r1.11|C006	f102r1.11	f102r1	f102	P	A	1	P	8	TEST
