source_record_id	page	physical_folio	ring	grove_number	clothing_state	state_provenance	confidence	observation_basis	human_source_url	human_source_sha256	canvas_id	image_url	image_sha256
STOLFI_BEST_0463	f71r	f71	INNER	1	UNDRESSED	HUMAN_STOLFI_GROVE_UNIT_COMMENT	EXPLICIT	Grove's #1, naked	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f71r.S2	9b9df96ddd4d461c9a5e8b2623b6c85b9d35c72b81f3cde07a39c5b10cd21a18	NONE	NONE	NONE
STOLFI_BEST_0455	f71r	f71	INNER	2	DRESSED	HUMAN_STOLFI_GROVE_UNIT_COMMENT	EXPLICIT	Grove's #2, dressed	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f71r.S2	9b9df96ddd4d461c9a5e8b2623b6c85b9d35c72b81f3cde07a39c5b10cd21a18	NONE	NONE	NONE
STOLFI_BEST_0457	f71r	f71	INNER	3	DRESSED	HUMAN_STOLFI_GROVE_UNIT_COMMENT	EXPLICIT	Grove's #3, dressed	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f71r.S2	9b9df96ddd4d461c9a5e8b2623b6c85b9d35c72b81f3cde07a39c5b10cd21a18	NONE	NONE	NONE
STOLFI_BEST_0459	f71r	f71	INNER	4	DRESSED	HUMAN_STOLFI_GROVE_UNIT_COMMENT	EXPLICIT	Grove's #4, dressed	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f71r.S2	9b9df96ddd4d461c9a5e8b2623b6c85b9d35c72b81f3cde07a39c5b10cd21a18	NONE	NONE	NONE
STOLFI_BEST_0461	f71r	f71	INNER	5	DRESSED	HUMAN_STOLFI_GROVE_UNIT_COMMENT	EXPLICIT	Grove's #5, dressed	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f71r.S2	9b9df96ddd4d461c9a5e8b2623b6c85b9d35c72b81f3cde07a39c5b10cd21a18	NONE	NONE	NONE
STOLFI_BEST_0513	f71v	f71	OUTER	1	DRESSED	HUMAN_STOLFI_GROVE_UNIT_COMMENT	EXPLICIT	Grove's #1, dressed	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f71v.S1	681a57432192ccb613c1d8eceffddafeb5776823daa650c7db14c1956c113eb0	NONE	NONE	NONE
STOLFI_BEST_0486	f71v	f71	OUTER	2	DRESSED	HUMAN_STOLFI_GROVE_UNIT_COMMENT	EXPLICIT	Grove's #2, dressed	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f71v.S1	681a57432192ccb613c1d8eceffddafeb5776823daa650c7db14c1956c113eb0	NONE	NONE	NONE
STOLFI_BEST_0489	f71v	f71	OUTER	3	DRESSED	HUMAN_STOLFI_GROVE_UNIT_COMMENT	EXPLICIT	Grove's #3, dressed	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f71v.S1	681a57432192ccb613c1d8eceffddafeb5776823daa650c7db14c1956c113eb0	NONE	NONE	NONE
STOLFI_BEST_0492	f71v	f71	OUTER	4	DRESSED	HUMAN_STOLFI_GROVE_UNIT_COMMENT	EXPLICIT	Grove's #4, dressed	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f71v.S1	681a57432192ccb613c1d8eceffddafeb5776823daa650c7db14c1956c113eb0	NONE	NONE	NONE
STOLFI_BEST_0495	f71v	f71	OUTER	5	DRESSED	HUMAN_STOLFI_GROVE_UNIT_COMMENT	EXPLICIT	Grove's #5, dressed	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f71v.S1	681a57432192ccb613c1d8eceffddafeb5776823daa650c7db14c1956c113eb0	NONE	NONE	NONE
STOLFI_BEST_0498	f71v	f71	OUTER	6	DRESSED	HUMAN_STOLFI_GROVE_UNIT_COMMENT	EXPLICIT	Grove's #6, dressed	https://www.ic.unicamp.br/~stolfi/EXPORT/voynich/Notes/060/L16%2BH-eva/UNITS/f71v.S1	681a57432192ccb613c1d8eceffddafeb5776823daa650c7db14c1956c113eb0	NONE	NONE	NONE
