opaque_id	canvas_id	quire	outside_prior_mixed_folios	review_image_sha256	visible_owner_state	visible_owner_device_count	visual_basis
PV0B664D19	1006252	q19	0	6c2ed032fcc5beec3d7ba8a9ae93ab31863fa46fcac906f69271aa3c959946a2	OWNER_ABSENT	0	LABELS_NEAR_MULTIPLE_FRAGMENTS_WITHOUT_CONNECTOR_ENCLOSURE_OR_INSIDE_BODY_PLACEMENT
PV1BA00478	1006251	q19	0	65c113a9874d192c891a36b6d9e9eab1125920c6664c59bc172e499ed23aa823	OWNER_ABSENT	0	COMBINED_CANVAS_HAS_NEARBY_LABELS_AND_PROSE_BUT_NO_SINGULAR_VISIBLE_OWNERSHIP_DEVICE
PV5FBEFAA6	1006249	q19	1	ab95b9de4a75411c25d6ead009915460e1e596981d6ce0e1ca623a25f7a0ca1f	OWNER_ABSENT	0	MANY_SHORT_LABELS_ADJACENT_TO_FRAGMENTS_WITHOUT_CONNECTOR_CELL_OR_INSIDE_BODY_PLACEMENT
PV6348C446	1006248	q19	1	9efbbe3305c9f963516665d95e62dd44b6a7c191d611a420ef0dabcb9b07ff7f	OWNER_ABSENT	0	SHORT_LABELS_OCCUPY_WHITESPACE_BETWEEN_FRAGMENTS_WITHOUT_SINGULAR_VISIBLE_DEVICE
PV7958C95C	1006253	q19	0	9913d7e3cfc9621fa248c02a5dcde11570b345eba198fc222aca280078e187df	OWNER_ABSENT	0	LABELS_NEAR_ROOT_FORMS_WITHOUT_CONNECTOR_ENCLOSURE_OR_INSIDE_BODY_PLACEMENT
PV90337007	1006234	q15	0	1d190db406698b283aaaa6d28c7928048cfe3b9f6f41e45e19e1f821b2e59874	OWNER_ABSENT	0	SPARSE_ROOT_FRAGMENTS_AND_TEXT_REMAIN_UNCONNECTED_AND_UNENCLOSED
PVA1D1B3C5	1006235	q15	0	e9eeebabc6242c931f25dc3f2e8bdfa6b1ba7e965a9da73f794c7a989cc8e776	OWNER_ABSENT	0	THREE_PAGE_SPREAD_USES_PROSE_AND_WHITESPACE_PROXIMITY_WITHOUT_SINGULAR_VISIBLE_DEVICE
PVAD2C8158	1006233	q15	0	e1e506b9e46b729bde4693195482c0e994c72aa7a84ccfed6708c3aae431c001	OWNER_ABSENT	0	MULTIPLE_FRAGMENT_ROWS_HAVE_NEARBY_LABELS_BUT_NO_CONNECTOR_CELL_OR_INSIDE_BODY_PLACEMENT
PVB0038D21	1037112	q15	1	76aa6d7f02c4fe4b4eae151740e87c7f66cfdcc7c840559005985109e563be1d	OWNER_ABSENT	0	LABELS_ABOVE_AND_BETWEEN_ROOT_FORMS_WITHOUT_AUTHOR_VISIBLE_SINGULAR_JOIN
PVBF6CD577	1006247	q19	1	003516558b044bdd050892f46bf3512aaff7f259bc6c3c4bda146e679ee8522e	OWNER_PRESENT	1	ONE_MULTILINE_INSCRIPTION_IS_VISIBLY_PLACED_WITHIN_THE_SINGLE_LARGE_GREEN_FOLDED_PLANT_BODY_AT_BOTTOM
PVD339FB60	1006246	q19	1	491a4be875eef862d91a847098aef1bc8b890cc7dc9b690b63f8a0e18514de98	OWNER_ABSENT	0	ROOT_FORM_LABELS_AND_PROSE_HAVE_NO_CONNECTOR_ENCLOSURE_OR_INSIDE_BODY_PLACEMENT
PVE7B0A3F3	1006250	q19	1	755dd2adce5242788b6112db6deb97f0a6f0778878a4bda78130c09e4499734b	OWNER_ABSENT	0	PLANT_FRAGMENTS_AND_PROSE_ARE_SEPARATE_WITHOUT_SINGULAR_VISIBLE_JOIN
