event_id	edition	locus	page	surface_position_1based	residual_token	coverage_class	neutral_directions	replacement_directions	candidate_count	mapping_preserving_has_other_locus_witness	mapping_preserving_has_same_edition_witness	direct_same_locus_witness_directions	direct_sole_boundary_mapping_preserving_directions	candidate_json
IT2a|f100v.16|10	IT2a	f100v.16	f100v	10	dy	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""okeoldy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""ok+ol[BOUND_E+BARE]"",""neighbor_surface"":""okeol"",""role"":""BOUND_E+BARE+BARE"",""root"":""ok+ol+d""}]"
IT2a|f101r.7|20	IT2a	f101r.7	f101r	20	dy	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""cheoldy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""H+ol[BOUND_E+BARE]"",""neighbor_surface"":""cheol"",""role"":""BOUND_E+BARE+BARE"",""root"":""H+ol+d""}]"
IT2a|f101v.19|16	IT2a	f101v.19	f101v	16	sy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f101v.22|22	IT2a	f101v.22	f101v	22	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f102r1.16|5	IT2a	f102r1.16	f102r1	5	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f102r1.9|8	IT2a	f102r1.9	f102r1	8	sy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f102v1.10|10	IT2a	f102v1.10	f102v1	10	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f102v1.11|10	IT2a	f102v1.11	f102v1	10	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f102v2.2|2	IT2a	f102v2.2	f102v2	2	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f102v2.32|12	IT2a	f102v2.32	f102v2	12	sy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f103r.1|13	IT2a	f103r.1	f103r	13	dy	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""daldy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""al[BARE]"",""neighbor_surface"":""dal"",""role"":""BARE+BARE"",""root"":""al+d""}]"
IT2a|f103v.1|5	IT2a	f103v.1	f103v	5	dy	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""qokydy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""ok[Q_BARE]"",""neighbor_surface"":""qoky"",""role"":""Q_BARE"",""root"":""okd""}]"
IT2a|f103v.24|11	IT2a	f103v.24	f103v	11	y	PARSER_MAPPING_PRESERVING_ATTESTED	LEFT;RIGHT		2	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""ary"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""ar[BARE]"",""neighbor_surface"":""ar"",""role"":""BARE"",""root"":""ar""},{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""RIGHT"",""fused_surface"":""ykain"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""ai[BARE]"",""neighbor_surface"":""kain"",""role"":""BARE"",""root"":""ai""}]"
IT2a|f103v.28|12	IT2a	f103v.28	f103v	12	y	PARSER_MAPPING_PRESERVING_ATTESTED	LEFT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""aiiny"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""aii[BARE]"",""neighbor_surface"":""aiin"",""role"":""BARE"",""root"":""aii""}]"
IT2a|f103v.4|1	IT2a	f103v.4	f103v	1	y	PARSER_MAPPING_PRESERVING_ATTESTED	RIGHT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""RIGHT"",""fused_surface"":""ycheey"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""H[BOUND_E]"",""neighbor_surface"":""cheey"",""role"":""BOUND_E"",""root"":""H""}]"
IT2a|f104r.42|1	IT2a	f104r.42	f104r	1	y	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f104v.39|13	IT2a	f104v.39	f104v	13	y	PARSER_MAPPING_PRESERVING_ATTESTED	LEFT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""ary"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""ar[BARE]"",""neighbor_surface"":""ar"",""role"":""BARE"",""root"":""ar""}]"
IT2a|f105v.10|2	IT2a	f105v.10	f105v	2	ky	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""ykeeyky"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":false,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""e[BOUND_E]"",""neighbor_surface"":""ykeey"",""role"":""BOUND_E+BARE"",""root"":""e+k""}]"
IT2a|f105v.30|12	IT2a	f105v.30	f105v	12	sy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f105v.6|13	IT2a	f105v.6	f105v	13	g	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f105v.9|3	IT2a	f105v.9	f105v	3	y	PARSER_MAPPING_PRESERVING_ATTESTED	RIGHT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""RIGHT"",""fused_surface"":""ydaiin"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""aii[BARE]"",""neighbor_surface"":""daiin"",""role"":""BARE"",""root"":""aii""}]"
IT2a|f106r.19|10	IT2a	f106r.19	f106r	10	y	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f106v.15|11	IT2a	f106v.15	f106v	11	dy	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""alody"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""al+o[BARE+BARE]"",""neighbor_surface"":""alo"",""role"":""BARE+BARE"",""root"":""al+od""}]"
IT2a|f106v.28|11	IT2a	f106v.28	f106v	11	dy	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":true,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""otydy"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""ot[BARE]"",""neighbor_surface"":""oty"",""role"":""BARE"",""root"":""otd""}]"
IT2a|f106v.34|4	IT2a	f106v.34	f106v	4	ky	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""alky"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""al[BARE]"",""neighbor_surface"":""al"",""role"":""BARE+BARE"",""root"":""al+k""}]"
IT2a|f107r.19|8	IT2a	f107r.19	f107r	8	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f107r.30|10	IT2a	f107r.30	f107r	10	ky	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f107r.45|6	IT2a	f107r.45	f107r	6	y	PARSER_MAPPING_PRESERVING_ATTESTED	RIGHT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""RIGHT"",""fused_surface"":""ychees"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""Hees[BARE]"",""neighbor_surface"":""chees"",""role"":""BARE"",""root"":""Hees""}]"
IT2a|f107v.25|10	IT2a	f107v.25	f107v	10	ky	PARSER_MAPPING_CHANGING_ATTESTED		LEFT	1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""alky"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""REPLACEMENT_ATTESTED"",""neighbor_mapping"":""al[BARE]"",""neighbor_surface"":""al"",""role"":""BARE+BARE"",""root"":""al+k""}]"
IT2a|f107v.39|10	IT2a	f107v.39	f107v	10	y	PARSER_MAPPING_PRESERVING_ATTESTED	LEFT		1	0	0			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""okaiiny"",""has_other_physical_locus_witness"":false,""has_same_edition_witness"":false,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""ok[REL_I]"",""neighbor_surface"":""okaiin"",""role"":""REL_I"",""root"":""ok""}]"
IT2a|f107v.47|8	IT2a	f107v.47	f107v	8	y	PARSER_MAPPING_PRESERVING_ATTESTED	LEFT		1	1	1			"[{""direct_same_locus_alternate_reading_witness"":false,""direct_sole_boundary_mapping_preserving_witness"":false,""direction"":""LEFT"",""fused_surface"":""daiiny"",""has_other_physical_locus_witness"":true,""has_same_edition_witness"":true,""mapping_relation"":""NEUTRAL_SAME_AS_NEIGHBOR"",""neighbor_mapping"":""aii[BARE]"",""neighbor_surface"":""daiin"",""role"":""BARE"",""root"":""aii""}]"
IT2a|f107v.49|7	IT2a	f107v.49	f107v	7	dy	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
IT2a|f108r.39|7	IT2a	f108r.39	f108r	7	yty	NO_ADJACENT_ATTESTED_FUSION			0	0	0			[]
