boundary_id	locus	page	physical_folio	section	currier	hand	code	kind	left_group_index	right_group_index	group_count	normalized_boundary_position	boundary_class
f102r1.10|B001	f102r1.10	f102r1	f102	P	A	1	+P0	P	1	2	9	0.111111111111	DEFINITE_SPACE
f102r1.10|B002	f102r1.10	f102r1	f102	P	A	1	+P0	P	2	3	9	0.222222222222	DEFINITE_SPACE
f102r1.10|B003	f102r1.10	f102r1	f102	P	A	1	+P0	P	3	4	9	0.333333333333	DEFINITE_SPACE
f102r1.10|B004	f102r1.10	f102r1	f102	P	A	1	+P0	P	4	5	9	0.444444444444	DEFINITE_SPACE
f102r1.10|B005	f102r1.10	f102r1	f102	P	A	1	+P0	P	5	6	9	0.555555555556	DEFINITE_SPACE
f102r1.10|B006	f102r1.10	f102r1	f102	P	A	1	+P0	P	6	7	9	0.666666666667	DEFINITE_SPACE
f102r1.10|B007	f102r1.10	f102r1	f102	P	A	1	+P0	P	7	8	9	0.777777777778	DEFINITE_SPACE
f102r1.10|B008	f102r1.10	f102r1	f102	P	A	1	+P0	P	8	9	9	0.888888888889	DEFINITE_SPACE
f102r1.11|B001	f102r1.11	f102r1	f102	P	A	1	+P0	P	1	2	8	0.125000000000	DEFINITE_SPACE
f102r1.11|B002	f102r1.11	f102r1	f102	P	A	1	+P0	P	2	3	8	0.250000000000	DEFINITE_SPACE
f102r1.11|B004	f102r1.11	f102r1	f102	P	A	1	+P0	P	4	5	8	0.500000000000	DEFINITE_SPACE
f102r1.11|B005	f102r1.11	f102r1	f102	P	A	1	+P0	P	5	6	8	0.625000000000	DEFINITE_SPACE
f102r1.11|B006	f102r1.11	f102r1	f102	P	A	1	+P0	P	6	7	8	0.750000000000	DEFINITE_SPACE
f102r1.11|B007	f102r1.11	f102r1	f102	P	A	1	+P0	P	7	8	8	0.875000000000	DEFINITE_SPACE
f102r1.14|B001	f102r1.14	f102r1	f102	P	A	1	+P0	P	1	2	11	0.090909090909	DEFINITE_SPACE
f102r1.14|B002	f102r1.14	f102r1	f102	P	A	1	+P0	P	2	3	11	0.181818181818	DEFINITE_SPACE
f102r1.14|B003	f102r1.14	f102r1	f102	P	A	1	+P0	P	3	4	11	0.272727272727	DEFINITE_SPACE
f102r1.14|B004	f102r1.14	f102r1	f102	P	A	1	+P0	P	4	5	11	0.363636363636	DEFINITE_SPACE
f102r1.14|B005	f102r1.14	f102r1	f102	P	A	1	+P0	P	5	6	11	0.454545454545	DEFINITE_SPACE
f102r1.14|B006	f102r1.14	f102r1	f102	P	A	1	+P0	P	6	7	11	0.545454545455	DEFINITE_SPACE
f102r1.14|B007	f102r1.14	f102r1	f102	P	A	1	+P0	P	7	8	11	0.636363636364	DEFINITE_SPACE
f102r1.14|B008	f102r1.14	f102r1	f102	P	A	1	+P0	P	8	9	11	0.727272727273	DEFINITE_SPACE
f102r1.14|B010	f102r1.14	f102r1	f102	P	A	1	+P0	P	10	11	11	0.909090909091	DEFINITE_SPACE
f102r1.15|B001	f102r1.15	f102r1	f102	P	A	1	+P0	P	1	2	9	0.111111111111	DEFINITE_SPACE
f102r1.15|B002	f102r1.15	f102r1	f102	P	A	1	+P0	P	2	3	9	0.222222222222	DEFINITE_SPACE
f102r1.15|B003	f102r1.15	f102r1	f102	P	A	1	+P0	P	3	4	9	0.333333333333	DEFINITE_SPACE
f102r1.15|B004	f102r1.15	f102r1	f102	P	A	1	+P0	P	4	5	9	0.444444444444	DEFINITE_SPACE
f102r1.15|B005	f102r1.15	f102r1	f102	P	A	1	+P0	P	5	6	9	0.555555555556	DEFINITE_SPACE
f102r1.15|B006	f102r1.15	f102r1	f102	P	A	1	+P0	P	6	7	9	0.666666666667	DEFINITE_SPACE
f102r1.15|B007	f102r1.15	f102r1	f102	P	A	1	+P0	P	7	8	9	0.777777777778	DEFINITE_SPACE
f102r1.15|B008	f102r1.15	f102r1	f102	P	A	1	+P0	P	8	9	9	0.888888888889	DEFINITE_SPACE
f102r1.17|B002	f102r1.17	f102r1	f102	P	A	1	+P0	P	2	3	6	0.333333333333	DRAWING_INTERRUPTION
f102r1.17|B003	f102r1.17	f102r1	f102	P	A	1	+P0	P	3	4	6	0.500000000000	DEFINITE_SPACE
f102r1.17|B004	f102r1.17	f102r1	f102	P	A	1	+P0	P	4	5	6	0.666666666667	DEFINITE_SPACE
f102r1.3|B001	f102r1.3	f102r1	f102	P	A	1	@P0	P	1	2	7	0.142857142857	DEFINITE_SPACE
f102r1.3|B002	f102r1.3	f102r1	f102	P	A	1	@P0	P	2	3	7	0.285714285714	DEFINITE_SPACE
f102r1.3|B003	f102r1.3	f102r1	f102	P	A	1	@P0	P	3	4	7	0.428571428571	DEFINITE_SPACE
f102r1.3|B004	f102r1.3	f102r1	f102	P	A	1	@P0	P	4	5	7	0.571428571429	DEFINITE_SPACE
f102r1.3|B005	f102r1.3	f102r1	f102	P	A	1	@P0	P	5	6	7	0.714285714286	DEFINITE_SPACE
f102r1.3|B006	f102r1.3	f102r1	f102	P	A	1	@P0	P	6	7	7	0.857142857143	DEFINITE_SPACE
f102r1.5|B001	f102r1.5	f102r1	f102	P	A	1	+P0	P	1	2	10	0.100000000000	DEFINITE_SPACE
f102r1.5|B002	f102r1.5	f102r1	f102	P	A	1	+P0	P	2	3	10	0.200000000000	DEFINITE_SPACE
f102r1.5|B003	f102r1.5	f102r1	f102	P	A	1	+P0	P	3	4	10	0.300000000000	DEFINITE_SPACE
f102r1.5|B004	f102r1.5	f102r1	f102	P	A	1	+P0	P	4	5	10	0.400000000000	DEFINITE_SPACE
f102r1.5|B005	f102r1.5	f102r1	f102	P	A	1	+P0	P	5	6	10	0.500000000000	DEFINITE_SPACE
f102r1.5|B006	f102r1.5	f102r1	f102	P	A	1	+P0	P	6	7	10	0.600000000000	DEFINITE_SPACE
f102r1.5|B007	f102r1.5	f102r1	f102	P	A	1	+P0	P	7	8	10	0.700000000000	DEFINITE_SPACE
f102r1.5|B008	f102r1.5	f102r1	f102	P	A	1	+P0	P	8	9	10	0.800000000000	DEFINITE_SPACE
f102r1.5|B009	f102r1.5	f102r1	f102	P	A	1	+P0	P	9	10	10	0.900000000000	DEFINITE_SPACE
f102r1.6|B001	f102r1.6	f102r1	f102	P	A	1	+P0	P	1	2	4	0.250000000000	DEFINITE_SPACE
f102r1.6|B002	f102r1.6	f102r1	f102	P	A	1	+P0	P	2	3	4	0.500000000000	DEFINITE_SPACE
f102r1.6|B003	f102r1.6	f102r1	f102	P	A	1	+P0	P	3	4	4	0.750000000000	DEFINITE_SPACE
f102r1.8|B001	f102r1.8	f102r1	f102	P	A	1	@P0	P	1	2	8	0.125000000000	DEFINITE_SPACE
f102r1.8|B002	f102r1.8	f102r1	f102	P	A	1	@P0	P	2	3	8	0.250000000000	DEFINITE_SPACE
f102r1.8|B003	f102r1.8	f102r1	f102	P	A	1	@P0	P	3	4	8	0.375000000000	DRAWING_INTERRUPTION
f102r1.8|B004	f102r1.8	f102r1	f102	P	A	1	@P0	P	4	5	8	0.500000000000	DEFINITE_SPACE
f102r1.8|B005	f102r1.8	f102r1	f102	P	A	1	@P0	P	5	6	8	0.625000000000	DEFINITE_SPACE
f102r1.8|B006	f102r1.8	f102r1	f102	P	A	1	@P0	P	6	7	8	0.750000000000	DEFINITE_SPACE
f102r1.8|B007	f102r1.8	f102r1	f102	P	A	1	@P0	P	7	8	8	0.875000000000	DEFINITE_SPACE
f102r1.9|B001	f102r1.9	f102r1	f102	P	A	1	+P0	P	1	2	7	0.142857142857	DEFINITE_SPACE
f102r1.9|B002	f102r1.9	f102r1	f102	P	A	1	+P0	P	2	3	7	0.285714285714	DEFINITE_SPACE
f102r1.9|B003	f102r1.9	f102r1	f102	P	A	1	+P0	P	3	4	7	0.428571428571	DRAWING_INTERRUPTION
f102r1.9|B004	f102r1.9	f102r1	f102	P	A	1	+P0	P	4	5	7	0.571428571429	DEFINITE_SPACE
f102r1.9|B005	f102r1.9	f102r1	f102	P	A	1	+P0	P	5	6	7	0.714285714286	DEFINITE_SPACE
f10r.1|B001	f10r.1	f10r	f10	H	A	1	@P0	P	1	2	8	0.125000000000	DEFINITE_SPACE
f10r.1|B002	f10r.1	f10r	f10	H	A	1	@P0	P	2	3	8	0.250000000000	DEFINITE_SPACE
f10r.1|B003	f10r.1	f10r	f10	H	A	1	@P0	P	3	4	8	0.375000000000	DEFINITE_SPACE
f10r.1|B004	f10r.1	f10r	f10	H	A	1	@P0	P	4	5	8	0.500000000000	DEFINITE_SPACE
f10r.1|B005	f10r.1	f10r	f10	H	A	1	@P0	P	5	6	8	0.625000000000	DEFINITE_SPACE
f10r.1|B006	f10r.1	f10r	f10	H	A	1	@P0	P	6	7	8	0.750000000000	DEFINITE_SPACE
f10r.11|B001	f10r.11	f10r	f10	H	A	1	+P0	P	1	2	5	0.200000000000	DEFINITE_SPACE
f10r.11|B002	f10r.11	f10r	f10	H	A	1	+P0	P	2	3	5	0.400000000000	DEFINITE_SPACE
f10r.11|B003	f10r.11	f10r	f10	H	A	1	+P0	P	3	4	5	0.600000000000	DEFINITE_SPACE
f10r.11|B004	f10r.11	f10r	f10	H	A	1	+P0	P	4	5	5	0.800000000000	DRAWING_INTERRUPTION
f10r.12|B001	f10r.12	f10r	f10	H	A	1	+P0	P	1	2	4	0.250000000000	DEFINITE_SPACE
f10r.12|B002	f10r.12	f10r	f10	H	A	1	+P0	P	2	3	4	0.500000000000	DEFINITE_SPACE
f10r.12|B003	f10r.12	f10r	f10	H	A	1	+P0	P	3	4	4	0.750000000000	DEFINITE_SPACE
f10r.2|B001	f10r.2	f10r	f10	H	A	1	+P0	P	1	2	10	0.100000000000	DEFINITE_SPACE
f10r.2|B002	f10r.2	f10r	f10	H	A	1	+P0	P	2	3	10	0.200000000000	DEFINITE_SPACE
