unit_id	cell_id	physical_folio	section
LRG006-U2fca1d25d571b05c5c8e	LRG006-C001	f100	P
LRG006-Ufddbcff40521bd671fc0	LRG006-C001	f100	P
LRG006-U07141ad71043bffac846	LRG006-C002	f100	P
LRG006-U125904be6f135804e913	LRG006-C002	f100	P
LRG006-U2f2aab461ee440ce6a85	LRG006-C002	f100	P
LRG006-U31635bc910314ae5f802	LRG006-C002	f100	P
LRG006-U356c22bb0e91ecdc6525	LRG006-C002	f100	P
LRG006-U752a1a0285556c74880f	LRG006-C002	f100	P
LRG006-U927e2f402c26456ba23c	LRG006-C002	f100	P
LRG006-U9f2cbc22b0602342ba23	LRG006-C002	f100	P
LRG006-Ub2b600eebb3940c85d75	LRG006-C002	f100	P
LRG006-Ue735247901f879ab3901	LRG006-C002	f100	P
LRG006-U027c3b4096299f562190	LRG006-C003	f100	P
LRG006-U860152e111f50cd0120d	LRG006-C003	f100	P
LRG006-U160cef57ff96c7642053	LRG006-C004	f100	P
LRG006-U35bcdd416281a0e0d30a	LRG006-C004	f100	P
LRG006-U4600df5293361aa7b321	LRG006-C004	f100	P
LRG006-U82f58e46024a44c5fab6	LRG006-C004	f100	P
LRG006-U88b59d45cd2a92c05216	LRG006-C004	f100	P
LRG006-U9cf3e976d75dd589d64e	LRG006-C004	f100	P
LRG006-Ud5bca7cf0277d62b2aa0	LRG006-C004	f100	P
LRG006-U27a124f0c83454cef659	LRG006-C005	f100	P
LRG006-U2f3c8205f6740ef0326a	LRG006-C005	f100	P
LRG006-Ua2ba88afd7cc0006a24f	LRG006-C005	f100	P
LRG006-U037651089baf4b444e8a	LRG006-C006	f102	P
LRG006-U93b9c67c67748bbc8f1d	LRG006-C006	f102	P
LRG006-U9de33b8f78af0ad5eeaf	LRG006-C006	f102	P
LRG006-Udccd02df8ac1db0a95c6	LRG006-C006	f102	P
LRG006-Udecb15d843f923d84cf2	LRG006-C006	f102	P
LRG006-U00d5bd7e48abe5e3eea1	LRG006-C007	f102	P
LRG006-U137ecfdd0b01046c4421	LRG006-C007	f102	P
LRG006-U27a4398eeaa554b73176	LRG006-C007	f102	P
LRG006-U5a3017b1cade2ed24c02	LRG006-C007	f102	P
LRG006-U5c7cde03e142c662b231	LRG006-C007	f102	P
LRG006-U67396400284f45f53775	LRG006-C007	f102	P
LRG006-U86680237c1181f3ebe2b	LRG006-C007	f102	P
LRG006-Ua0357cee46a117eafbbe	LRG006-C007	f102	P
LRG006-Uaa998d15111ba94308e0	LRG006-C007	f102	P
LRG006-Ubad39d777432124a4eaa	LRG006-C007	f102	P
LRG006-Uc4f1b752680b3c1e01d6	LRG006-C007	f102	P
LRG006-U4e0f29543ecdf56ed731	LRG006-C008	f102	P
LRG006-U6f25911e79743cc81d33	LRG006-C008	f102	P
LRG006-U886b54618fc8ac1ac9f2	LRG006-C008	f102	P
LRG006-U91cf5651167388f0beab	LRG006-C008	f102	P
LRG006-U924782aa93f7aac02bf8	LRG006-C008	f102	P
LRG006-Ua91b15657bf85d4b509b	LRG006-C008	f102	P
LRG006-Ua9ae7522bfb69dd0dcc4	LRG006-C008	f102	P
LRG006-Uaf38ac15054c4edece2a	LRG006-C008	f102	P
LRG006-Ub7c3b9c0eb79ce99491a	LRG006-C008	f102	P
LRG006-Uf3080b6a61ed243f4a63	LRG006-C008	f102	P
LRG006-U11a972c1492b12aa156a	LRG006-C009	f75	B
LRG006-U5ab0938b07f5e79dba5d	LRG006-C009	f75	B
LRG006-U5e5fea8130cfaa7ca0af	LRG006-C009	f75	B
LRG006-U601d7c595235611af1c5	LRG006-C009	f75	B
LRG006-Ubce7a995250da455aea5	LRG006-C009	f75	B
LRG006-U01e24519850b88965e0a	LRG006-C010	f75	B
LRG006-U0fda2a5482c57308fc7e	LRG006-C010	f75	B
LRG006-U3193873924b4b9ca3b5b	LRG006-C010	f75	B
LRG006-U3502eca2ee412a6d3793	LRG006-C010	f75	B
LRG006-U3547e414d11059e3565c	LRG006-C010	f75	B
LRG006-U373b5e055b23001512e8	LRG006-C010	f75	B
LRG006-U3abedb87ae5218d0d21e	LRG006-C010	f75	B
LRG006-U42db2ad7a1079388ac62	LRG006-C010	f75	B
LRG006-U512ba5ccbfe2cad9fdfe	LRG006-C010	f75	B
LRG006-U51745d704f6880ccf84c	LRG006-C010	f75	B
LRG006-U55d57fd398eec2ab7109	LRG006-C010	f75	B
LRG006-U5a92c37c49c4dea5d3fb	LRG006-C010	f75	B
LRG006-U6937d7f46c63c877d06e	LRG006-C010	f75	B
LRG006-U73b8ebc1312d8e58f9a5	LRG006-C010	f75	B
LRG006-U7d92eca02017416f0752	LRG006-C010	f75	B
LRG006-U7e0f09b1b87cb6c9eeda	LRG006-C010	f75	B
LRG006-U838472f479b0097ec483	LRG006-C010	f75	B
LRG006-U8e0f6c3527994cf26414	LRG006-C010	f75	B
LRG006-U9787e1cefb39d50acba5	LRG006-C010	f75	B
LRG006-Ub9b25f9d5cecf83370a9	LRG006-C010	f75	B
LRG006-Ubaa3d4e14ce60ff1768e	LRG006-C010	f75	B
LRG006-Ubfa4cfb9951dcc488708	LRG006-C010	f75	B
LRG006-Uc77796e7e331b14d7c4d	LRG006-C010	f75	B
LRG006-Uc7f431a5a9489b80efde	LRG006-C010	f75	B
LRG006-Ud241d56bb996741e7e09	LRG006-C010	f75	B
LRG006-Ue01133ac7d9f6c0b8512	LRG006-C010	f75	B
LRG006-Uf466e1fd49a107770ec7	LRG006-C010	f75	B
LRG006-Ufcc57524efe2740de4ce	LRG006-C010	f75	B
LRG006-U00d913271ffc6bbca42f	LRG006-C011	f75	B
LRG006-U0228e17f72f12079f712	LRG006-C011	f75	B
LRG006-U187ef0eb3eff48fe726f	LRG006-C011	f75	B
LRG006-U2f4a67ef265270d6f6e9	LRG006-C011	f75	B
LRG006-U30a021439469843c1ab7	LRG006-C011	f75	B
LRG006-U6ac837b25425ddfddaae	LRG006-C011	f75	B
LRG006-U6f90536784b8bd89da14	LRG006-C011	f75	B
LRG006-U7465c9c29a593a417af4	LRG006-C011	f75	B
LRG006-U7a72e3ca35345a8addc3	LRG006-C011	f75	B
LRG006-U7c3f3f5651954ed604f5	LRG006-C011	f75	B
LRG006-U7c70152bdf2cdc3e35de	LRG006-C011	f75	B
LRG006-U973bcf8477d5efd1bb20	LRG006-C011	f75	B
LRG006-U9a72bfe9b028233d3f51	LRG006-C011	f75	B
LRG006-U9bc8258c457f1ffc7cc0	LRG006-C011	f75	B
LRG006-Ua5c8f55176087b41ba11	LRG006-C011	f75	B
LRG006-Ubb019b8e2f013647121a	LRG006-C011	f75	B
LRG006-Uc7a83be692a7269970fe	LRG006-C011	f75	B
LRG006-Uc914805a93a1fbcc1b8c	LRG006-C011	f75	B
LRG006-Ud2b472853f3741ed267c	LRG006-C011	f75	B
LRG006-Ude6c367aa6c3b5cf467c	LRG006-C011	f75	B
LRG006-Ue099e48ac8ee7d63da4b	LRG006-C011	f75	B
LRG006-Ue248dcc55401da5e2477	LRG006-C011	f75	B
LRG006-Ue997e68d824959b3c022	LRG006-C011	f75	B
LRG006-Uea9dd4fe5b72e5eff329	LRG006-C011	f75	B
LRG006-Uf2c4436d9331fa086000	LRG006-C011	f75	B
LRG006-Uf522cbdc7908dbac939e	LRG006-C011	f75	B
LRG006-Uf9242c90aca5fc6a4873	LRG006-C011	f75	B
LRG006-Ufe8398618979c367aef3	LRG006-C011	f75	B
LRG006-Ufeb393a400ce839f3d49	LRG006-C011	f75	B
LRG006-U1b0ce0e2ace09b0d8354	LRG006-C012	f77	B
LRG006-U1d1fecd1b9312bb81ead	LRG006-C012	f77	B
LRG006-U30981cac3ba4137e18b1	LRG006-C012	f77	B
LRG006-U41400c7f4ee0a3eeea43	LRG006-C012	f77	B
LRG006-U51b3a9aa33650bbe1e9e	LRG006-C012	f77	B
LRG006-U530c9baae259c19366c9	LRG006-C012	f77	B
LRG006-Ue1db501e29f4c46d75c8	LRG006-C012	f77	B
LRG006-U13b8b513968d1a3ac96d	LRG006-C013	f77	B
LRG006-U15e613d32d7f142a0917	LRG006-C013	f77	B
LRG006-U19a7fc9a2a955db42c20	LRG006-C013	f77	B
LRG006-U366acf98f9f12f65b073	LRG006-C013	f77	B
LRG006-U3b023683b61fa8f758bf	LRG006-C013	f77	B
LRG006-U850aff3de28c5e0fc24c	LRG006-C013	f77	B
LRG006-Uc5eb03b392b3e082721b	LRG006-C013	f77	B
LRG006-Udec9119714449b90c6d1	LRG006-C013	f77	B
LRG006-Uecdfbfe83c12bfd34680	LRG006-C013	f77	B
LRG006-Uee8fadeffadcc550ede4	LRG006-C013	f77	B
LRG006-U036aa6fa4e6bfeaabdc8	LRG006-C014	f77	B
LRG006-U05991d807a126b7377dc	LRG006-C014	f77	B
LRG006-U0dd03a1b92e0644a0585	LRG006-C014	f77	B
LRG006-U1a65a5bcefe3399034fa	LRG006-C014	f77	B
LRG006-U29968886909832098954	LRG006-C014	f77	B
LRG006-U2b779345ac9c6c1f493a	LRG006-C014	f77	B
LRG006-U37b938c0a9b972f9bfac	LRG006-C014	f77	B
LRG006-U4c3ef376216bd99c8a57	LRG006-C014	f77	B
LRG006-U4fd8ed129bd72f1ed291	LRG006-C014	f77	B
LRG006-U7cc61e8681b4eddda9ec	LRG006-C014	f77	B
LRG006-Uc3a903a2481e6447f457	LRG006-C014	f77	B
LRG006-Ud9d63d6048ec6c15dd25	LRG006-C014	f77	B
LRG006-Ue4b70ce30a840a354892	LRG006-C014	f77	B
LRG006-Uec23b0e318686a2b835b	LRG006-C014	f77	B
LRG006-U3506611636fe01bdfd6e	LRG006-C015	f77	B
