source_record_id	source_page	physical_folio	source_location	root_state	mapped_locus	canvas_id	canvas_label	image_sha256	visual_grade	visual_basis	eligible	exclusion_reason
STOLFI_BEST_1133	f89r1	f89	f89r1.t.2	LIGHT	f89r1.2	1006233	88v and 89r	3b553c70d0c068cb39a276d391127165c5d9d868ec08e7f5eb2e73b32bb95d1e	CLEAR_ONE_FRAGMENT_ONE_LABEL_CELL	ROW_ORDINAL_AND_LOCAL_WHITESPACE_ISOLATE_ONE_OWNER	1	NONE
STOLFI_BEST_1136	f89r1	f89	f89r1.t.3	LIGHT	f89r1.3	1006233	88v and 89r	3b553c70d0c068cb39a276d391127165c5d9d868ec08e7f5eb2e73b32bb95d1e	CLEAR_ONE_FRAGMENT_ONE_LABEL_CELL	ROW_ORDINAL_AND_LOCAL_WHITESPACE_ISOLATE_ONE_OWNER	1	NONE
STOLFI_BEST_1151	f89r1	f89	f89r1.m.2	LIGHT	f89r1.13	1006233	88v and 89r	3b553c70d0c068cb39a276d391127165c5d9d868ec08e7f5eb2e73b32bb95d1e	CLEAR_ONE_FRAGMENT_ONE_LABEL_CELL	ROW_ORDINAL_AND_LOCAL_WHITESPACE_ISOLATE_ONE_OWNER	1	NONE
STOLFI_BEST_1160	f89r1	f89	f89r1.b.2	LIGHT	f89r1.25	1006233	88v and 89r	3b553c70d0c068cb39a276d391127165c5d9d868ec08e7f5eb2e73b32bb95d1e	CLEAR_ONE_FRAGMENT_ONE_LABEL_CELL	ROW_ORDINAL_AND_LOCAL_WHITESPACE_ISOLATE_ONE_OWNER	1	NONE
STOLFI_BEST_1163	f89r1	f89	f89r1.b.3	LIGHT	f89r1.26	1006233	88v and 89r	3b553c70d0c068cb39a276d391127165c5d9d868ec08e7f5eb2e73b32bb95d1e	CLEAR_ONE_FRAGMENT_ONE_LABEL_CELL	ROW_ORDINAL_AND_LOCAL_WHITESPACE_ISOLATE_ONE_OWNER	1	NONE
STOLFI_BEST_1214	f89v2	f89	f89v2.t.4	DARK	f89v2.4	1006234	89v (part)	b6b0dd8ba7cd316f3b09a8b156d1eed0eb36ad8ec9086b975969f4f8f7dd5406	CLEAR_ONE_FRAGMENT_ONE_LABEL_CELL	ROW_ORDINAL_AND_LOCAL_WHITESPACE_ISOLATE_ONE_OWNER	1	NONE
STOLFI_BEST_1216	f89v2	f89	f89v2.t.5	LIGHT	f89v2.5	1006234	89v (part)	b6b0dd8ba7cd316f3b09a8b156d1eed0eb36ad8ec9086b975969f4f8f7dd5406	CLEAR_ONE_FRAGMENT_ONE_LABEL_CELL	ROW_ORDINAL_AND_LOCAL_WHITESPACE_ISOLATE_ONE_OWNER	1	NONE
STOLFI_BEST_1222	f89v2	f89	f89v2.m.2	DARK	f89v2.12	1006234	89v (part)	b6b0dd8ba7cd316f3b09a8b156d1eed0eb36ad8ec9086b975969f4f8f7dd5406	CLEAR_ONE_FRAGMENT_ONE_LABEL_CELL	ROW_ORDINAL_AND_LOCAL_WHITESPACE_ISOLATE_ONE_OWNER	1	NONE
STOLFI_BEST_1230	f89v2	f89	f89v2.b.2	LIGHT	f89v2.24	1006234	89v (part)	b6b0dd8ba7cd316f3b09a8b156d1eed0eb36ad8ec9086b975969f4f8f7dd5406	CLEAR_ONE_FRAGMENT_ONE_LABEL_CELL	ROW_ORDINAL_AND_LOCAL_WHITESPACE_ISOLATE_ONE_OWNER	1	NONE
STOLFI_BEST_1261	f89v1	f89	f89v1.t.3	LIGHT	f89v1.3	1006235	89v (part) and 90r	6aaa777945f288a8ba206921709292eaaf4ea972f9a0bb59cdf3040aaed3e15a	CLEAR_ONE_FRAGMENT_ONE_LABEL_CELL	ROW_ORDINAL_AND_LOCAL_WHITESPACE_ISOLATE_ONE_OWNER	1	NONE
