anonymous_group_id	anonymous_record_id	split	page	physical_folio	section	currier	hand	code	kind	segment_group_count	segment_group_index	segment_position	segment_count	segment_index	starts_after_drawing	ends_before_drawing	original_group_count	symbol_count	supported_class_target	strict_test_movable	strict_cell_id	strict_cell_record_count
G9f620ac9dababeebb27c	Rdd7f24670dd008bd0e8a	TEST	f100r	f100	P	A	1	@P0	P	8	1	FIRST	1	1	0	0	8	7	0	0	C14080d44f089b88c4506	1
G3a66a576dee991c68a32	Rdd7f24670dd008bd0e8a	TEST	f100r	f100	P	A	1	@P0	P	8	2	CORE	1	1	0	0	8	6	0	0	C14080d44f089b88c4506	1
G750c391b29f2c7627fe1	Rdd7f24670dd008bd0e8a	TEST	f100r	f100	P	A	1	@P0	P	8	3	CORE	1	1	0	0	8	9	0	0	C14080d44f089b88c4506	1
G76e24df3f5142408373f	Rdd7f24670dd008bd0e8a	TEST	f100r	f100	P	A	1	@P0	P	8	4	CORE	1	1	0	0	8	3	0	0	C14080d44f089b88c4506	1
G7361cf7e8ad6c84d8b21	Rdd7f24670dd008bd0e8a	TEST	f100r	f100	P	A	1	@P0	P	8	5	CORE	1	1	0	0	8	5	0	0	C14080d44f089b88c4506	1
G26c7a31b07a940388190	Rdd7f24670dd008bd0e8a	TEST	f100r	f100	P	A	1	@P0	P	8	6	CORE	1	1	0	0	8	3	1	0	C14080d44f089b88c4506	1
G3499f81ca4f3b9e344bf	Rdd7f24670dd008bd0e8a	TEST	f100r	f100	P	A	1	@P0	P	8	7	CORE	1	1	0	0	8	5	0	0	C14080d44f089b88c4506	1
Ga06b596423746187da76	Rdd7f24670dd008bd0e8a	TEST	f100r	f100	P	A	1	@P0	P	8	8	LAST	1	1	0	0	8	4	0	0	C14080d44f089b88c4506	1
G26f22bde08b80ce3ef36	R0cdbcc35b48e26c6ad5d	TEST	f100r	f100	P	A	1	+P0	P	9	1	FIRST	1	1	0	0	9	6	0	0	C753eb77a1d21e17771cd	1
G0b2e893db23cfd0610e4	R0cdbcc35b48e26c6ad5d	TEST	f100r	f100	P	A	1	+P0	P	9	2	CORE	1	1	0	0	9	4	0	0	C753eb77a1d21e17771cd	1
Gf274b8d823273f0aedd6	R0cdbcc35b48e26c6ad5d	TEST	f100r	f100	P	A	1	+P0	P	9	3	CORE	1	1	0	0	9	6	0	0	C753eb77a1d21e17771cd	1
G01fa0b0623f348abe684	R0cdbcc35b48e26c6ad5d	TEST	f100r	f100	P	A	1	+P0	P	9	4	CORE	1	1	0	0	9	5	0	0	C753eb77a1d21e17771cd	1
G2739f6c5d9ae2fb656cd	R0cdbcc35b48e26c6ad5d	TEST	f100r	f100	P	A	1	+P0	P	9	5	CORE	1	1	0	0	9	5	0	0	C753eb77a1d21e17771cd	1
G3342ce983d46cba0ae40	R0cdbcc35b48e26c6ad5d	TEST	f100r	f100	P	A	1	+P0	P	9	6	CORE	1	1	0	0	9	8	0	0	C753eb77a1d21e17771cd	1
G7a60b838c7c439e29777	R0cdbcc35b48e26c6ad5d	TEST	f100r	f100	P	A	1	+P0	P	9	7	CORE	1	1	0	0	9	3	0	0	C753eb77a1d21e17771cd	1
G57918121be0bd24c328f	R0cdbcc35b48e26c6ad5d	TEST	f100r	f100	P	A	1	+P0	P	9	8	CORE	1	1	0	0	9	4	1	0	C753eb77a1d21e17771cd	1
Ge7073cd551d10da78ef8	R0cdbcc35b48e26c6ad5d	TEST	f100r	f100	P	A	1	+P0	P	9	9	LAST	1	1	0	0	9	3	0	0	C753eb77a1d21e17771cd	1
Gb3e930a6c79f3f2bae99	R55447a2f33a0b0204c42	TEST	f100r	f100	P	A	1	+P0	P	10	1	FIRST	1	1	0	0	10	4	0	1	Cdef850b8cfd3f7bba663	2
Ge828f7cb8b3efa2d254c	R55447a2f33a0b0204c42	TEST	f100r	f100	P	A	1	+P0	P	10	2	CORE	1	1	0	0	10	6	0	1	Cdef850b8cfd3f7bba663	2
G101f29c45bb153c50bd5	R55447a2f33a0b0204c42	TEST	f100r	f100	P	A	1	+P0	P	10	3	CORE	1	1	0	0	10	3	1	1	Cdef850b8cfd3f7bba663	2
Gf32eaa716f377a654a69	R55447a2f33a0b0204c42	TEST	f100r	f100	P	A	1	+P0	P	10	4	CORE	1	1	0	0	10	3	1	1	Cdef850b8cfd3f7bba663	2
Gcb7a649b59f2dbf31ce5	R55447a2f33a0b0204c42	TEST	f100r	f100	P	A	1	+P0	P	10	5	CORE	1	1	0	0	10	4	0	1	Cdef850b8cfd3f7bba663	2
G1d0706d0f83abbf1514b	R55447a2f33a0b0204c42	TEST	f100r	f100	P	A	1	+P0	P	10	6	CORE	1	1	0	0	10	6	0	1	Cdef850b8cfd3f7bba663	2
Gcfba653e0af404dc382b	R55447a2f33a0b0204c42	TEST	f100r	f100	P	A	1	+P0	P	10	7	CORE	1	1	0	0	10	4	0	1	Cdef850b8cfd3f7bba663	2
