family_surface	a_first	a_last	a_folios	a_section_log_odds	a_global_log_odds	a_section_global_same_direction	b_first	b_last	b_folios	b_section_log_odds	b_global_log_odds	b_section_global_same_direction	section_cross_register_relation
AB	9	14	20	-0.42878806630999833	-0.34141295813419015	True	3	10	6	-1.1346986784425308	-1.7421376099373707	True	SAME_DIRECTION
AC	10	9	13	0.10126689064776284	0.35533683826258394	True	2	6	5	-0.9758683820961804	-0.5712839661713716	True	OPPOSITE_DIRECTION
AQAB	11	15	20	-0.3032464140244241	-0.30121632130302856	True	1	15	10	-2.408134270099465	-2.698153274752691	True	SAME_DIRECTION
AQAC	7	2	8	1.1044946585711763	1.5348798901535643	True	5	1	5	1.3195368410347585	0.4298808116465108	True	SAME_DIRECTION
AQAG	8	13	15	-0.46854770989044225	-0.5399909226164242	True	4	4	6	0.0	0.05618222104534947	False	ZERO_IN_ONE_REGISTER
AQKA	20	2	17	2.1254746203259893	2.26142048871852	True	4	2	5	0.5979133337200482	1.2514901732216066	True	SAME_DIRECTION
BA	2	33	25	-2.632295978637215	-2.7967934109365986	True	0	6	4	-2.5953314411496597	-4.3670979244770045	True	SAME_DIRECTION
BAB	5	30	24	-1.7428493904872737	-1.666634168155312	True	0	7	7	-2.7435869353789974	-1.4907875475474914	True	SAME_DIRECTION
BAC	16	12	22	0.28239081756153284	0.35221979061868175	True	4	2	5	0.5979133337200482	0.09017561021138798	True	SAME_DIRECTION
BAG	33	77	39	-0.8937807909522142	-0.6645599068525139	True	11	0	8	3.1919194381532927	1.6404289268633987	True	OPPOSITE_DIRECTION
C	3	20	17	-1.7878286746498477	-1.8330331625268868	True	1	4	5	-1.113764093688712	0.1437091161655108	False	SAME_DIRECTION
CAG	9	6	12	0.3830315380405497	0.5157420545146312	True	4	2	5	0.5979133337200482	1.8998362179788104	True	SAME_DIRECTION
QAB	7	4	8	0.5143591963473019	0.8531831152357591	True	3	2	4	0.34152275240728147	0.11183464852734264	True	SAME_DIRECTION
QAC	5	1	6	1.3039805852527695	1.2296491636342095	True	6	0	5	2.5953314411496597	1.6179719477696377	True	SAME_DIRECTION
