consensus_group_id	segment_id	page	physical_folio	section	symbol_count	segment_group_index	segment_group_count	segment_position	folio_parity	primary_slot_eligible	family_surface	lrg002_rank_band
f75r.1|C001	f75r.1|S01	f75r	f75	B	9	1	1	SINGLE	ODD	0	QKJBAQACA	R3
f75r.1|C002	f75r.1|S02	f75r	f75	B	4	1	5	FIRST	ODD	1	AQKA	R5
f75r.1|C003	f75r.1|S02	f75r	f75	B	5	2	5	CORE	ODD	1	DAQAC	R2
f75r.1|C004	f75r.1|S02	f75r	f75	B	7	3	5	CORE	ODD	1	LAQKJBA	R3
f75r.1|C005	f75r.1|S02	f75r	f75	B	5	4	5	CORE	ODD	1	DAQAC	R2
f75r.1|C006	f75r.1|S02	f75r	f75	B	4	5	5	LAST	ODD	1	LJBA	R2
f75r.3|C001	f75r.3|S01	f75r	f75	B	5	1	2	FIRST	ODD	0	DAQAF	R1
f75r.3|C002	f75r.3|S01	f75r	f75	B	3	2	2	LAST	ODD	0	KAB	R3
f75r.3|C003	f75r.3|S02	f75r	f75	B	5	1	7	FIRST	ODD	1	ACKJA	R5
f75r.3|C004	f75r.3|S02	f75r	f75	B	3	2	7	CORE	ODD	1	DJA	R1
f75r.3|C005	f75r.3|S02	f75r	f75	B	3	3	7	CORE	ODD	1	QAF	R2
f75r.3|C006	f75r.3|S02	f75r	f75	B	4	4	7	CORE	ODD	1	LKQA	R3
f75r.3|C007	f75r.3|S02	f75r	f75	B	4	5	7	CORE	ODD	1	BQAF	R4
f75r.3|C008	f75r.3|S02	f75r	f75	B	5	6	7	CORE	ODD	1	ABQAC	R5
f75r.3|C009	f75r.3|S02	f75r	f75	B	2	7	7	LAST	ODD	1	AC	R4
f75r.5|C001	f75r.5|S01	f75r	f75	B	3	1	3	FIRST	ODD	1	LJA	R1
f75r.5|C002	f75r.5|S01	f75r	f75	B	3	2	3	CORE	ODD	1	QAC	R3
f75r.5|C003	f75r.5|S01	f75r	f75	B	3	3	3	LAST	ODD	1	KJA	R1
f75r.5|C004	f75r.5|S02	f75r	f75	B	3	1	8	FIRST	ODD	1	UJA	R2
f75r.5|C005	f75r.5|S02	f75r	f75	B	1	2	8	CORE	ODD	1	C	R3
f75r.5|C006	f75r.5|S02	f75r	f75	B	2	3	8	CORE	ODD	1	AF	R3
f75r.5|C007	f75r.5|S02	f75r	f75	B	2	4	8	CORE	ODD	1	AB	R5
f75r.5|C008	f75r.5|S02	f75r	f75	B	2	5	8	CORE	ODD	1	AB	R5
f75r.5|C009	f75r.5|S02	f75r	f75	B	4	6	8	CORE	ODD	1	LKBA	R3
f75r.5|C010	f75r.5|S02	f75r	f75	B	5	7	8	CORE	ODD	1	DAQKA	R2
f75r.5|C011	f75r.5|S02	f75r	f75	B	4	8	8	LAST	ODD	1	DAQA	R1
f75r.6|C001	f75r.6|S01	f75r	f75	B	8	1	2	FIRST	ODD	0	PKJAQKAC	R4
f75r.6|C002	f75r.6|S01	f75r	f75	B	4	2	2	LAST	ODD	0	ABQA	R5
f75r.6|C003	f75r.6|S02	f75r	f75	B	3	1	6	FIRST	ODD	1	BAC	R4
f75r.6|C004	f75r.6|S02	f75r	f75	B	4	2	6	CORE	ODD	1	AQJA	R4
f75r.6|C005	f75r.6|S02	f75r	f75	B	5	3	6	CORE	ODD	1	DAQAF	R1
f75r.6|C006	f75r.6|S02	f75r	f75	B	3	4	6	CORE	ODD	1	KUA	R2
f75r.6|C007	f75r.6|S02	f75r	f75	B	6	5	6	CORE	ODD	1	DAQKBA	R3
f75r.6|C008	f75r.6|S02	f75r	f75	B	4	6	6	LAST	ODD	1	DAQA	R1
f75r.7|C001	f75r.7|S01	f75r	f75	B	5	1	2	FIRST	ODD	0	PKJBA	R3
f75r.7|C002	f75r.7|S01	f75r	f75	B	6	2	2	LAST	ODD	0	DAQLBA	R4
f75r.7|C003	f75r.7|S02	f75r	f75	B	4	1	7	FIRST	ODD	1	AQAF	R4
f75r.7|C004	f75r.7|S02	f75r	f75	B	4	2	7	CORE	ODD	1	KJBA	R2
f75r.7|C005	f75r.7|S02	f75r	f75	B	5	3	7	CORE	ODD	1	DAQAC	R2
f75r.7|C006	f75r.7|S02	f75r	f75	B	2	4	7	CORE	ODD	1	KA	R1
f75r.7|C007	f75r.7|S02	f75r	f75	B	3	5	7	CORE	ODD	1	BAB	R5
f75r.7|C008	f75r.7|S02	f75r	f75	B	4	6	7	CORE	ODD	1	KJBA	R2
f75r.7|C009	f75r.7|S02	f75r	f75	B	4	7	7	LAST	ODD	1	DAQA	R1
f75r.8|C001	f75r.8|S01	f75r	f75	B	3	1	3	FIRST	ODD	1	CAC	R3
f75r.8|C002	f75r.8|S01	f75r	f75	B	3	2	3	CORE	ODD	1	KJA	R1
f75r.8|C003	f75r.8|S01	f75r	f75	B	7	3	3	LAST	ODD	1	DAQACBA	R2
f75r.8|C004	f75r.8|S02	f75r	f75	B	5	1	5	FIRST	ODD	1	BLJUA	R4
f75r.8|C005	f75r.8|S02	f75r	f75	B	5	2	5	CORE	ODD	1	DAQAF	R1
f75r.8|C006	f75r.8|S02	f75r	f75	B	3	3	5	CORE	ODD	1	KUA	R2
f75r.8|C007	f75r.8|S02	f75r	f75	B	5	4	5	CORE	ODD	1	BLJBA	R4
f75r.8|C008	f75r.8|S02	f75r	f75	B	5	5	5	LAST	ODD	1	AQKBA	R5
f75r.9|C001	f75r.9|S01	f75r	f75	B	6	1	3	FIRST	ODD	1	DAQKBA	R3
f75r.9|C002	f75r.9|S01	f75r	f75	B	3	2	3	CORE	ODD	1	KUA	R2
f75r.9|C003	f75r.9|S01	f75r	f75	B	2	3	3	LAST	ODD	1	BA	R2
f75r.9|C004	f75r.9|S02	f75r	f75	B	6	1	6	FIRST	ODD	1	DAQJBA	R1
f75r.9|C005	f75r.9|S02	f75r	f75	B	5	2	6	CORE	ODD	1	DAQAE	R2
f75r.9|C006	f75r.9|S02	f75r	f75	B	4	3	6	CORE	ODD	1	KJUA	R1
f75r.9|C007	f75r.9|S02	f75r	f75	B	5	4	6	CORE	ODD	1	DAQAC	R2
f75r.9|C008	f75r.9|S02	f75r	f75	B	6	5	6	CORE	ODD	1	ABKJBA	R5
f75r.9|C009	f75r.9|S02	f75r	f75	B	3	6	6	LAST	ODD	1	CAB	R4
f75r.10|C001	f75r.10|S01	f75r	f75	B	4	1	3	FIRST	ODD	1	BLAC	R4
f75r.10|C002	f75r.10|S01	f75r	f75	B	5	2	3	CORE	ODD	1	DAQAC	R2
f75r.10|C003	f75r.10|S01	f75r	f75	B	3	3	3	LAST	ODD	1	KBA	R3
f75r.10|C004	f75r.10|S02	f75r	f75	B	3	1	7	FIRST	ODD	1	LJA	R1
f75r.10|C005	f75r.10|S02	f75r	f75	B	5	2	7	CORE	ODD	1	DAQAF	R1
f75r.10|C006	f75r.10|S02	f75r	f75	B	3	3	7	CORE	ODD	1	KUA	R2
f75r.10|C007	f75r.10|S02	f75r	f75	B	2	4	7	CORE	ODD	1	BA	R2
f75r.10|C008	f75r.10|S02	f75r	f75	B	4	5	7	CORE	ODD	1	AQJA	R4
f75r.10|C009	f75r.10|S02	f75r	f75	B	4	6	7	CORE	ODD	1	QJBA	R3
f75r.10|C010	f75r.10|S02	f75r	f75	B	5	7	7	LAST	ODD	1	BKJBA	R4
f75r.11|C001	f75r.11|S01	f75r	f75	B	6	1	3	FIRST	ODD	1	DAQKBA	R3
f75r.11|C002	f75r.11|S01	f75r	f75	B	5	2	3	CORE	ODD	1	DAQAF	R1
f75r.11|C003	f75r.11|S01	f75r	f75	B	3	3	3	LAST	ODD	1	ABA	R5
f75r.11|C004	f75r.11|S02	f75r	f75	B	6	1	7	FIRST	ODD	1	DAQKBA	R3
f75r.11|C005	f75r.11|S02	f75r	f75	B	2	2	7	CORE	ODD	1	BA	R2
f75r.11|C006	f75r.11|S02	f75r	f75	B	5	3	7	CORE	ODD	1	DAQAB	R3
f75r.11|C007	f75r.11|S02	f75r	f75	B	4	4	7	CORE	ODD	1	AQAC	R5
f75r.11|C008	f75r.11|S02	f75r	f75	B	4	5	7	CORE	ODD	1	LJBA	R2
f75r.11|C009	f75r.11|S02	f75r	f75	B	3	6	7	CORE	ODD	1	BAC	R4
f75r.11|C010	f75r.11|S02	f75r	f75	B	5	7	7	LAST	ODD	1	KJQAB	R3
f75r.12|C001	f75r.12|S01	f75r	f75	B	5	1	3	FIRST	ODD	1	CLJUA	R3
f75r.12|C002	f75r.12|S01	f75r	f75	B	5	2	3	CORE	ODD	1	DAQAB	R3
f75r.12|C003	f75r.12|S01	f75r	f75	B	3	3	3	LAST	ODD	1	ABA	R5
f75r.12|C004	f75r.12|S02	f75r	f75	B	3	1	9	FIRST	ODD	1	LJA	R1
f75r.12|C005	f75r.12|S02	f75r	f75	B	1	2	9	CORE	ODD	1	C	R3
f75r.12|C006	f75r.12|S02	f75r	f75	B	2	3	9	CORE	ODD	1	AB	R5
