source_record_id	section	page	legacy_page_id_needs_alias	location	transcriber_code	object_guess	object_class	comments	attribute_tags	certainty	source_url
STOLFI_BEST_0002	herbal	f1r	0	f1r.t1.6	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0004	herbal	f1r	0	f1r.t2.10	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0006	herbal	f1r	0	f1r.t3.21	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0008	herbal	f1r	0	f1r.t4.28	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0010	herbal	f8r	0	f8r.t1.8	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0012	herbal	f8r	0	f8r.t2.13	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0014	herbal	f8r	0	f8r.t3.21	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0016	herbal	f9r	0	f9r.t.10	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0018	herbal	f16r	0	f16r.t1.4	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0020	herbal	f18r	0	f18r.t.14	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0022	herbal	f19v	0	f19v.t.13	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0024	herbal	f22v	0	f22v.t.16	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0026	herbal	f24r	0	f24r.t.20	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0028	herbal	f25r	0	f25r.t.7	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0030	herbal	f27r	0	f27r.t.13	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0032	herbal	f28v	0	f28v.t1.6	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0034	herbal	f31r	0	f31r.t.16	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0036	herbal	f39r	0	f39r.t.16	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0038	herbal	f40v	0	f40v.t.19	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0039	herbal	f41v	0	f41v.t.0	F	title?	T	precedes paragraph		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0042	herbal	f42r	0	f42r.t1.6	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0044	herbal	f42r	0	f42r.t2.15	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0046	herbal	f42r	0	f42r.t3.23	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0048	herbal	f42v	0	f42v.t.15	F	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0049	cosmo	f57v	0	f57v.t.1	V	?	A	outside circle		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0050	cosmo	f57v	0	f57v.x.1	V	nymph?	B	southern side facing away	FACING_AWAY;NYMPH	HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0051	cosmo	f57v	0	f57v.x.2	V	nymph?	B	eastern side facing forward, round object	FACING_FORWARD;NYMPH	HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0052	cosmo	f57v	0	f57v.x.3	V	nymph?	B	western side facing forward	FACING_FORWARD;NYMPH	HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0053	cosmo	f57v	0	f57v.x.4	V	nymph?	B	northern side facing away	FACING_AWAY;NYMPH	HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0054	cosmo	f57v	0	f57v.y.1	V	direction?	B	north		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0055	cosmo	f57v	0	f57v.y.2	V	direction?	B	east		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0056	cosmo	f57v	0	f57v.y.3	V	direction?	B	south		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0057	cosmo	f57v	0	f57v.y.4	V	direction?	B	west		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
STOLFI_BEST_0058	?	f58v	0	f58v.t.1	V	title?	T	-		HEDGED	https://www.ic.unicamp.br/~stolfi/PUB/EXPORT/voynich/Notes/107/work/Notes/614/labtit-best.idx
