ensemble	physical_folio	groups	noninitial_positions	observed_favored	null_mean_favored	favored_residual	favored_abs_contribution_fraction	observed_disfavored	null_mean_disfavored	disfavored_residual	disfavored_abs_contribution_fraction	deletion_favored_upper_p	deletion_disfavored_lower_p
SECTION_KIND_LENGTH	f49	19	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f57	6	32	3	3.3485532901965573	-0.34855329019655734	0.0010890258615987361	2	8.378830423635698	-6.378830423635698	0.0045337179272364695	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f65	25	77	21	11.775851544377975	9.224148455622025	0.02882008720598686	4	12.67769503113173	-8.67769503113173	0.0061676230463748784	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f66	42	39	6	4.476132340373581	1.5238676596264193	0.0047611981802015485	2	8.071053595409596	-6.071053595409596	0.0043149672737395	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f67	169	557	80	61.70699548284703	18.293004517152973	0.05715497619973078	48	197.69747283603957	-149.69747283603957	0.10639663875433782	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f68	245	912	223	109.19338298132097	113.80661701867903	0.3555793407788881	53	322.9247955072641	-269.9247955072641	0.19184753365796822	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f69	146	430	92	60.10108655841778	31.898913441582224	0.09966551076075798	22	151.60578683921378	-129.60578683921378	0.09211658568148985	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f70	120	416	85	58.3202295202051	26.679770479794897	0.08335873122193278	23	133.43840800879013	-110.43840800879013	0.07849347874018713	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f71	47	189	35	27.956659748504457	7.043340251495543	0.02200633275213809	12	58.86997924551337	-46.86997924551337	0.03331257472642936	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f72	170	674	124	105.23745574410938	18.762544255890617	0.058622014190521946	39	204.49566597485045	-165.49566597485045	0.11762511587233396	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f73	63	238	55	38.663899401782444	16.336100598217556	0.051040792124226	7	70.4261994872421	-63.4261994872421	0.045079815353970404	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f75	36	97	19	13.024539128311561	5.975460871688439	0.018669832152697064	5	35.65388841411305	-30.653888414113048	0.021787079168560087	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f76	9	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f77	18	76	15	8.641069466487608	6.3589305335123925	0.01986795132302338	2	29.27737760957148	-27.27737760957148	0.01938724306234602	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f78	4	22	6	2.036747649859602	3.963252350140398	0.012382853430851052	3	10.044683188865829	-7.044683188865829	0.0050069690435286035	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f80	8	32	6	4.797216457087047	1.202783542912953	0.0037579974740703124	0	12.125381516298376	-12.125381516298376	0.008618046868173532	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f81	2	7	1	1.1456476620681235	-0.14564766206812352	0.0004550640465454611	0	2.346599926748871	-2.346599926748871	0.001667832729418978	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f82	24	98	19	12.277499694786961	6.722500305213039	0.021003894936277683	4	38.652667561958246	-34.652667561958246	0.024629189007766644	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f83	8	40	4	3.9023318276156758	0.09766817238432424	0.0003051561083288926	4	17.230863142473446	-13.230863142473446	0.009403761730297711	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f84	12	37	7	4.475033573434257	2.5249664265657428	0.007889048290572697	0	14.919301672567451	-14.919301672567451	0.010603809940477434	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f88	27	118	18	9.633011842265901	8.366988157734099	0.026141960910265414	9	48.87315346111586	-39.87315346111586	0.028339620064563115	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f89	53	225	32	18.009400561591992	13.990599438408008	0.04371246818270764	15	92.45891832499085	-77.45891832499085	0.05505349151987624	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f99	58	227	29	18.32840922964229	10.67159077035771	0.033342500731421046	16	93.9251617629105	-77.9251617629105	0.05538487142693888	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f100	31	129	19	11.089366377731658	7.910633622268342	0.02471611899409866	9	53.63630814308387	-44.63630814308387	0.031725005525167736	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f101	13	53	5	5.055060432181663	-0.05506043218166301	0.0001720317560704139	1	21.635819802221953	-20.635819802221953	0.014666793121493733	0.0001220703125	0.0001220703125
SECTION_KIND_LENGTH	f102	27	132	18	9.843242583323159	8.156757416676841	0.025485112387087474	7	54.60957148089366	-47.60957148089366	0.0338382357573237	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f49	19	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f57	6	32	3	3.0	0.0	0.0	2	2.0	0.0	0.0	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f65	25	77	21	11.818215114149677	9.181784885850323	0.032947194157051156	4	12.652545476742766	-8.652545476742766	0.007261254237131849	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f66	42	39	6	4.500671468685142	1.499328531314858	0.005380072484878542	2	8.02685874740569	-6.02685874740569	0.005057766380289403	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f67	169	557	80	51.51349041631058	28.48650958368942	0.1022187487268272	48	195.45623245025027	-147.45623245025027	0.12374591911118715	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f68	245	912	223	120.26284946892932	102.73715053107068	0.3686539041995757	53	299.009156391161	-246.009156391161	0.2064519665363275	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f69	146	430	92	67.62568672933708	24.374313270662924	0.08746286716114329	22	137.50042729825418	-115.50042729825418	0.09692846681525977	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f70	120	416	85	70.3376877060188	14.662312293981202	0.05261308731873854	23	109.7327554633134	-86.7327554633134	0.07278651002747316	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f71	47	189	35	32.02356244658772	2.976437553412282	0.010680414231849103	12	44.00256378952509	-32.00256378952509	0.026856692350289715	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f72	170	674	124	101.41508973263338	22.584910267366624	0.08104191427368586	39	188.6160419973141	-149.6160419973141	0.12555844078670672	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f73	63	238	55	43.717616896593825	11.282383103406175	0.040484815456197816	7	61.01623733365889	-54.01623733365889	0.045330664053395156	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f75	36	97	19	13.039921865462093	5.960078134537907	0.02138667524137167	5	35.6554755219143	-30.655475521914298	0.025726209948634463	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f76	9	0	0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f77	18	76	15	9.847881821511415	5.152118178488585	0.018487455332168334	2	27.559516542546696	-25.559516542546696	0.021449658749840554	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f78	4	22	6	6.0	0.0	0.0	3	3.0	0.0	0.0	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f80	8	32	6	6.762544255890612	-0.7625442558906119	0.0027362537855672485	0	2.24990843608839	-2.24990843608839	0.001888133059643346	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f81	2	7	1	1.0	0.0	0.0	0	0.0	0.0	0.0	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f82	24	98	19	13.820412648028324	5.179587351971676	0.018586023552109518	4	32.64473202295202	-28.64473202295202	0.024038785156604188	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f83	8	40	4	3.501159809547064	0.49884019045293604	0.0017899988741318876	4	10.00879013551459	-6.008790135514589	0.005042603121684638	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f84	12	37	7	4.3486753754120375	2.6513246245879625	0.009513804588723009	0	7.827615675741668	-7.827615675741668	0.006568969518264299	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f88	27	118	18	12.554388963496521	5.445611036503479	0.019540602002117685	9	35.374069100231964	-26.374069100231964	0.02213323484045537	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f89	53	225	32	19.820046392381883	12.179953607618117	0.043705586802898176	15	76.26284946892932	-61.26284946892932	0.05141205284395624	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f99	58	227	29	20.474301062141375	8.525698937858625	0.030592946983878187	16	93.53461115858869	-77.53461115858869	0.06506738685314742	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f100	31	129	19	8.912342815285069	10.087657184714931	0.036197755010222626	9	42.12318398241973	-33.12318398241973	0.027797121747135247	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f101	13	53	5	4.331583445244781	0.6684165547552192	0.002398493351902126	1	14.187034550115982	-13.187034550115982	0.011066617420227685	0.0001220703125	0.0001220703125
FOLIO_KIND_LENGTH	f102	27	132	18	14.215114149676474	3.7848858503235263	0.013581386464962507	7	40.164204614821145	-33.164204614821145	0.02783154644234606	0.0001220703125	0.0001220703125
