pair_id	left_family	right_family	observed_physical_count	structural_label	left_member_examples	right_member_examples	forward_observed	forward_expected	forward_opportunities	forward_log_observed_expected	forward_eligible_folios	forward_positive_folios	forward_negative_folios	forward_zero_folios	forward_positive_fraction	forward_negative_fraction	forward_currier_A_observed	forward_currier_A_expected	forward_currier_A_opportunities	forward_currier_A_log_observed_expected	forward_currier_B_observed	forward_currier_B_expected	forward_currier_B_opportunities	forward_currier_B_log_observed_expected	reversed_observed	reversed_expected	reversed_opportunities	reversed_log_observed_expected	reversed_eligible_folios	reversed_positive_folios	reversed_negative_folios	reversed_zero_folios	reversed_positive_fraction	reversed_negative_fraction	reversed_currier_A_observed	reversed_currier_A_expected	reversed_currier_A_opportunities	reversed_currier_A_log_observed_expected	reversed_currier_B_observed	reversed_currier_B_expected	reversed_currier_B_opportunities	reversed_currier_B_log_observed_expected
AA	A	A	279	DISFAVORED_ADJACENCY	A1=o;A2=y;A3=a;A4=u	A1=o;A2=y;A3=a;A4=u	279	7660.677267182369	22880	-3.3109186485630344	94	0	94	0	0.0	1.0	134	2679.2761473800942	7489	-2.9919243438774465	145	4981.401119802436	15391	-3.533390761523136	279	7656.422915868718	26047	-3.3103631813220322	94	0	94	0	0.0	1.0	134	2676.6174173117465	8353	-2.990931705045052	145	4979.80549855727	17694	-3.5330704266174395
AB	A	B	6990	UNRESOLVED	A1=o;A2=y;A3=a;A4=u	B1=d;B2=l;B3=m;B4=g	6990	3864.8699037875635	22880	0.5924947009606436	94	88	6	0	0.9361702127659575	0.06382978723404255	2520	1329.1932993807823	7489	0.6395089808689453	4470	2535.6766044069486	15391	0.5668425860812056	6990	3859.369563836763	11555	0.5939186932920908	93	93	0	0	1.0	0.0	2520	1327.3647885464072	2789	0.6408850645235012	4470	2532.004775290384	8766	0.5682914164510016
AC	A	C	3619	UNRESOLVED	A1=o;A2=y;A3=a;A4=u	C1=r;C2=s;Cd=@206;;Cf={c'}	3619	2050.1296040310995	22880	0.568189024836029	94	87	7	0	0.925531914893617	0.07446808510638298	1330	819.2698977929726	7489	0.4842864019860793	2289	1230.8597062381593	15391	0.6202144420669298	3619	2037.4788544112657	4028	0.5743773356612398	92	92	0	0	1.0	0.0	1330	813.2443730897953	1478	0.4916638117086782	2289	1224.2344813214609	2550	0.625609382553651
AD	A	D	19	UNRESOLVED	A1=o;A2=y;A3=a;A4=u	D1=q;Da=q';Dc={q@207;}	19	18.456762708145185	22880	0.028253726562399824	94	12	82	0	0.1276595744680851	0.8723404255319149	5	8.432651277339486	7489	-0.4849651541439507	14	10.024111430804771	15391	0.32047969804866805	19	6.021888373089316	20	1.0952505037907319	0	0	0	0	0.0	0.0	5	2.0276079688031112	6	0.777474703610964	14	3.9942804042862043	14	1.1713430823526172
AE	A	E	130	UNRESOLVED	A1=o;A2=y;A3=a;A4=u	E1=i;E2=n;Ea=I;Eb=@172;	130	69.1984769540724	22880	0.6271947606830448	94	51	43	0	0.5425531914893617	0.4574468085106383	64	42.81501131424465	7489	0.39816596725119263	66	26.383465639828625	15391	0.9056905102644763	130	56.68149461377976	131	0.8251429014592357	5	5	0	0	1.0	0.0	64	36.315059060165474	64	0.5607582487404356	66	20.36643555361428	67	1.1590600339905872
AF	A	F	1424	UNRESOLVED	A1=o;A2=y;A3=a;A4=u	F1=in;F2=ii;F3=ir	1424	720.0526057439263	22880	0.6815577283338162	94	66	28	0	0.7021276595744681	0.2978723404255319	245	149.66793375723026	7489	0.4915427209949061	1179	570.38467198667	15391	0.7256586850964748	1424	708.7668644630131	1425	0.6973443026494031	56	56	0	0	1.0	0.0	245	143.56620908631643	245	0.533023968005815	1179	565.2006553766959	1180	0.7347808379758759
AG	A	G	2572	UNRESOLVED	A1=o;A2=y;A3=a;A4=u	G1=iin;G2=iii;G3=iir	2572	1465.1695832133098	22880	0.562565997286197	94	81	13	0	0.8617021276595744	0.13829787234042554	940	600.8082256520529	7489	0.4473039910085658	1632	864.3613575613268	15391	0.6352986473408856	2572	1452.840063978554	2581	0.571013788866054	91	91	0	0	1.0	0.0	940	593.9622275088484	943	0.45875447119926405	1632	858.877836469707	1638	0.6416591796818016
AH	A	H	94	UNRESOLVED	A1=o;A2=y;A3=a;A4=u	H1=iiin;H2=iiiin;H3=iiir	94	71.20956036911909	22880	0.2759757573014697	94	34	60	0	0.3617021276595745	0.6382978723404256	18	17.690092867037393	7489	0.016893634177649507	76	53.51946750207965	15391	0.34794624993830753	94	58.825710048534305	94	0.4655570634583564	5	5	0	0	1.0	0.0	18	11.179550465158647	18	0.45993124299689747	76	47.64615958337567	76	0.4630493652007584
AJ	A	J	66	DISFAVORED_ADJACENCY	A1=o;A2=y;A3=a;A4=u	J1=e;J2=b;Ja=c;Jb=h	66	1631.9803567140627	22880	-3.2006538807756884	94	1	93	0	0.010638297872340425	0.9893617021276596	30	328.819281049436	7489	-2.3793010556778187	36	1303.1610756645466	15391	-3.575619536815162	66	1621.375469771856	5764	-3.19413650833979	85	0	85	0	0.0	1.0	30	324.0065409206214	1080	-2.3645790092478816	36	1297.3689288512344	4684	-3.5711666522634564
AK	A	K	331	DISFAVORED_ADJACENCY	A1=o;A2=y;A3=a;A4=u	K1=ch;K2=ee;K3={ee};Ka={oh}	331	1432.3886418771642	22880	-1.4638199053970433	94	2	92	0	0.02127659574468085	0.9787234042553191	150	472.15647821949744	7489	-1.1444057787548252	181	960.2321636576222	15391	-1.666440010548327	331	1421.3852905651406	5410	-1.4561111298077472	92	2	90	0	0.021739130434782608	0.9782608695652174	150	464.3470931036641	1509	-1.1277454352861862	181	957.0381974614724	3901	-1.6631099594643486
