event_id	edition	source_group_id	physical_event_key	locus	source_group_index	source_group_count	collapsed_page	panel_page	physical_folio	section	currier	paragraph_id	paragraph_number	line_index_side	line_count_side	line_fraction	line_quartile	group_index_line	group_count_line	group_fraction	masked_template	primary_query	common_primary_query
IT2a|f100r.12|G001	IT2a	IT2a|f100r.12|G001	f100r.12|G001|pchXol	f100r.12	1	10	f100r	f100r	f100	P	A	f100r|P001	1	1	10	0.050000000000	0	1	10	0.050000000000	pchXol	0	0
IT2a|f100r.12|G002	IT2a	IT2a|f100r.12|G002	f100r.12|G002|shXod	f100r.12	2	10	f100r	f100r	f100	P	A	f100r|P001	1	1	10	0.050000000000	0	2	10	0.150000000000	shXod	0	0
IT2a|f100r.12|G004	IT2a	IT2a|f100r.12|G004	f100r.12|G004|shXdol	f100r.12	4	10	f100r	f100r	f100	P	A	f100r|P001	1	1	10	0.050000000000	0	4	10	0.350000000000	shXdol	0	0
IT2a|f100r.12|G008	IT2a	IT2a|f100r.12|G008	f100r.12|G008|shXey	f100r.12	8	10	f100r	f100r	f100	P	A	f100r|P001	1	1	10	0.050000000000	0	8	10	0.750000000000	shXey	0	0
IT2a|f100r.13|G001	IT2a	IT2a|f100r.13|G001	f100r.13|G001|dshXor	f100r.13	1	9	f100r	f100r	f100	P	A	f100r|P001	1	2	10	0.150000000000	0	1	9	0.055555555556	dshXor	0	0
IT2a|f100r.13|G009	IT2a	IT2a|f100r.13|G009	f100r.13|G009|deeamshXl	f100r.13	9	9	f100r	f100r	f100	P	A	f100r|P001	1	2	10	0.150000000000	0	9	9	0.944444444444	deeamshXl	0	0
IT2a|f100r.14|G001	IT2a	IT2a|f100r.14|G001	f100r.14|G001|shXr	f100r.14	1	10	f100r	f100r	f100	P	A	f100r|P001	1	3	10	0.250000000000	0	1	10	0.050000000000	shXr	0	0
IT2a|f100r.14|G010	IT2a	IT2a|f100r.14|G010	f100r.14|G010|ykechX	f100r.14	10	10	f100r	f100r	f100	P	A	f100r|P001	1	3	10	0.250000000000	0	10	10	0.950000000000	ykechX	0	0
IT2a|f100r.15|G001	IT2a	IT2a|f100r.15|G001	f100r.15|G001|dchXor	f100r.15	1	7	f100r	f100r	f100	P	A	f100r|P001	1	4	10	0.350000000000	1	1	7	0.071428571429	dchXor	0	0
IT2a|f100r.15|G002	IT2a	IT2a|f100r.15|G002	f100r.15|G002|shXl	f100r.15	2	7	f100r	f100r	f100	P	A	f100r|P001	1	4	10	0.350000000000	1	2	7	0.214285714286	shXl	0	0
IT2a|f100r.15|G004	IT2a	IT2a|f100r.15|G004	f100r.15|G004|chXr	f100r.15	4	7	f100r	f100r	f100	P	A	f100r|P001	1	4	10	0.350000000000	1	4	7	0.500000000000	chXr	0	0
IT2a|f100r.15|G005	IT2a	IT2a|f100r.15|G005	f100r.15|G005|chXl	f100r.15	5	7	f100r	f100r	f100	P	A	f100r|P001	1	4	10	0.350000000000	1	5	7	0.642857142857	chXl	0	0
IT2a|f100r.22|G001	IT2a	IT2a|f100r.22|G001	f100r.22|G001|folshXdy	f100r.22	1	9	f100r	f100r	f100	P	A	f100r|P002	2	5	10	0.450000000000	1	1	9	0.055555555556	folshXdy	0	0
IT2a|f100r.22|G002	IT2a	IT2a|f100r.22|G002	f100r.22|G002|chXl	f100r.22	2	9	f100r	f100r	f100	P	A	f100r|P002	2	5	10	0.450000000000	1	2	9	0.166666666667	chXl	0	0
IT2a|f100r.22|G007	IT2a	IT2a|f100r.22|G007	f100r.22|G007|shXy	f100r.22	7	9	f100r	f100r	f100	P	A	f100r|P002	2	5	10	0.450000000000	1	7	9	0.722222222222	shXy	0	0
IT2a|f100r.23|G002	IT2a	IT2a|f100r.23|G002	f100r.23|G002|chXl	f100r.23	2	12	f100r	f100r	f100	P	A	f100r|P002	2	6	10	0.550000000000	2	2	12	0.125000000000	chXl	0	0
IT2a|f100r.23|G004	IT2a	IT2a|f100r.23|G004	f100r.23|G004|shXl	f100r.23	4	12	f100r	f100r	f100	P	A	f100r|P002	2	6	10	0.550000000000	2	4	12	0.291666666667	shXl	0	0
IT2a|f100r.23|G005	IT2a	IT2a|f100r.23|G005	f100r.23|G005|shXl	f100r.23	5	12	f100r	f100r	f100	P	A	f100r|P002	2	6	10	0.550000000000	2	5	12	0.375000000000	shXl	0	0
IT2a|f100r.23|G007	IT2a	IT2a|f100r.23|G007	f100r.23|G007|chXr	f100r.23	7	12	f100r	f100r	f100	P	A	f100r|P002	2	6	10	0.550000000000	2	7	12	0.541666666667	chXr	0	0
IT2a|f100r.23|G008	IT2a	IT2a|f100r.23|G008	f100r.23|G008|chXl	f100r.23	8	12	f100r	f100r	f100	P	A	f100r|P002	2	6	10	0.550000000000	2	8	12	0.625000000000	chXl	0	0
IT2a|f100r.23|G009	IT2a	IT2a|f100r.23|G009	f100r.23|G009|shX	f100r.23	9	12	f100r	f100r	f100	P	A	f100r|P002	2	6	10	0.550000000000	2	9	12	0.708333333333	shX	0	0
IT2a|f100r.24|G001	IT2a	IT2a|f100r.24|G001	f100r.24|G001|saiichXr	f100r.24	1	10	f100r	f100r	f100	P	A	f100r|P002	2	7	10	0.650000000000	2	1	10	0.050000000000	saiichXr	0	0
IT2a|f100r.24|G002	IT2a	IT2a|f100r.24|G002	f100r.24|G002|shXor	f100r.24	2	10	f100r	f100r	f100	P	A	f100r|P002	2	7	10	0.650000000000	2	2	10	0.150000000000	shXor	0	0
IT2a|f100r.24|G005	IT2a	IT2a|f100r.24|G005	f100r.24|G005|ykshXey	f100r.24	5	10	f100r	f100r	f100	P	A	f100r|P002	2	7	10	0.650000000000	2	5	10	0.450000000000	ykshXey	0	0
IT2a|f100r.24|G006	IT2a	IT2a|f100r.24|G006	f100r.24|G006|chXl	f100r.24	6	10	f100r	f100r	f100	P	A	f100r|P002	2	7	10	0.650000000000	2	6	10	0.550000000000	chXl	0	0
IT2a|f100r.24|G007	IT2a	IT2a|f100r.24|G007	f100r.24|G007|shXody	f100r.24	7	10	f100r	f100r	f100	P	A	f100r|P002	2	7	10	0.650000000000	2	7	10	0.650000000000	shXody	0	0
IT2a|f100r.24|G009	IT2a	IT2a|f100r.24|G009	f100r.24|G009|chXol	f100r.24	9	10	f100r	f100r	f100	P	A	f100r|P002	2	7	10	0.650000000000	2	9	10	0.850000000000	chXol	0	0
