array	edition	locus	source_group_count	surface
F69R_INNER_STAR	ZL3b	f69r.45	1	d
F69R_INNER_STAR	ZL3b	f69r.46	1	o
F69R_INNER_STAR	ZL3b	f69r.47	1	l
F69R_INNER_STAR	ZL3b	f69r.48	1	s
F69R_INNER_STAR	ZL3b	f69r.49	1	e[d:g]
F69R_INNER_STAR	ZL3b	f69r.44	1	y
F69R_INNER_STAR	IT2a	f69r.45	1	d
F69R_INNER_STAR	IT2a	f69r.46	1	o
F69R_INNER_STAR	IT2a	f69r.47	1	l
F69R_INNER_STAR	IT2a	f69r.48	1	s
F69R_INNER_STAR	IT2a	f69r.49	1	em
F69R_INNER_STAR	IT2a	f69r.44	1	y
F69R_INNER_STAR	RF1b	f69r.45	1	d
F69R_INNER_STAR	RF1b	f69r.46	1	o
F69R_INNER_STAR	RF1b	f69r.47	1	l
F69R_INNER_STAR	RF1b	f69r.48	1	s
F69R_INNER_STAR	RF1b	f69r.49	1	ed
F69R_INNER_STAR	RF1b	f69r.44	1	y
F69R_OUTER_RADIAL	ZL3b	f69r.21	2	chodchy.chotal
F69R_OUTER_RADIAL	ZL3b	f69r.22	3	okeo.sho.qotam
F69R_OUTER_RADIAL	ZL3b	f69r.23	2	okeodar.oteody
F69R_OUTER_RADIAL	ZL3b	f69r.24	4	ykeeos.al,dair,dar
F69R_OUTER_RADIAL	ZL3b	f69r.25	3	ykeey.dal.oky
F69R_OUTER_RADIAL	ZL3b	f69r.26	4	doly.dal.dar.chyky
F69R_OUTER_RADIAL	ZL3b	f69r.27	3	okchol.qokol.daly
F69R_OUTER_RADIAL	ZL3b	f69r.28	2	ykechody.otar
F69R_OUTER_RADIAL	ZL3b	f69r.29	3	dary.dar.aloly
F69R_OUTER_RADIAL	ZL3b	f69r.30	3	okeeocthy.okar.ar
F69R_OUTER_RADIAL	ZL3b	f69r.31	3	chey.ar.cthorary
F69R_OUTER_RADIAL	ZL3b	f69r.32	3	sair.chekey.sairam
F69R_OUTER_RADIAL	ZL3b	f69r.33	4	okeeo.dal.okar.a[r:s]
F69R_OUTER_RADIAL	ZL3b	f69r.34	3	sol.aiir.okeytam
F69R_OUTER_RADIAL	ZL3b	f69r.35	3	okeos.ar,ald
F69R_OUTER_RADIAL	ZL3b	f69r.36	3	docheeo.kody.sar
F69R_OUTER_RADIAL	ZL3b	f69r.37	2	dchokey.shkchodyal
F69R_OUTER_RADIAL	ZL3b	f69r.38	4	chor.al.[a:y]lchy.ral
F69R_OUTER_RADIAL	ZL3b	f69r.39	4	sair,al.okody.otedy
F69R_OUTER_RADIAL	ZL3b	f69r.40	3	okody.cheody.sar
F69R_OUTER_RADIAL	ZL3b	f69r.41	2	chokeod.okeey
F69R_OUTER_RADIAL	ZL3b	f69r.42	3	dkochy.cthody.dy
F69R_OUTER_RADIAL	IT2a	f69r.21	2	chodchy.chotal
F69R_OUTER_RADIAL	IT2a	f69r.22	3	okeo.sho.qotam
F69R_OUTER_RADIAL	IT2a	f69r.23	2	okeodar.oteody
F69R_OUTER_RADIAL	IT2a	f69r.24	4	ykeeos.al.dair.dar
F69R_OUTER_RADIAL	IT2a	f69r.25	3	ykeey.dal.oky
F69R_OUTER_RADIAL	IT2a	f69r.26	4	doly.dal.dar.chyky
F69R_OUTER_RADIAL	IT2a	f69r.27	3	okchol.qokol.dalo
F69R_OUTER_RADIAL	IT2a	f69r.28	2	ykechody.otar
F69R_OUTER_RADIAL	IT2a	f69r.29	3	dary.dar.aloly
F69R_OUTER_RADIAL	IT2a	f69r.30	3	okchocthy.okar.ar
F69R_OUTER_RADIAL	IT2a	f69r.31	4	cheg.ar.ithor.ary
F69R_OUTER_RADIAL	IT2a	f69r.32	3	sair.chekey.dairam
F69R_OUTER_RADIAL	IT2a	f69r.33	4	okcho.dal.okar.ar
F69R_OUTER_RADIAL	IT2a	f69r.34	3	sol.aiir.okeytam
F69R_OUTER_RADIAL	IT2a	f69r.35	3	okeos.ar.alg
F69R_OUTER_RADIAL	IT2a	f69r.36	3	docheeo.kody.sar
F69R_OUTER_RADIAL	IT2a	f69r.37	3	dchokey.shkchody.al
F69R_OUTER_RADIAL	IT2a	f69r.38	4	chor.al.ylcho.ral
F69R_OUTER_RADIAL	IT2a	f69r.39	4	soir.al.okody.otedy
F69R_OUTER_RADIAL	IT2a	f69r.40	3	okody.cheody.sar
F69R_OUTER_RADIAL	IT2a	f69r.41	2	chokeod.okeea
F69R_OUTER_RADIAL	IT2a	f69r.42	3	dkochy.cthody.dy
F69R_OUTER_RADIAL	RF1b	f69r.21	2	cho@152;chy.chotal
F69R_OUTER_RADIAL	RF1b	f69r.22	3	okeo.sho.qotam
F69R_OUTER_RADIAL	RF1b	f69r.23	2	okeo@152;ar.oteody
F69R_OUTER_RADIAL	RF1b	f69r.24	3	ykeeos.aldair.@152;ar
F69R_OUTER_RADIAL	RF1b	f69r.25	3	ykeey.dal.oky
F69R_OUTER_RADIAL	RF1b	f69r.26	4	doly.dal.dar.chyky
F69R_OUTER_RADIAL	RF1b	f69r.27	3	okchol.qokol.daly
F69R_OUTER_RADIAL	RF1b	f69r.28	2	ykechody.otar
F69R_OUTER_RADIAL	RF1b	f69r.29	3	dary.dar.aloly
F69R_OUTER_RADIAL	RF1b	f69r.30	3	okeeocthy.okar.ar
F69R_OUTER_RADIAL	RF1b	f69r.31	3	chey.ar.cthorary
F69R_OUTER_RADIAL	RF1b	f69r.32	3	sair.chekey.sairam
F69R_OUTER_RADIAL	RF1b	f69r.33	4	okeeo.dal.okar.ar
F69R_OUTER_RADIAL	RF1b	f69r.34	3	sol.aiir.okeytam
F69R_OUTER_RADIAL	RF1b	f69r.35	3	okeos.ar.al@152;
F69R_OUTER_RADIAL	RF1b	f69r.36	3	docheeo.kody.sar
F69R_OUTER_RADIAL	RF1b	f69r.37	2	dchokey.shkchodyal
F69R_OUTER_RADIAL	RF1b	f69r.38	4	chor.al.ylch@221;.ral
F69R_OUTER_RADIAL	RF1b	f69r.39	4	sair.al.okody.ote@152;y
F69R_OUTER_RADIAL	RF1b	f69r.40	3	okody.cheody.sar
F69R_OUTER_RADIAL	RF1b	f69r.41	2	chokeod.okeey
F69R_OUTER_RADIAL	RF1b	f69r.42	3	dkochy.cthody.dy
F70R1_INNER_STAR	ZL3b	f70r1.15	1	okeody
F70R1_INNER_STAR	ZL3b	f70r1.16	1	otody
F70R1_INNER_STAR	ZL3b	f70r1.17	1	ypolol
F70R1_INNER_STAR	ZL3b	f70r1.18	1	chodal
F70R1_INNER_STAR	ZL3b	f70r1.19	1	okasd
F70R1_INNER_STAR	ZL3b	f70r1.14	1	ykeal
F70R1_INNER_STAR	IT2a	f70r1.15	1	okeody
F70R1_INNER_STAR	IT2a	f70r1.16	1	otody
F70R1_INNER_STAR	IT2a	f70r1.17	1	ypolol
F70R1_INNER_STAR	IT2a	f70r1.18	1	chodal
F70R1_INNER_STAR	IT2a	f70r1.19	1	okosd
F70R1_INNER_STAR	IT2a	f70r1.14	1	ykeal
F70R1_INNER_STAR	RF1b	f70r1.15	1	okeody
F70R1_INNER_STAR	RF1b	f70r1.16	1	otody
F70R1_INNER_STAR	RF1b	f70r1.17	1	ypolol
F70R1_INNER_STAR	RF1b	f70r1.18	1	cho@152;al
F70R1_INNER_STAR	RF1b	f70r1.19	1	okos@152;
F70R1_INNER_STAR	RF1b	f70r1.14	1	ykeal
F70R1_OUTER_RADIAL	ZL3b	f70r1.6	3	otchy.dar.yky
F70R1_OUTER_RADIAL	ZL3b	f70r1.7	2	opar.ykchy
F70R1_OUTER_RADIAL	ZL3b	f70r1.8	3	y,saikchy.dam
F70R1_OUTER_RADIAL	ZL3b	f70r1.9	2	otair,oroldy
F70R1_OUTER_RADIAL	ZL3b	f70r1.10	2	dchal.daim
F70R1_OUTER_RADIAL	ZL3b	f70r1.11	2	yteody.sam
F70R1_OUTER_RADIAL	ZL3b	f70r1.12	2	okchy,daldy
F70R1_OUTER_RADIAL	ZL3b	f70r1.4	1	yfcheodly
F70R1_OUTER_RADIAL	ZL3b	f70r1.5	2	ytcheos,aly
F70R1_OUTER_RADIAL	IT2a	f70r1.6	3	otcho.dar.yky
F70R1_OUTER_RADIAL	IT2a	f70r1.7	2	opar.ykchy
F70R1_OUTER_RADIAL	IT2a	f70r1.8	3	y.saimchy.dam
F70R1_OUTER_RADIAL	IT2a	f70r1.9	2	otair.orolgy
F70R1_OUTER_RADIAL	IT2a	f70r1.10	2	dchal.dam
F70R1_OUTER_RADIAL	IT2a	f70r1.11	2	yteody.sam
F70R1_OUTER_RADIAL	IT2a	f70r1.12	3	okchy.dal.dy
F70R1_OUTER_RADIAL	IT2a	f70r1.4	1	yfcheodly
F70R1_OUTER_RADIAL	IT2a	f70r1.5	2	ytcheas.aly
F70R1_OUTER_RADIAL	RF1b	f70r1.6	3	otcho.dar.yky
F70R1_OUTER_RADIAL	RF1b	f70r1.7	2	opar.ykchy
F70R1_OUTER_RADIAL	RF1b	f70r1.8	2	ysaikchy.dam
F70R1_OUTER_RADIAL	RF1b	f70r1.9	1	otairorol@152;y
F70R1_OUTER_RADIAL	RF1b	f70r1.10	2	@152;chal.@152;aim
F70R1_OUTER_RADIAL	RF1b	f70r1.11	2	yteody.sam
F70R1_OUTER_RADIAL	RF1b	f70r1.12	1	okchydal@152;y
F70R1_OUTER_RADIAL	RF1b	f70r1.4	1	yfcheodly
F70R1_OUTER_RADIAL	RF1b	f70r1.5	2	ytcheos.aly
F70V2_INNER_LABEL_BAND	ZL3b	f70v2.23	2	otar,al
F70V2_INNER_LABEL_BAND	ZL3b	f70v2.24	1	otalar
F70V2_INNER_LABEL_BAND	ZL3b	f70v2.25	1	otalam
F70V2_INNER_LABEL_BAND	ZL3b	f70v2.26	1	dolaram
F70V2_INNER_LABEL_BAND	ZL3b	f70v2.27	1	okaram
F70V2_INNER_LABEL_BAND	ZL3b	f70v2.28	1	oteosal
F70V2_INNER_LABEL_BAND	ZL3b	f70v2.29	1	salols
F70V2_INNER_LABEL_BAND	ZL3b	f70v2.30	1	okaldal
F70V2_INNER_LABEL_BAND	ZL3b	f70v2.31	1	ykolaiin
F70V2_INNER_LABEL_BAND	ZL3b	f70v2.22	2	otar.am
F70V2_INNER_LABEL_BAND	IT2a	f70v2.23	1	otaral
F70V2_INNER_LABEL_BAND	IT2a	f70v2.24	1	otalar
F70V2_INNER_LABEL_BAND	IT2a	f70v2.25	1	otalam
F70V2_INNER_LABEL_BAND	IT2a	f70v2.26	1	dolaram
F70V2_INNER_LABEL_BAND	IT2a	f70v2.27	1	okaram
F70V2_INNER_LABEL_BAND	IT2a	f70v2.28	1	oteosal
F70V2_INNER_LABEL_BAND	IT2a	f70v2.29	1	salols
F70V2_INNER_LABEL_BAND	IT2a	f70v2.30	1	okaldal
F70V2_INNER_LABEL_BAND	IT2a	f70v2.31	1	ykolaiin
F70V2_INNER_LABEL_BAND	IT2a	f70v2.22	2	sar.am
F70V2_INNER_LABEL_BAND	RF1b	f70v2.23	1	otaral
F70V2_INNER_LABEL_BAND	RF1b	f70v2.24	1	otalar
F70V2_INNER_LABEL_BAND	RF1b	f70v2.25	1	otalam
F70V2_INNER_LABEL_BAND	RF1b	f70v2.26	1	dolaram
F70V2_INNER_LABEL_BAND	RF1b	f70v2.27	1	okaram
F70V2_INNER_LABEL_BAND	RF1b	f70v2.28	1	oteosal
F70V2_INNER_LABEL_BAND	RF1b	f70v2.29	1	salols
F70V2_INNER_LABEL_BAND	RF1b	f70v2.30	1	okaldal
F70V2_INNER_LABEL_BAND	RF1b	f70v2.31	1	ykolaiin
F70V2_INNER_LABEL_BAND	RF1b	f70v2.22	2	atar.am
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.5	1	oty
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.6	2	oky.ody
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.7	2	oty.ar
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.8	1	okala
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.9	1	otody
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.10	1	otald
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.11	1	otaldar
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.12	1	okody
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.13	1	opysam
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.14	1	ch{ckhh}y
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.15	1	otaly
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.16	2	otal.arar
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.17	1	otaldy
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.18	1	okeoly
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.19	1	okydy
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.20	1	okee[s:r]
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.2	1	otalalg
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.3	1	ykary
F70V2_OUTER_LABEL_BAND	ZL3b	f70v2.4	1	otar?
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.5	1	oty
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.6	2	oky.ody
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.7	2	oty.or
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.8	1	okaly
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.9	1	otody
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.10	1	otald
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.11	2	otal.dar
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.12	1	okody
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.13	2	opys.am
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.14	1	chckhhy
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.15	1	otaly
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.16	2	otal.rar
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.17	2	otal.dy
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.18	1	okeoly
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.19	1	okydy
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.20	1	okees
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.2	1	otalalg
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.3	1	okasy
F70V2_OUTER_LABEL_BAND	IT2a	f70v2.4	1	otar
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.5	1	oty
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.6	2	oky.o@152;y
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.7	2	oty.ar
F70V2_OUTER_LABEL_BAND	RF1b	f70v2.8	1	okaly
