page_order	page	section	currier	hand	quire	P_count	L_count	C_count	R_count	paragraph_start_count	layout_template_id	catalogue_match_status	source_tags	has_general_description	has_illustration_description	has_text_description	source_url
1	f1r	T	A	1	A	28	0	0	0	4	LT036	EXACT	SOURCE_TEXT_ONLY_PAGE;TEXT_PARAGRAPHS;TEXT_TITLES	1	1	1	https://www.voynich.nu/q01/index.html#f1r
2	f1v	H	A	1	A	10	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q01/index.html#f1v
3	f2r	H	A	1	A	13	2	0	0	2	LT025	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	1	1	1	https://www.voynich.nu/q01/index.html#f2r
4	f2v	H	A	1	A	8	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q01/index.html#f2v
5	f3r	H	A	1	A	20	0	0	0	4	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_BETWEEN_GRAPHICS	1	1	1	https://www.voynich.nu/q01/index.html#f3r
6	f3v	H	A	1	A	14	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q01/index.html#f3v
7	f4r	H	A	1	A	13	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q01/index.html#f4r
8	f4v	H	A	1	A	14	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q01/index.html#f4v
9	f5r	H	A	1	A	7	0	0	0	2	LT037	EXACT	TEXT_PARAGRAPHS	0	1	1	https://www.voynich.nu/q01/index.html#f5r
10	f5v	H	A	1	A	6	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q01/index.html#f5v
11	f6r	H	A	1	A	14	0	0	0	1	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q01/index.html#f6r
12	f6v	H	A	1	A	21	0	0	0	2	LT036	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q01/index.html#f6v
13	f7r	H	A	1	A	10	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q01/index.html#f7r
14	f7v	H	A	1	A	9	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q01/index.html#f7v
15	f8r	H	A	1	A	21	0	0	0	3	LT036	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_TITLES	1	1	1	https://www.voynich.nu/q01/index.html#f8r
16	f8v	H	A	1	A	17	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q01/index.html#f8v
17	f9r	H	A	1	B	10	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q02/index.html#f9r
18	f9v	H	A	1	B	12	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_AVOIDS_GRAPHIC	1	1	1	https://www.voynich.nu/q02/index.html#f9v
19	f10r	H	A	1	B	12	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q02/index.html#f10r
20	f10v	H	A	1	B	7	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q02/index.html#f10v
21	f11r	H	A	1	B	7	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q02/index.html#f11r
22	f11v	H	A	1	B	6	1	0	0	1	LT034	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q02/index.html#f11v
23	f13r	H	A	1	B	10	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q02/index.html#f13r
24	f13v	H	A	1	B	10	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q02/index.html#f13v
25	f14r	H	A	1	B	13	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q02/index.html#f14r
26	f14v	H	A	1	B	9	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q02/index.html#f14v
27	f15r	H	A	1	B	15	0	0	0	1	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q02/index.html#f15r
28	f15v	H	A	1	B	12	0	0	0	1	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q02/index.html#f15v
29	f16r	H	A	1	B	13	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q02/index.html#f16r
30	f16v	H	A	1	B	13	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q02/index.html#f16v
31	f17r	H	A	1	C	12	1	0	0	3	LT023	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f17r
32	f17v	H	A	1	C	23	0	0	0	1	LT036	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f17v
33	f18r	H	A	1	C	14	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f18r
34	f18v	H	A	1	C	10	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f18v
35	f19r	H	A	1	C	13	0	0	0	1	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f19r
36	f19v	H	A	1	C	14	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f19v
37	f20r	H	A	1	C	13	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f20r
38	f20v	H	A	1	C	11	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f20v
39	f21r	H	A	1	C	12	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f21r
40	f21v	H	A	1	C	8	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f21v
41	f22r	H	A	1	C	13	0	0	0	4	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f22r
42	f22v	H	A	1	C	16	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f22v
43	f23r	H	A	1	C	11	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f23r
44	f23v	H	A	1	C	12	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f23v
45	f24r	H	A	1	C	20	0	0	0	1	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f24r
46	f24v	H	A	1	C	16	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q03/index.html#f24v
47	f25r	H	A	1	D	7	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_TITLES	1	1	1	https://www.voynich.nu/q04/index.html#f25r
48	f25v	H	A	1	D	7	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q04/index.html#f25v
49	f26r	H	B	2	D	10	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_WRAPS_GRAPHIC	1	1	1	https://www.voynich.nu/q04/index.html#f26r
50	f26v	H	B	2	D	9	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q04/index.html#f26v
51	f27r	H	A	1	D	13	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q04/index.html#f27r
52	f27v	H	A	1	D	8	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q04/index.html#f27v
53	f28r	H	A	1	D	9	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q04/index.html#f28r
54	f28v	H	A	1	D	9	0	0	0	3	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q04/index.html#f28v
55	f29r	H	A	1	D	9	0	0	0	2	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q04/index.html#f29r
56	f29v	H	A	1	D	12	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q04/index.html#f29v
57	f30r	H	A	1	D	13	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q04/index.html#f30r
58	f30v	H	A	1	D	11	0	0	0	1	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q04/index.html#f30v
59	f31r	H	B	2	D	16	0	0	0	3	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q04/index.html#f31r
60	f31v	H	B	2	D	11	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q04/index.html#f31v
61	f32r	H	A	1	D	19	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_INSIDE_GRAPHIC	1	1	1	https://www.voynich.nu/q04/index.html#f32r
62	f32v	H	A	1	D	11	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q04/index.html#f32v
63	f33r	H	B	2	E	7	0	0	0	1	LT037	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f33r
64	f33v	H	B	2	E	11	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f33v
65	f34r	H	B	2	E	15	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f34r
66	f34v	H	B	2	E	11	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f34v
67	f35r	H	A	1	E	15	0	0	0	2	LT035	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f35r
68	f35v	H	A	1	E	21	0	0	0	1	LT036	EXACT	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	1	1	1	https://www.voynich.nu/q05/index.html#f35v
