unit_id	cohort_id	locus	page	unit_index	owner_ordinal	source_member_ordinals	source_member_surfaces	member_count	unit_kind	target_occurrence_id	local_policy_ids	support_grade	editorial_rule	reader_text_de	score_credit
G770-L001:U01	G770-L001	f32r.2	f32r	1	1	1	okor	1	NON_TARGET	NONE	NONE	NA	FROZEN_NON_TARGET_DEFAULT	erhitzte Drogenportion	0
G770-L001:U02	G770-L001	f32r.2	f32r	2	2	2	okchor	1	NON_TARGET	NONE	NONE	NA	FROZEN_NON_TARGET_DEFAULT	heiß-trockene Drogenportion	0
G770-L001:U03	G770-L001	f32r.2	f32r	3	3	3	sheor	1	NON_TARGET	NONE	NONE	NA	FROZEN_NON_TARGET_DEFAULT	feuchter Drogenteil	0
G770-L001:U04	G770-L001	f32r.2	f32r	4	4	4	ckhy	1	TARGET	G770-L001:T04:TM-V4C9	CKHY_INVARIANT_MIX_OPERATION	A	POLICY_RENDERER_UNCHANGED	mischen	0
G770-L001:U05	G770-L001	f32r.2	f32r	5	5	5	dal	1	NON_TARGET	NONE	NONE	NA	FROZEN_NON_TARGET_DEFAULT	Rohstoffposten I	0
G770-L001:U06	G770-L001	f32r.2	f32r	6	6	6	dshodar	1	NON_TARGET	NONE	NONE	NA	FROZEN_NON_TARGET_DEFAULT	abgemessene Einweichfraktion I	0
G770-L001:U07	G770-L001	f32r.2	f32r	7	7	7	qotchol	1	NON_TARGET	NONE	NONE	NA	FROZEN_NON_TARGET_DEFAULT	kalt-trockene Droge	0
G770-L002:U01	G770-L002	f10v.2	f10v	1	1	1	dain	1	NON_TARGET	NONE	NONE	NA	FROZEN_NON_TARGET_DEFAULT	Wert II	0
G770-L002:U02	G770-L002	f10v.2	f10v	2	2	2	daiin	1	NON_TARGET	NONE	NONE	NA	FROZEN_NON_TARGET_DEFAULT	Wert III	0
G770-L002:U03	G770-L002	f10v.2	f10v	3	3	3	ckhy	1	TARGET	G770-L002:T03:TM-V4C9	CKHY_INFUSION_DECOCTION_NOUN|CKHY_INVARIANT_MIXTURE_NOUN|CKHY_INVARIANT_MIX_OPERATION|CKHY_POSITIONAL_MIX_DISPATCH	B	LEXICAL_ALTERNATIVE_RETAINED|POLICY_RENDERER_UNCHANGED	[Aufguss oder Abkochung oder Mischung oder mischen?]	0
G770-L002:U04	G770-L002	f10v.2	f10v	4	4	4	chcthor	1	NON_TARGET	NONE	NONE	NA	FROZEN_NON_TARGET_DEFAULT	Portion getrockneter Krautdroge	0
G770-L002:U05	G770-L002	f10v.2	f10v	5	5	5	choiin	1	NON_TARGET	NONE	NONE	NA	FROZEN_NON_TARGET_DEFAULT	Trockenform III	0
G770-L002:U06	G770-L002	f10v.2	f10v	6	6	6	qot	1	NON_TARGET	NONE	NONE	NA	FROZEN_NON_TARGET_DEFAULT	Abkühlstufe	0
