candidate_id	occurrence_id	cohort_id	locus	page	target_mask_id	event_index	penalty_id	trigger_code	edge_id	weight	note
OL_NULL	G770-L009:T02:TM-Q7M2	G770-L009	f3r.19	f3r	TM-Q7M2	1	P04_ORPHAN_OR_SOURCELESS_RESULT	ORPHAN_PATIENT	G770-L009:O02:LEFT:PATIENT	4	NULL-exposed structural edge remains unbound
OL_NULL	G770-L009:T02:TM-Q7M2	G770-L009	f3r.19	f3r	TM-Q7M2	2	P04_ORPHAN_OR_SOURCELESS_RESULT	ORPHAN_PATIENT	G770-L009:O02:RIGHT:PATIENT	4	NULL-exposed structural edge remains unbound
OL_NULL	G770-L009:T02:TM-Q7M2	G770-L009	f3r.19	f3r	TM-Q7M2	3	P04_ORPHAN_OR_SOURCELESS_RESULT	ORPHAN_FIELD_EDGE	G770-L009:O02:BOTH:FIELD_EDGE	4	NULL-exposed structural edge remains unbound
OL_NULL	G770-L009:T02:TM-Q7M2	G770-L009	f3r.19	f3r	TM-Q7M2	4	P01_UNRESOLVED_TARGET	UNRESOLVED_TARGET	NONE	1	target remains opaque
OL_NULL	G770-L012:T02:TM-Q7M2	G770-L012	f55v.10	f55v	TM-Q7M2	1	P04_ORPHAN_OR_SOURCELESS_RESULT	ORPHAN_AMOUNT	G770-L012:O02:RIGHT:AMOUNT	4	NULL-exposed structural edge remains unbound
OL_NULL	G770-L012:T02:TM-Q7M2	G770-L012	f55v.10	f55v	TM-Q7M2	2	P04_ORPHAN_OR_SOURCELESS_RESULT	ORPHAN_FIELD_EDGE	G770-L012:O02:BOTH:FIELD_EDGE	4	NULL-exposed structural edge remains unbound
OL_NULL	G770-L012:T02:TM-Q7M2	G770-L012	f55v.10	f55v	TM-Q7M2	3	P01_UNRESOLVED_TARGET	UNRESOLVED_TARGET	NONE	1	target remains opaque
OL_NULL	G770-L012:T12:TM-Q7M2	G770-L012	f55v.10	f55v	TM-Q7M2	1	P04_ORPHAN_OR_SOURCELESS_RESULT	ORPHAN_PATIENT	G770-L012:O12:LEFT:PATIENT	4	NULL-exposed structural edge remains unbound
OL_NULL	G770-L012:T12:TM-Q7M2	G770-L012	f55v.10	f55v	TM-Q7M2	2	P01_UNRESOLVED_TARGET	UNRESOLVED_TARGET	NONE	1	target remains opaque
OL_NULL	G770-L008:T09:TM-Q7M2	G770-L008	f58r.13	f58r	TM-Q7M2	1	P04_ORPHAN_OR_SOURCELESS_RESULT	ORPHAN_FIELD_EDGE	G770-L008:O09:BOTH:FIELD_EDGE	4	NULL-exposed structural edge remains unbound
OL_NULL	G770-L008:T09:TM-Q7M2	G770-L008	f58r.13	f58r	TM-Q7M2	2	P01_UNRESOLVED_TARGET	UNRESOLVED_TARGET	NONE	1	target remains opaque
OL_NULL	G770-L013:T02:TM-Q7M2	G770-L013	f78r.37	f78r	TM-Q7M2	1	P04_ORPHAN_OR_SOURCELESS_RESULT	ORPHAN_AMOUNT	G770-L013:O02:RIGHT:AMOUNT	4	NULL-exposed structural edge remains unbound
OL_NULL	G770-L013:T02:TM-Q7M2	G770-L013	f78r.37	f78r	TM-Q7M2	2	P04_ORPHAN_OR_SOURCELESS_RESULT	ORPHAN_FIELD_EDGE	G770-L013:O02:BOTH:FIELD_EDGE	4	NULL-exposed structural edge remains unbound
OL_NULL	G770-L013:T02:TM-Q7M2	G770-L013	f78r.37	f78r	TM-Q7M2	3	P01_UNRESOLVED_TARGET	UNRESOLVED_TARGET	NONE	1	target remains opaque
OL_POSITIONAL_RELATOR	G770-L009:T02:TM-Q7M2	G770-L009	f3r.19	f3r	TM-Q7M2	1	P04_ORPHAN_OR_SOURCELESS_RESULT	ORPHAN_PATIENT	G770-L009:O02:LEFT:PATIENT	4	NULL-exposed structural edge remains unbound
OL_POSITIONAL_RELATOR	G770-L009:T02:TM-Q7M2	G770-L009	f3r.19	f3r	TM-Q7M2	2	P04_ORPHAN_OR_SOURCELESS_RESULT	ORPHAN_PATIENT	G770-L009:O02:RIGHT:PATIENT	4	NULL-exposed structural edge remains unbound
