cohort_id	locus	page	ordinal	masked_surface	is_target	scoring_identity	reader_exact	scorer_visible_roles	scorer_visible_axes	display_default_de	span_id	span_member_role	render_once_owner_ordinal	target_surface_visible_to_scorer	old_target_default_role_evidence_confidence_credit	fluency_credit	component_export_credit
G770-L001	f32r.2	f32r	1	okor	0	NON_TARGET	1	AMOUNT|PATIENT|FIELD|MATERIAL|PREPARATION	NONE	erhitzte Drogenportion	NONE	NONE	NONE	0	0	0	0
G770-L001	f32r.2	f32r	2	okchor	0	NON_TARGET	1	AMOUNT|PATIENT|FIELD|MATERIAL|PREPARATION	NONE	heiß-trockene Drogenportion	NONE	NONE	NONE	0	0	0	0
G770-L001	f32r.2	f32r	3	sheor	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	feuchter Drogenteil	NONE	NONE	NONE	0	0	0	0
G770-L001	f32r.2	f32r	4	[TM-V4C9]	1	TM-V4C9	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L001	f32r.2	f32r	5	dal	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	Rohstoffposten I	NONE	NONE	NONE	0	0	0	0
G770-L001	f32r.2	f32r	6	dshodar	0	NON_TARGET	1	AMOUNT|PATIENT|FIELD|PREPARATION	NONE	abgemessene Einweichfraktion I	NONE	NONE	NONE	0	0	0	0
G770-L001	f32r.2	f32r	7	qotchol	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	kalt-trockene Droge	NONE	NONE	NONE	0	0	0	0
G770-L002	f10v.2	f10v	1	dain	0	NON_TARGET	1	VALUE|FIELD	NONE	Wert II	NONE	NONE	NONE	0	0	0	0
G770-L002	f10v.2	f10v	2	daiin	0	NON_TARGET	1	VALUE|FIELD	NONE	Wert III	NONE	NONE	NONE	0	0	0	0
G770-L002	f10v.2	f10v	3	[TM-V4C9]	1	TM-V4C9	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L002	f10v.2	f10v	4	chcthor	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	Portion getrockneter Krautdroge	NONE	NONE	NONE	0	0	0	0
G770-L002	f10v.2	f10v	5	choiin	0	NON_TARGET	1	FIELD|PREPARATION	NONE	Trockenform III	NONE	NONE	NONE	0	0	0	0
G770-L002	f10v.2	f10v	6	qot	0	NON_TARGET	1	FIELD	NONE	Abkühlstufe	NONE	NONE	NONE	0	0	0	0
G770-L002	f10v.2	f10v	7	chodaiin	0	NON_TARGET	1	VALUE|FIELD|PREPARATION	NONE	trockene Zubereitung mit Wert III	NONE	NONE	NONE	0	0	0	0
G770-L002	f10v.2	f10v	8	cthy	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	Blattgut	NONE	NONE	NONE	0	0	0	0
G770-L002	f10v.2	f10v	9	daiin	0	NON_TARGET	1	VALUE|FIELD	NONE	Wert III	NONE	NONE	NONE	0	0	0	0
G770-L003	f83v.22	f83v	1	char	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	trockener Anteil I	NONE	NONE	NONE	0	0	0	0
G770-L003	f83v.22	f83v	2	qokar	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	erhitzter Anteil I	NONE	NONE	NONE	0	0	0	0
G770-L003	f83v.22	f83v	3	cheolkain	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	erhitztes Trockengut Stufe II	NONE	NONE	NONE	0	0	0	0
G770-L003	f83v.22	f83v	4	shckhey	0	NON_TARGET	1	FIELD|PREPARATION	NONE	feuchtes Kompositum, Mittelstufe	NONE	NONE	NONE	0	0	0	0
G770-L003	f83v.22	f83v	5	qokal	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	heißer Stoffposten I	NONE	NONE	NONE	0	0	0	0
G770-L003	f83v.22	f83v	6	cheor	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	Trockenform	NONE	NONE	NONE	0	0	0	0
G770-L003	f83v.22	f83v	7	[TM-H8R1]	1	TM-H8R1	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L004	f104v.19	f104v	1	pcheor	0	NON_TARGET	1	FIELD	NONE	Trockenposten	NONE	NONE	NONE	0	0	0	0
G770-L004	f104v.19	f104v	2	chol	0	NON_TARGET	1	FIELD	NONE	trocken	NONE	NONE	NONE	0	0	0	0
G770-L004	f104v.19	f104v	3	chpcheor	0	NON_TARGET	1	FIELD|MATERIAL	NONE	trockengebundener Inhaltskopf	NONE	NONE	NONE	0	0	0	0
G770-L004	f104v.19	f104v	4	cholkshedy	0	NON_TARGET	1	RESULT|ENDPOINT|FIELD|PRODUCT	NONE	Trocken-Endposten	NONE	NONE	NONE	0	0	0	0
G770-L004	f104v.19	f104v	5	qotol	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	kaltes Material	NONE	NONE	NONE	0	0	0	0
G770-L004	f104v.19	f104v	6	sheedy	0	NON_TARGET	0	NONE	NONE	Feucht-Endstufe	NONE	NONE	NONE	0	0	0	0
G770-L004	f104v.19	f104v	7	qokchy	0	NON_TARGET	1	FIELD	NONE	heiß-trockene Anfangsstufe	NONE	NONE	NONE	0	0	0	0
G770-L004	f104v.19	f104v	8	qotched	0	NON_TARGET	1	FIELD	NONE	Kaltzustand	NONE	NONE	NONE	0	0	0	0
G770-L004	f104v.19	f104v	9	sho	0	NON_TARGET	1	FIELD|PREPARATION	NONE	Feuchtansatz	NONE	NONE	NONE	0	0	0	0
G770-L004	f104v.19	f104v	10	fchor	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	benannter Drogenposten	NONE	NONE	NONE	0	0	0	0
G770-L004	f104v.19	f104v	11	[TM-H8R1]	1	TM-H8R1	1	NONE	NONE	[ZIEL VERDECKT]	G770-SPAN-X4P7	MASKED_OWNER	11	0	0	0	0
G770-L004	f104v.19	f104v	12	aiin	0	NON_TARGET	1	VALUE|FIELD	NONE	Wert III	G770-SPAN-X4P7	CONSUMED	11	0	0	0	0
G770-L004	f104v.19	f104v	13	chekal	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	trocken-heißes Rohstofffeld I	NONE	NONE	NONE	0	0	0	0
G770-L005	f86v5.13	f86v5	1	daiin	0	NON_TARGET	1	VALUE|FIELD	NONE	Wert III	NONE	NONE	NONE	0	0	0	0
G770-L005	f86v5.13	f86v5	2	shar	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	angefeuchtete Fraktion I	NONE	NONE	NONE	0	0	0	0
G770-L005	f86v5.13	f86v5	3	otam	0	NON_TARGET	1	AMOUNT|VALUE|FIELD|PREPARATION	NONE	Maß Kaltansatz I	NONE	NONE	NONE	0	0	0	0
G770-L005	f86v5.13	f86v5	4	ytaiin	0	NON_TARGET	1	VALUE|FIELD	NONE	Kaltposten III	NONE	NONE	NONE	0	0	0	0
G770-L005	f86v5.13	f86v5	5	otal	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	kalter Rohstoffposten I	NONE	NONE	NONE	0	0	0	0
G770-L005	f86v5.13	f86v5	6	teody	0	NON_TARGET	1	RESULT|ENDPOINT|FIELD|PREPARATION|PRODUCT	NONE	abgekühlter Endansatz	NONE	NONE	NONE	0	0	0	0
G770-L005	f86v5.13	f86v5	7	cthy	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	Blattgut	NONE	NONE	NONE	0	0	0	0
G770-L005	f86v5.13	f86v5	8	or	0	NON_TARGET	1	AMOUNT	NONE	drei Portionen	G759-S0101	OWNER	8	0	0	0	0
G770-L005	f86v5.13	f86v5	9	aiin	0	NON_TARGET	1	AMOUNT|VALUE	NONE	NONE	G759-S0101	CONSUMED	8	0	0	0	0
G770-L005	f86v5.13	f86v5	10	[TM-N5K6]	1	TM-N5K6	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
G770-L005	f86v5.13	f86v5	11	aiiin	0	NON_TARGET	1	VALUE|FIELD	NONE	Wert IV	NONE	NONE	NONE	0	0	0	0
G770-L006	f75r.43	f75r	1	yshedy	0	NON_TARGET	1	RESULT|ENDPOINT|FIELD|CLOSE|PREPARATION	NONE	Mazerations-Endzustand	NONE	NONE	NONE	0	0	0	0
G770-L006	f75r.43	f75r	2	chekar	0	NON_TARGET	1	FIELD|PREPARATION	NONE	Zwischenzubereitung	NONE	NONE	NONE	0	0	0	0
G770-L006	f75r.43	f75r	3	oldy	0	NON_TARGET	1	RESULT|ENDPOINT|FIELD|CLOSE|PRODUCT	NONE	fertiger Auszug	NONE	NONE	NONE	0	0	0	0
G770-L006	f75r.43	f75r	4	qokain	0	NON_TARGET	1	VALUE|FIELD	NONE	Hitzestufe II	NONE	NONE	NONE	0	0	0	0
G770-L006	f75r.43	f75r	5	chkar	0	NON_TARGET	1	PATIENT|FIELD|MATERIAL	NONE	heiß-trockene Fraktion I	NONE	NONE	NONE	0	0	0	0
G770-L006	f75r.43	f75r	6	[TM-N5K6]	1	TM-N5K6	1	NONE	NONE	[ZIEL VERDECKT]	NONE	NONE	NONE	0	0	0	0
