candidate_id	occurrence_id	cohort_id	locus	page	target_mask_id	branch_id	policy_class	policy_kind	renderer_de_display_only	branch_condition_holds	requirements_hold	binding_claim_count	consumed_sides	bound_edge_count	bound_edge_ids	bound_roles	duplicate_edge_count	duplicate_edge_ids	resolved_orphan_count	resolved_orphan_ids	unresolved_orphan_count	unresolved_orphan_ids	penalty	penalty_ids	trigger_codes	fluency_credit	target_surface_credit
OL_NULL	G770-L009:T02:TM-Q7M2	G770-L009	f3r.19	f3r	TM-Q7M2	OPAQUE	OPAQUE_NULL	NULL	OPAQUE_NULL	1	1	0	NONE	0	NONE	NONE	0	NONE	0	NONE	3	G770-L009:O02:BOTH:FIELD_EDGE|G770-L009:O02:LEFT:PATIENT|G770-L009:O02:RIGHT:PATIENT	13	P04_ORPHAN_OR_SOURCELESS_RESULT|P04_ORPHAN_OR_SOURCELESS_RESULT|P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_PATIENT|ORPHAN_PATIENT|ORPHAN_FIELD_EDGE|UNRESOLVED_TARGET	0	0
OL_NULL	G770-L012:T02:TM-Q7M2	G770-L012	f55v.10	f55v	TM-Q7M2	OPAQUE	OPAQUE_NULL	NULL	OPAQUE_NULL	1	1	0	NONE	0	NONE	NONE	0	NONE	0	NONE	2	G770-L012:O02:BOTH:FIELD_EDGE|G770-L012:O02:RIGHT:AMOUNT	9	P04_ORPHAN_OR_SOURCELESS_RESULT|P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_AMOUNT|ORPHAN_FIELD_EDGE|UNRESOLVED_TARGET	0	0
OL_NULL	G770-L012:T12:TM-Q7M2	G770-L012	f55v.10	f55v	TM-Q7M2	OPAQUE	OPAQUE_NULL	NULL	OPAQUE_NULL	1	1	0	NONE	0	NONE	NONE	0	NONE	0	NONE	1	G770-L012:O12:LEFT:PATIENT	5	P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_PATIENT|UNRESOLVED_TARGET	0	0
OL_NULL	G770-L008:T09:TM-Q7M2	G770-L008	f58r.13	f58r	TM-Q7M2	OPAQUE	OPAQUE_NULL	NULL	OPAQUE_NULL	1	1	0	NONE	0	NONE	NONE	0	NONE	0	NONE	1	G770-L008:O09:BOTH:FIELD_EDGE	5	P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_FIELD_EDGE|UNRESOLVED_TARGET	0	0
OL_NULL	G770-L013:T02:TM-Q7M2	G770-L013	f78r.37	f78r	TM-Q7M2	OPAQUE	OPAQUE_NULL	NULL	OPAQUE_NULL	1	1	0	NONE	0	NONE	NONE	0	NONE	0	NONE	2	G770-L013:O02:BOTH:FIELD_EDGE|G770-L013:O02:RIGHT:AMOUNT	9	P04_ORPHAN_OR_SOURCELESS_RESULT|P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ORPHAN_AMOUNT|ORPHAN_FIELD_EDGE|UNRESOLVED_TARGET	0	0
OL_POSITIONAL_RELATOR	G770-L009:T02:TM-Q7M2	G770-L009	f3r.19	f3r	TM-Q7M2	OTHER_TWO_SIDED	LINKER	POSITIONAL	und/mit	1	1	4	LEFT|RIGHT	4	G770-L009:T02:TM-Q7M2:LEFT:T01:FIELD|G770-L009:T02:TM-Q7M2:RIGHT:T03:FIELD|G770-L009:T02:TM-Q7M2:LEFT:T01:MATERIAL|G770-L009:T02:TM-Q7M2:RIGHT:T03:MATERIAL	FIELD|FIELD|MATERIAL|MATERIAL	0	NONE	1	G770-L009:O02:BOTH:FIELD_EDGE	2	G770-L009:O02:LEFT:PATIENT|G770-L009:O02:RIGHT:PATIENT	8	P04_ORPHAN_OR_SOURCELESS_RESULT|P04_ORPHAN_OR_SOURCELESS_RESULT	ORPHAN_PATIENT|ORPHAN_PATIENT	0	0
OL_POSITIONAL_RELATOR	G770-L012:T02:TM-Q7M2	G770-L012	f55v.10	f55v	TM-Q7M2	OTHER_TWO_SIDED	LINKER	POSITIONAL	und/mit	1	1	3	LEFT|RIGHT	3	G770-L012:T02:TM-Q7M2:LEFT:T01:FIELD|G770-L012:T02:TM-Q7M2:RIGHT:T03:AMOUNT|G770-L012:T02:TM-Q7M2:LEFT:T01:MATERIAL	FIELD|AMOUNT|MATERIAL	0	NONE	2	G770-L012:O02:BOTH:FIELD_EDGE|G770-L012:O02:RIGHT:AMOUNT	0	NONE	0	NONE	NONE	0	0
OL_POSITIONAL_RELATOR	G770-L012:T12:TM-Q7M2	G770-L012	f55v.10	f55v	TM-Q7M2	NO_LEGAL_BRANCH	UNRESOLVED	POSITIONAL	OPAQUE_NULL	0	0	0	NONE	0	NONE	NONE	0	NONE	0	NONE	1	G770-L012:O12:LEFT:PATIENT	11	P06_ILLEGAL_BRANCH_OR_BAD_ENDPOINT|P04_ORPHAN_OR_SOURCELESS_RESULT|P01_UNRESOLVED_TARGET	ILLEGAL_BRANCH|ORPHAN_PATIENT|UNRESOLVED_TARGET	0	0
OL_POSITIONAL_RELATOR	G770-L008:T09:TM-Q7M2	G770-L008	f58r.13	f58r	TM-Q7M2	OTHER_TWO_SIDED	LINKER	POSITIONAL	und/mit	1	1	3	LEFT|RIGHT	3	G770-L008:T09:TM-Q7M2:LEFT:T08:FIELD|G770-L008:T09:TM-Q7M2:RIGHT:T10:FIELD|G770-L008:T09:TM-Q7M2:RIGHT:T10:PROCESS	FIELD|FIELD|PROCESS	0	NONE	1	G770-L008:O09:BOTH:FIELD_EDGE	0	NONE	0	NONE	NONE	0	0
OL_POSITIONAL_RELATOR	G770-L013:T02:TM-Q7M2	G770-L013	f78r.37	f78r	TM-Q7M2	OTHER_TWO_SIDED	LINKER	POSITIONAL	und/mit	1	1	3	LEFT|RIGHT	3	G770-L013:T02:TM-Q7M2:LEFT:T01:FIELD|G770-L013:T02:TM-Q7M2:RIGHT:T03:AMOUNT|G770-L013:T02:TM-Q7M2:LEFT:T01:MATERIAL	FIELD|AMOUNT|MATERIAL	0	NONE	2	G770-L013:O02:BOTH:FIELD_EDGE|G770-L013:O02:RIGHT:AMOUNT	0	NONE	0	NONE	NONE	0	0
