edition	locus	page	code	kind	source_group_index	source_group_count	left_separator	right_separator	ivtff_group_raw	clean_ascii_fragments	legacy_mapping_status
ZL3b	f100r.1	f100r	@Lf	L	1	1	LINE_START	LINE_END	chosaroshol	chosaroshol	ONE_ASCII_FRAGMENT
ZL3b	f100r.2	f100r	@Lf	L	1	1	LINE_START	LINE_END	sochorcfhy	sochorcfhy	ONE_ASCII_FRAGMENT
ZL3b	f100r.3	f100r	@Lf	L	1	1	LINE_START	LINE_END	otear	otear	ONE_ASCII_FRAGMENT
ZL3b	f100r.4	f100r	@Lf	L	1	1	LINE_START	LINE_END	chofa[r:n]y	chofary	ONE_ASCII_FRAGMENT
ZL3b	f100r.5	f100r	@Lf	L	1	3	LINE_START	UNCERTAIN_SMALL_SPACE	sar	sar	ONE_ASCII_FRAGMENT
ZL3b	f100r.5	f100r	@Lf	L	2	3	UNCERTAIN_SMALL_SPACE	DRAWING_INTERRUPTION	char	char	ONE_ASCII_FRAGMENT
ZL3b	f100r.5	f100r	@Lf	L	3	3	DRAWING_INTERRUPTION	LINE_END	daiindy	daiindy	ONE_ASCII_FRAGMENT
ZL3b	f100r.6	f100r	@Lf	L	1	1	LINE_START	LINE_END	o[r:s]aro	oraro	ONE_ASCII_FRAGMENT
ZL3b	f100r.7	f100r	@Lf	L	1	1	LINE_START	LINE_END	chalsain	chalsain	ONE_ASCII_FRAGMENT
ZL3b	f100r.8	f100r	@Lf	L	1	1	LINE_START	LINE_END	soity	soity	ONE_ASCII_FRAGMENT
ZL3b	f100r.9	f100r	@Lf	L	1	1	LINE_START	LINE_END	sosam	sosam	ONE_ASCII_FRAGMENT
ZL3b	f100r.10	f100r	@Lf	L	1	1	LINE_START	LINE_END	dakocth	dakocth	ONE_ASCII_FRAGMENT
ZL3b	f100r.11	f100r	@Lf	L	1	1	LINE_START	LINE_END	sofam	sofam	ONE_ASCII_FRAGMENT
ZL3b	f100r.12	f100r	@P0	P	1	10	LINE_START	DEFINITE_SPACE	pcheol	pcheol	ONE_ASCII_FRAGMENT
ZL3b	f100r.12	f100r	@P0	P	2	10	DEFINITE_SPACE	DEFINITE_SPACE	sheod	sheod	ONE_ASCII_FRAGMENT
