edition	paragraph	model	target	antecedent	antecedent_form	object	object_form	status	prior_specific_count	unread_between	other_materials_between	row_status
ZL3b	f17v|f17v.1-f17v.23	E	f17v.20:5			f17v.20:5	sho	SEPARATE_SAME	8			recorded
ZL3b	f17v|f17v.1-f17v.23	P	f17v.20:5	f17v.20:3	cheor	f17v.7:4	cheor	BOUND_ASSUMED	8			recorded
ZL3b	f17v|f17v.1-f17v.23	R	f17v.20:5	f17v.20:3	cheor	f17v.7:4	cheor	BOUND_ASSUMED	8			recorded
ZL3b	f22v|f22v.6-f22v.16	E	f22v.15:1			f22v.15:1	sho	SEPARATE_SAME	0			recorded
ZL3b	f22v|f22v.6-f22v.16	P	f22v.15:1					MISSING_ANTECEDENT	0			recorded
ZL3b	f22v|f22v.6-f22v.16	R	f22v.15:1					MISSING_ANTECEDENT	0			recorded
ZL3b	f45v|f45v.5-f45v.11	E	f45v.8:3			f45v.8:3	sho	SEPARATE_SAME	0			recorded
ZL3b	f45v|f45v.5-f45v.11	P	f45v.8:3					MISSING_ANTECEDENT	0			recorded
ZL3b	f45v|f45v.5-f45v.11	R	f45v.8:3					MISSING_ANTECEDENT	0			recorded
ZL3b	f102v2|f102v2.30-f102v2.39	E	f102v2.33:2			f102v2.33:2	sho	SEPARATE_SAME	3			recorded
ZL3b	f102v2|f102v2.30-f102v2.39	E	f102v2.38:7			f102v2.33:2	sho	SEPARATE_SAME	6	f102v2.33:3;f102v2.33:8;f102v2.33:9;f102v2.33:11;f102v2.33:12;f102v2.34:1;f102v2.34:2;f102v2.34:3;f102v2.34:4;f102v2.34:5;f102v2.34:6;f102v2.34:8;f102v2.36:1;f102v2.36:5;f102v2.37:4;f102v2.37:6;f102v2.37:7;f102v2.37:9;f102v2.38:3;f102v2.38:6	f102v2.33:4;f102v2.35:2;f102v2.35:4;f102v2.35:7;f102v2.35:9;f102v2.37:1	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	P	f102v2.33:2	f102v2.32:9	cheeor	f102v2.32:9	cheeor	BOUND_ASSUMED	3			recorded
ZL3b	f102v2|f102v2.30-f102v2.39	P	f102v2.38:7	f102v2.32:9	cheeor	f102v2.32:9	cheeor	BOUND_ASSUMED	6	f102v2.33:3;f102v2.33:8;f102v2.33:9;f102v2.33:11;f102v2.33:12;f102v2.34:1;f102v2.34:2;f102v2.34:3;f102v2.34:4;f102v2.34:5;f102v2.34:6;f102v2.34:8;f102v2.36:1;f102v2.36:5;f102v2.37:4;f102v2.37:6;f102v2.37:7;f102v2.37:9;f102v2.38:3;f102v2.38:6	f102v2.33:2;f102v2.33:4;f102v2.35:2;f102v2.35:4;f102v2.35:7;f102v2.35:9;f102v2.37:1	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	R	f102v2.33:2	f102v2.32:9	cheeor	f102v2.32:9	cheeor	BOUND_ASSUMED	3			recorded
ZL3b	f102v2|f102v2.30-f102v2.39	R	f102v2.38:7	f102v2.35:9	qokeol	f102v2.35:9	qokeol	BOUND_ASSUMED	6	f102v2.36:1;f102v2.36:5;f102v2.37:4;f102v2.37:6;f102v2.37:7;f102v2.37:9;f102v2.38:3;f102v2.38:6	f102v2.37:1	recorded
IT2a	f17v|f17v.1-f17v.23	E	f17v.20:5			f17v.20:5	sho	SEPARATE_SAME	8			recorded
IT2a	f17v|f17v.1-f17v.23	P	f17v.20:5	f17v.20:3	cheor	f17v.7:4	cheor	BOUND_ASSUMED	8			recorded
IT2a	f17v|f17v.1-f17v.23	R	f17v.20:5	f17v.20:3	cheor	f17v.7:4	cheor	BOUND_ASSUMED	8			recorded
IT2a	f22v|f22v.6-f22v.16	E	f22v.15:1			f22v.15:1	sho	SEPARATE_SAME	0			recorded
IT2a	f22v|f22v.6-f22v.16	P	f22v.15:1					MISSING_ANTECEDENT	0			recorded
IT2a	f22v|f22v.6-f22v.16	R	f22v.15:1					MISSING_ANTECEDENT	0			recorded
IT2a	f45v|f45v.5-f45v.11	E	f45v.8:3			f45v.8:3	sho	SEPARATE_SAME	0			recorded
IT2a	f45v|f45v.5-f45v.11	P	f45v.8:3					MISSING_ANTECEDENT	0			recorded
IT2a	f45v|f45v.5-f45v.11	R	f45v.8:3					MISSING_ANTECEDENT	0			recorded
IT2a	f102v2|f102v2.30-f102v2.39	E	f102v2.33:2			f102v2.33:2	sho	SEPARATE_SAME	3			recorded
IT2a	f102v2|f102v2.30-f102v2.39	E	f102v2.38:7			f102v2.33:2	sho	SEPARATE_SAME	6	f102v2.33:3;f102v2.33:7;f102v2.33:8;f102v2.33:10;f102v2.34:2;f102v2.34:3;f102v2.34:4;f102v2.34:5;f102v2.34:6;f102v2.34:7;f102v2.34:9;f102v2.35:8;f102v2.36:1;f102v2.37:4;f102v2.37:6;f102v2.37:7;f102v2.37:9;f102v2.37:10;f102v2.38:3;f102v2.38:6	f102v2.33:4;f102v2.35:2;f102v2.35:4;f102v2.35:7;f102v2.35:9;f102v2.37:1	recorded
IT2a	f102v2|f102v2.30-f102v2.39	P	f102v2.33:2	f102v2.32:9	cheeor	f102v2.32:9	cheeor	BOUND_ASSUMED	3			recorded
IT2a	f102v2|f102v2.30-f102v2.39	P	f102v2.38:7	f102v2.32:9	cheeor	f102v2.32:9	cheeor	BOUND_ASSUMED	6	f102v2.33:3;f102v2.33:7;f102v2.33:8;f102v2.33:10;f102v2.34:2;f102v2.34:3;f102v2.34:4;f102v2.34:5;f102v2.34:6;f102v2.34:7;f102v2.34:9;f102v2.35:8;f102v2.36:1;f102v2.37:4;f102v2.37:6;f102v2.37:7;f102v2.37:9;f102v2.37:10;f102v2.38:3;f102v2.38:6	f102v2.33:2;f102v2.33:4;f102v2.35:2;f102v2.35:4;f102v2.35:7;f102v2.35:9;f102v2.37:1	recorded
IT2a	f102v2|f102v2.30-f102v2.39	R	f102v2.33:2	f102v2.32:9	cheeor	f102v2.32:9	cheeor	BOUND_ASSUMED	3			recorded
IT2a	f102v2|f102v2.30-f102v2.39	R	f102v2.38:7	f102v2.35:9	qokeol	f102v2.35:9	qokeol	BOUND_ASSUMED	6	f102v2.36:1;f102v2.37:4;f102v2.37:6;f102v2.37:7;f102v2.37:9;f102v2.37:10;f102v2.38:3;f102v2.38:6	f102v2.37:1	recorded
RF1b	f17v|f17v.1-f17v.23	E	f17v.20:5			f17v.20:5	sho	SEPARATE_SAME	7			recorded
RF1b	f17v|f17v.1-f17v.23	P	f17v.20:5	f17v.20:3	cheor	f17v.7:4	cheor	BOUND_ASSUMED	7			recorded
RF1b	f17v|f17v.1-f17v.23	R	f17v.20:5	f17v.20:3	cheor	f17v.7:4	cheor	BOUND_ASSUMED	7			recorded
RF1b	f22v|f22v.6-f22v.16	E	f22v.15:1			f22v.15:1	sho	SEPARATE_SAME	0			recorded
RF1b	f22v|f22v.6-f22v.16	P	f22v.15:1					MISSING_ANTECEDENT	0			recorded
RF1b	f22v|f22v.6-f22v.16	R	f22v.15:1					MISSING_ANTECEDENT	0			recorded
RF1b	f45v|f45v.5-f45v.11	E	f45v.8:3			f45v.8:3	sho	SEPARATE_SAME	0			recorded
RF1b	f45v|f45v.5-f45v.11	P	f45v.8:3					MISSING_ANTECEDENT	0			recorded
RF1b	f45v|f45v.5-f45v.11	R	f45v.8:3					MISSING_ANTECEDENT	0			recorded
RF1b	f102v2|f102v2.30-f102v2.39	E	f102v2.33:2			f102v2.33:2	sho	SEPARATE_SAME	2			recorded
RF1b	f102v2|f102v2.30-f102v2.39	E	f102v2.38:7			f102v2.33:2	sho	SEPARATE_SAME	5	f102v2.33:3;f102v2.33:8;f102v2.33:9;f102v2.33:11;f102v2.34:1;f102v2.34:2;f102v2.34:3;f102v2.34:4;f102v2.34:5;f102v2.34:6;f102v2.34:7;f102v2.34:9;f102v2.35:7;f102v2.36:1;f102v2.36:4;f102v2.36:5;f102v2.37:4;f102v2.37:6;f102v2.37:7;f102v2.37:9;f102v2.38:3;f102v2.38:6	f102v2.33:4;f102v2.35:2;f102v2.35:4;f102v2.35:8;f102v2.37:1	recorded
RF1b	f102v2|f102v2.30-f102v2.39	P	f102v2.33:2	f102v2.32:9	cheeor	f102v2.32:9	cheeor	BOUND_ASSUMED	2			recorded
RF1b	f102v2|f102v2.30-f102v2.39	P	f102v2.38:7	f102v2.32:9	cheeor	f102v2.32:9	cheeor	BOUND_ASSUMED	5	f102v2.33:3;f102v2.33:8;f102v2.33:9;f102v2.33:11;f102v2.34:1;f102v2.34:2;f102v2.34:3;f102v2.34:4;f102v2.34:5;f102v2.34:6;f102v2.34:7;f102v2.34:9;f102v2.35:7;f102v2.36:1;f102v2.36:4;f102v2.36:5;f102v2.37:4;f102v2.37:6;f102v2.37:7;f102v2.37:9;f102v2.38:3;f102v2.38:6	f102v2.33:2;f102v2.33:4;f102v2.35:2;f102v2.35:4;f102v2.35:8;f102v2.37:1	recorded
RF1b	f102v2|f102v2.30-f102v2.39	R	f102v2.33:2	f102v2.32:9	cheeor	f102v2.32:9	cheeor	BOUND_ASSUMED	2			recorded
RF1b	f102v2|f102v2.30-f102v2.39	R	f102v2.38:7	f102v2.35:8	qokeol	f102v2.35:8	qokeol	BOUND_ASSUMED	5	f102v2.36:1;f102v2.36:4;f102v2.36:5;f102v2.37:4;f102v2.37:6;f102v2.37:7;f102v2.37:9;f102v2.38:3;f102v2.38:6	f102v2.37:1	recorded
