edition	paragraph	target	prior	form	specific_liquid	offset	row_status
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.1:2	chor	False	1	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.2:2	keeor	True	7	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.2:4	okol	False	9	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.2:6	okal	False	11	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.3:3	okal	False	14	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.4:1	kchor	False	18	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.5:4	tchol	False	26	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.6:3	okaiin	False	31	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.6:5	otaiin	False	33	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.7:4	cheor	True	38	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.9:3	kchol	False	50	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.10:2	okeor	True	54	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.10:4	okol	False	56	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.12:6	chor	False	68	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.13:4	cthol	False	72	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.13:6	sheol	False	74	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.14:4	chodaiin	False	78	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.14:5	okeol	True	79	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.15:2	cthy	False	82	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.15:4	cheo	False	84	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.15:5	otor	False	85	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.15:6	oteol	True	86	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.16:3	okeol	True	89	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.16:4	cthol	False	90	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.17:6	cthor	False	97	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.18:1	otor	False	98	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.18:2	cheeor	True	99	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.18:6	chr	False	103	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.19:4	cthor	False	109	recorded
ZL3b	f17v|f17v.1-f17v.23	f17v.20:5	f17v.20:3	cheor	True	113	recorded
ZL3b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.6:3	tchor	False	2	recorded
ZL3b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.6:4	otaiin	False	3	recorded
ZL3b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.7:2	chor	False	5	recorded
ZL3b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.7:3	qokchol	False	6	recorded
ZL3b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.7:4	chory	False	7	recorded
ZL3b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.8:2	cthy	False	9	recorded
ZL3b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.8:3	qokol	False	10	recorded
ZL3b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.9:2	shody	False	14	recorded
ZL3b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.9:4	tchol	False	16	recorded
ZL3b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.9:5	otaiin	False	17	recorded
ZL3b	f22v|f22v.6-f22v.16	f22v.15:1	f22v.12:3	cthy	False	29	recorded
ZL3b	f45v|f45v.5-f45v.11	f45v.8:3	f45v.5:1	qotol	False	0	recorded
ZL3b	f45v|f45v.5-f45v.11	f45v.8:3	f45v.6:5	tod	False	13	recorded
ZL3b	f45v|f45v.5-f45v.11	f45v.8:3	f45v.7:2	kchol	False	19	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.33:2	f102v2.31:3	sheeody	False	11	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.33:2	f102v2.32:2	cheor	True	19	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.33:2	f102v2.32:4	okeol	True	21	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.33:2	f102v2.32:9	cheeor	True	26	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.31:3	sheeody	False	11	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.32:2	cheor	True	19	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.32:4	okeol	True	21	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.32:9	cheeor	True	26	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.33:2	sho	False	31	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.33:4	cheor	True	33	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.35:2	sheol	False	51	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.35:4	sheeor	True	53	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.35:7	cheo	False	56	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.35:9	qokeol	True	58	recorded
ZL3b	f102v2|f102v2.30-f102v2.39	f102v2.38:7	f102v2.37:1	tchor	False	69	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.1:2	chor	False	1	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.2:2	keeor	True	6	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.2:4	okol	False	8	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.2:6	okal	False	10	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.3:3	okal	False	13	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.4:1	kchor	False	17	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.5:4	tchol	False	25	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.6:3	okaiin	False	30	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.6:5	otaiin	False	32	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.7:4	cheor	True	37	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.9:3	kchol	False	49	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.10:2	okeor	True	53	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.10:4	okol	False	55	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.12:6	chor	False	66	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.13:4	cthol	False	70	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.13:6	sheol	False	72	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.14:4	chodaiin	False	76	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.14:5	okeol	True	77	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.15:2	cthy	False	80	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.15:4	cheo	False	82	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.15:5	otor	False	83	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.15:6	oteol	True	84	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.16:3	okeol	True	87	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.16:4	cthol	False	88	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.17:6	cthor	False	95	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.18:1	otor	False	96	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.18:2	cheeor	True	97	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.18:6	chr	False	101	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.19:4	cthor	False	107	recorded
IT2a	f17v|f17v.1-f17v.23	f17v.20:5	f17v.20:3	cheor	True	112	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.15:1	f22v.6:3	tchor	False	2	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.15:1	f22v.6:4	otaiin	False	3	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.15:1	f22v.7:2	chor	False	5	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.15:1	f22v.7:3	qokchol	False	6	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.15:1	f22v.7:4	chory	False	7	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.15:1	f22v.8:2	cthy	False	9	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.15:1	f22v.8:3	qokol	False	10	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.15:1	f22v.9:2	shody	False	14	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.15:1	f22v.9:5	otaiin	False	17	recorded
IT2a	f22v|f22v.6-f22v.16	f22v.15:1	f22v.12:3	cthy	False	29	recorded
IT2a	f45v|f45v.5-f45v.11	f45v.8:3	f45v.5:1	qotol	False	0	recorded
IT2a	f45v|f45v.5-f45v.11	f45v.8:3	f45v.6:5	tod	False	13	recorded
IT2a	f45v|f45v.5-f45v.11	f45v.8:3	f45v.7:2	kchol	False	19	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.33:2	f102v2.31:3	sheeody	False	11	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.33:2	f102v2.32:2	cheor	True	19	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.33:2	f102v2.32:4	okeol	True	21	recorded
IT2a	f102v2|f102v2.30-f102v2.39	f102v2.33:2	f102v2.32:9	cheeor	True	26	recorded
