paragraph	grammar	model	mention	form	axis	value	patient	object	object_form	input_eligible	old_debts	state_status	row_status
f6v|f6v.6-f6v.21	B	E	f6v.12:2	shy	moisture	wet				False	MISSING_MATERIAL_BINDING	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	B	P	f6v.12:2	shy	moisture	wet				False	MISSING_MATERIAL_BINDING	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	B	R	f6v.12:2	shy	moisture	wet				False	MISSING_MATERIAL_BINDING	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	B	E	f6v.15:4	chy	thermal	hot	f6v.14:3	f6v.7:4	cthol	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	B	P	f6v.15:4	chy	thermal	hot	f6v.14:3	f6v.7:4	cthol	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	B	R	f6v.15:4	chy	thermal	hot	f6v.14:3	f6v.7:4	cthol	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	B	E	f6v.19:3	chy	thermal	hot	f6v.19:1	f6v.19:1	ocholy	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	B	P	f6v.19:3	chy	thermal	hot	f6v.19:1	f6v.19:1	ocholy	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	B	R	f6v.19:3	chy	thermal	hot	f6v.19:1	f6v.19:1	ocholy	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	J	E	f6v.12:2	shy	moisture	wet				False	MISSING_MATERIAL_BINDING	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	J	P	f6v.12:2	shy	moisture	wet				False	MISSING_MATERIAL_BINDING	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	J	R	f6v.12:2	shy	moisture	wet				False	MISSING_MATERIAL_BINDING	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	J	E	f6v.15:4	chy	thermal	hot	f6v.14:3	f6v.7:4	cthol	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	J	P	f6v.15:4	chy	thermal	hot	f6v.14:3	f6v.7:4	cthol	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	J	R	f6v.15:4	chy	thermal	hot	f6v.14:3	f6v.7:4	cthol	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	J	E	f6v.19:3	chy	thermal	hot	f6v.19:1	f6v.19:1	ocholy	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	J	P	f6v.19:3	chy	thermal	hot	f6v.19:1	f6v.19:1	ocholy	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	J	R	f6v.19:3	chy	thermal	hot	f6v.19:1	f6v.19:1	ocholy	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	M	E	f6v.12:2	shy	moisture	wet				False	MISSING_MATERIAL_BINDING	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	M	P	f6v.12:2	shy	moisture	wet				False	MISSING_MATERIAL_BINDING	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	M	R	f6v.12:2	shy	moisture	wet				False	MISSING_MATERIAL_BINDING	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	M	E	f6v.15:4	chy	thermal	hot	f6v.14:3	f6v.7:4	cthol	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	M	P	f6v.15:4	chy	thermal	hot	f6v.14:3	f6v.7:4	cthol	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	M	R	f6v.15:4	chy	thermal	hot	f6v.14:3	f6v.7:4	cthol	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.15:1;IMPLICIT_SUBJECT_CONTINUATION;MISSING_COINGREDIENT	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	M	E	f6v.19:3	chy	thermal	hot	f6v.19:1	f6v.19:1	ocholy	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	M	P	f6v.19:3	chy	thermal	hot	f6v.19:1	f6v.19:1	ocholy	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	NOT_SIMULATED	recorded
f6v|f6v.6-f6v.21	M	R	f6v.19:3	chy	thermal	hot	f6v.19:1	f6v.19:1	ocholy	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f6v.19:2	NOT_SIMULATED	recorded
f9v|f9v.5-f9v.12	B	E	f9v.9:2	chy	thermal	hot				False	MISSING_MATERIAL_BINDING	NOT_SIMULATED	recorded
f9v|f9v.5-f9v.12	B	P	f9v.9:2	chy	thermal	hot				False	MISSING_MATERIAL_BINDING	NOT_SIMULATED	recorded
f9v|f9v.5-f9v.12	B	R	f9v.9:2	chy	thermal	hot				False	MISSING_MATERIAL_BINDING	NOT_SIMULATED	recorded
f9v|f9v.5-f9v.12	B	E	f9v.10:1	oty	thermal	cold	f9v.10:2	f9v.10:2	kchol	False		NOT_SIMULATED	recorded
f9v|f9v.5-f9v.12	B	P	f9v.10:1	oty	thermal	cold	f9v.10:2	f9v.10:2	kchol	False		NOT_SIMULATED	recorded
f9v|f9v.5-f9v.12	B	R	f9v.10:1	oty	thermal	cold	f9v.10:2	f9v.10:2	kchol	False		NOT_SIMULATED	recorded
f9v|f9v.5-f9v.12	B	E	f9v.10:4	chy	thermal	hot	f9v.10:2	f9v.10:2	kchol	False	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	NOT_SIMULATED	recorded
