edition	paragraph	model	mention	form	object	object_form	row_status
ZL3b	f6v|f6v.6-f6v.21	E	f6v.6:2	shocthol	f6v.6:2	shocthol	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.7:4	cthol	f6v.7:4	cthol	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.8:2	chor	f6v.8:2	chor	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.9:3	chor	f6v.8:2	chor	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.9:4	cthom	f6v.9:4	cthom	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.10:3	kchdy	f6v.10:3	kchdy	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.11:2	char	f6v.11:2	char	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.11:3	otam	f6v.11:3	otam	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.11:4	ctho	f6v.11:4	ctho	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.12:4	cthy	f6v.12:4	cthy	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.13:2	cthy	f6v.12:4	cthy	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.13:4	chor	f6v.8:2	chor	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.14:3	cthol	f6v.7:4	cthol	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.16:2	cthar	f6v.16:2	cthar	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.16:4	cthy	f6v.12:4	cthy	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.17:4	cthodam	f6v.17:4	cthodam	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.18:1	ytchocthol	f6v.18:1	ytchocthol	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.19:1	ocholy	f6v.19:1	ocholy	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.20:1	dchor	f6v.20:1	dchor	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.20:2	choldar	f6v.20:2	choldar	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.20:3	okol	f6v.20:3	okol	recorded
ZL3b	f6v|f6v.6-f6v.21	E	f6v.21:2	chor	f6v.8:2	chor	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.6:2	shocthol	f6v.6:2	shocthol	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.7:4	cthol	f6v.7:4	cthol	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.8:2	chor	f6v.8:2	chor	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.9:3	chor	f6v.8:2	chor	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.9:4	cthom	f6v.9:4	cthom	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.10:3	kchdy	f6v.10:3	kchdy	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.11:2	char	f6v.11:2	char	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.11:3	otam	f6v.11:3	otam	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.11:4	ctho	f6v.11:4	ctho	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.12:4	cthy	f6v.12:4	cthy	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.13:2	cthy	f6v.12:4	cthy	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.13:4	chor	f6v.8:2	chor	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.14:3	cthol	f6v.7:4	cthol	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.16:2	cthar	f6v.16:2	cthar	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.16:4	cthy	f6v.12:4	cthy	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.17:4	cthodam	f6v.17:4	cthodam	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.18:1	ytchocthol	f6v.18:1	ytchocthol	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.19:1	ocholy	f6v.19:1	ocholy	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.20:1	dchor	f6v.20:1	dchor	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.20:2	choldar	f6v.20:2	choldar	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.20:3	okol	f6v.20:3	okol	recorded
ZL3b	f6v|f6v.6-f6v.21	P	f6v.21:2	chor	f6v.8:2	chor	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.6:2	shocthol	f6v.6:2	shocthol	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.7:4	cthol	f6v.7:4	cthol	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.8:2	chor	f6v.8:2	chor	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.9:3	chor	f6v.8:2	chor	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.9:4	cthom	f6v.9:4	cthom	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.10:3	kchdy	f6v.10:3	kchdy	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.11:2	char	f6v.11:2	char	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.11:3	otam	f6v.11:3	otam	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.11:4	ctho	f6v.11:4	ctho	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.12:4	cthy	f6v.12:4	cthy	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.13:2	cthy	f6v.12:4	cthy	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.13:4	chor	f6v.8:2	chor	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.14:3	cthol	f6v.7:4	cthol	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.16:2	cthar	f6v.16:2	cthar	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.16:4	cthy	f6v.12:4	cthy	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.17:4	cthodam	f6v.17:4	cthodam	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.18:1	ytchocthol	f6v.18:1	ytchocthol	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.19:1	ocholy	f6v.19:1	ocholy	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.20:1	dchor	f6v.20:1	dchor	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.20:2	choldar	f6v.20:2	choldar	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.20:3	okol	f6v.20:3	okol	recorded
ZL3b	f6v|f6v.6-f6v.21	R	f6v.21:2	chor	f6v.8:2	chor	recorded
ZL3b	f9v|f9v.5-f9v.12	E	f9v.6:1	odol	f9v.6:1	odol	recorded
ZL3b	f9v|f9v.5-f9v.12	E	f9v.6:4	chody	f9v.6:4	chody	recorded
ZL3b	f9v|f9v.5-f9v.12	E	f9v.7:6	otal	f9v.7:6	otal	recorded
ZL3b	f9v|f9v.5-f9v.12	E	f9v.10:2	kchol	f9v.10:2	kchol	recorded
ZL3b	f9v|f9v.5-f9v.12	E	f9v.11:2	chshoty	f9v.11:2	chshoty	recorded
ZL3b	f9v|f9v.5-f9v.12	E	f9v.12:3	chor	f9v.12:3	chor	recorded
ZL3b	f9v|f9v.5-f9v.12	P	f9v.6:1	odol	f9v.6:1	odol	recorded
ZL3b	f9v|f9v.5-f9v.12	P	f9v.6:4	chody	f9v.6:4	chody	recorded
ZL3b	f9v|f9v.5-f9v.12	P	f9v.7:6	otal	f9v.7:6	otal	recorded
ZL3b	f9v|f9v.5-f9v.12	P	f9v.10:2	kchol	f9v.10:2	kchol	recorded
ZL3b	f9v|f9v.5-f9v.12	P	f9v.11:2	chshoty	f9v.11:2	chshoty	recorded
ZL3b	f9v|f9v.5-f9v.12	P	f9v.12:3	chor	f9v.12:3	chor	recorded
ZL3b	f9v|f9v.5-f9v.12	R	f9v.6:1	odol	f9v.6:1	odol	recorded
ZL3b	f9v|f9v.5-f9v.12	R	f9v.6:4	chody	f9v.6:4	chody	recorded
ZL3b	f9v|f9v.5-f9v.12	R	f9v.7:6	otal	f9v.7:6	otal	recorded
ZL3b	f9v|f9v.5-f9v.12	R	f9v.10:2	kchol	f9v.10:2	kchol	recorded
ZL3b	f9v|f9v.5-f9v.12	R	f9v.11:2	chshoty	f9v.11:2	chshoty	recorded
ZL3b	f9v|f9v.5-f9v.12	R	f9v.12:3	chor	f9v.12:3	chor	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.1:2	chor	f17v.1:2	chor	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.2:2	keeor	f17v.2:2	keeor	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.2:4	okol	f17v.2:4	okol	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.2:6	okal	f17v.2:6	okal	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.3:3	okal	f17v.2:6	okal	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.4:1	kchor	f17v.4:1	kchor	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.5:4	tchol	f17v.5:4	tchol	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.6:3	okaiin	f17v.6:3	okaiin	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.6:5	otaiin	f17v.6:5	otaiin	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.7:4	cheor	f17v.7:4	cheor	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.9:3	kchol	f17v.9:3	kchol	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.10:2	okeor	f17v.10:2	okeor	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.10:4	okol	f17v.2:4	okol	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.12:6	chor	f17v.1:2	chor	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.13:4	cthol	f17v.13:4	cthol	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.13:6	sheol	f17v.13:6	sheol	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.14:4	chodaiin	f17v.14:4	chodaiin	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.14:5	okeol	f17v.14:5	okeol	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.15:2	cthy	f17v.15:2	cthy	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.15:4	cheo	f17v.15:4	cheo	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.15:5	otor	f17v.15:5	otor	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.15:6	oteol	f17v.15:6	oteol	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.16:3	okeol	f17v.14:5	okeol	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.16:4	cthol	f17v.13:4	cthol	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.17:6	cthor	f17v.17:6	cthor	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.18:1	otor	f17v.15:5	otor	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.18:2	cheeor	f17v.18:2	cheeor	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.18:6	chr	f17v.18:6	chr	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.19:4	cthor	f17v.17:6	cthor	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.20:3	cheor	f17v.7:4	cheor	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.20:5	sho	f17v.20:5	sho	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.22:4	keeor	f17v.2:2	keeor	recorded
ZL3b	f17v|f17v.1-f17v.23	E	f17v.22:6	ctheey	f17v.22:6	ctheey	recorded
