event_id	statement_id	record_unit_id	page	field_id	field_position	visible_owner	visible_surface	master_card_id	relation_stems	relation_skeleton_de	portable_core_de	local_register_expansion_de	terminal_status
E002	H1-S001	H1	f10r	F001	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthoor	MC158	OR	ANSATZ_AKTIVER_SATZ	den Ansatz bereitstellen	Vorbereitung	NONCLOSE
E003	H1-S001	H1	f10r	F001	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	char	MC055	AR	VON_QUELLE	davon	davon	NONCLOSE
E007	H1-S001	H1	f10r	F001	7	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otytchol	MC069	OL|OT	WEITER_GLEICHER_FORTGANG + DANACH_NAECHSTER	Folgeteil	Folgeteil	NONCLOSE
E008	H1-S001	H1	f10r	F001	8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oky	MC026	Y	DIES_AKTUELLER_POSTEN	einsetzen	einsetzen	NONCLOSE
E011	H1-S002	H1	f10r	F002	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qokchy	MC103	Y	DIES_AKTUELLER_POSTEN	den laufenden Posten einsetzen und weiterbearbeiten	weiterbearbeiten	NONCLOSE
E012	H1-S002	H1	f10r	F002	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchol	MC163	OL|OT	WEITER_GLEICHER_FORTGANG + DANACH_NAECHSTER	DANACH_WEITER	Folgegang	NONCLOSE
E013	H1-S002	H1	f10r	F002	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	OL	WEITER_GLEICHER_FORTGANG	weiter	weiter	NONCLOSE
E014	H1-S002	H1	f10r	F002	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	MC161	Y	DIES_AKTUELLER_POSTEN	bereit	bereit	NONCLOSE
E015	H2-S001	H2	f10r	F003	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	ycheor	MC075	OR|Y	ANSATZ_AKTIVER_SATZ + DIES_AKTUELLER_POSTEN	aktueller Auszugsansatz	Auszugsansatz	NONCLOSE
E016	H2-S001	H2	f10r	F003	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cthy	MC161	Y	DIES_AKTUELLER_POSTEN	bereit	bereit	NONCLOSE
E017	H2-S001	H2	f10r	F003	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	OR	ANSATZ_AKTIVER_SATZ	Ansatz	Ansatz	NONCLOSE
E019	H2-S001	H2	f10r	F003	5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qoctholy	MC115	OL|OT|Y	WEITER_GLEICHER_FORTGANG + DANACH_NAECHSTER + DIES_AKTUELLER_POSTEN	den bereiten Folgeposten wählen	bereiter Folgeposten	NONCLOSE
E020	H2-S001	H2	f10r	F003	6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	MC123	Y	DIES_AKTUELLER_POSTEN	dies	dies	NONCLOSE
E021	H2-S001	H2	f10r	F003	7	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	MC123	Y	DIES_AKTUELLER_POSTEN	dies	dies	NONCLOSE
E023	H2-S001	H2	f10r	F003	9	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shy	MC123	Y	DIES_AKTUELLER_POSTEN	dies	dies	NONCLOSE
E024	H2-S002	H2	f10r	F004	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	qotchor	MC013	OT|OR	DANACH_NAECHSTER + ANSATZ_AKTIVER_SATZ	Folgeansatz	Folgeansatz	NONCLOSE
E025	H2-S002	H2	f10r	F004	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	OR	ANSATZ_AKTIVER_SATZ	Ansatz	Ansatz	NONCLOSE
E026	H2-S002	H2	f10r	F004	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	otol	MC053	OL|OT	WEITER_GLEICHER_FORTGANG + DANACH_NAECHSTER	DANACH_WEITER	Fortgang	NONCLOSE
E027	H2-S002	H2	f10r	F004	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	OL	WEITER_GLEICHER_FORTGANG	weiter	weiter	NONCLOSE
E028	H2-S002	H2	f10r	F004	5	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	cholor	MC157	OL|OR	WEITER_GLEICHER_FORTGANG + ANSATZ_AKTIVER_SATZ	derselbe Ansatz	derselbe Ansatz	NONCLOSE
E029	H2-S002	H2	f10r	F004	6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chol	MC153	OL	WEITER_GLEICHER_FORTGANG	weiter	weiter	NONCLOSE
E031	H2-S002	H2	f10r	F004	8	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dar	MC055	AR	VON_QUELLE	davon	davon	NONCLOSE
E032	H2-S003	H2	f10r	F005	1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	oykchor	MC027	OR	ANSATZ_AKTIVER_SATZ	Gefäß für den Ansatz	Zubereitungsgefäß	NONCLOSE
E033	H2-S003	H2	f10r	F005	2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	shor	MC080	OR	ANSATZ_AKTIVER_SATZ	Ansatz	Ansatz	NONCLOSE
E034	H2-S003	H2	f10r	F005	3	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chor	MC080	OR	ANSATZ_AKTIVER_SATZ	Ansatz	Ansatz	NONCLOSE
E035	H2-S003	H2	f10r	F005	4	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	chy	MC123	Y	DIES_AKTUELLER_POSTEN	dies	dies	NONCLOSE
E037	H2-S003	H2	f10r	F005	6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	dy	MC123	Y	DIES_AKTUELLER_POSTEN	dies	dies	NONCLOSE
E047	H3-S003	H3	f11r	F008	1	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dchol	MC142	OL	WEITER_GLEICHER_FORTGANG	vom vorigen Arbeitsgang nehmen	vom vorigen	NONCLOSE
E048	H3-S003	H3	f11r	F008	2	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	chy	MC123	Y	DIES_AKTUELLER_POSTEN	dies	dies	NONCLOSE
E049	H3-S003	H3	f11r	F008	3	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	kchy	MC117	Y	DIES_AKTUELLER_POSTEN	den laufenden Posten bearbeiten	Bearbeiten	NONCLOSE
E050	H3-S003	H3	f11r	F008	4	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	dy	MC123	Y	DIES_AKTUELLER_POSTEN	dies	dies	NONCLOSE
