packet	locus	source_lattice	selected_segmentation	literal_decoded	normalized_plaintext_or_record	confidence	alternative_analysis	uncertainty_reason	reverse_generation_mode	actual_source_bits	wrong_form_rule	wrong_source_bits	actual_advantage_bits
HERBAL_CURRIER_A	f1r.1	fachys ykal ar ataiin shol shory cthres y kor sholdy || fachys ykal ar ataiin shol shory cthres y kor sholdy || fachys ykal ar taiin shol shory ses y kor sholdy	fachys | ykal | ar | ataiin | shol | shory | cthres | y | kor | sholdy	<fachys>zv<ataiin>v<shory><cthres>og<sholdy>	<fachys>zv<ataiin>v<shory><cthres>og<sholdy>	EXPLORATORY	fachys ykal ar ataiin shol shory cthres y kor sholdy || fachys ykal ar taiin shol shory ses y kor sholdy	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
HERBAL_CURRIER_A	f1r.2	sory ckhar or y kair chtaiin shar ase cthar cthar dan || sory ckhar or y kair chtaiin shar are cthar cthar dan || sory ckhar ory kair chtaiin shar is cthar cthar dan	sory | ckhar | or | y | kair | chtaiin | shar | are | cthar | cthar | dan	<sory><ckhar>iom<chtaiin>i<are>mmn	<sory><ckhar>iom<chtaiin>i<are>mmn	EXPLORATORY	sory ckhar or y kair chtaiin shar ase cthar cthar dan || sory ckhar ory kair chtaiin shar is cthar cthar dan	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
HERBAL_CURRIER_A	f1r.3	syaiir sheky or ykaiin shod cthoary cthes daraiin sy || syaiir sheky or ykaiin shod cthoary cthes daraiin sa	syaiir | sheky | or | ykaiin | shod | cthoary | cthes | daraiin | sa	<syaiir>yivp<cthoary><cthes><daraiin><sa>	<syaiir>yivp<cthoary><cthes><daraiin><sa>	EXPLORATORY	syaiir sheky or ykaiin shod cthoary cthes daraiin sy	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
HERBAL_CURRIER_A	f1r.4	soiin oteey oteos roloty cthiar daiin okaiin or okan || ooiin oteey oteos roloty cthar daiin otaiin or okan || soiin oteey oteor roloty ar daiin okaiin or okan	ooiin | oteey | oteos | roloty | cthar | daiin | otaiin | or | okan	<ooiin>ul<roloty>mkxi<okan>	<ooiin>ul<roloty>mkxi<okan>	EXPLORATORY	soiin oteey oteos roloty cthiar daiin okaiin or okan || soiin oteey oteor roloty ar daiin okaiin or okan	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
HERBAL_CURRIER_A	f1r.5	sair y chear cthaiin cphar cfhaiin || dair y chear cthaiin cphar cfhaiin || sairy chear cthaiin cphar cfhaiin	sairy | chear | cthaiin | cphar | cfhaiin	<sairy>ye<cphar><cfhaiin>	<sairy>ye<cphar><cfhaiin>	EXPLORATORY	sair y chear cthaiin cphar cfhaiin || dair y chear cthaiin cphar cfhaiin	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
CURRIER_B_PROSE	f75r.1	kchedykary okeey qokar shyk chedy qotar shedy || kchedy kary okeey qokar shy kchedy qotar shedy || kchedykary okeey qokar shykche y qotar she y	kchedy | kary | okeey | qokar | shy | kchedy | qotar | shedy	l<kary>lmblwf	l<kary>lmblwf	EXPLORATORY	kchedykary okeey qokar shyk chedy qotar shedy || kchedykary okeey qokar shykche y qotar she y	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
CURRIER_B_PROSE	f75r.2	dain shey ly ssheol qoldy chedykar chekeedy ror || dain shey ly ssheol qolchedy chedykar chekeedy ror || dain shey ly seol qoldy chedykar chekeedy ror	dain | shey | ly | ssheol | qolchedy | chedykar | chekeedy | ror	kra<ssheol>m<chedykar><chekeedy>e	kra<ssheol>m<chedykar><chekeedy>e	EXPLORATORY	dain shey ly ssheol qoldy chedykar chekeedy ror || dain shey ly seol qoldy chedykar chekeedy ror	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
CURRIER_B_PROSE	f75r.3	qokain chal orchey qey kain sheeky ltain olkar or	qokain | chal | orchey | qey | kain | sheeky | ltain | olkar | or	oh<orchey><qey>fd<ltain>vi	oh<orchey><qey>fd<ltain>vi	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
CURRIER_B_PROSE	f75r.4	dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy || dackhy lkamo ykeey lshey kal dy shey or shey qokeedy || dacthy lkago ykeey ley kal dy shey ok ey qokeed	dackhy | lkamo | ykeey | lshey | kal | dy | shey | or | shey | qokeedy	<dackhy><lkamo>ibnsrirh	<dackhy><lkamo>ibnsrirh	EXPLORATORY	dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy || dacthy lkago ykeey ley kal dy shey ok ey qokeed	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
CURRIER_B_PROSE	f75r.5	shey kar chey ckhey r ain ol olsheedy qokeey qoky || shey kar chey ckhey r ain ol ol sheedy qokeey qoky || sheykar chey ckhey r ain ol ol sheedy qokeey qoky	shey | kar | chey | ckhey | r | ain | ol | olsheedy | qokeey | qoky	rbthozq<olsheedy>wf	rbthozq<olsheedy>wf	EXPLORATORY	shey kar chey ckhey r ain ol ol sheedy qokeey qoky || sheykar chey ckhey r ain ol ol sheedy qokeey qoky	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.1	pchedar opchedy qokedy opchedy qopdy dain chetas chy qotam || pchedar opchedy qokedy opchedy qopdy dain chetas chcphhy qotam || pchedar opchedy qokedy opchedy qopdy dain chetas chy qotam	pchedar | opchedy | qokedy | opchedy | qopdy | dain | chetas | chcphhy | qotam	pczc<qopdy>k<chetas><chcphhy>o	pczc<qopdy>k<chetas><chcphhy>o	EXPLORATORY	pchedar opchedy qokedy opchedy qopdy dain chetas chy qotam || pchedar opchedy qokedy opchedy qopdy dain chetas chy qotam	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.10	qokeed chedy ky okedy lchedy dar ody dchedy dar olchedy otedy qoky || qokeed chedy ky okedy lchedy dar ody dchedy dar olchedy otedy qoky || qokeed chedyky oke y lchedy dar ojy dchedy dar olchedy ote y qok	qokeed | chedy | ky | okedy | lchedy | dar | ody | dchedy | dar | olchedy | otedy | qoky	mgdbynlpnxgf	mgdbynlpnxgf	EXPLORATORY	qokeed chedy ky okedy lchedy dar ody dchedy dar olchedy otedy qoky || qokeed chedyky oke y lchedy dar ojy dchedy dar olchedy ote y qok	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.11	s	s	j	j	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.12	qokedy rshey qol chey ol chey keed sol key dy kedy qokal dar oly || qokedy rshey qol chey ol chey keed sol key dykedy qokol dar oly || qokedy shey qol che ol chey keed sol key dykedy qok l dar oly	qokedy | rshey | qol | chey | ol | chey | keed | sol | key | dykedy | qokol | dar | oly	z<rshey>ltqt<keed>ph<dykedy>anq	z<rshey>ltqt<keed>ph<dykedy>anq	EXPLORATORY	qokedy rshey qol chey ol chey keed sol key dy kedy qokal dar oly || qokedy shey qol che ol chey keed sol key dykedy qok l dar oly	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.13	ocheain cheedy qokal dain sheeky qoky sshedy tedy otedy tedy taral || ocheain cheed qokal dain sheety qoky s shedy te y ote y te y taral	ocheain | cheedy | qokal | dain | sheeky | qoky | sshedy | tedy | otedy | tedy | taral	<ocheain>oakdf<sshedy>zgz<taral>	<ocheain>oakdf<sshedy>zgz<taral>	EXPLORATORY	ocheain cheed qokal dain sheety qoky s shedy te y ote y te y taral	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.14	qol sheckhy qokedy qokedy qokaly sor chedy qoky olshty qokydy || qol sheckhy qokedy qokedy qokaly sor chedy qoky olshty qokydy || qol eckhy qoke y qokedy qokaly sor chedy qoky olshty qokydy	qol | sheckhy | qokedy | qokedy | qokaly | sor | chedy | qoky | olshty | qokydy	lezzypgf<olshty><qokydy>	lezzypgf<olshty><qokydy>	EXPLORATORY	qol sheckhy qokedy qokedy qokaly sor chedy qoky olshty qokydy || qol eckhy qoke y qokedy qokaly sor chedy qoky olshty qokydy	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.15	sal ol olain olkey olshed qokaly qokar chedy qokain ty lshdy qo || ral ol oloin olkey olshed qokaly qokar chedy qokain ty lshdyqo || sal ol olain olkey ol ed qokaly qokar chedy qokain ty lsh yqo	sal | ol | olain | olkey | olshed | qokaly | qokar | chedy | qokain | ty | lshdy | qo	pqjd<olshed>ymgoe<lshdy>a	pqjd<olshed>ymgoe<lshdy>a	EXPLORATORY	ral ol oloin olkey olshed qokaly qokar chedy qokain ty lshdyqo || sal ol olain olkey ol ed qokaly qokar chedy qokain ty lsh yqo	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.16	odchedy qolshdy shokshdy qokain or shedy qolol keedy qokalom || odchedy qolshdy shokshdy qokain or shedy qolol keedy qokalom || odchedy qolshdy shokdy qokain or shedy qololkeedy qokalom	odchedy | qolshdy | shokshdy | qokain | or | shedy | qolol | keedy | qokalom	<odchedy><qolshdy><shokshdy>oif<qolol>y<qokalom>	<odchedy><qolshdy><shokshdy>oif<qolol>y<qokalom>	EXPLORATORY	odchedy qolshdy shokshdy qokain or shedy qolol keedy qokalom || odchedy qolshdy shokdy qokain or shedy qololkeedy qokalom	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.17	sal shed ykain qokain sheckhy ld saiin ckhy lshedy || sal shedykain qokain sheckhy ld saiin ckhy lshedy || sal shed ykain qokain sheckhy ld saiin ckhy lshedy	sal | shedykain | qokain | sheckhy | ld | saiin | ckhy | lshedy	p<shedykain>oe<ld>pru	p<shedykain>oe<ld>pru	EXPLORATORY	sal shed ykain qokain sheckhy ld saiin ckhy lshedy || sal shed ykain qokain sheckhy ld saiin ckhy lshedy	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.18	okshy	okshy	p	p	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.19	saral	saral	<saral>	<saral>	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.2	s	s	j	j	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.20	dokal	dokal	<dokal>	<dokal>	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.21	darol	darol	<darol>	<darol>	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.22	daldy || dal dy	daldy	e	e	EXPLORATORY	dal dy	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.23	dal shd || dal shd || dalshd	dalshd	<dalshd>	<dalshd>	EXPLORATORY	dal shd || dal shd	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.24	dalkar	dalkar	<dalkar>	<dalkar>	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.25	qokal	qokal	a	a	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.26	dly	dly	<dly>	<dly>	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.27	ory	ory	x	x	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.28	oty	oty	l	l	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.29	lchy	lchy	<lchy>	<lchy>	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.3	sor sheky qokain okal dal olchedy daiin chckhy lkar chckhy rom || sor sheky qokain okal dal olchedy daiin chckhy lkar chckhy rom || sor eky qokain okal dal ol chedy daiin chckhy lkar chckhy om	sor | sheky | qokain | okal | dal | olchedy | daiin | chckhy | lkar | chckhy | rom	pyoitxkxzx<rom>	pyoitxkxzx<rom>	EXPLORATORY	sor sheky qokain okal dal olchedy daiin chckhy lkar chckhy rom || sor eky qokain okal dal ol chedy daiin chckhy lkar chckhy om	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.30	dary	dary	r	r	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.31	dal	dal	t	t	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.32	daldy	daldy	e	e	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.33	qoted	qoted	<qoted>	<qoted>	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.34	rkal || kal	rkal	<rkal>	<rkal>	EXPLORATORY	kal	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.35	ykedy || yke y	ykedy	l	l	EXPLORATORY	yke y	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.36	olkchy	olkchy	<olkchy>	<olkchy>	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
BIOLOGICAL_LABEL_RICH_AND_F75V	f75v.37	otoly	otoly	<otoly>	<otoly>	EXPLORATORY	NONE	postselected whole-manuscript decoder	REVERSE_GENERATION_NOT_IMPLEMENTED_CANDIDATE_FAILS_REQUIREMENT	NOT_COMPUTED	rotate each multi-symbol manual group left by one source symbol	NOT_COMPUTED	NOT_COMPUTED
