page	physical_folio	star_ordinal	ordinal_parity	locus	edition	WORD_COUNT	LINE_CARRIER_ANY	LINE_CARRIER_T	LINE_CARRIER_D	LINE_CARRIER_S	ROLE_RATE_BOUND_D	ROLE_RATE_BOUND_E	ROLE_RATE_Q	ROLE_RATE_REL_I	ROLE_RATE_FREE_L	ROLE_RATE_FREE_R	FIRST_HAS_BOUND_D	FIRST_HAS_BOUND_E	FIRST_HAS_Q	FIRST_HAS_REL_I	FIRST_HAS_FREE_L	FIRST_HAS_FREE_R	EDGE_RATE_D_TO_Q	EDGE_RATE_E_TO_Q
f104v	f104	1	ODD	f104v.1	ZL3b	12	0	0	0	0	0.166666666667	0.25	0	0.166666666667	0	0.166666666667	0	0	0	0	0	0	0	0
f104v	f104	1	ODD	f104v.1	IT2a	12	0	0	0	0	0.166666666667	0.25	0	0.166666666667	0	0.166666666667	0	0	0	0	0	0	0	0
f104v	f104	1	ODD	f104v.1	RF1b	14	0	0	0	0	0.142857142857	0.214285714286	0	0.142857142857	0	0.0714285714286	0	0	0	0	0	0	0	0
f104v	f104	2	EVEN	f104v.6	ZL3b	13	1	0	0	1	0.307692307692	0.153846153846	0.307692307692	0	0.0769230769231	0	0	0	0	0	0	0	0.0769230769231	0
f104v	f104	2	EVEN	f104v.6	IT2a	13	1	0	0	1	0.307692307692	0.153846153846	0.307692307692	0	0.0769230769231	0	0	0	0	0	0	0	0.153846153846	0
f104v	f104	2	EVEN	f104v.6	RF1b	14	1	0	0	1	0.214285714286	0.214285714286	0.285714285714	0	0.0714285714286	0	0	0	0	0	0	0	0.0714285714286	0
f104v	f104	3	ODD	f104v.8	ZL3b	12	1	1	0	0	0.333333333333	0.166666666667	0.25	0	0.0833333333333	0	0	0	0	0	0	0	0.166666666667	0
f104v	f104	3	ODD	f104v.8	IT2a	12	1	1	0	0	0.333333333333	0.166666666667	0.25	0	0.0833333333333	0	0	0	0	0	0	0	0.166666666667	0
f104v	f104	3	ODD	f104v.8	RF1b	12	1	1	0	0	0.25	0.25	0.25	0	0.0833333333333	0	0	0	0	0	0	0	0.166666666667	0
f104v	f104	4	EVEN	f104v.12	ZL3b	13	0	0	0	0	0.307692307692	0.384615384615	0.0769230769231	0	0	0	0	1	0	0	0	0	0.0769230769231	0
f104v	f104	4	EVEN	f104v.12	IT2a	13	0	0	0	0	0.307692307692	0.384615384615	0.0769230769231	0	0	0	0	1	0	0	0	0	0.0769230769231	0
f104v	f104	4	EVEN	f104v.12	RF1b	13	0	0	0	0	0.230769230769	0.461538461538	0.0769230769231	0	0	0	0	1	0	0	0	0	0	0.0769230769231
f104v	f104	5	ODD	f104v.15	ZL3b	11	1	1	0	0	0.0909090909091	0.272727272727	0.454545454545	0	0	0	0	1	0	0	0	0	0	0
f104v	f104	5	ODD	f104v.15	IT2a	11	1	1	0	0	0.0909090909091	0.272727272727	0.454545454545	0	0	0	0	1	0	0	0	0	0	0
f104v	f104	5	ODD	f104v.15	RF1b	12	0	0	0	0	0.0833333333333	0.25	0.416666666667	0	0	0	0	0	0	0	0	0	0	0
f104v	f104	6	EVEN	f104v.19	ZL3b	13	0	0	0	0	0.230769230769	0.230769230769	0.230769230769	0	0.230769230769	0.0769230769231	0	1	0	0	0	0	0.153846153846	0
f104v	f104	6	EVEN	f104v.19	IT2a	13	0	0	0	0	0.230769230769	0.230769230769	0.230769230769	0	0.230769230769	0.0769230769231	0	1	0	0	0	0	0.153846153846	0
f104v	f104	6	EVEN	f104v.19	RF1b	13	0	0	0	0	0.230769230769	0.230769230769	0.230769230769	0	0.230769230769	0.0769230769231	0	1	0	0	0	0	0.153846153846	0
f104v	f104	7	ODD	f104v.22	ZL3b	12	0	0	0	0	0.25	0.166666666667	0.416666666667	0	0	0	1	0	0	0	0	0	0.25	0
f104v	f104	7	ODD	f104v.22	IT2a	10	0	0	0	0	0.3	0.2	0.5	0.1	0.1	0	1	0	0	0	0	0	0.3	0
f104v	f104	7	ODD	f104v.22	RF1b	11	0	0	0	0	0.181818181818	0.272727272727	0.454545454545	0.0909090909091	0	0	1	0	0	0	0	0	0.181818181818	0.0909090909091
f104v	f104	8	EVEN	f104v.27	ZL3b	13	0	0	0	0	0.0769230769231	0.230769230769	0.0769230769231	0	0	0.153846153846	0	0	0	0	0	1	0	0
f104v	f104	8	EVEN	f104v.27	IT2a	13	0	0	0	0	0.0769230769231	0.230769230769	0.0769230769231	0	0	0.153846153846	0	0	0	0	0	1	0	0
f104v	f104	8	EVEN	f104v.27	RF1b	13	0	0	0	0	0.0769230769231	0.230769230769	0.0769230769231	0	0	0.153846153846	0	0	0	0	0	1	0	0
f104v	f104	9	ODD	f104v.29	ZL3b	13	1	0	0	0	0.153846153846	0.307692307692	0.153846153846	0.153846153846	0	0	0	1	0	0	0	0	0	0
f104v	f104	9	ODD	f104v.29	IT2a	11	1	0	0	0	0.181818181818	0.363636363636	0.181818181818	0.181818181818	0	0	0	1	0	0	0	0	0	0
f104v	f104	9	ODD	f104v.29	RF1b	13	1	0	0	0	0.153846153846	0.307692307692	0.153846153846	0.153846153846	0	0	0	1	0	0	0	0	0	0
f104v	f104	10	EVEN	f104v.32	ZL3b	14	0	0	0	0	0.285714285714	0.285714285714	0.0714285714286	0	0	0	1	0	0	0	0	0	0.0714285714286	0
f104v	f104	10	EVEN	f104v.32	IT2a	12	0	0	0	0	0.333333333333	0.25	0.0833333333333	0.0833333333333	0.0833333333333	0	1	0	0	0	0	0	0.0833333333333	0
f104v	f104	10	EVEN	f104v.32	RF1b	15	0	0	0	0	0.266666666667	0.266666666667	0.0666666666667	0	0	0	1	0	0	0	0	0	0.0666666666667	0
f104v	f104	11	ODD	f104v.35	ZL3b	10	0	0	0	0	0.3	0.2	0.3	0.1	0	0.1	0	1	0	0	0	1	0.2	0
f104v	f104	11	ODD	f104v.35	IT2a	10	0	0	0	0	0.3	0.2	0.3	0.2	0	0.1	0	1	0	0	0	1	0.2	0
f104v	f104	11	ODD	f104v.35	RF1b	11	0	0	0	0	0.272727272727	0.181818181818	0.272727272727	0.0909090909091	0	0.0909090909091	0	1	0	0	0	1	0.181818181818	0
f104v	f104	12	EVEN	f104v.37	ZL3b	13	0	0	0	0	0.0769230769231	0.307692307692	0.0769230769231	0	0	0.0769230769231	0	0	0	0	0	0	0	0.0769230769231
f104v	f104	12	EVEN	f104v.37	IT2a	13	0	0	0	0	0.0769230769231	0.307692307692	0.0769230769231	0	0	0.0769230769231	0	0	0	0	0	0	0	0.0769230769231
