event_id	page	record	statement_id	product_handle	product_family	surface	exact_card_id	card_meaning_de	product_reading_de
E001	f10r	H1	H1-S001	A.G1	GRUNDANSATZ	dchey	PROC001	ENTNEHMEN · KURZ · POSTEN	erster Grundansatz der Bildpflanze A
E002	f10r	H1	H1-S001	A.G1	GRUNDANSATZ	cthoor	PROC002	BEREITEN · ARBEITSGANG · ANSATZ	erster Grundansatz der Bildpflanze A
E003	f10r	H1	H1-S001	A.G1	GRUNDANSATZ	char	PROC003	QUELLE	erster Grundansatz der Bildpflanze A
E004	f10r	H1	H1-S001	A.G1	GRUNDANSATZ	chty	PROC004	BEARBEITEN · POSTEN	erster Grundansatz der Bildpflanze A
E005	f10r	H1	H1-S001	A.G1	GRUNDANSATZ	os	PROC005	DAZU	erster Grundansatz der Bildpflanze A
E006	f10r	H1	H1-S001	A.G1	GRUNDANSATZ	chair	PROC006	ENTNEHMEN · WASSER	erster Grundansatz der Bildpflanze A
E007	f10r	H1	H1-S001	A.G1	GRUNDANSATZ	otytchol	PROC007	DANACH · POSTEN · BEARBEITEN · ENTNEHMEN · WEITER	erster Grundansatz der Bildpflanze A
E008	f10r	H1	H1-S001	A.G1	GRUNDANSATZ	oky	PROC008	ANSETZEN · POSTEN	erster Grundansatz der Bildpflanze A
E009	f10r	H1	H1-S001	A.G1	GRUNDANSATZ	daiin	PROC009	SOLLMASS	erster Grundansatz der Bildpflanze A
E010	f10r	H1	H1-S001	A.G1	GRUNDANSATZ	etyd	PROC010	KURZ · BEARBEITEN · POSTEN	erster Grundansatz der Bildpflanze A
E011	f10r	H1	H1-S002	A.G2	GRUNDANSATZ	qokchy	PROC011	ANSETZEN · POSTEN	weitergeführter wässriger Grundansatz A
E012	f10r	H1	H1-S002	A.G2	GRUNDANSATZ	qotchol	PROC012	DANACH · ENTNEHMEN · WEITER	weitergeführter wässriger Grundansatz A
E013	f10r	H1	H1-S002	A.G2	GRUNDANSATZ	chol	PROC013	WEITER	weitergeführter wässriger Grundansatz A
E014	f10r	H1	H1-S002	A.G2	GRUNDANSATZ	cthy	PROC014	BEREITEN · POSTEN	weitergeführter wässriger Grundansatz A
E015	f10r	H2	H2-S001	A.Z1	ZWEIGANSATZ	ycheor	PROC015	POSTEN · ENTNEHMEN · KURZ · ANSATZ	erster abgezweigter Ansatz aus A.G2
E016	f10r	H2	H2-S001	A.Z1	ZWEIGANSATZ	cthy	PROC014	BEREITEN · POSTEN	erster abgezweigter Ansatz aus A.G2
E017	f10r	H2	H2-S001	A.Z1	ZWEIGANSATZ	chor	PROC016	ANSATZ	erster abgezweigter Ansatz aus A.G2
E018	f10r	H2	H2-S001	A.Z1	ZWEIGANSATZ	cthaiin	PROC017	BEREITEN · SOLLMASS	erster abgezweigter Ansatz aus A.G2
E019	f10r	H2	H2-S001	A.Z1	ZWEIGANSATZ	qoctholy	PROC018	ARBEITSGANG · BEREITEN · WEITER · POSTEN	erster abgezweigter Ansatz aus A.G2
E020	f10r	H2	H2-S001	A.Z1	ZWEIGANSATZ	dy	PROC019	POSTEN	erster abgezweigter Ansatz aus A.G2
E021	f10r	H2	H2-S001	A.Z1	ZWEIGANSATZ	chy	PROC019	POSTEN	erster abgezweigter Ansatz aus A.G2
E022	f10r	H2	H2-S001	A.Z1	ZWEIGANSATZ	taiin	PROC009	SOLLMASS	erster abgezweigter Ansatz aus A.G2
E023	f10r	H2	H2-S001	A.Z1	ZWEIGANSATZ	shy	PROC019	POSTEN	erster abgezweigter Ansatz aus A.G2
E024	f10r	H2	H2-S002	A.Z2	ZWEIGANSATZ	qotchor	PROC020	DANACH · ENTNEHMEN · ANSATZ	weitergeführter Zweigansatz A.Z1
E025	f10r	H2	H2-S002	A.Z2	ZWEIGANSATZ	chor	PROC016	ANSATZ	weitergeführter Zweigansatz A.Z1
E026	f10r	H2	H2-S002	A.Z2	ZWEIGANSATZ	otol	PROC021	DANACH · WEITER	weitergeführter Zweigansatz A.Z1
E027	f10r	H2	H2-S002	A.Z2	ZWEIGANSATZ	chol	PROC013	WEITER	weitergeführter Zweigansatz A.Z1
E028	f10r	H2	H2-S002	A.Z2	ZWEIGANSATZ	cholor	PROC022	WEITER · ANSATZ	weitergeführter Zweigansatz A.Z1
E029	f10r	H2	H2-S002	A.Z2	ZWEIGANSATZ	chol	PROC013	WEITER	weitergeführter Zweigansatz A.Z1
E030	f10r	H2	H2-S002	A.Z2	ZWEIGANSATZ	daiin	PROC009	SOLLMASS	weitergeführter Zweigansatz A.Z1
E031	f10r	H2	H2-S002	A.Z2	ZWEIGANSATZ	dar	PROC003	QUELLE	weitergeführter Zweigansatz A.Z1
E032	f10r	H2	H2-S003	A.Z3	ZWEIGANSATZ	oykchor	PROC023	ARBEITSGANG · POSTEN · ZUGEBEN · ANSATZ	ergänzter Zweigansatz der Bildpflanze A
E033	f10r	H2	H2-S003	A.Z3	ZWEIGANSATZ	shor	PROC016	ANSATZ	ergänzter Zweigansatz der Bildpflanze A
E034	f10r	H2	H2-S003	A.Z3	ZWEIGANSATZ	chor	PROC016	ANSATZ	ergänzter Zweigansatz der Bildpflanze A
E035	f10r	H2	H2-S003	A.Z3	ZWEIGANSATZ	chy	PROC019	POSTEN	ergänzter Zweigansatz der Bildpflanze A
E036	f10r	H2	H2-S003	A.Z3	ZWEIGANSATZ	kaiiin	PROC024	ZUGEBEN · STUFE	ergänzter Zweigansatz der Bildpflanze A
E037	f10r	H2	H2-S003	A.Z3	ZWEIGANSATZ	dy	PROC019	POSTEN	ergänzter Zweigansatz der Bildpflanze A
E038	f10r	H2	H2-S003	A.Z3	ZWEIGANSATZ	chodaiin	PROC025	ENTNEHMEN · ARBEITSGANG · SOLLMASS	ergänzter Zweigansatz der Bildpflanze A
E039	f11r	H3	H3-S001	B.X1	AUSZUG	tshol	PROC026	BEARBEITEN · HALTEN · WEITER	erster geschlossener Durchgangsauszug der Bildpflanze B
E040	f11r	H3	H3-S001	B.X1	AUSZUG	schoal	PROC027	HALTEN · ARBEITSGANG · ZIELSTELLE	erster geschlossener Durchgangsauszug der Bildpflanze B
E041	f11r	H3	H3-S001	B.X1	AUSZUG	cfhy	PROC028	AUSPRESSEN · POSTEN	erster geschlossener Durchgangsauszug der Bildpflanze B
E042	f11r	H3	H3-S001	B.X1	AUSZUG	shfydaiin	PROC029	HALTEN · POSTEN · SOLLMASS	erster geschlossener Durchgangsauszug der Bildpflanze B
E043	f11r	H3	H3-S001	B.X1	AUSZUG	cphy	PROC030	EINBRINGEN · POSTEN	erster geschlossener Durchgangsauszug der Bildpflanze B
E044	f11r	H3	H3-S001	B.X1	AUSZUG	shey	PROC031	HALTEN · LANG · POSTEN	erster geschlossener Durchgangsauszug der Bildpflanze B
E045	f11r	H3	H3-S001	B.X1	AUSZUG	tchody	PROC032	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	erster geschlossener Durchgangsauszug der Bildpflanze B
E046	f11r	H3	H3-S002	B.X2	AUSZUG	shoyty	PROC033	HALTEN · ARBEITSGANG · POSTEN · BEARBEITEN · POSTEN	nachbearbeiteter und aufgenommener Auszug B.X1
E047	f11r	H3	H3-S003	B.X3	AUSZUGSPORTION	dchol	PROC034	DAVON	davon genommene Portion aus B.X2
E048	f11r	H3	H3-S003	B.X3	AUSZUGSPORTION	chy	PROC019	POSTEN	davon genommene Portion aus B.X2
E049	f11r	H3	H3-S003	B.X3	AUSZUGSPORTION	kchy	PROC035	ZUGEBEN · POSTEN	davon genommene Portion aus B.X2
E050	f11r	H3	H3-S003	B.X3	AUSZUGSPORTION	dy	PROC019	POSTEN	davon genommene Portion aus B.X2
E051	f11r	H3	H3-S003	B.X3	AUSZUGSPORTION	daiin	PROC009	SOLLMASS	davon genommene Portion aus B.X2
E052	f11r	H3	H3-S004	B.X4	AUSZUGSFORTSETZUNG	qotchy	PROC036	DANACH · POSTEN	offene Fortsetzung der Auszugsportion B.X3
E053	f11r	H3	H3-S004	B.X4	AUSZUGSFORTSETZUNG	okchol	PROC037	ANSETZEN · WEITER	offene Fortsetzung der Auszugsportion B.X3
E054	f11r	H3	H3-S004	B.X4	AUSZUGSFORTSETZUNG	cthy	PROC014	BEREITEN · POSTEN	offene Fortsetzung der Auszugsportion B.X3
E055	f11r	H3	H3-S004	B.X4	AUSZUGSFORTSETZUNG	dy	PROC019	POSTEN	offene Fortsetzung der Auszugsportion B.X3
E056	f55v	H4	H4-S001	C.M1	MESSANSATZ	qokaiin	PROC038	ANSETZEN · SOLLMASS	erster gemessener Ansatz der Bildpflanze C
E057	f55v	H4	H4-S001	C.M1	MESSANSATZ	chaiin	PROC009	SOLLMASS	erster gemessener Ansatz der Bildpflanze C
E058	f55v	H4	H4-S001	C.M1	MESSANSATZ	ykain	PROC039	POSTEN · ZUGEBEN · PORTION	erster gemessener Ansatz der Bildpflanze C
E059	f55v	H4	H4-S001	C.M1	MESSANSATZ	ykan	PROC040	POSTEN · ZUGEBEN · NACHGABE	erster gemessener Ansatz der Bildpflanze C
E060	f55v	H4	H4-S001	C.M1	MESSANSATZ	ody	PROC041	ARBEITSGANG · SCHLUSS	erster gemessener Ansatz der Bildpflanze C
E061	f55v	H4	H4-S002	C.M2	MESSANSATZ	daiin	PROC009	SOLLMASS	übertragener und beiseitegestellter Messansatz C.M1
E062	f55v	H4	H4-S002	C.M2	MESSANSATZ	chedy	PROC042	UMSETZEN · POSTEN	übertragener und beiseitegestellter Messansatz C.M1
E063	f55v	H4	H4-S002	C.M2	MESSANSATZ	talam	PROC043	BEISEITESTELLEN	übertragener und beiseitegestellter Messansatz C.M1
E064	f55v	H4	H4-S003	C.W1	WARMANSATZ	ykaiin	PROC044	POSTEN · ZUGEBEN · SOLLMASS	erwärmter zweiter Ansatz der Bildpflanze C
E065	f55v	H4	H4-S003	C.W1	WARMANSATZ	cheoar	PROC045	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE	erwärmter zweiter Ansatz der Bildpflanze C
