rank	strict_complete	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	working_translation_de
1	1	f20v	f20v.10	H	A	1	7	7	4	0	0	0	1.000000	7	7	1	1	shokaiin chocthy chol daiin chy chor ety	feucht-heißer Ansatz, Grad III | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | trocken, Grundform | Pflanzen-/Reproduktionsteil | gekühlt	V13:TARGET_SURFACE_DEFAULT | V13:DRY_CTH_PREPARATION | V13:DRY_OL_FORM | V13:CONTEXTUAL_VALUE_SERIES | V13:TARGET_SURFACE_DEFAULT | V13:PART_OR_FORM | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	NONE	NONE	feucht-heißer Ansatz, Grad III; trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung; trocken; nominal trockenes Gut/Material; Qualitätsgrad III; trocken, Grundform; Pflanzen-/Reproduktionsteil; gekühlt
2	1	f106v	f106v.8	S	B	3	5	5	1	0	0	0	1.000000	5	5	1	1	oraiin cheo rol aiin otaiin	Portion III | trocken angesetzte Zubereitung | Wurzelstoff | Menge III | kalt im Zubereitungsrahmen, Grad III	V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:SCOPED_CONCRETE_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_DEGREE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	Portion III; trocken angesetzte Zubereitung; Wurzelstoff; Menge III; kalt im Zubereitungsrahmen, Grad III
3	1	f22v	f22v.15	H	A	1	5	5	1	0	0	0	1.000000	5	5	1	1	sho cthy chocthy qokchy dory	feuchter Ansatz | CTH-Drogenmaterial | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | heiß-trocken | abgemessene Portion	V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:DRY_CTH_PREPARATION | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	feuchter Ansatz; CTH-Drogenmaterial; trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung; heiß-trocken; abgemessene Portion
4	1	f32r	f32r.5	H	A	1	3	3	1	0	0	0	1.000000	3	3	1	1	qotchy qokchy daiin	kalt-trocken | heiß-trocken | Grad-/Maßwert III	V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	kalt-trocken; heiß-trocken; Grad-/Maßwert III
5	1	f4r	f4r.12	H	A	1	3	3	2	0	0	0	1.000000	3	3	1	1	soiin chaiin chaiin	Samen/Saatgutzubereitung, Form III | trocken, Grad III | trocken, Grad III	V13:SCOPED_RESIDUAL_HEAD_FORM | V13:QUALITY_DEGREE_SERIES | V13:QUALITY_DEGREE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED	NONE	NONE	Samen/Saatgutzubereitung, Form III; trocken, Grad III; trocken, Grad III
6	1	f83r	f83r.49	B	B	2	3	3	1	0	0	0	1.000000	3	3	1	1	sol daiiin chedy	Samenmaterial/Saatgut | Qualitätsgrad IV | getrockneter Zustand	V13:SCOPED_CONCRETE_HEAD_FORM | V13:CONTEXTUAL_VALUE_SERIES | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	NONE	NONE	Samenmaterial/Saatgut; Qualitätsgrad IV; getrockneter Zustand
7	1	f89r1	f89r1.14	P	A	1	2	2	1	0	0	0	1.000000	2	2	1	1	okaiin dan	heiß, Grad III, im Ansatzrahmen | Grad-/Maßwert I	V13:TARGET_SURFACE_DEFAULT | V13:CONTEXTUAL_VALUE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	heiß, Grad III, im Ansatzrahmen; Grad-/Maßwert I
8	0	f80r	f80r.18	B	B	2	11	11	2	0	4	0	1.000000	7	7	1	0	paiin sheol qokain chety qokeedy qokar shcthy qotol shecthy qokain olkam	Pulver, Typ/Charge III | feuchtes Material | heiß, Grad II | trocken-kalte gebundene Form | heißer Zustand, Bindungsstufe II | heiße Portion | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | kaltes Material | feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut | heiß, Grad II | heißes Material [terminal-M]	V13:SCOPED_CONCRETE_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:MOIST_CTH_MATERIAL | V13:TARGET_SURFACE_DEFAULT | V13:MOIST_BOUND_CTH_MATERIAL | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT	READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Pulver, Typ/Charge III; feuchtes Material; heiß, Grad II; trocken-kalte gebundene Form; heißer Zustand, Bindungsstufe II; heiße Portion; feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut; kaltes Material; feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut; heiß, Grad II; heißes Material [terminal-M]
9	0	f85r1	f85r1.21	T	B	2	11	11	1	1	3	0	1.000000	8	8	1	0	daiir cheody oraiin ol okaiin cheocthey olor otedy qotaiin chor chedy	Maß III | getrockneter Ansatz | Portion III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß, Grad III, im Ansatzrahmen | trockene Drogenzubereitung, Form I | Zutat | gekühlter Ansatz | kalt, Grad III | Pflanzen-/Reproduktionsteil | getrockneter Zustand	V13:TARGET_LOCUS_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_STATE_MATERIAL_CARRIER | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:PART_OR_FORM | V13:TARGET_SURFACE_DEFAULT	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE	NONE	NONE	Maß III; getrockneter Ansatz; Portion III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heiß, Grad III, im Ansatzrahmen; trockene Drogenzubereitung, Form I; Zutat; gekühlter Ansatz; kalt, Grad III; Pflanzen-/Reproduktionsteil; getrockneter Zustand
10	0	f114v	f114v.33	S	B	3	10	10	0	0	5	0	1.000000	5	5	1	0	kaiin sheey oaiin sheol qoteey qokeeedy cheo ctheey qokeeo lkealy	heiß, Grad III | feucht, Bindungsstufe II | Ansatzmenge III | feuchtes Material | kalt, Bindungsstufe II | heißer Zustand, Bindungsstufe III | trocken angesetzte Zubereitung | CTH-Drogenmaterial, Form II | heißer Ansatz, Bindungsstufe II | erwärmte Flüssigkeit	V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	heiß, Grad III; feucht, Bindungsstufe II; Ansatzmenge III; feuchtes Material; kalt, Bindungsstufe II; heißer Zustand, Bindungsstufe III; trocken angesetzte Zubereitung; CTH-Drogenmaterial, Form II; heißer Ansatz, Bindungsstufe II; erwärmte Flüssigkeit
